level_id,session_date,year,side,entry_time,exit_time,entry_price,is_near_miss_entry,anchor,cap,exit_reason,pnl
96_lower,2018-05-23,2018,lower,2018-05-23 03:24:00-04:00,2018-05-23 04:16:00-04:00,6862.149696078842,False,12.0,18.0,SL,-18.0
94_upper,2018-05-24,2018,upper,2018-05-24 03:19:00-04:00,2018-05-24 04:48:00-04:00,6971.765545524388,False,16.5,24.75,BE,-0.0
98_upper,2018-05-25,2018,upper,2018-05-24 21:33:00-04:00,2018-05-24 22:19:00-04:00,6988.503726657311,False,11.75,17.625,BE,-0.0
103_lower,2018-05-29,2018,lower,2018-05-29 02:47:00-04:00,2018-05-29 03:15:00-04:00,6935.904766379892,False,12.75,19.125,TP,19.125
102_lower,2018-05-29,2018,lower,2018-05-29 04:32:00-04:00,2018-05-29 09:42:00-04:00,6899.922722627305,False,29.25,43.875,TP,43.875
93_upper,2018-06-01,2018,upper,2018-06-01 09:55:00-04:00,2018-06-01 10:55:00-04:00,7036.581952490742,False,21.75,32.625,SL,-32.625
107_upper,2018-06-04,2018,upper,2018-06-03 20:18:00-04:00,2018-06-04 03:53:00-04:00,7092.43659505992,False,15.5,23.25,SL,-23.25
108_upper,2018-06-05,2018,upper,2018-06-05 04:00:00-04:00,2018-06-05 10:04:00-04:00,7156.635231374005,False,16.0,24.0,SL,-24.0
110_upper,2018-06-07,2018,upper,2018-06-07 02:32:00-04:00,2018-06-07 03:05:00-04:00,7231.326699234774,False,3.25,4.875,TP,4.875
110_lower,2018-06-08,2018,lower,2018-06-08 04:10:00-04:00,2018-06-08 05:03:00-04:00,7113.548300765226,False,27.25,40.875,BE,0.0
112_upper,2018-06-11,2018,upper,2018-06-11 09:46:00-04:00,2018-06-11 10:18:00-04:00,7194.487916844135,False,11.0,16.5,TP,16.5
114_upper,2018-06-13,2018,upper,2018-06-12 20:23:00-04:00,2018-06-12 21:10:00-04:00,7254.301705073458,False,5.25,7.875,BE,-0.0
111_upper,2018-06-13,2018,upper,2018-06-13 10:20:00-04:00,2018-06-13 14:06:00-04:00,7269.677208812118,False,15.0,22.5,TP,22.5
115_upper,2018-06-14,2018,upper,2018-06-14 10:20:00-04:00,2018-06-14 11:32:00-04:00,7303.289655676041,False,33.0,49.5,BE,-0.0
117_lower,2018-06-18,2018,lower,2018-06-18 09:34:00-04:00,2018-06-18 09:48:00-04:00,7214.541889345101,False,15.0,22.5,TP,22.5
116_lower,2018-06-19,2018,lower,2018-06-18 21:55:00-04:00,2018-06-19 02:00:00-04:00,7207.821104982877,False,13.25,19.875,SL,-19.875
119_upper,2018-06-20,2018,upper,2018-06-19 20:02:00-04:00,2018-06-19 21:03:00-04:00,7262.911183414944,False,14.25,21.375,TP,21.375
118_upper,2018-06-20,2018,upper,2018-06-20 08:54:00-04:00,2018-06-20 09:42:00-04:00,7287.904347496284,False,10.25,15.375,SL,-15.375
116_upper,2018-06-21,2018,upper,2018-06-20 21:57:00-04:00,2018-06-20 22:19:00-04:00,7342.428895017123,False,9.75,14.625,SL,-14.625
121_lower,2018-06-22,2018,lower,2018-06-22 10:34:00-04:00,2018-06-22 15:00:00-04:00,7198.555087663368,False,54.5,81.75,cutoff,41.944912336632115
122_lower,2018-06-25,2018,lower,2018-06-25 05:03:00-04:00,2018-06-25 09:39:00-04:00,7161.205449367277,False,20.25,30.375,SL,-30.375
126_upper,2018-06-29,2018,upper,2018-06-28 22:36:00-04:00,2018-06-29 03:29:00-04:00,7076.796525590399,False,18.5,27.75,SL,-27.75
127_lower,2018-07-02,2018,lower,2018-07-02 02:24:00-04:00,2018-07-02 10:39:00-04:00,7021.939275551633,False,24.25,36.375,TP,36.375
127_upper,2018-07-03,2018,upper,2018-07-03 07:36:00-04:00,2018-07-03 09:30:00-04:00,7161.685724448367,False,14.0,21.0,TP,21.0
131_upper,2018-07-06,2018,upper,2018-07-06 01:32:00-04:00,2018-07-06 09:40:00-04:00,7154.980786813723,False,37.5,56.25,BE,-0.0
124_upper,2018-07-06,2018,upper,2018-07-06 10:12:00-04:00,2018-07-06 15:00:00-04:00,7169.8256782714725,False,39.25,58.875,cutoff,-54.9243217285275
123_upper,2018-07-09,2018,upper,2018-07-08 20:08:00-04:00,2018-07-08 21:14:00-04:00,7245.184324224052,False,8.25,12.375,SL,-12.375
133_upper,2018-07-10,2018,upper,2018-07-09 20:54:00-04:00,2018-07-09 21:44:00-04:00,7333.438705783388,False,7.0,10.5,TP,10.5
135_upper,2018-07-12,2018,upper,2018-07-12 10:07:00-04:00,2018-07-12 13:43:00-04:00,7328.303579632185,False,31.0,46.5,SL,-46.5
121_upper,2018-07-13,2018,upper,2018-07-12 23:46:00-04:00,2018-07-13 04:20:00-04:00,7406.569912336632,False,5.75,8.625,TP,8.625
140_lower,2018-07-23,2018,lower,2018-07-22 21:00:00-04:00,2018-07-23 09:40:00-04:00,7346.6858821268015,False,18.5,27.75,SL,-27.75
142_upper,2018-07-24,2018,upper,2018-07-23 19:52:00-04:00,2018-07-23 21:31:00-04:00,7438.102087580435,False,10.5,15.75,BE,-0.0
137_upper,2018-07-24,2018,upper,2018-07-23 21:45:00-04:00,2018-07-24 03:00:00-04:00,7442.534348931817,False,7.5,11.25,TP,11.25
140_upper,2018-07-24,2018,upper,2018-07-24 09:36:00-04:00,2018-07-24 11:03:00-04:00,7478.0641178731985,False,18.75,28.125,TP,28.125
136_lower,2018-07-30,2018,lower,2018-07-30 09:44:00-04:00,2018-07-30 10:35:00-04:00,7226.908261951898,False,20.5,30.75,BE,0.0
153_upper,2018-08-07,2018,upper,2018-08-06 23:02:00-04:00,2018-08-07 00:41:00-04:00,7459.432390640652,False,5.5,8.25,BE,-0.0
146_upper,2018-08-07,2018,upper,2018-08-07 09:35:00-04:00,2018-08-07 09:44:00-04:00,7482.682503501307,False,5.0,7.5,TP,7.5
156_lower,2018-08-10,2018,lower,2018-08-10 06:04:00-04:00,2018-08-10 09:02:00-04:00,7424.720023865139,False,21.0,31.5,BE,0.0
154_lower,2018-08-10,2018,lower,2018-08-10 10:04:00-04:00,2018-08-10 13:46:00-04:00,7413.1515343948895,False,28.75,43.125,BE,0.0
157_lower,2018-08-15,2018,lower,2018-08-15 10:00:00-04:00,2018-08-15 15:00:00-04:00,7372.920652415312,False,44.5,66.75,cutoff,-20.67065241531236
161_lower,2018-08-17,2018,lower,2018-08-17 08:08:00-04:00,2018-08-17 09:28:00-04:00,7360.173904777643,False,10.25,15.375,BE,0.0
164_lower,2018-08-22,2018,lower,2018-08-21 19:14:00-04:00,2018-08-21 23:12:00-04:00,7352.896833553673,False,18.5,27.75,TP,27.75
165_upper,2018-08-23,2018,upper,2018-08-23 09:42:00-04:00,2018-08-23 09:49:00-04:00,7452.447510363063,False,7.25,10.875,SL,-10.875
157_upper,2018-08-24,2018,upper,2018-08-24 10:35:00-04:00,2018-08-24 15:00:00-04:00,7480.329347584688,False,19.0,28.5,cutoff,-12.420652415312361
154_upper,2018-08-27,2018,upper,2018-08-26 19:44:00-04:00,2018-08-26 21:10:00-04:00,7522.8484656051105,False,18.75,28.125,BE,-0.0
156_upper,2018-08-27,2018,upper,2018-08-27 09:30:00-04:00,2018-08-27 09:38:00-04:00,7534.904976134861,False,8.25,12.375,TP,12.375
168_upper,2018-08-29,2018,upper,2018-08-28 22:28:00-04:00,2018-08-29 00:32:00-04:00,7599.9516883498845,False,5.25,7.875,BE,-0.0
169_upper,2018-08-29,2018,upper,2018-08-29 10:41:00-04:00,2018-08-29 15:00:00-04:00,7634.351839522623,False,30.25,45.375,cutoff,-27.648160477377132
173_lower,2018-09-04,2018,lower,2018-09-04 07:41:00-04:00,2018-09-04 09:30:00-04:00,7633.061168833607,False,14.5,21.75,BE,0.0
171_lower,2018-09-04,2018,lower,2018-09-04 09:39:00-04:00,2018-09-04 09:42:00-04:00,7604.500703523443,False,9.5,14.25,SL,-14.25
174_lower,2018-09-05,2018,lower,2018-09-05 10:01:00-04:00,2018-09-05 15:00:00-04:00,7549.8898326392355,False,69.5,104.25,cutoff,-12.389832639235465
168_lower,2018-09-06,2018,lower,2018-09-06 10:12:00-04:00,2018-09-06 15:00:00-04:00,7472.1733116501155,False,55.25,82.875,cutoff,-26.923311650115465
167_lower,2018-09-07,2018,lower,2018-09-07 09:00:00-04:00,2018-09-07 09:53:00-04:00,7401.824362995334,False,40.25,60.375,TP,60.375
179_upper,2018-09-12,2018,upper,2018-09-12 03:47:00-04:00,2018-09-12 04:00:00-04:00,7527.395003291416,False,7.0,10.5,SL,-10.5
178_upper,2018-09-13,2018,upper,2018-09-13 09:32:00-04:00,2018-09-13 09:45:00-04:00,7547.622652900693,False,20.5,30.75,SL,-30.75
176_upper,2018-09-14,2018,upper,2018-09-14 02:25:00-04:00,2018-09-14 09:30:00-04:00,7612.28905045813,False,10.5,15.75,TP,15.75
182_lower,2018-09-17,2018,lower,2018-09-17 09:36:00-04:00,2018-09-17 09:37:00-04:00,7544.14004620946,False,8.75,13.125,SL,-13.125
184_upper,2018-09-20,2018,upper,2018-09-20 09:43:00-04:00,2018-09-20 15:00:00-04:00,7584.795092564204,False,21.5,32.25,cutoff,-22.454907435795576
183_upper,2018-09-21,2018,upper,2018-09-21 02:47:00-04:00,2018-09-21 05:28:00-04:00,7631.354115860666,False,8.75,13.125,TP,13.125
186_lower,2018-09-24,2018,lower,2018-09-24 09:31:00-04:00,2018-09-24 09:32:00-04:00,7499.12113621541,False,9.25,13.875,SL,-13.875
187_upper,2018-10-01,2018,upper,2018-09-30 19:08:00-04:00,2018-09-30 20:14:00-04:00,7688.758399715875,False,16.0,24.0,BE,-0.0
175_upper,2018-10-01,2018,upper,2018-09-30 22:17:00-04:00,2018-10-01 03:48:00-04:00,7702.894612183031,False,8.0,12.0,SL,-12.0
193_lower,2018-10-02,2018,lower,2018-10-02 04:46:00-04:00,2018-10-02 09:30:00-04:00,7641.621028945046,False,15.25,22.875,TP,22.875
195_lower,2018-10-04,2018,lower,2018-10-03 21:36:00-04:00,2018-10-04 05:00:00-04:00,7629.524241982807,False,16.25,24.375,SL,-24.375
198_lower,2018-10-10,2018,lower,2018-10-10 09:50:00-04:00,2018-10-10 09:57:00-04:00,7286.224538054712,False,23.5,35.25,SL,-35.25
208_lower,2018-10-23,2018,lower,2018-10-23 05:17:00-04:00,2018-10-23 06:52:00-04:00,7032.3496815496055,False,17.5,26.25,TP,26.25
203_lower,2018-10-23,2018,lower,2018-10-23 09:30:00-04:00,2018-10-23 09:32:00-04:00,7000.761047057629,False,20.5,30.75,TP,30.75
211_lower,2018-10-26,2018,lower,2018-10-26 05:25:00-04:00,2018-10-26 09:30:00-04:00,6762.610909414232,False,37.25,55.875,TP,55.875
214_upper,2018-10-31,2018,upper,2018-10-31 04:37:00-04:00,2018-10-31 06:44:00-04:00,6889.683844244571,False,21.25,31.875,BE,-0.0
215_upper,2018-11-02,2018,upper,2018-11-02 01:04:00-04:00,2018-11-02 10:29:00-04:00,7089.567462295751,False,63.75,95.625,TP,95.625
217_lower,2018-11-05,2018,lower,2018-11-05 09:44:00-05:00,2018-11-05 10:11:00-05:00,6903.866612075746,False,17.75,26.625,SL,-26.625
218_upper,2018-11-07,2018,upper,2018-11-07 03:20:00-05:00,2018-11-07 04:37:00-05:00,7081.0047610942565,False,22.0,33.0,SL,-33.0
221_lower,2018-11-09,2018,lower,2018-11-09 06:37:00-05:00,2018-11-09 09:35:00-05:00,7094.461029890275,False,24.75,37.125,BE,0.0
220_lower,2018-11-12,2018,lower,2018-11-12 09:32:00-05:00,2018-11-12 10:03:00-05:00,6976.819470200613,False,41.75,62.625,SL,-62.625
215_lower,2018-11-13,2018,lower,2018-11-12 19:44:00-05:00,2018-11-12 22:27:00-05:00,6812.432537704249,False,21.75,32.625,TP,32.625
227_lower,2018-11-19,2018,lower,2018-11-19 10:34:00-05:00,2018-11-19 11:25:00-05:00,6729.6333303671845,False,76.75,115.125,BE,0.0
214_lower,2018-11-20,2018,lower,2018-11-20 08:40:00-05:00,2018-11-20 10:14:00-05:00,6537.816155755429,False,54.25,81.375,SL,-81.375
229_upper,2018-11-21,2018,upper,2018-11-21 09:31:00-05:00,2018-11-21 09:41:00-05:00,6638.488855974993,False,25.0,37.5,TP,37.5
230_lower,2018-11-23,2018,lower,2018-11-23 08:43:00-05:00,2018-11-23 09:01:00-05:00,6499.389445867615,False,17.5,26.25,TP,26.25
231_upper,2018-11-26,2018,upper,2018-11-26 03:15:00-05:00,2018-11-26 10:00:00-05:00,6623.8814122187305,False,24.25,36.375,SL,-36.375
233_upper,2018-11-28,2018,upper,2018-11-28 01:10:00-05:00,2018-11-28 03:00:00-05:00,6735.842929241806,False,7.0,10.5,TP,10.5
242_upper,2018-12-11,2018,upper,2018-12-11 05:53:00-05:00,2018-12-11 08:26:00-05:00,6741.269055832232,False,29.5,44.25,SL,-44.25
245_lower,2018-12-14,2018,lower,2018-12-13 21:06:00-05:00,2018-12-14 00:49:00-05:00,6708.7658878650445,False,46.25,69.375,BE,0.0
234_lower,2018-12-17,2018,lower,2018-12-17 09:53:00-05:00,2018-12-17 10:09:00-05:00,6528.160513975401,False,28.5,42.75,TP,42.75
254_upper,2018-12-28,2018,upper,2018-12-27 23:30:00-05:00,2018-12-28 00:48:00-05:00,6340.354224240451,False,18.0,27.0,TP,27.0
256_lower,2019-01-02,2019,lower,2019-01-02 03:03:00-05:00,2019-01-02 03:21:00-05:00,6238.169923802291,False,28.75,43.125,SL,-43.125
250_upper,2019-01-07,2019,upper,2019-01-06 19:03:00-05:00,2019-01-06 19:20:00-05:00,6469.258199892534,False,15.25,22.875,SL,-22.875
265_upper,2019-01-15,2019,upper,2019-01-15 09:36:00-05:00,2019-01-15 10:00:00-05:00,6623.795237270195,False,18.75,28.125,SL,-28.125
247_upper,2019-01-16,2019,upper,2019-01-16 09:33:00-05:00,2019-01-16 09:41:00-05:00,6698.710922106751,False,8.25,12.375,SL,-12.375
267_lower,2019-01-17,2019,lower,2019-01-17 03:16:00-05:00,2019-01-17 06:38:00-05:00,6615.187968301361,False,19.0,28.5,TP,28.5
267_upper,2019-01-18,2019,upper,2019-01-18 09:28:00-05:00,2019-01-18 09:32:00-05:00,6785.562031698639,False,12.75,19.125,TP,19.125
273_upper,2019-01-25,2019,upper,2019-01-25 10:02:00-05:00,2019-01-25 15:00:00-05:00,6774.122767182309,False,30.75,46.125,cutoff,-13.127232817691038
274_lower,2019-01-28,2019,lower,2019-01-28 09:33:00-05:00,2019-01-28 09:50:00-05:00,6680.472121266195,False,12.75,19.125,SL,-19.125
276_lower,2019-01-29,2019,lower,2019-01-29 10:57:00-05:00,2019-01-29 15:00:00-05:00,6621.250354668582,False,43.5,65.25,cutoff,7.499645331417923
282_lower,2019-02-07,2019,lower,2019-02-07 09:30:00-05:00,2019-02-07 10:20:00-05:00,6927.889636332791,False,15.5,23.25,BE,0.0
283_upper,2019-02-12,2019,upper,2019-02-12 10:58:00-05:00,2019-02-12 15:00:00-05:00,7011.94860488138,False,34.5,51.75,cutoff,-5.3013951186203485
286_upper,2019-02-13,2019,upper,2019-02-12 19:12:00-05:00,2019-02-12 20:01:00-05:00,7043.27827199871,False,13.5,20.25,BE,-0.0
281_upper,2019-02-13,2019,upper,2019-02-13 01:18:00-05:00,2019-02-13 03:58:00-05:00,7058.524825242923,False,8.25,12.375,TP,12.375
287_lower,2019-02-14,2019,lower,2019-02-14 09:31:00-05:00,2019-02-14 15:00:00-05:00,6981.2659991287555,False,58.0,87.0,cutoff,54.73400087124446
288_upper,2019-02-15,2019,upper,2019-02-15 09:28:00-05:00,2019-02-15 10:41:00-05:00,7071.945814887033,False,27.5,41.25,BE,-0.0
282_upper,2019-02-20,2019,upper,2019-02-20 10:40:00-05:00,2019-02-20 12:22:00-05:00,7103.860363667209,False,21.75,32.625,TP,32.625
290_upper,2019-02-21,2019,upper,2019-02-20 22:40:00-05:00,2019-02-21 07:31:00-05:00,7110.376430518732,False,29.0,43.5,TP,43.5
290_lower,2019-02-21,2019,lower,2019-02-21 09:45:00-05:00,2019-02-21 11:58:00-05:00,7026.498569481268,False,20.75,31.125,TP,31.125
292_upper,2019-02-25,2019,upper,2019-02-25 06:24:00-05:00,2019-02-25 07:54:00-05:00,7137.312499692195,False,10.75,16.125,BE,-0.0
289_upper,2019-02-25,2019,upper,2019-02-25 08:47:00-05:00,2019-02-25 09:35:00-05:00,7144.790488080103,False,8.25,12.375,SL,-12.375
295_lower,2019-02-26,2019,lower,2019-02-25 20:28:00-05:00,2019-02-25 21:27:00-05:00,7101.039941058964,False,11.75,17.625,SL,-17.625
302_lower,2019-03-07,2019,lower,2019-03-06 19:05:00-05:00,2019-03-06 19:56:00-05:00,7097.747854027111,False,12.5,18.75,BE,0.0
301_lower,2019-03-07,2019,lower,2019-03-07 02:04:00-05:00,2019-03-07 05:59:00-05:00,7088.7027966258065,False,5.0,7.5,TP,7.5
296_lower,2019-03-07,2019,lower,2019-03-07 09:52:00-05:00,2019-03-07 11:34:00-05:00,7038.961093836613,False,21.25,31.875,TP,31.875
289_lower,2019-03-08,2019,lower,2019-03-08 08:30:00-05:00,2019-03-08 09:00:00-05:00,6998.584511919897,False,11.75,17.625,SL,-17.625
306_upper,2019-03-13,2019,upper,2019-03-13 08:00:00-04:00,2019-03-13 09:12:00-04:00,7262.804382013026,False,15.5,23.25,BE,-0.0
308_upper,2019-03-15,2019,upper,2019-03-15 09:56:00-04:00,2019-03-15 11:16:00-04:00,7332.254555376385,False,17.5,26.25,BE,-0.0
309_upper,2019-03-18,2019,upper,2019-03-18 09:58:00-04:00,2019-03-18 11:23:00-04:00,7364.223578148492,False,11.0,16.5,TP,16.5
311_lower,2019-03-25,2019,lower,2019-03-24 20:24:00-04:00,2019-03-24 20:37:00-04:00,7337.82254636648,False,10.0,15.0,SL,-15.0
315_upper,2019-03-26,2019,upper,2019-03-26 09:57:00-04:00,2019-03-26 10:32:00-04:00,7433.512851730817,False,16.0,24.0,TP,24.0
317_upper,2019-04-01,2019,upper,2019-03-31 19:05:00-04:00,2019-03-31 19:53:00-04:00,7455.804037375222,False,26.0,39.0,BE,-0.0
321_upper,2019-04-03,2019,upper,2019-04-02 21:45:00-04:00,2019-04-03 15:00:00-04:00,7556.688231456711,False,41.5,62.25,cutoff,-7.811768543288963
326_upper,2019-04-11,2019,upper,2019-04-10 19:42:00-04:00,2019-04-10 21:31:00-04:00,7658.0460071098805,False,6.75,10.125,BE,-0.0
329_lower,2019-04-15,2019,lower,2019-04-15 10:43:00-04:00,2019-04-15 11:29:00-04:00,7599.4532325090695,False,19.5,29.25,TP,29.25
328_upper,2019-04-17,2019,upper,2019-04-16 21:59:00-04:00,2019-04-17 05:35:00-04:00,7699.333072790703,False,16.25,24.375,BE,-0.0
330_upper,2019-04-17,2019,upper,2019-04-17 08:03:00-04:00,2019-04-17 08:46:00-04:00,7708.943373859822,False,8.75,13.125,SL,-13.125
333_upper,2019-04-23,2019,upper,2019-04-23 09:44:00-04:00,2019-04-23 10:03:00-04:00,7772.171559230863,False,9.5,14.25,SL,-14.25
336_lower,2019-04-26,2019,lower,2019-04-26 09:43:00-04:00,2019-04-26 15:00:00-04:00,7773.931429214922,False,38.5,57.75,cutoff,48.81857078507801
339_lower,2019-04-30,2019,lower,2019-04-29 21:00:00-04:00,2019-04-30 03:01:00-04:00,7787.768622292595,False,9.75,14.625,TP,14.625
328_lower,2019-05-09,2019,lower,2019-05-09 02:52:00-04:00,2019-05-09 09:04:00-04:00,7578.916927209297,False,22.75,34.125,SL,-34.125
347_upper,2019-05-10,2019,upper,2019-05-09 20:24:00-04:00,2019-05-09 20:28:00-04:00,7651.573096473161,False,28.25,42.375,TP,42.375
347_lower,2019-05-13,2019,lower,2019-05-13 08:14:00-04:00,2019-05-13 10:01:00-04:00,7422.426903526839,False,35.25,52.875,SL,-52.875
350_upper,2019-05-15,2019,upper,2019-05-15 10:42:00-04:00,2019-05-15 15:00:00-04:00,7481.289402916763,False,58.25,87.375,cutoff,-39.96059708323719
353_lower,2019-05-20,2019,lower,2019-05-20 06:14:00-04:00,2019-05-20 07:09:00-04:00,7446.417643630048,False,20.0,30.0,SL,-30.0
355_lower,2019-05-23,2019,lower,2019-05-23 02:07:00-04:00,2019-05-23 03:13:00-04:00,7371.647120555797,False,13.75,20.625,SL,-20.625
359_upper,2019-05-28,2019,upper,2019-05-28 09:39:00-04:00,2019-05-28 10:18:00-04:00,7364.662584484247,False,23.5,35.25,TP,35.25
358_lower,2019-05-29,2019,lower,2019-05-28 20:09:00-04:00,2019-05-28 20:33:00-04:00,7278.526693405793,False,14.0,21.0,SL,-21.0
