shadow_idx,level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,level,anchor,cap,exit_reason,pnl,gap_through,source,entry_ts
214,548_lower,2015-03-10,2015,lower,2015-03-10 08:01:00-04:00,2015-03-10 09:31:00-04:00,4376.794054183564,4376.794054183564,4376.794054183564,10.75,16.125,BE,0.0,False,external_2013_2015,2015-03-10 12:01:00+00:00
215,536_lower,2015-03-10,2015,lower,2015-03-10 09:46:00-04:00,2015-03-10 10:36:00-04:00,4365.154394459318,4345.654394459318,4365.154394459318,13.0,19.5,SL,-19.5,False,external_2013_2015,2015-03-10 13:46:00+00:00
216,548_upper,2015-03-20,2015,upper,2015-03-20 04:03:00-04:00,2015-03-20 04:46:00-04:00,4435.330945816436,4431.955945816436,4435.330945816436,2.25,3.375,TP,3.375,False,external_2013_2015,2015-03-20 08:03:00+00:00
217,556_upper,2015-03-20,2015,upper,2015-03-20 07:52:00-04:00,2015-03-20 08:33:00-04:00,4445.45044122684,4453.32544122684,4445.45044122684,5.25,7.875,SL,-7.875,False,external_2013_2015,2015-03-20 11:52:00+00:00
218,559_lower,2015-03-25,2015,lower,2015-03-25 09:40:00-04:00,2015-03-25 09:46:00-04:00,4415.632642670079,4405.507642670079,4415.632642670079,6.75,10.125,SL,-10.125,False,external_2013_2015,2015-03-25 13:40:00+00:00
219,553_lower,2015-03-26,2015,lower,2015-03-26 04:07:00-04:00,2015-03-26 04:53:00-04:00,4291.9941622604965,4291.9941622604965,4291.9941622604965,10.75,16.125,BE,0.0,False,external_2013_2015,2015-03-26 08:07:00+00:00
220,551_lower,2015-03-26,2015,lower,2015-03-26 05:21:00-04:00,2015-03-26 08:36:00-04:00,4270.795625167137,4270.795625167137,4270.795625167137,17.5,26.25,BE,0.0,False,external_2013_2015,2015-03-26 09:21:00+00:00
221,562_upper,2015-03-30,2015,upper,2015-03-29 22:42:00-04:00,2015-03-30 00:16:00-04:00,4344.789797577574,4344.789797577574,4344.789797577574,6.75,10.125,BE,-0.0,False,external_2013_2015,2015-03-30 02:42:00+00:00
222,562_lower,2015-04-01,2015,lower,2015-03-31 20:56:00-04:00,2015-03-31 20:56:00-04:00,4273.835202422426,4267.460202422426,4273.835202422426,4.25,6.375,SL,-6.375,False,external_2013_2015,2015-04-01 00:56:00+00:00
223,566_lower,2015-04-03,2015,lower,2015-04-03 09:00:00-04:00,2015-04-03 09:14:00-04:00,4272.945687084783,4263.0,4272.945687084783,38.5,57.75,cutoff,-9.945687084782548,False,external_2013_2015,2015-04-03 13:00:00+00:00
224,564_upper,2015-04-09,2015,upper,2015-04-09 09:33:00-04:00,2015-04-09 09:50:00-04:00,4384.956059752225,4373.331059752225,4384.956059752225,7.75,11.625,TP,11.625,False,external_2013_2015,2015-04-09 13:33:00+00:00
225,570_upper,2015-04-10,2015,upper,2015-04-10 06:46:00-04:00,2015-04-10 09:23:00-04:00,4402.443436824931,4394.193436824931,4402.443436824931,5.5,8.25,TP,8.25,False,external_2013_2015,2015-04-10 10:46:00+00:00
226,572_lower,2015-04-14,2015,lower,2015-04-14 05:22:00-04:00,2015-04-14 10:02:00-04:00,4397.344958059329,4377.094958059329,4397.344958059329,13.5,20.25,SL,-20.25,False,external_2013_2015,2015-04-14 09:22:00+00:00
227,575_lower,2015-04-17,2015,lower,2015-04-17 06:05:00-04:00,2015-04-17 06:15:00-04:00,4385.489147079905,4369.364147079905,4385.489147079905,10.75,16.125,SL,-16.125,False,external_2013_2015,2015-04-17 10:05:00+00:00
228,573_lower,2015-04-17,2015,lower,2015-04-17 09:45:00-04:00,2015-04-17 13:57:00-04:00,4351.235390755034,4332.485390755034,4351.235390755034,12.5,18.75,SL,-18.75,False,external_2013_2015,2015-04-17 13:45:00+00:00
229,575_upper,2015-04-21,2015,upper,2015-04-21 03:17:00-04:00,2015-04-21 05:37:00-04:00,4431.760852920095,4417.885852920095,4431.760852920095,9.25,13.875,TP,13.875,False,external_2013_2015,2015-04-21 07:17:00+00:00
230,578_lower,2015-04-22,2015,lower,2015-04-22 04:07:00-04:00,2015-04-22 04:56:00-04:00,4408.554162200386,4408.554162200386,4408.554162200386,13.0,19.5,BE,0.0,False,external_2013_2015,2015-04-22 08:07:00+00:00
231,581_upper,2015-04-27,2015,upper,2015-04-27 03:05:00-04:00,2015-04-27 03:19:00-04:00,4538.286071283503,4531.536071283503,4538.286071283503,4.5,6.75,TP,6.75,False,external_2013_2015,2015-04-27 07:05:00+00:00
232,585_upper,2015-05-04,2015,upper,2015-05-04 09:43:00-04:00,2015-05-04 10:46:00-04:00,4496.635769373179,4489.510769373179,4496.635769373179,4.75,7.125,TP,7.125,False,external_2013_2015,2015-05-04 13:43:00+00:00
233,587_lower,2015-05-05,2015,lower,2015-05-05 08:38:00-04:00,2015-05-05 09:36:00-04:00,4456.657151985237,4465.282151985237,4456.657151985237,5.75,8.625,TP,8.625,False,external_2013_2015,2015-05-05 12:38:00+00:00
234,589_lower,2015-05-07,2015,lower,2015-05-07 05:15:00-04:00,2015-05-07 06:41:00-04:00,4341.200310011832,4341.200310011832,4341.200310011832,23.0,34.5,BE,0.0,False,external_2013_2015,2015-05-07 09:15:00+00:00
235,590_upper,2015-05-08,2015,upper,2015-05-08 02:16:00-04:00,2015-05-08 03:00:00-04:00,4414.613406709382,4420.613406709382,4414.613406709382,4.0,6.0,SL,-6.0,False,external_2013_2015,2015-05-08 06:16:00+00:00
236,592_lower,2015-05-12,2015,lower,2015-05-11 22:11:00-04:00,2015-05-12 01:12:00-04:00,4426.397098709795,4432.022098709795,4426.397098709795,3.75,5.625,TP,5.625,False,external_2013_2015,2015-05-12 02:11:00+00:00
237,591_lower,2015-05-12,2015,lower,2015-05-12 03:18:00-04:00,2015-05-12 05:06:00-04:00,4415.733396426478,4392.483396426478,4415.733396426478,15.5,23.25,SL,-23.25,False,external_2013_2015,2015-05-12 07:18:00+00:00
238,593_upper,2015-05-13,2015,upper,2015-05-13 03:45:00-04:00,2015-05-13 04:03:00-04:00,4438.010301900942,4446.260301900942,4438.010301900942,5.5,8.25,SL,-8.25,False,external_2013_2015,2015-05-13 07:45:00+00:00
239,584_upper,2015-05-19,2015,upper,2015-05-19 03:06:00-04:00,2015-05-19 04:08:00-04:00,4523.401609864752,4523.401609864752,4523.401609864752,4.25,6.375,BE,-0.0,False,external_2013_2015,2015-05-19 07:06:00+00:00
240,598_lower,2015-05-20,2015,lower,2015-05-20 09:35:00-04:00,2015-05-20 10:36:00-04:00,4490.457774734654,4502.082774734654,4490.457774734654,7.75,11.625,TP,11.625,False,external_2013_2015,2015-05-20 13:35:00+00:00
241,602_lower,2015-05-26,2015,lower,2015-05-26 03:41:00-04:00,2015-05-26 06:37:00-04:00,4510.569400669154,4518.444400669154,4510.569400669154,5.25,7.875,TP,7.875,False,external_2013_2015,2015-05-26 07:41:00+00:00
242,608_upper,2015-06-03,2015,upper,2015-06-03 07:49:00-04:00,2015-06-03 09:34:00-04:00,4533.080003128375,4518.830003128375,4533.080003128375,9.5,14.25,TP,14.25,False,external_2013_2015,2015-06-03 11:49:00+00:00
243,609_lower,2015-06-04,2015,lower,2015-06-04 03:40:00-04:00,2015-06-04 04:43:00-04:00,4496.928304711307,4486.428304711307,4496.928304711307,7.0,10.5,SL,-10.5,False,external_2013_2015,2015-06-04 07:40:00+00:00
244,608_lower,2015-06-05,2015,lower,2015-06-05 08:30:00-04:00,2015-06-05 08:35:00-04:00,4470.919996871625,4485.544996871625,4470.919996871625,9.75,14.625,TP,14.625,False,external_2013_2015,2015-06-05 12:30:00+00:00
245,604_lower,2015-06-05,2015,lower,2015-06-05 09:41:00-04:00,2015-06-05 10:35:00-04:00,4451.486158495371,4488.986158495371,4451.486158495371,25.0,37.5,TP,37.5,False,external_2013_2015,2015-06-05 13:41:00+00:00
246,594_lower,2015-06-09,2015,lower,2015-06-09 05:54:00-04:00,2015-06-09 09:32:00-04:00,4405.136683466166,4425.011683466166,4405.136683466166,13.25,19.875,TP,19.875,False,external_2013_2015,2015-06-09 09:54:00+00:00
247,612_upper,2015-06-11,2015,upper,2015-06-11 09:27:00-04:00,2015-06-11 09:50:00-04:00,4500.404964540428,4508.654964540428,4500.404964540428,5.5,8.25,SL,-8.25,False,external_2013_2015,2015-06-11 13:27:00+00:00
248,615_lower,2015-06-12,2015,lower,2015-06-11 21:29:00-04:00,2015-06-12 04:05:00-04:00,4475.75,4469.75,4476.9283200262325,4.0,6.0,SL,-6.0,True,external_2013_2015,2015-06-12 01:29:00+00:00
249,614_lower,2015-06-15,2015,lower,2015-06-15 09:30:00-04:00,2015-06-15 09:35:00-04:00,4406.803936255797,4394.803936255797,4406.803936255797,8.0,12.0,SL,-12.0,False,external_2013_2015,2015-06-15 13:30:00+00:00
250,617_upper,2015-06-16,2015,upper,2015-06-16 09:39:00-04:00,2015-06-16 10:12:00-04:00,4437.839824422863,4423.214824422863,4437.839824422863,9.75,14.625,TP,14.625,False,external_2013_2015,2015-06-16 13:39:00+00:00
251,619_upper,2015-06-18,2015,upper,2015-06-18 09:29:00-04:00,2015-06-18 09:45:00-04:00,4478.44831123276,4493.82331123276,4478.44831123276,10.25,15.375,SL,-15.375,False,external_2013_2015,2015-06-18 13:29:00+00:00
252,610_upper,2015-06-19,2015,upper,2015-06-19 04:40:00-04:00,2015-06-19 05:26:00-04:00,4538.483066990497,4538.483066990497,4538.483066990497,10.0,15.0,BE,-0.0,False,external_2013_2015,2015-06-19 08:40:00+00:00
253,628_upper,2015-07-01,2015,upper,2015-07-01 05:10:00-04:00,2015-07-01 12:43:00-04:00,4433.214047796828,4407.714047796828,4433.214047796828,17.0,25.5,TP,25.5,False,external_2013_2015,2015-07-01 09:10:00+00:00
254,632_upper,2015-07-07,2015,upper,2015-07-07 01:26:00-04:00,2015-07-07 01:30:00-04:00,4438.679833043172,4443.179833043172,4438.679833043172,3.0,4.5,SL,-4.5,False,external_2013_2015,2015-07-07 05:26:00+00:00
255,631_upper,2015-07-07,2015,upper,2015-07-07 03:15:00-04:00,2015-07-07 06:36:00-04:00,4446.509945700989,4433.009945700989,4446.509945700989,9.0,13.5,TP,13.5,False,external_2013_2015,2015-07-07 07:15:00+00:00
256,634_upper,2015-07-13,2015,upper,2015-07-13 02:48:00-04:00,2015-07-13 05:07:00-04:00,4427.347163405295,4439.722163405295,4427.347163405295,8.25,12.375,SL,-12.375,False,external_2013_2015,2015-07-13 06:48:00+00:00
257,630_upper,2015-07-13,2015,upper,2015-07-13 09:37:00-04:00,2015-07-13 09:48:00-04:00,4459.024717874418,4471.024717874418,4459.024717874418,8.0,12.0,SL,-12.0,False,external_2013_2015,2015-07-13 13:37:00+00:00
258,637_upper,2015-07-14,2015,upper,2015-07-14 02:01:00-04:00,2015-07-14 02:09:00-04:00,4493.510665886055,4491.260665886055,4493.510665886055,1.5,2.25,TP,2.25,False,external_2013_2015,2015-07-14 06:01:00+00:00
259,639_upper,2015-07-16,2015,upper,2015-07-15 22:50:00-04:00,2015-07-16 02:01:00-04:00,4550.678355221941,4550.678355221941,4550.678355221941,4.25,6.375,BE,-0.0,False,external_2013_2015,2015-07-16 02:50:00+00:00
260,625_upper,2015-07-16,2015,upper,2015-07-16 04:34:00-04:00,2015-07-16 09:50:00-04:00,4554.800355128937,4564.175355128937,4554.800355128937,6.25,9.375,SL,-9.375,False,external_2013_2015,2015-07-16 08:34:00+00:00
261,641_lower,2015-07-22,2015,lower,2015-07-22 08:02:00-04:00,2015-07-22 09:22:00-04:00,4603.832019845142,4589.582019845142,4603.832019845142,9.5,14.25,SL,-14.25,False,external_2013_2015,2015-07-22 12:02:00+00:00
262,640_lower,2015-07-27,2015,lower,2015-07-27 06:48:00-04:00,2015-07-27 09:33:00-04:00,4538.686550961208,4517.686550961208,4538.686550961208,14.0,21.0,SL,-21.0,False,external_2013_2015,2015-07-27 10:48:00+00:00
263,648_upper,2015-07-29,2015,upper,2015-07-29 03:29:00-04:00,2015-07-29 05:16:00-04:00,4567.591141929934,4567.591141929934,4567.591141929934,14.5,21.75,BE,-0.0,False,external_2013_2015,2015-07-29 07:29:00+00:00
264,651_lower,2015-08-03,2015,lower,2015-08-03 03:30:00-04:00,2015-08-03 03:52:00-04:00,4570.194582093629,4579.194582093629,4570.194582093629,6.0,9.0,TP,9.0,False,external_2013_2015,2015-08-03 07:30:00+00:00
265,653_upper,2015-08-05,2015,upper,2015-08-05 08:25:00-04:00,2015-08-05 09:36:00-04:00,4596.930423254588,4596.930423254588,4596.930423254588,16.25,24.375,BE,-0.0,False,external_2013_2015,2015-08-05 12:25:00+00:00
266,652_upper,2015-08-05,2015,upper,2015-08-05 09:54:00-04:00,2015-08-05 15:00:00-04:00,4616.721106113661,4603.0,4616.721106113661,20.75,31.125,cutoff,13.721106113661335,False,external_2013_2015,2015-08-05 13:54:00+00:00
267,656_upper,2015-08-10,2015,upper,2015-08-10 09:30:00-04:00,2015-08-10 09:50:00-04:00,4551.523381528517,4571.773381528517,4551.523381528517,13.5,20.25,SL,-20.25,False,external_2013_2015,2015-08-10 13:30:00+00:00
268,656_lower,2015-08-12,2015,lower,2015-08-12 03:36:00-04:00,2015-08-12 09:50:00-04:00,4472.726618471483,4452.101618471483,4472.726618471483,13.75,20.625,SL,-20.625,False,external_2013_2015,2015-08-12 07:36:00+00:00
269,661_upper,2015-08-17,2015,upper,2015-08-17 03:01:00-04:00,2015-08-17 03:39:00-04:00,4542.8405194366005,4532.7155194366005,4542.8405194366005,6.75,10.125,TP,10.125,False,external_2013_2015,2015-08-17 07:01:00+00:00
270,660_upper,2015-08-18,2015,upper,2015-08-17 20:56:00-04:00,2015-08-17 23:00:00-04:00,4569.876276140889,4565.001276140889,4569.876276140889,3.25,4.875,TP,4.875,False,external_2013_2015,2015-08-18 00:56:00+00:00
271,663_lower,2015-08-19,2015,lower,2015-08-19 02:00:00-04:00,2015-08-19 02:52:00-04:00,4528.349435264207,4528.349435264207,4528.349435264207,7.5,11.25,BE,0.0,False,external_2013_2015,2015-08-19 06:00:00+00:00
272,661_lower,2015-08-20,2015,lower,2015-08-20 04:48:00-04:00,2015-08-20 10:02:00-04:00,4479.6594805634,4454.1594805634,4479.6594805634,17.0,25.5,SL,-25.5,False,external_2013_2015,2015-08-20 08:48:00+00:00
273,668_upper,2015-08-27,2015,upper,2015-08-27 03:26:00-04:00,2015-08-27 04:15:00-04:00,4258.073772470903,4258.073772470903,4258.073772470903,35.5,53.25,BE,-0.0,False,external_2013_2015,2015-08-27 07:26:00+00:00
274,671_lower,2015-09-01,2015,lower,2015-08-31 19:51:00-04:00,2015-08-31 20:14:00-04:00,4248.176383769504,4226.426383769504,4248.176383769504,14.5,21.75,SL,-21.75,False,external_2013_2015,2015-08-31 23:51:00+00:00
275,670_lower,2015-09-01,2015,lower,2015-08-31 20:31:00-04:00,2015-08-31 21:28:00-04:00,4212.541465478224,4212.541465478224,4212.541465478224,20.75,31.125,BE,0.0,False,external_2013_2015,2015-09-01 00:31:00+00:00
276,675_lower,2015-09-04,2015,lower,2015-09-03 20:18:00-04:00,2015-09-03 20:18:00-04:00,4215.124586640414,4209.874586640414,4215.124586640414,3.5,5.25,SL,-5.25,False,external_2013_2015,2015-09-04 00:18:00+00:00
277,676_upper,2015-09-07,2015,upper,2015-09-06 21:34:00-04:00,2015-09-06 23:15:00-04:00,4234.920063186771,4234.920063186771,4234.920063186771,15.75,23.625,BE,-0.0,False,external_2013_2015,2015-09-07 01:34:00+00:00
278,677_upper,2015-09-08,2015,upper,2015-09-08 03:15:00-04:00,2015-09-08 15:00:00-04:00,4251.614901098796,4284.75,4251.614901098796,28.75,43.125,cutoff,-33.1350989012044,False,external_2013_2015,2015-09-08 07:15:00+00:00
279,678_upper,2015-09-09,2015,upper,2015-09-08 21:50:00-04:00,2015-09-09 02:00:00-04:00,4325.652898091956,4348.152898091956,4325.652898091956,15.0,22.5,SL,-22.5,False,external_2013_2015,2015-09-09 01:50:00+00:00
280,671_upper,2015-09-09,2015,upper,2015-09-09 03:21:00-04:00,2015-09-09 06:45:00-04:00,4361.448616230496,4343.823616230496,4361.448616230496,11.75,17.625,TP,17.625,False,external_2013_2015,2015-09-09 07:21:00+00:00
281,685_lower,2015-09-18,2015,lower,2015-09-18 06:28:00-04:00,2015-09-18 09:16:00-04:00,4336.02330541891,4307.14830541891,4336.02330541891,19.25,28.875,SL,-28.875,False,external_2013_2015,2015-09-18 10:28:00+00:00
282,684_lower,2015-09-18,2015,lower,2015-09-18 09:17:00-04:00,2015-09-18 09:36:00-04:00,4305.727653543795,4327.477653543795,4305.727653543795,14.5,21.75,TP,21.75,False,external_2013_2015,2015-09-18 13:17:00+00:00
283,682_lower,2015-09-22,2015,lower,2015-09-22 05:56:00-04:00,2015-09-22 15:00:00-04:00,4263.366174391269,4245.75,4263.366174391269,30.5,45.75,cutoff,-17.61617439126894,False,external_2013_2015,2015-09-22 09:56:00+00:00
284,689_lower,2015-09-24,2015,lower,2015-09-24 07:10:00-04:00,2015-09-24 15:00:00-04:00,4220.655448611437,4256.5,4220.655448611437,30.75,46.125,cutoff,35.84455138856265,False,external_2013_2015,2015-09-24 11:10:00+00:00
285,690_upper,2015-09-25,2015,upper,2015-09-25 02:22:00-04:00,2015-09-25 04:15:00-04:00,4270.290156868676,4284.540156868676,4270.290156868676,9.5,14.25,SL,-14.25,False,external_2013_2015,2015-09-25 06:22:00+00:00
286,688_upper,2015-09-25,2015,upper,2015-09-25 04:54:00-04:00,2015-09-25 10:23:00-04:00,4301.096887902927,4269.971887902927,4301.096887902927,20.75,31.125,TP,31.125,False,external_2013_2015,2015-09-25 08:54:00+00:00
287,677_lower,2015-09-28,2015,lower,2015-09-28 06:37:00-04:00,2015-09-28 07:48:00-04:00,4176.260098901204,4176.260098901204,4176.260098901204,17.0,25.5,BE,0.0,False,external_2013_2015,2015-09-28 10:37:00+00:00
288,690_lower,2015-09-28,2015,lower,2015-09-28 09:49:00-04:00,2015-09-28 10:10:00-04:00,4168.709843131324,4142.834843131324,4168.709843131324,17.25,25.875,SL,-25.875,False,external_2013_2015,2015-09-28 13:49:00+00:00
289,693_upper,2015-10-01,2015,upper,2015-09-30 22:24:00-04:00,2015-10-01 03:27:00-04:00,4190.327720385524,4222.202720385524,4190.327720385524,21.25,31.875,SL,-31.875,False,external_2013_2015,2015-10-01 02:24:00+00:00
290,698_upper,2015-10-09,2015,upper,2015-10-09 00:41:00-04:00,2015-10-09 03:12:00-04:00,4354.580357367391,4338.455357367391,4354.580357367391,10.75,16.125,TP,16.125,False,external_2013_2015,2015-10-09 04:41:00+00:00
291,702_lower,2015-10-14,2015,lower,2015-10-13 20:46:00-04:00,2015-10-13 22:55:00-04:00,4330.862292663714,4336.112292663714,4330.862292663714,3.5,5.25,TP,5.25,False,external_2013_2015,2015-10-14 00:46:00+00:00
292,706_upper,2015-10-19,2015,upper,2015-10-19 03:33:00-04:00,2015-10-19 05:23:00-04:00,4442.42783451614,4430.80283451614,4442.42783451614,7.75,11.625,TP,11.625,False,external_2013_2015,2015-10-19 07:33:00+00:00
293,707_upper,2015-10-22,2015,upper,2015-10-22 09:50:00-04:00,2015-10-22 12:28:00-04:00,4459.931636558389,4488.806636558389,4459.931636558389,19.25,28.875,SL,-28.875,False,external_2013_2015,2015-10-22 13:50:00+00:00
294,715_upper,2015-10-30,2015,upper,2015-10-29 21:56:00-04:00,2015-10-30 06:42:00-04:00,4677.12816190224,4662.50316190224,4677.12816190224,9.75,14.625,TP,14.625,False,external_2013_2015,2015-10-30 01:56:00+00:00
295,717_lower,2015-11-10,2015,lower,2015-11-10 09:44:00-05:00,2015-11-10 09:51:00-05:00,4618.550513361709,4628.675513361709,4618.550513361709,6.75,10.125,TP,10.125,False,external_2013_2015,2015-11-10 14:44:00+00:00
296,723_upper,2015-11-11,2015,upper,2015-11-11 07:42:00-05:00,2015-11-11 09:31:00-05:00,4659.588332966767,4646.838332966767,4659.588332966767,8.5,12.75,TP,12.75,False,external_2013_2015,2015-11-11 12:42:00+00:00
297,724_lower,2015-11-12,2015,lower,2015-11-12 09:09:00-05:00,2015-11-12 10:10:00-05:00,4611.9042095516725,4626.1542095516725,4611.9042095516725,9.5,14.25,TP,14.25,False,external_2013_2015,2015-11-12 14:09:00+00:00
298,711_lower,2015-11-13,2015,lower,2015-11-13 06:10:00-05:00,2015-11-13 08:40:00-05:00,4574.35513253898,4564.23013253898,4574.35513253898,6.75,10.125,SL,-10.125,False,external_2013_2015,2015-11-13 11:10:00+00:00
299,724_upper,2015-11-20,2015,upper,2015-11-20 09:45:00-05:00,2015-11-20 10:14:00-05:00,4680.220790448328,4688.845790448328,4680.220790448328,5.75,8.625,SL,-8.625,False,external_2013_2015,2015-11-20 14:45:00+00:00
300,731_lower,2015-11-24,2015,lower,2015-11-24 03:51:00-05:00,2015-11-24 03:58:00-05:00,4649.458298523974,4637.833298523974,4649.458298523974,7.75,11.625,SL,-11.625,False,external_2013_2015,2015-11-24 08:51:00+00:00
301,735_lower,2015-11-27,2015,lower,2015-11-27 01:41:00-05:00,2015-11-27 02:16:00-05:00,4676.596054019692,4681.096054019692,4676.596054019692,3.0,4.5,TP,4.5,False,external_2013_2015,2015-11-27 06:41:00+00:00
302,734_upper,2015-12-01,2015,upper,2015-12-01 09:50:00-05:00,2015-12-01 10:16:00-05:00,4703.680714155031,4697.305714155031,4703.680714155031,4.25,6.375,TP,6.375,False,external_2013_2015,2015-12-01 14:50:00+00:00
303,722_upper,2015-12-02,2015,upper,2015-12-02 01:25:00-05:00,2015-12-02 01:44:00-05:00,4720.043710836954,4723.418710836954,4720.043710836954,2.25,3.375,SL,-3.375,False,external_2013_2015,2015-12-02 06:25:00+00:00
304,738_upper,2015-12-02,2015,upper,2015-12-02 09:41:00-05:00,2015-12-02 13:53:00-05:00,4730.027305174621,4717.277305174621,4730.027305174621,8.5,12.75,TP,12.75,False,external_2013_2015,2015-12-02 14:41:00+00:00
305,745_lower,2015-12-11,2015,lower,2015-12-11 07:40:00-05:00,2015-12-11 09:17:00-05:00,4589.451747277238,4589.451747277238,4589.451747277238,13.5,20.25,BE,0.0,False,external_2013_2015,2015-12-11 12:40:00+00:00
306,741_lower,2015-12-11,2015,lower,2015-12-11 09:52:00-05:00,2015-12-11 10:58:00-05:00,4568.003285595188,4568.003285595188,4568.003285595188,20.0,30.0,BE,0.0,False,external_2013_2015,2015-12-11 14:52:00+00:00
307,747_upper,2015-12-15,2015,upper,2015-12-15 04:31:00-05:00,2015-12-15 15:00:00-05:00,4594.917206131226,4615.25,4594.917206131226,29.5,44.25,cutoff,-20.332793868774388,False,external_2013_2015,2015-12-15 09:31:00+00:00
308,749_upper,2015-12-17,2015,upper,2015-12-17 04:45:00-05:00,2015-12-17 10:19:00-05:00,4673.17227932254,4646.54727932254,4673.17227932254,17.75,26.625,TP,26.625,False,external_2013_2015,2015-12-17 09:45:00+00:00
309,748_lower,2015-12-18,2015,lower,2015-12-17 19:42:00-05:00,2015-12-17 21:16:00-05:00,4555.607277090264,4566.107277090264,4555.607277090264,7.0,10.5,TP,10.5,False,external_2013_2015,2015-12-18 00:42:00+00:00
310,753_upper,2015-12-23,2015,upper,2015-12-23 07:08:00-05:00,2015-12-23 15:00:00-05:00,4609.432952275932,4617.25,4609.432952275932,10.5,15.75,cutoff,-7.817047724068288,False,external_2013_2015,2015-12-23 12:08:00+00:00
311,755_lower,2015-12-28,2015,lower,2015-12-28 07:19:00-05:00,2015-12-28 08:30:00-05:00,4592.620476408283,4601.245476408283,4592.620476408283,5.75,8.625,TP,8.625,False,external_2013_2015,2015-12-28 12:19:00+00:00
312,756_upper,2015-12-29,2015,upper,2015-12-29 03:21:00-05:00,2015-12-29 04:10:00-05:00,4633.667143790512,4639.667143790512,4633.667143790512,4.0,6.0,SL,-6.0,False,external_2013_2015,2015-12-29 08:21:00+00:00
313,755_upper,2015-12-29,2015,upper,2015-12-29 08:32:00-05:00,2015-12-29 09:18:00-05:00,4644.504523591717,4644.504523591717,4644.504523591717,8.25,12.375,BE,-0.0,False,external_2013_2015,2015-12-29 13:32:00+00:00
314,758_lower,2015-12-31,2015,lower,2015-12-31 07:29:00-05:00,2015-12-31 08:40:00-05:00,4638.98762614286,4629.98762614286,4638.98762614286,6.0,9.0,SL,-9.0,False,external_2013_2015,2015-12-31 12:29:00+00:00
315,0_upper,2018-01-03,2018,upper,2018-01-03 04:06:00-05:00,2018-01-03 04:53:00-05:00,6529.134910517963,6529.134910517963,6529.134910517963,5.75,8.625,BE,-0.0,False,build_years,2018-01-03 09:06:00+00:00
316,1_upper,2018-01-04,2018,upper,2018-01-03 19:09:00-05:00,2018-01-03 20:12:00-05:00,6591.363648739487,6582.363648739487,6591.363648739487,6.0,9.0,TP,9.0,False,build_years,2018-01-04 00:09:00+00:00
317,4_upper,2018-01-09,2018,upper,2018-01-09 08:26:00-05:00,2018-01-09 09:35:00-05:00,6700.852925468027,6692.227925468027,6700.852925468027,5.75,8.625,TP,8.625,False,build_years,2018-01-09 13:26:00+00:00
318,5_lower,2018-01-10,2018,lower,2018-01-10 05:59:00-05:00,2018-01-10 06:24:00-05:00,6644.365418961772,6654.865418961772,6644.365418961772,7.0,10.5,TP,10.5,False,build_years,2018-01-10 10:59:00+00:00
319,5_upper,2018-01-12,2018,upper,2018-01-12 03:25:00-05:00,2018-01-12 04:13:00-05:00,6741.759581038228,6741.759581038228,6741.759581038228,6.25,9.375,BE,-0.0,False,build_years,2018-01-12 08:25:00+00:00
320,9_upper,2018-01-16,2018,upper,2018-01-16 05:23:00-05:00,2018-01-16 09:35:00-05:00,6809.770647884909,6826.270647884909,6809.770647884909,11.0,16.5,SL,-16.5,False,build_years,2018-01-16 10:23:00+00:00
321,19_lower,2018-01-30,2018,lower,2018-01-29 22:52:00-05:00,2018-01-29 22:56:00-05:00,6956.366742923148,6964.616742923148,6956.366742923148,5.5,8.25,TP,8.25,False,build_years,2018-01-30 03:52:00+00:00
322,17_lower,2018-02-02,2018,lower,2018-02-02 04:21:00-05:00,2018-02-02 10:01:00-05:00,6880.975997086674,6831.850997086674,6880.975997086674,32.75,49.125,SL,-49.125,False,build_years,2018-02-02 09:21:00+00:00
323,28_upper,2018-02-12,2018,upper,2018-02-12 09:44:00-05:00,2018-02-12 10:13:00-05:00,6513.528021066135,6463.653021066135,6513.528021066135,33.25,49.875,TP,49.875,False,build_years,2018-02-12 14:44:00+00:00
324,30_upper,2018-02-14,2018,upper,2018-02-14 02:34:00-05:00,2018-02-14 08:30:00-05:00,6590.569710186437,6578.569710186437,6590.569710186437,8.0,12.0,TP,12.0,False,build_years,2018-02-14 07:34:00+00:00
325,34_lower,2018-02-20,2018,lower,2018-02-20 05:04:00-05:00,2018-02-20 06:23:00-05:00,6727.800168995409,6727.800168995409,6727.800168995409,34.0,51.0,BE,0.0,False,build_years,2018-02-20 10:04:00+00:00
326,35_lower,2018-03-02,2018,lower,2018-03-02 08:01:00-05:00,2018-03-02 09:12:00-05:00,6674.644394150568,6674.644394150568,6674.644394150568,44.5,66.75,BE,0.0,False,build_years,2018-03-02 13:01:00+00:00
327,32_lower,2018-03-02,2018,lower,2018-03-02 09:44:00-05:00,2018-03-02 10:33:00-05:00,6655.008211491266,6700.383211491266,6655.008211491266,30.25,45.375,TP,45.375,False,build_years,2018-03-02 14:44:00+00:00
328,46_upper,2018-03-08,2018,upper,2018-03-08 02:11:00-05:00,2018-03-08 07:16:00-05:00,6945.66025015068,6962.16025015068,6945.66025015068,11.0,16.5,SL,-16.5,False,build_years,2018-03-08 07:11:00+00:00
