level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,level,anchor,cap,vxn_prev_close,exit_reason,pnl,gap_through
19_lower,2018-01-30,2018,lower,2018-01-29 22:52:00-05:00,2018-01-29 23:13:00-05:00,6956.366742923148,6948.116742923148,6956.366742923148,5.5,8.25,20.350000381469727,SL,-8.25,False
17_lower,2018-02-02,2018,lower,2018-02-02 04:21:00-05:00,2018-02-02 10:01:00-05:00,6880.975997086674,6831.850997086674,6880.975997086674,32.75,49.125,20.65999984741211,SL,-49.125,False
28_upper,2018-02-12,2018,upper,2018-02-12 09:44:00-05:00,2018-02-12 10:25:00-05:00,6513.528021066135,6438.715521066135,6513.528021066135,33.25,49.875,24.940000534057617,TP,74.8125,False
30_upper,2018-02-14,2018,upper,2018-02-14 02:34:00-05:00,2018-02-14 08:30:00-05:00,6590.569710186437,6572.569710186437,6590.569710186437,8.0,12.0,20.8700008392334,TP,18.0,False
34_lower,2018-02-20,2018,lower,2018-02-20 05:04:00-05:00,2018-02-20 06:23:00-05:00,6727.800168995409,6727.800168995409,6727.800168995409,34.0,51.0,21.670000076293945,BE,0.0,False
35_lower,2018-03-02,2018,lower,2018-03-02 08:01:00-05:00,2018-03-02 09:12:00-05:00,6674.644394150568,6674.644394150568,6674.644394150568,44.5,66.75,21.530000686645508,BE,0.0,False
32_lower,2018-03-02,2018,lower,2018-03-02 09:44:00-05:00,2018-03-02 10:42:00-05:00,6655.008211491266,6723.070711491266,6655.008211491266,30.25,45.375,21.530000686645508,TP,68.0625,False
53_lower,2018-03-19,2018,lower,2018-03-18 20:59:00-04:00,2018-03-18 21:09:00-04:00,7019.536644549242,7006.411644549242,7019.536644549242,8.75,13.125,22.059999465942383,SL,-13.125,False
48_lower,2018-03-19,2018,lower,2018-03-19 01:09:00-04:00,2018-03-19 01:28:00-04:00,6984.070799723797,6998.133299723797,6984.070799723797,6.25,9.375,22.059999465942383,TP,14.0625,False
55_lower,2018-03-22,2018,lower,2018-03-22 03:59:00-04:00,2018-03-22 05:13:00-04:00,6815.833165584705,6815.833165584705,6815.833165584705,26.75,40.125,26.6299991607666,BE,0.0,False
46_lower,2018-03-22,2018,lower,2018-03-22 06:50:00-04:00,2018-03-22 08:36:00-04:00,6796.46474984932,6796.46474984932,6796.46474984932,38.0,57.0,26.6299991607666,BE,0.0,False
