rr_config_id,config,target_r,window_start_month,window_end_month,horizon_months,n_trades,n_active_trades,n_flat_trades,gross_profit_pts,gross_loss_pts,net_pts,points_pf,PF_R,avg_R_per_trade,max_dd_pts,max_dd_R,TP,SL,BE,cutoff,FLAT,median_stop_pts,median_target_pts,median_mae_pts,median_mfe_pts
1_5rr,primary_150r,1.5,2023-07,2023-08,2,16,16,0,123.52176487043471,443.31173161331935,-319.78996674288464,0.27863409890126056,0.42147143831127437,-0.2575232512139762,-360.85246674288464,-5.620372019423619,2,7,5,2,0,51.0,76.5,36.390540402323495,42.21025683188509
1_5rr,primary_150r,1.5,2023-08,2023-09,2,22,22,0,506.25,536.6867316133194,-30.436731613319353,0.943287713631704,0.9233998757297189,-0.028279924456204378,-329.12423161331935,-4.122158338036496,5,8,8,1,0,58.875,88.3125,28.05027588340181,46.761868256883645
1_5rr,primary_150r,1.5,2023-09,2023-10,2,21,21,0,779.625,274.875,504.75,2.8362892223738063,2.4,0.3333333333333333,-155.25,-3.0,8,5,8,0,0,56.625,84.9375,19.482636343826016,49.87162419332344
1_5rr,primary_150r,1.5,2023-10,2023-11,2,18,18,0,376.875,461.3574229146652,-84.48242291466522,0.8168829226135774,1.110525627610833,0.04146896180768329,-294.8574229146652,-3.753558687461701,5,6,6,1,0,46.5,69.75,19.74813434351472,35.7578410044398
1_5rr,primary_150r,1.5,2023-11,2023-12,2,16,16,0,289.98585902696504,495.8574229146652,-205.87156388770018,0.5848170172030888,0.842905603375848,-0.06630913919203718,-392.3574229146652,-3.753558687461701,3,6,5,2,0,46.125,69.1875,19.765443319710357,37.81867321406753
1_5rr,primary_150r,1.5,2023-12,2024-01,2,23,23,0,455.52458734655374,464.25,-8.725412653446256,0.9812053577739446,0.8941405858080552,-0.04142324903163057,-241.5,-5.0,4,9,8,2,0,41.625,62.4375,25.57090714007063,29.17178395530209
1_5rr,primary_150r,1.5,2024-01,2024-02,2,28,20,8,269.0387283195887,405.0,-135.9612716804113,0.6642931563446635,0.5949614235425991,-0.1301909710041646,-241.5,-5.0,3,9,7,1,8,44.25,66.375,32.38526416917375,37.199186480687786
1_5rr,primary_150r,1.5,2024-02,2024-03,2,19,4,15,36.0,38.25,-2.25,0.9411764705882353,1.5,0.02631578947368421,0.0,0.0,1,1,2,0,15,54.375,81.5625,30.943496105894155,45.87432211402847
1_5rr,primary_150r,1.5,2024-03,2024-04,2,16,1,15,36.0,-0.0,36.0,inf,inf,0.09375,0.0,0.0,1,0,0,0,15,56.8125,85.21875,39.199300361380665,38.59446250894871
1_5rr,primary_150r,1.5,2024-04,2024-05,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,66.0,99.0,51.14475226792274,53.60524773207726
1_5rr,primary_150r,1.5,2024-05,2024-06,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,46.5,69.75,21.78594806608453,58.77607522603648
1_5rr,primary_150r,1.5,2024-06,2024-07,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,44.25,66.375,27.526655936868337,38.5
1_5rr,primary_150r,1.5,2024-07,2024-08,2,18,0,18,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,18,88.6875,133.03125,48.247501528931025,58.81996745920151
1_5rr,primary_150r,1.5,2024-08,2024-09,2,21,0,21,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,21,73.125,109.6875,47.91177850637905,84.34655427859252
1_5rr,primary_150r,1.5,2024-09,2024-10,2,19,0,19,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,19,63.75,95.625,58.1375162881086,26.373991278502217
1_5rr,primary_150r,1.5,2024-10,2024-11,2,15,0,15,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,15,58.5,87.75,47.03123415160371,21.433873389640212
1_5rr,primary_150r,1.5,2024-11,2024-12,2,19,0,19,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,19,58.5,87.75,41.44276702001662,31.000375896564947
1_5rr,primary_150r,1.5,2024-12,2025-01,2,27,0,27,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,27,83.25,124.875,54.24254738770833,36.31636277635698
1_5rr,primary_150r,1.5,2025-01,2025-02,2,25,0,25,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,25,79.5,119.25,48.99225012711031,44.13150184027836
1_5rr,primary_150r,1.5,2025-02,2025-03,2,16,0,16,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,16,78.1875,117.28125,23.643188117061072,53.373941011548595
1_5rr,primary_150r,1.5,2025-03,2025-04,2,12,0,12,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,12,107.625,161.4375,26.249325193472032,80.31413876213264
1_5rr,primary_150r,1.5,2025-04,2025-05,2,17,0,17,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,17,85.5,128.25,22.283405671267246,70.64849673071149
1_5rr,primary_150r,1.5,2025-05,2025-06,2,27,0,27,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,27,77.625,116.4375,33.79362626416332,59.84595597895532
1_5rr,primary_150r,1.5,2025-06,2025-07,2,27,0,27,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,27,59.25,88.875,33.44078079703104,45.23631341568034
1_5rr,primary_150r,1.5,2025-07,2025-08,2,22,0,22,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,22,55.6875,83.53125,20.323907958329073,49.36457767103093
1_5rr,primary_150r,1.5,2025-08,2025-09,2,23,0,23,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,23,59.625,89.4375,31.219692698410654,41.331686108049325
1_5rr,primary_150r,1.5,2025-09,2025-10,2,26,0,26,0.0,-0.0,0.0,inf,inf,0.0,0.0,0.0,0,0,0,0,26,58.3125,87.46875,21.23100183024144,41.40507112855448
1_5rr,primary_150r,1.5,2025-10,2025-11,2,26,11,15,610.5,284.25,326.25,2.1477572559366753,1.5,0.057692307692307696,-224.25,-2.0,3,3,5,0,15,81.5625,122.34375,43.67534709323991,72.74382971670275
1_5rr,primary_150r,1.5,2025-11,2025-12,2,21,19,2,741.5625,335.625,405.9375,2.2094972067039107,1.875,0.16666666666666666,-275.625,-3.0,5,4,10,0,2,78.75,118.125,47.835041188107425,78.51530449349593
1_5rr,primary_150r,1.5,2025-12,2026-01,2,18,17,1,199.6875,404.25,-204.5625,0.4939703153988868,0.75,-0.08333333333333333,-352.875,-5.0,3,6,8,0,1,50.8125,76.21875,23.61319403800553,53.352788447948114
1_5rr,primary_150r,1.5,2026-01,2026-02,2,16,9,7,68.625,352.875,-284.25,0.1944739638682253,0.3,-0.21875,-352.875,-5.0,1,5,3,0,7,65.25,97.875,48.372782736447334,51.611039482235356
1_5rr,primary_150r,1.5,2026-02,2026-03,2,17,9,8,684.5730530150613,163.8716823582945,520.7013706567668,4.177494507673925,2.0585511611584817,0.1508577539457618,-124.875,-2.0,3,2,2,2,8,134.625,201.9375,37.715873370616464,99.77744046079897
1_5rr,primary_150r,1.5,2026-03,2026-04,2,23,21,2,1448.0730530150613,558.4966823582945,889.5763706567668,2.5928051119309488,2.0261590745698816,0.24193833987295438,-394.625,-3.0,7,5,7,2,2,127.125,190.6875,37.64868075703998,136.8848871080845
1_5rr,primary_150r,1.5,2026-04,2026-05,2,24,24,0,1954.6839419442113,567.125,1387.5589419442113,3.4466545152201213,3.3017233868841815,0.4795257056008712,-394.625,-3.0,11,5,7,1,0,108.375,162.5625,27.443718641576197,131.6178398227985
1_5rr,primary_150r,1.5,2026-05,2026-06,2,16,16,0,1191.1839419442113,345.0,846.1839419442113,3.452707078099163,3.502872311473636,0.4692885584013068,-172.5,-1.0,7,3,5,1,0,120.0,180.0,34.01159621998522,131.3079542474261
