entry_time,year,50,50,100,100,150,150,200,200
,,trailing_win_rate,trailing_avg_R,trailing_win_rate,trailing_avg_R,trailing_win_rate,trailing_avg_R,trailing_win_rate,trailing_avg_R
2014-09-15 13:49:00+00:00,2014,0.3,-0.27412734420357726,0.38,-0.0731525061098612,0.36666666666666664,-0.0425194611112627,,
2014-09-19 01:29:00+00:00,2014,0.28,-0.31412734420357724,0.37,-0.0931525061098612,0.36666666666666664,-0.04918612777792937,,
2014-09-30 09:01:00+00:00,2014,0.26,-0.3341273442035772,0.37,-0.0931525061098612,0.36666666666666664,-0.0425194611112627,,
2014-10-01 13:50:00+00:00,2014,0.26,-0.3341273442035772,0.36,-0.11315250610986119,0.36666666666666664,-0.04918612777792937,,
2014-10-03 12:32:00+00:00,2014,0.26,-0.3541273442035772,0.35,-0.13315250610986118,0.36,-0.0625194611112627,,
2014-10-09 08:01:00+00:00,2014,0.28,-0.31412734420357724,0.36,-0.1231525061098612,0.36666666666666664,-0.05585279444459604,,
2014-10-10 10:19:00+00:00,2014,0.28,-0.31412734420357724,0.37,-0.11315250610986119,0.36666666666666664,-0.05585279444459604,,
2014-10-15 12:48:00+00:00,2014,0.3,-0.27412734420357726,0.37,-0.11315250610986119,0.37333333333333335,-0.0425194611112627,,
2014-10-16 10:41:00+00:00,2014,0.3,-0.27412734420357726,0.36,-0.13315250610986118,0.37333333333333335,-0.04918612777792937,,
2014-10-21 13:35:00+00:00,2014,0.32,-0.23412734420357725,0.36,-0.1331525061098612,0.38,-0.03585279444459604,,
2014-10-26 23:26:00+00:00,2014,0.3,-0.27412734420357726,0.35,-0.1531525061098612,0.38,-0.03585279444459604,,
2014-10-28 07:00:00+00:00,2014,0.3,-0.25412734420357724,0.34,-0.1631525061098612,0.37333333333333335,-0.0425194611112627,,
2014-10-28 08:16:00+00:00,2014,0.3,-0.25412734420357724,0.34,-0.1531525061098612,0.37333333333333335,-0.03585279444459604,,
2014-10-28 13:50:00+00:00,2014,0.3,-0.25412734420357724,0.33,-0.1731525061098612,0.37333333333333335,-0.0425194611112627,,
2014-10-31 04:50:00+00:00,2014,0.3,-0.25412734420357724,0.33,-0.1731525061098612,0.37333333333333335,-0.04918612777792937,,
2014-11-05 13:55:00+00:00,2014,0.3,-0.25412734420357724,0.32,-0.1931525061098612,0.37333333333333335,-0.04918612777792937,,
2014-11-07 04:36:00+00:00,2014,0.32,-0.21412734420357726,0.33,-0.1731525061098612,0.37333333333333335,-0.04918612777792937,,
2014-11-13 06:16:00+00:00,2014,0.32,-0.23412734420357725,0.32,-0.1931525061098612,0.37333333333333335,-0.04918612777792937,,
2014-11-18 14:45:00+00:00,2014,0.3,-0.27412734420357726,0.31,-0.2131525061098612,0.36666666666666664,-0.0625194611112627,,
2014-11-21 06:04:00+00:00,2014,0.3,-0.27412734420357726,0.3,-0.23315250610986119,0.36666666666666664,-0.0625194611112627,,
2014-11-21 10:32:00+00:00,2014,0.3,-0.27412734420357726,0.3,-0.23315250610986119,0.36666666666666664,-0.06918612777792937,,
2014-11-25 14:38:00+00:00,2014,0.3,-0.27412734420357726,0.29,-0.2531525061098612,0.36,-0.08251946111126271,,
2014-12-01 14:43:00+00:00,2014,0.32,-0.23412734420357725,0.3,-0.23315250610986119,0.36666666666666664,-0.07585279444459604,,
2014-12-04 14:47:00+00:00,2014,0.32,-0.25412734420357724,0.29,-0.2531525061098612,0.36,-0.08918612777792938,,
2014-12-08 10:15:00+00:00,2014,0.32,-0.23412734420357725,0.29,-0.2431525061098612,0.35333333333333333,-0.09585279444459603,,
2014-12-09 12:42:00+00:00,2014,0.34,-0.19412734420357725,0.29,-0.2431525061098612,0.36,-0.08918612777792938,,
2014-12-12 09:04:00+00:00,2014,0.34,-0.17412734420357726,0.28,-0.2531525061098612,0.36,-0.08251946111126271,,
2014-12-23 13:33:00+00:00,2014,0.34,-0.15412734420357727,0.28,-0.2431525061098612,0.35333333333333333,-0.08918612777792938,,
2015-01-08 01:37:00+00:00,2015,0.36,-0.13412734420357725,0.29,-0.23042364947275232,0.36,-0.08251946111126271,,
2015-01-08 14:40:00+00:00,2015,0.34,-0.17412734420357726,0.29,-0.24042364947275233,0.35333333333333333,-0.09585279444459603,,
2015-01-15 06:04:00+00:00,2015,0.32,-0.1999202615955834,0.29,-0.2504236494727523,0.35333333333333333,-0.1025194611112627,,
2015-01-16 02:32:00+00:00,2015,0.32,-0.1999202615955834,0.3,-0.23042364947275232,0.36,-0.09585279444459603,,
2015-01-22 13:40:00+00:00,2015,0.3,-0.2199202615955834,0.3,-0.23042364947275232,0.35333333333333333,-0.1025194611112627,,
2015-01-27 12:43:00+00:00,2015,0.28,-0.23992026159558338,0.3,-0.22414888427796525,0.35333333333333333,-0.1025194611112627,0.355,-0.05688959583344703
2015-01-28 04:07:00+00:00,2015,0.26,-0.27992026159558336,0.29,-0.24414888427796527,0.3466666666666667,-0.11585279444459604,0.35,-0.06688959583344703
2015-01-29 14:46:00+00:00,2015,0.26,-0.2599202615955834,0.28,-0.2541488842779653,0.34,-0.1225194611112627,0.35,-0.061889595833447025
2015-02-03 14:46:00+00:00,2015,0.26,-0.23992026159558338,0.27,-0.2641488842779653,0.34,-0.11585279444459604,0.345,-0.06688959583344703
2015-02-06 08:07:00+00:00,2015,0.28,-0.1999202615955834,0.27,-0.2641488842779653,0.3466666666666667,-0.10918612777792937,0.345,-0.06688959583344702
2015-02-10 12:10:00+00:00,2015,0.28,-0.1999202615955834,0.27,-0.2641488842779653,0.34,-0.11585279444459604,0.345,-0.06688959583344702
2015-02-11 14:33:00+00:00,2015,0.28,-0.1799202615955834,0.27,-0.2541488842779653,0.34,-0.10918612777792937,0.345,-0.061889595833447025
2015-02-13 05:05:00+00:00,2015,0.28,-0.1999202615955834,0.27,-0.2541488842779653,0.34,-0.10918612777792937,0.345,-0.06688959583344703
2015-02-19 12:01:00+00:00,2015,0.28,-0.1999202615955834,0.26,-0.2670636721017886,0.3333333333333333,-0.1225194611112627,0.34,-0.07688959583344701
2015-02-19 14:57:00+00:00,2015,0.28,-0.18,0.27,-0.24706367210178862,0.34,-0.11585279444459601,0.345,-0.06688959583344702
2015-02-20 10:51:00+00:00,2015,0.26,-0.22,0.26,-0.2670636721017886,0.34,-0.11585279444459604,0.345,-0.071889595833447
2015-03-02 14:54:00+00:00,2015,0.26,-0.2,0.26,-0.2670636721017886,0.3333333333333333,-0.1225194611112627,0.34,-0.07688959583344702
2015-03-04 14:43:00+00:00,2015,0.26,-0.2,0.26,-0.2770636721017886,0.3333333333333333,-0.1225194611112627,0.335,-0.08688959583344703
2015-03-10 10:19:00+00:00,2015,0.26,-0.22,0.26,-0.2770636721017886,0.32666666666666666,-0.13585279444459603,0.335,-0.09188959583344702
2015-03-10 12:01:00+00:00,2015,0.24,-0.24,0.26,-0.2770636721017886,0.32666666666666666,-0.13585279444459603,0.335,-0.09188959583344702
2015-03-10 13:46:00+00:00,2015,0.24,-0.22,0.26,-0.2670636721017886,0.32666666666666666,-0.12918612777792937,0.335,-0.08688959583344703
2015-03-20 08:03:00+00:00,2015,0.22,-0.26,0.26,-0.2670636721017886,0.32666666666666666,-0.12918612777792937,0.335,-0.08688959583344703
2015-03-20 11:52:00+00:00,2015,0.24,-0.22,0.27,-0.24706367210178862,0.3333333333333333,-0.12210167073990746,0.335,-0.08688959583344703
2015-03-25 13:40:00+00:00,2015,0.24,-0.22,0.26,-0.2670636721017886,0.32666666666666666,-0.1354350040732408,0.335,-0.09188959583344702
2015-03-26 08:07:00+00:00,2015,0.24,-0.24,0.25,-0.2870636721017886,0.32666666666666666,-0.14210167073990745,0.335,-0.09188959583344702
2015-03-26 09:21:00+00:00,2015,0.24,-0.22,0.25,-0.2770636721017886,0.32,-0.14876833740657414,0.335,-0.09188959583344702
2015-03-30 02:42:00+00:00,2015,0.24,-0.2,0.25,-0.2770636721017886,0.31333333333333335,-0.1554350040732408,0.33,-0.09688959583344703
2015-04-01 00:56:00+00:00,2015,0.22,-0.22,0.25,-0.2670636721017886,0.31333333333333335,-0.1554350040732408,0.33,-0.09688959583344703
2015-04-03 13:00:00+00:00,2015,0.2,-0.26,0.24,-0.2870636721017886,0.31333333333333335,-0.16210167073990747,0.325,-0.10688959583344702
2015-04-09 13:33:00+00:00,2015,0.18,-0.28344439379559566,0.24,-0.27878586899958646,0.30666666666666664,-0.16991646867177268,0.325,-0.10275069428234597
2015-04-10 10:46:00+00:00,2015,0.2,-0.24344439379559568,0.25,-0.25878586899958644,0.30666666666666664,-0.1699164686717727,0.33,-0.09775069428234597
2015-04-14 09:22:00+00:00,2015,0.2,-0.24344439379559568,0.26,-0.23878586899958645,0.30666666666666664,-0.16991646867177265,0.335,-0.08775069428234597
2015-04-17 10:05:00+00:00,2015,0.2,-0.24344439379559568,0.25,-0.25878586899958644,0.3,-0.183249802005106,0.335,-0.08775069428234597
2015-04-17 13:45:00+00:00,2015,0.2,-0.2634443937955957,0.25,-0.2587858689995865,0.29333333333333333,-0.19658313533843932,0.33,-0.09775069428234597
2015-04-21 07:17:00+00:00,2015,0.2,-0.28344439379559566,0.25,-0.2687858689995865,0.29333333333333333,-0.19658313533843932,0.33,-0.09775069428234597
2015-04-22 08:07:00+00:00,2015,0.22,-0.24344439379559568,0.26,-0.2487858689995865,0.29333333333333333,-0.19658313533843938,0.335,-0.09275069428234596
2015-04-27 07:05:00+00:00,2015,0.22,-0.22344439379559566,0.26,-0.23878586899958648,0.29333333333333333,-0.1899164686717727,0.335,-0.09275069428234596
2015-05-04 13:43:00+00:00,2015,0.24,-0.18344439379559568,0.27,-0.2187858689995865,0.29333333333333333,-0.1899164686717727,0.34,-0.08275069428234597
2015-05-05 12:38:00+00:00,2015,0.24,-0.18344439379559568,0.28,-0.19878586899958647,0.3,-0.1765831353384394,0.34,-0.08275069428234597
2015-05-07 09:15:00+00:00,2015,0.26,-0.14344439379559568,0.29,-0.1887858689995865,0.3,-0.1765831353384394,0.345,-0.07275069428234597
2015-05-08 06:16:00+00:00,2015,0.26,-0.12344439379559569,0.28,-0.19878586899958647,0.29333333333333333,-0.18324980200510604,0.34,-0.07775069428234596
2015-05-12 02:11:00+00:00,2015,0.26,-0.12344439379559569,0.28,-0.19878586899958647,0.2866666666666667,-0.19658313533843938,0.34,-0.07775069428234596
2015-05-12 07:18:00+00:00,2015,0.28,-0.08344439379559569,0.29,-0.17878586899958648,0.29333333333333333,-0.18324980200510602,0.345,-0.07275069428234597
2015-05-13 07:45:00+00:00,2015,0.28,-0.08344439379559569,0.29,-0.17878586899958648,0.2866666666666667,-0.19658313533843935,0.34,-0.08275069428234597
2015-05-19 07:06:00+00:00,2015,0.26,-0.12344439379559569,0.29,-0.17878586899958648,0.2866666666666667,-0.19658313533843935,0.34,-0.08775069428234597
2015-05-20 13:35:00+00:00,2015,0.26,-0.1034443937955957,0.29,-0.17878586899958648,0.28,-0.203249802005106,0.335,-0.09275069428234596
2015-05-26 07:41:00+00:00,2015,0.28,-0.08344439379559569,0.3,-0.1587858689995865,0.2866666666666667,-0.1899164686717727,0.335,-0.09275069428234596
2015-06-03 11:49:00+00:00,2015,0.28,-0.08344439379559569,0.31,-0.13878586899958648,0.2866666666666667,-0.1899164686717727,0.34,-0.08775069428234597
2015-06-04 07:40:00+00:00,2015,0.3,-0.06344439379559569,0.32,-0.11878586899958647,0.2866666666666667,-0.1899164686717727,0.345,-0.07775069428234596
2015-06-05 12:30:00+00:00,2015,0.3,-0.08344439379559569,0.32,-0.11878586899958649,0.2866666666666667,-0.1899164686717727,0.34,-0.08775069428234597
2015-06-05 13:41:00+00:00,2015,0.3,-0.08344439379559569,0.33,-0.10878586899958648,0.29333333333333333,-0.18143056424703344,0.345,-0.08275069428234597
2015-06-09 09:54:00+00:00,2015,0.32,-0.04344439379559569,0.33,-0.10878586899958648,0.3,-0.17476389758036676,0.345,-0.08275069428234597
2015-06-11 13:27:00+00:00,2015,0.34,-0.0034443937955956905,0.33,-0.10168232769558955,0.30666666666666664,-0.1680972309137001,0.35,-0.07775069428234596
2015-06-12 01:29:00+00:00,2015,0.32,-0.04344439379559569,0.32,-0.12168232769558955,0.30666666666666664,-0.1680972309137001,0.35,-0.08275069428234597
2015-06-15 13:30:00+00:00,2015,0.32,-0.06344439379559569,0.31,-0.14168232769558955,0.30666666666666664,-0.17476389758036676,0.345,-0.09275069428234596
2015-06-16 13:39:00+00:00,2015,0.32,-0.08344439379559569,0.3,-0.16168232769558954,0.30666666666666664,-0.17724738745050875,0.345,-0.09775069428234597
2015-06-18 13:29:00+00:00,2015,0.34,-0.04344439379559569,0.3,-0.16168232769558954,0.30666666666666664,-0.17724738745050875,0.345,-0.09775069428234595
2015-06-19 08:40:00+00:00,2015,0.34,-0.06344439379559569,0.3,-0.16168232769558954,0.3,-0.19058072078384208,0.34,-0.10775069428234596
2015-07-01 09:10:00+00:00,2015,0.34,-0.06344439379559569,0.3,-0.15168232769558954,0.29333333333333333,-0.19724738745050877,0.34,-0.10275069428234597
2015-07-07 05:26:00+00:00,2015,0.34,-0.06344439379559569,0.31,-0.13168232769558955,0.29333333333333333,-0.19724738745050877,0.345,-0.09775069428234597
2015-07-07 07:15:00+00:00,2015,0.34,-0.08344439379559569,0.31,-0.14168232769558955,0.29333333333333333,-0.20391405411717542,0.34,-0.10775069428234595
2015-07-13 06:48:00+00:00,2015,0.36,-0.06344439379559569,0.32,-0.12168232769558955,0.3,-0.19058072078384208,0.345,-0.09775069428234597
2015-07-13 13:37:00+00:00,2015,0.36,-0.06344439379559569,0.32,-0.13168232769558955,0.3,-0.19058072078384208,0.345,-0.09775069428234597
2015-07-14 06:01:00+00:00,2015,0.36,-0.06344439379559569,0.32,-0.13168232769558955,0.29333333333333333,-0.19919057933305764,0.34,-0.10775069428234596
