level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,level,anchor,cap,exit_reason,pnl,gap_through,source
49_lower,2013-03-15,2013,lower,2013-03-15 09:54:00-04:00,2013-03-15 10:00:00-04:00,2794.5447248592145,2790.0447248592145,2794.5447248592145,3.0,4.5,SL,-4.5,False,external_2013_2015
52_upper,2013-03-20,2013,upper,2013-03-20 08:15:00-04:00,2013-03-20 09:30:00-04:00,2802.8054244034897,2802.8054244034897,2802.8054244034897,4.25,6.375,BE,-0.0,False,external_2013_2015
54_upper,2013-03-22,2013,upper,2013-03-22 09:33:00-04:00,2013-03-22 09:42:00-04:00,2782.6594268911317,2777.5969268911317,2782.6594268911317,2.25,3.375,TP,5.0625,False,external_2013_2015
49_upper,2013-03-25,2013,upper,2013-03-24 19:48:00-04:00,2013-03-24 21:02:00-04:00,2808.955275140785,2808.955275140785,2808.955275140785,4.75,7.125,BE,-0.0,False,external_2013_2015
53_upper,2013-03-25,2013,upper,2013-03-25 06:08:00-04:00,2013-03-25 10:25:00-04:00,2810.686739126299,2799.436739126299,2810.686739126299,5.0,7.5,TP,11.25,False,external_2013_2015
51_lower,2013-04-05,2013,lower,2013-04-05 08:30:00-04:00,2013-04-05 09:29:00-04:00,2753.020655766093,2743.645655766093,2753.020655766093,6.25,9.375,SL,-9.375,False,external_2013_2015
68_lower,2013-04-12,2013,lower,2013-04-12 08:15:00-04:00,2013-04-12 09:05:00-04:00,2840.761497148273,2840.761497148273,2840.761497148273,4.25,6.375,BE,0.0,False,external_2013_2015
71_lower,2013-04-17,2013,lower,2013-04-17 09:38:00-04:00,2013-04-17 10:17:00-04:00,2798.888627947599,2786.138627947599,2798.888627947599,8.5,12.75,SL,-12.75,False,external_2013_2015
72_upper,2013-04-23,2013,upper,2013-04-23 09:31:00-04:00,2013-04-23 10:01:00-04:00,2820.4809750525164,2830.9809750525164,2820.4809750525164,7.0,10.5,SL,-10.5,False,external_2013_2015
77_upper,2013-04-25,2013,upper,2013-04-25 08:30:00-04:00,2013-04-25 09:33:00-04:00,2842.712738204752,2842.712738204752,2842.712738204752,3.75,5.625,BE,-0.0,False,external_2013_2015
79_upper,2013-04-29,2013,upper,2013-04-29 09:47:00-04:00,2013-04-29 09:52:00-04:00,2848.610376887659,2853.485376887659,2848.610376887659,3.25,4.875,SL,-4.875,False,external_2013_2015
84_upper,2013-05-06,2013,upper,2013-05-06 09:34:00-04:00,2013-05-06 10:22:00-04:00,2948.1523514282694,2948.1523514282694,2948.1523514282694,5.75,8.625,BE,-0.0,False,external_2013_2015
86_upper,2013-05-09,2013,upper,2013-05-08 21:26:00-04:00,2013-05-08 22:26:00-04:00,2966.2287743827133,2966.2287743827133,2966.2287743827133,1.0,1.5,BE,-0.0,False,external_2013_2015
92_lower,2013-05-23,2013,lower,2013-05-23 02:17:00-04:00,2013-05-23 02:30:00-04:00,2981.1038662222263,2969.1038662222263,2981.1038662222263,8.0,12.0,SL,-12.0,False,external_2013_2015
90_lower,2013-05-23,2013,lower,2013-05-23 04:30:00-04:00,2013-05-23 11:22:00-04:00,2961.976196538426,2996.288696538426,2961.976196538426,15.25,22.875,TP,34.3125,False,external_2013_2015
101_upper,2013-05-30,2013,upper,2013-05-30 09:47:00-04:00,2013-05-30 13:32:00-04:00,3008.565518888124,3022.065518888124,3008.565518888124,9.0,13.5,SL,-13.5,False,external_2013_2015
104_upper,2013-06-04,2013,upper,2013-06-04 09:34:00-04:00,2013-06-04 13:28:00-04:00,2997.795127934753,2979.795127934753,2997.795127934753,8.0,12.0,TP,18.0,False,external_2013_2015
107_upper,2013-06-07,2013,upper,2013-06-07 08:30:00-04:00,2013-06-07 08:30:00-04:00,2955.606186232867,2961.606186232867,2955.606186232867,4.0,6.0,SL,-6.0,False,external_2013_2015
109_lower,2013-06-11,2013,lower,2013-06-10 23:13:00-04:00,2013-06-11 03:05:00-04:00,2982.90133687912,2982.90133687912,2982.90133687912,4.5,6.75,BE,0.0,False,external_2013_2015
113_upper,2013-06-17,2013,upper,2013-06-17 05:36:00-04:00,2013-06-17 10:07:00-04:00,2968.81959171836,2975.56959171836,2968.81959171836,4.5,6.75,SL,-6.75,False,external_2013_2015
114_lower,2013-06-20,2013,lower,2013-06-19 20:19:00-04:00,2013-06-19 21:09:00-04:00,2948.970044476783,2948.970044476783,2948.970044476783,2.5,3.75,BE,0.0,False,external_2013_2015
119_upper,2013-06-25,2013,upper,2013-06-25 09:15:00-04:00,2013-06-25 10:06:00-04:00,2868.284572971376,2850.847072971376,2868.284572971376,7.75,11.625,TP,17.4375,False,external_2013_2015
120_upper,2013-06-27,2013,upper,2013-06-26 22:10:00-04:00,2013-06-27 07:45:00-04:00,2892.9011777163787,2892.9011777163787,2892.9011777163787,6.75,10.125,BE,-0.0,False,external_2013_2015
121_upper,2013-06-27,2013,upper,2013-06-27 08:31:00-04:00,2013-06-27 09:19:00-04:00,2900.732906201168,2900.732906201168,2900.732906201168,12.25,18.375,BE,-0.0,False,external_2013_2015
118_upper,2013-06-27,2013,upper,2013-06-27 09:48:00-04:00,2013-06-27 10:30:00-04:00,2906.7794679868894,2916.1544679868894,2906.7794679868894,6.25,9.375,SL,-9.375,False,external_2013_2015
122_lower,2013-06-28,2013,lower,2013-06-28 09:15:00-04:00,2013-06-28 15:00:00-04:00,2889.8941029603566,2912.25,2889.8941029603566,14.25,21.375,cutoff,22.355897039643423,False,external_2013_2015
117_upper,2013-07-01,2013,upper,2013-07-01 09:56:00-04:00,2013-07-01 10:42:00-04:00,2938.528421405269,2938.528421405269,2938.528421405269,7.5,11.25,BE,-0.0,False,external_2013_2015
125_lower,2013-07-03,2013,lower,2013-07-03 03:07:00-04:00,2013-07-03 09:51:00-04:00,2905.917014468548,2924.479514468548,2905.917014468548,8.25,12.375,TP,18.5625,False,external_2013_2015
127_upper,2013-07-08,2013,upper,2013-07-08 03:34:00-04:00,2013-07-08 05:11:00-04:00,2971.8649590874747,2971.8649590874747,2971.8649590874747,6.25,9.375,BE,-0.0,False,external_2013_2015
129_upper,2013-07-10,2013,upper,2013-07-10 09:48:00-04:00,2013-07-10 10:52:00-04:00,2985.1692290438687,2985.1692290438687,2985.1692290438687,4.25,6.375,BE,-0.0,False,external_2013_2015
133_upper,2013-07-16,2013,upper,2013-07-16 09:30:00-04:00,2013-07-16 11:04:00-04:00,3078.126184588201,3070.251184588201,3078.126184588201,3.5,5.25,TP,7.875,False,external_2013_2015
