candidate,session_date,year,net_pnl,classification
C,2018-05-15,2018,-31.5,losing
C,2018-05-23,2018,9.0,profitable
C,2018-05-24,2018,0.0,breakeven
C,2018-05-25,2018,0.0,breakeven
C,2018-05-29,2018,63.0,profitable
C,2018-06-04,2018,-23.25,losing
C,2018-06-05,2018,-24.0,losing
C,2018-06-07,2018,4.875,profitable
C,2018-06-08,2018,0.0,breakeven
C,2018-06-13,2018,0.0,breakeven
C,2018-06-19,2018,-19.875,losing
C,2018-06-20,2018,6.0,profitable
C,2018-06-21,2018,-14.625,losing
C,2018-06-25,2018,-30.375,losing
C,2018-06-29,2018,-27.75,losing
C,2018-07-02,2018,36.375,profitable
C,2018-07-03,2018,21.0,profitable
C,2018-07-06,2018,0.0,breakeven
C,2018-07-09,2018,-12.375,losing
C,2018-07-10,2018,10.5,profitable
C,2018-07-13,2018,8.625,profitable
C,2018-07-23,2018,-27.75,losing
C,2018-07-24,2018,11.25,profitable
C,2018-08-07,2018,0.0,breakeven
C,2018-08-10,2018,0.0,breakeven
C,2018-08-17,2018,0.0,breakeven
C,2018-08-22,2018,27.75,profitable
C,2018-08-27,2018,0.0,breakeven
C,2018-08-29,2018,0.0,breakeven
C,2018-09-04,2018,0.0,breakeven
C,2018-09-07,2018,60.375,profitable
C,2018-09-12,2018,-10.5,losing
C,2018-09-14,2018,15.75,profitable
C,2018-09-21,2018,13.125,profitable
C,2018-10-01,2018,-12.0,losing
C,2018-10-02,2018,22.875,profitable
C,2018-10-04,2018,-24.375,losing
C,2018-10-23,2018,26.25,profitable
C,2018-10-26,2018,55.875,profitable
C,2018-10-31,2018,0.0,breakeven
C,2018-11-02,2018,95.625,profitable
C,2018-11-07,2018,-33.0,losing
C,2018-11-09,2018,0.0,breakeven
C,2018-11-13,2018,32.625,profitable
C,2018-11-20,2018,-81.375,losing
C,2018-11-23,2018,26.25,profitable
C,2018-11-26,2018,-36.375,losing
C,2018-11-28,2018,10.5,profitable
C,2018-12-11,2018,-44.25,losing
C,2018-12-14,2018,0.0,breakeven
C,2018-12-28,2018,27.0,profitable
C,2020-01-03,2020,50.25,profitable
C,2020-01-07,2020,0.0,breakeven
C,2020-01-08,2020,180.375,profitable
C,2020-01-17,2020,26.625,profitable
C,2020-01-21,2020,0.0,breakeven
C,2020-01-22,2020,-6.0,losing
C,2020-01-24,2020,-10.5,losing
C,2020-01-27,2020,-17.94615645900194,losing
C,2020-01-30,2020,0.0,breakeven
C,2020-02-04,2020,-28.5,losing
C,2020-02-11,2020,31.695695436550523,profitable
C,2020-02-14,2020,0.0,breakeven
C,2020-02-17,2020,-6.375,losing
C,2020-02-19,2020,0.0,breakeven
C,2020-02-24,2020,-29.25,losing
C,2020-02-27,2020,75.375,profitable
C,2020-03-02,2020,-109.875,losing
C,2020-03-06,2020,-84.375,losing
C,2020-03-20,2020,200.0,profitable
C,2020-03-24,2020,0.0,breakeven
C,2020-03-25,2020,153.75,profitable
C,2020-03-31,2020,56.25,profitable
C,2020-04-01,2020,57.0,profitable
C,2020-04-02,2020,200.0,profitable
C,2020-04-06,2020,0.0,breakeven
C,2020-04-07,2020,-108.75,losing
C,2020-04-14,2020,-70.5,losing
C,2020-04-21,2020,74.625,profitable
C,2020-04-27,2020,-30.75,losing
C,2020-04-28,2020,-32.625,losing
C,2020-05-05,2020,0.0,breakeven
C,2020-05-07,2020,0.0,breakeven
C,2020-05-08,2020,-43.125,losing
C,2020-05-11,2020,68.25,profitable
C,2020-05-13,2020,70.5,profitable
C,2020-05-15,2020,0.0,breakeven
C,2020-05-18,2020,0.0,breakeven
C,2020-05-22,2020,-66.0,losing
C,2020-05-25,2020,0.0,breakeven
C,2020-05-26,2020,-22.875,losing
C,2020-06-02,2020,50.25,profitable
C,2020-06-03,2020,0.0,breakeven
C,2020-06-10,2020,25.5,profitable
C,2020-06-11,2020,0.0,breakeven
C,2020-06-15,2020,122.25,profitable
C,2020-06-16,2020,55.125,profitable
C,2020-06-19,2020,33.0,profitable
C,2020-06-23,2020,-85.125,losing
C,2020-06-30,2020,8.25,profitable
C,2020-07-02,2020,-41.25,losing
C,2020-07-06,2020,0.0,breakeven
C,2020-07-07,2020,45.75,profitable
C,2020-07-13,2020,-32.25,losing
C,2020-07-14,2020,0.0,breakeven
C,2020-07-16,2020,0.0,breakeven
C,2020-07-24,2020,-51.0,losing
C,2020-08-05,2020,-25.5,losing
C,2020-08-18,2020,0.0,breakeven
C,2020-08-21,2020,-19.5,losing
C,2020-08-24,2020,-56.625,losing
C,2020-08-26,2020,26.625,profitable
C,2020-09-01,2020,-28.125,losing
C,2020-09-02,2020,44.25,profitable
C,2020-09-04,2020,178.875,profitable
C,2020-09-08,2020,0.0,breakeven
C,2020-09-16,2020,40.5,profitable
C,2020-09-17,2020,122.25,profitable
C,2020-09-21,2020,0.0,breakeven
C,2020-09-28,2020,11.625,profitable
C,2020-09-30,2020,139.875,profitable
C,2020-10-01,2020,-52.9125269051292,losing
C,2020-10-02,2020,0.0,breakeven
C,2020-10-08,2020,19.5,profitable
C,2020-10-09,2020,-28.875,losing
C,2020-10-12,2020,-24.375,losing
C,2020-10-15,2020,-114.375,losing
C,2020-10-30,2020,-41.625,losing
C,2020-11-04,2020,-171.75,losing
C,2020-11-05,2020,-204.75,losing
C,2020-11-09,2020,200.0,profitable
C,2020-11-10,2020,76.875,profitable
C,2020-11-12,2020,0.0,breakeven
C,2020-11-19,2020,25.5,profitable
C,2020-11-25,2020,51.75,profitable
C,2020-11-26,2020,-25.5,losing
C,2020-12-10,2020,33.375,profitable
C,2020-12-17,2020,-11.25,losing
C,2020-12-18,2020,46.125,profitable
C,2020-12-21,2020,126.75,profitable
C,2020-12-28,2020,0.0,breakeven
C,2020-12-29,2020,-16.875,losing
C,2023-01-06,2023,36.375,profitable
C,2023-01-12,2023,51.75,profitable
C,2023-01-16,2023,37.875,profitable
C,2023-01-18,2023,46.5,profitable
C,2023-01-19,2023,-62.25,losing
C,2023-01-31,2023,37.125,profitable
C,2023-02-06,2023,68.625,profitable
C,2023-02-10,2023,-69.0,losing
C,2023-02-14,2023,39.0,profitable
C,2023-02-17,2023,60.0,profitable
C,2023-02-21,2023,0.0,breakeven
C,2023-02-24,2023,31.125,profitable
C,2023-03-02,2023,0.0,breakeven
C,2023-03-06,2023,-50.25,losing
C,2023-03-13,2023,0.0,breakeven
C,2023-03-14,2023,-26.994444007585116,losing
C,2023-03-15,2023,34.125,profitable
C,2023-03-16,2023,0.0,breakeven
C,2023-03-30,2023,-49.125,losing
C,2023-04-11,2023,40.5,profitable
C,2023-04-20,2023,109.125,profitable
C,2023-04-21,2023,0.0,breakeven
C,2023-05-01,2023,33.375,profitable
C,2023-05-11,2023,0.0,breakeven
C,2023-05-24,2023,-31.125,losing
C,2023-05-25,2023,70.5,profitable
C,2023-05-26,2023,0.0,breakeven
C,2023-05-30,2023,0.0,breakeven
C,2023-06-02,2023,0.0,breakeven
C,2023-06-12,2023,-36.375,losing
C,2023-06-20,2023,0.0,breakeven
C,2023-06-22,2023,0.0,breakeven
C,2023-06-30,2023,0.0,breakeven
C,2023-07-03,2023,27.375,profitable
C,2023-07-06,2023,-33.75,losing
C,2023-07-12,2023,-47.25,losing
C,2023-07-13,2023,27.75,profitable
C,2023-07-27,2023,-37.5,losing
C,2023-08-02,2023,96.375,profitable
C,2023-08-03,2023,0.0,breakeven
C,2023-08-11,2023,-42.0,losing
C,2023-08-17,2023,0.0,breakeven
C,2023-08-21,2023,-120.75,losing
C,2023-08-22,2023,-56.25,losing
C,2023-08-31,2023,0.0,breakeven
C,2023-09-01,2023,34.875,profitable
C,2023-09-05,2023,0.0,breakeven
C,2023-09-07,2023,-56.625,losing
C,2023-09-11,2023,22.875,profitable
C,2023-09-13,2023,75.0,profitable
C,2023-09-21,2023,-86.625,losing
C,2023-09-25,2023,48.0,profitable
C,2023-09-29,2023,0.0,breakeven
C,2023-10-04,2023,75.0,profitable
C,2023-10-12,2023,0.0,breakeven
C,2023-10-19,2023,44.25,profitable
C,2023-10-20,2023,0.0,breakeven
C,2023-10-23,2023,27.375,profitable
C,2023-10-26,2023,0.0,breakeven
C,2023-11-02,2023,0.0,breakeven
C,2023-11-07,2023,-50.625,losing
C,2023-11-14,2023,-29.625,losing
C,2023-11-15,2023,-36.0,losing
C,2023-11-27,2023,28.875,profitable
C,2023-11-29,2023,-66.0,losing
C,2023-12-04,2023,-97.5,losing
C,2023-12-06,2023,127.125,profitable
C,2023-12-11,2023,48.375,profitable
C,2023-12-12,2023,0.0,breakeven
C,2023-12-19,2023,0.0,breakeven
C,2023-12-28,2023,23.25,profitable
C,2026-01-13,2026,45.75,profitable
C,2026-01-19,2026,144.0,profitable
C,2026-01-20,2026,-95.625,losing
C,2026-01-27,2026,56.625,profitable
C,2026-01-28,2026,-97.875,losing
C,2026-02-02,2026,-138.75,losing
C,2026-02-09,2026,200.0,profitable
C,2026-02-13,2026,108.0,profitable
C,2026-02-25,2026,-67.5,losing
C,2026-02-27,2026,0.0,breakeven
C,2026-03-02,2026,146.25,profitable
C,2026-03-03,2026,200.0,profitable
C,2026-03-05,2026,76.125,profitable
C,2026-03-09,2026,200.0,profitable
C,2026-03-10,2026,0.0,breakeven
C,2026-03-18,2026,-27.0,losing
C,2026-03-19,2026,97.875,profitable
C,2026-03-26,2026,0.0,breakeven
C,2026-03-31,2026,118.125,profitable
C,2026-04-01,2026,0.0,breakeven
C,2026-04-02,2026,98.625,profitable
C,2026-04-06,2026,84.375,profitable
C,2026-04-08,2026,-200.0,losing
C,2026-04-10,2026,128.25,profitable
C,2026-04-14,2026,49.875,profitable
C,2026-04-15,2026,0.0,breakeven
C,2026-04-17,2026,0.0,breakeven
C,2026-04-24,2026,127.125,profitable
C,2026-04-27,2026,126.0,profitable
C,2026-04-28,2026,200.0,profitable
C,2026-04-30,2026,200.0,profitable
C,2026-05-14,2026,87.375,profitable
C,2026-05-18,2026,200.0,profitable
C,2026-05-19,2026,160.125,profitable
C,2026-05-21,2026,84.375,profitable
C,2026-05-22,2026,88.125,profitable
C,2026-05-25,2026,0.7464419442112558,profitable
C,2026-05-27,2026,38.25,profitable
C,2026-06-04,2026,0.0,breakeven
C,2026-06-05,2026,0.0,breakeven
D,2018-01-03,2018,0.0,breakeven
D,2018-01-04,2018,0.0,breakeven
D,2018-01-09,2018,12.9375,profitable
D,2018-01-10,2018,0.0,breakeven
D,2018-01-12,2018,0.0,breakeven
D,2018-01-16,2018,-16.5,losing
D,2018-01-30,2018,-8.25,losing
D,2018-02-02,2018,-49.125,losing
D,2018-02-14,2018,18.0,profitable
D,2018-02-20,2018,0.0,breakeven
D,2018-03-02,2018,0.0,breakeven
D,2018-03-08,2018,-16.5,losing
D,2018-03-09,2018,14.625,profitable
D,2018-03-15,2018,26.32253796635632,profitable
D,2018-03-19,2018,0.9375,profitable
D,2018-03-22,2018,0.0,breakeven
D,2018-03-27,2018,-24.375,losing
D,2018-04-10,2018,0.0,breakeven
D,2018-04-17,2018,0.0,breakeven
D,2018-04-20,2018,32.0625,profitable
D,2018-04-27,2018,34.3125,profitable
D,2018-05-07,2018,19.125,profitable
D,2018-05-15,2018,-31.5,losing
D,2018-05-23,2018,22.5,profitable
D,2018-05-24,2018,0.0,breakeven
D,2018-05-25,2018,0.0,breakeven
D,2018-05-29,2018,65.8125,profitable
D,2018-06-04,2018,-23.25,losing
D,2018-06-05,2018,-24.0,losing
D,2018-06-07,2018,0.0,breakeven
D,2018-06-08,2018,0.0,breakeven
D,2018-06-13,2018,0.0,breakeven
D,2018-06-19,2018,-19.875,losing
D,2018-06-20,2018,16.6875,profitable
D,2018-06-21,2018,-14.625,losing
D,2018-06-25,2018,-30.375,losing
D,2018-06-29,2018,-27.75,losing
D,2018-07-02,2018,54.5625,profitable
D,2018-07-03,2018,31.5,profitable
D,2018-07-06,2018,0.0,breakeven
D,2018-07-09,2018,-12.375,losing
D,2018-07-10,2018,15.75,profitable
D,2018-07-13,2018,12.9375,profitable
D,2018-07-23,2018,-27.75,losing
D,2018-07-24,2018,16.875,profitable
D,2018-08-07,2018,0.0,breakeven
D,2018-08-10,2018,0.0,breakeven
D,2018-08-17,2018,0.0,breakeven
D,2018-08-22,2018,41.625,profitable
D,2018-08-27,2018,0.0,breakeven
D,2018-08-29,2018,0.0,breakeven
D,2018-09-04,2018,0.0,breakeven
D,2018-09-07,2018,90.5625,profitable
D,2018-09-12,2018,-10.5,losing
D,2018-09-14,2018,23.625,profitable
D,2018-09-21,2018,19.6875,profitable
D,2018-10-01,2018,-12.0,losing
D,2018-10-02,2018,34.3125,profitable
D,2018-10-04,2018,-24.375,losing
D,2018-10-23,2018,0.0,breakeven
D,2018-10-26,2018,83.8125,profitable
D,2018-10-31,2018,0.0,breakeven
D,2018-11-02,2018,143.4375,profitable
D,2018-11-07,2018,-33.0,losing
D,2018-11-09,2018,0.0,breakeven
D,2018-11-13,2018,48.9375,profitable
D,2018-11-20,2018,-81.375,losing
D,2018-11-23,2018,39.375,profitable
D,2018-11-26,2018,-36.375,losing
D,2018-11-28,2018,15.75,profitable
D,2018-12-11,2018,-44.25,losing
D,2018-12-14,2018,0.0,breakeven
D,2018-12-28,2018,40.5,profitable
D,2020-01-03,2020,75.375,profitable
D,2020-01-07,2020,0.0,breakeven
D,2020-01-08,2020,255.13340595394948,profitable
D,2020-01-17,2020,4.025526241002808,profitable
D,2020-01-21,2020,0.0,breakeven
D,2020-01-22,2020,-0.375,losing
D,2020-01-24,2020,-10.5,losing
D,2020-01-27,2020,-17.94615645900194,losing
D,2020-01-30,2020,0.0,breakeven
D,2020-02-04,2020,-28.5,losing
D,2020-02-11,2020,31.695695436550523,profitable
D,2020-02-14,2020,0.0,breakeven
D,2020-02-17,2020,-6.375,losing
D,2020-02-19,2020,0.0,breakeven
D,2020-02-24,2020,-29.25,losing
D,2020-02-27,2020,113.0625,profitable
D,2020-03-02,2020,-109.875,losing
D,2020-03-06,2020,-84.375,losing
D,2020-03-20,2020,300.0,profitable
D,2020-03-24,2020,0.0,breakeven
D,2020-03-25,2020,230.625,profitable
D,2020-03-31,2020,84.375,profitable
D,2020-04-01,2020,85.5,profitable
D,2020-04-02,2020,158.89417664632947,profitable
D,2020-04-06,2020,-48.75,losing
D,2020-04-07,2020,-108.75,losing
D,2020-04-14,2020,-70.5,losing
D,2020-04-21,2020,0.0,breakeven
D,2020-04-27,2020,-30.75,losing
D,2020-04-28,2020,-32.625,losing
D,2020-05-05,2020,0.0,breakeven
D,2020-05-07,2020,0.0,breakeven
D,2020-05-08,2020,-43.125,losing
D,2020-05-11,2020,102.375,profitable
D,2020-05-13,2020,105.75,profitable
D,2020-05-15,2020,0.0,breakeven
D,2020-05-18,2020,0.0,breakeven
D,2020-05-22,2020,-66.0,losing
D,2020-05-25,2020,0.0,breakeven
D,2020-05-26,2020,-22.875,losing
D,2020-06-02,2020,75.375,profitable
D,2020-06-03,2020,0.0,breakeven
D,2020-06-10,2020,38.25,profitable
D,2020-06-11,2020,0.0,breakeven
D,2020-06-15,2020,215.625,profitable
D,2020-06-16,2020,0.0,breakeven
D,2020-06-19,2020,49.5,profitable
D,2020-06-23,2020,-85.125,losing
D,2020-06-30,2020,12.375,profitable
D,2020-07-02,2020,-41.25,losing
D,2020-07-06,2020,0.0,breakeven
D,2020-07-07,2020,68.625,profitable
D,2020-07-13,2020,-32.25,losing
D,2020-07-14,2020,0.0,breakeven
D,2020-07-16,2020,0.0,breakeven
D,2020-07-24,2020,-51.0,losing
D,2020-08-05,2020,-25.5,losing
D,2020-08-18,2020,0.0,breakeven
D,2020-08-21,2020,-19.5,losing
D,2020-08-24,2020,-56.625,losing
D,2020-08-26,2020,-26.625,losing
D,2020-09-01,2020,-28.125,losing
D,2020-09-02,2020,66.375,profitable
D,2020-09-04,2020,-178.875,losing
D,2020-09-08,2020,0.0,breakeven
D,2020-09-16,2020,60.75,profitable
D,2020-09-17,2020,-16.689272151754267,losing
D,2020-09-21,2020,0.0,breakeven
D,2020-09-28,2020,43.3125,profitable
D,2020-09-30,2020,209.8125,profitable
D,2020-10-01,2020,-52.9125269051292,losing
D,2020-10-02,2020,0.0,breakeven
D,2020-10-08,2020,29.25,profitable
D,2020-10-09,2020,-16.3125,losing
D,2020-10-12,2020,-24.375,losing
D,2020-10-15,2020,-114.375,losing
D,2020-10-30,2020,-41.625,losing
D,2020-11-04,2020,-171.75,losing
D,2020-11-05,2020,-204.75,losing
D,2020-11-09,2020,300.0,profitable
D,2020-11-10,2020,0.0,breakeven
D,2020-11-12,2020,0.0,breakeven
D,2020-11-19,2020,38.25,profitable
D,2020-11-25,2020,-4.68693038661695,losing
D,2020-11-26,2020,-25.5,losing
D,2020-12-10,2020,50.0625,profitable
D,2020-12-17,2020,-11.25,losing
D,2020-12-18,2020,69.1875,profitable
D,2020-12-21,2020,109.03776165243471,profitable
D,2020-12-28,2020,0.0,breakeven
D,2020-12-29,2020,-16.875,losing
D,2023-01-06,2023,0.0,breakeven
D,2023-01-12,2023,77.625,profitable
D,2023-01-16,2023,56.8125,profitable
D,2023-01-18,2023,69.75,profitable
D,2023-01-19,2023,-62.25,losing
D,2023-01-31,2023,55.6875,profitable
D,2023-02-06,2023,102.9375,profitable
D,2023-02-10,2023,-69.0,losing
D,2023-02-14,2023,58.5,profitable
D,2023-02-17,2023,0.0,breakeven
D,2023-02-21,2023,0.0,breakeven
D,2023-02-24,2023,46.6875,profitable
D,2023-03-02,2023,0.0,breakeven
D,2023-03-06,2023,-50.25,losing
D,2023-03-13,2023,0.0,breakeven
D,2023-03-14,2023,-26.994444007585116,losing
D,2023-03-15,2023,51.1875,profitable
D,2023-03-16,2023,0.0,breakeven
D,2023-03-30,2023,-49.125,losing
D,2023-04-11,2023,60.75,profitable
D,2023-04-20,2023,43.431621385770995,profitable
D,2023-04-21,2023,0.0,breakeven
D,2023-05-01,2023,50.0625,profitable
D,2023-05-11,2023,0.0,breakeven
D,2023-05-24,2023,-31.125,losing
D,2023-05-25,2023,105.75,profitable
D,2023-05-26,2023,0.0,breakeven
D,2023-05-30,2023,0.0,breakeven
D,2023-06-02,2023,0.0,breakeven
D,2023-06-12,2023,-36.375,losing
D,2023-06-20,2023,0.0,breakeven
D,2023-06-22,2023,0.0,breakeven
D,2023-06-30,2023,0.0,breakeven
D,2023-07-03,2023,41.0625,profitable
D,2023-07-06,2023,-33.75,losing
D,2023-07-12,2023,-47.25,losing
D,2023-07-13,2023,0.0,breakeven
D,2023-07-27,2023,-37.5,losing
D,2023-08-02,2023,-96.375,losing
D,2023-08-03,2023,0.0,breakeven
D,2023-08-11,2023,-42.0,losing
D,2023-08-17,2023,0.0,breakeven
D,2023-08-21,2023,-120.75,losing
D,2023-08-22,2023,-56.25,losing
D,2023-08-31,2023,0.0,breakeven
D,2023-09-01,2023,52.3125,profitable
D,2023-09-05,2023,0.0,breakeven
D,2023-09-07,2023,-56.625,losing
D,2023-09-11,2023,0.0,breakeven
D,2023-09-13,2023,112.5,profitable
D,2023-09-21,2023,-86.625,losing
D,2023-09-25,2023,72.0,profitable
D,2023-09-29,2023,0.0,breakeven
D,2023-10-04,2023,112.5,profitable
D,2023-10-12,2023,0.0,breakeven
D,2023-10-19,2023,66.375,profitable
D,2023-10-20,2023,0.0,breakeven
D,2023-10-23,2023,31.5,profitable
D,2023-10-26,2023,0.0,breakeven
D,2023-11-02,2023,0.0,breakeven
D,2023-11-07,2023,-50.625,losing
D,2023-11-14,2023,-29.625,losing
D,2023-11-15,2023,-36.0,losing
D,2023-11-27,2023,43.3125,profitable
D,2023-11-29,2023,-66.0,losing
D,2023-12-04,2023,-97.5,losing
D,2023-12-06,2023,151.61085902696504,profitable
D,2023-12-11,2023,0.0,breakeven
D,2023-12-12,2023,0.0,breakeven
D,2023-12-19,2023,0.0,breakeven
D,2023-12-28,2023,34.875,profitable
D,2026-01-13,2026,68.625,profitable
D,2026-01-19,2026,-49.875,losing
D,2026-01-20,2026,-95.625,losing
D,2026-01-27,2026,0.0,breakeven
D,2026-01-28,2026,-97.875,losing
D,2026-02-02,2026,-138.75,losing
D,2026-02-09,2026,300.0,profitable
D,2026-02-13,2026,0.0,breakeven
D,2026-02-25,2026,-67.5,losing
D,2026-02-27,2026,0.0,breakeven
D,2026-03-02,2026,219.375,profitable
D,2026-03-03,2026,300.0,profitable
D,2026-03-05,2026,114.1875,profitable
D,2026-03-09,2026,300.0,profitable
D,2026-03-10,2026,0.0,breakeven
D,2026-03-18,2026,-27.0,losing
D,2026-03-19,2026,-97.875,losing
D,2026-03-26,2026,0.0,breakeven
D,2026-03-31,2026,177.1875,profitable
D,2026-04-01,2026,0.0,breakeven
D,2026-04-02,2026,147.9375,profitable
D,2026-04-06,2026,126.5625,profitable
D,2026-04-08,2026,-200.0,losing
D,2026-04-10,2026,-67.5,losing
D,2026-04-14,2026,0.0,breakeven
D,2026-04-15,2026,0.0,breakeven
D,2026-04-17,2026,0.0,breakeven
D,2026-04-24,2026,-127.125,losing
D,2026-04-27,2026,189.0,profitable
D,2026-04-28,2026,0.0,breakeven
D,2026-04-30,2026,300.0,profitable
D,2026-05-14,2026,131.0625,profitable
D,2026-05-18,2026,300.0,profitable
D,2026-05-19,2026,240.1875,profitable
D,2026-05-21,2026,126.5625,profitable
D,2026-05-22,2026,132.1875,profitable
D,2026-05-25,2026,0.7464419442112558,profitable
D,2026-05-27,2026,84.5625,profitable
D,2026-06-04,2026,0.0,breakeven
D,2026-06-05,2026,0.0,breakeven
