date,open,high,low,close
2017-12-01,11.39,11.39,11.39,11.39
2017-12-04,11.38,11.38,11.38,11.38
2017-12-05,12.28,12.28,12.28,12.28
2017-12-06,11.67,11.67,11.67,11.67
2017-12-07,12.99,12.99,12.99,12.99
2017-12-08,11.7,11.7,11.7,11.7
2017-12-11,11.46,11.46,11.46,11.46
2017-12-12,12.14,12.14,12.14,12.14
2017-12-13,10.87,10.87,10.87,10.87
2017-12-14,10.4,10.4,10.4,10.4
2017-12-15,9.43,9.43,9.43,9.43
2017-12-18,9.93,9.93,9.93,9.93
2017-12-19,10.32,10.32,10.32,10.32
2017-12-20,9.79,9.79,9.79,9.79
2017-12-21,9.64,9.64,9.64,9.64
2017-12-22,10.01,10.01,10.01,10.01
2017-12-26,11.17,11.17,11.17,11.17
2017-12-27,10.73,10.73,10.73,10.73
2017-12-28,10.43,10.43,10.43,10.43
2017-12-29,10.96,10.96,10.96,10.96
2018-01-02,11.96,11.96,11.96,11.96
2018-01-03,11.56,11.56,11.56,11.56
2018-01-04,11.8,11.8,11.8,11.8
2018-01-05,11.26,11.26,11.26,11.26
2018-01-08,11.19,11.19,11.19,11.19
2018-01-09,10.79,10.79,10.79,10.79
2018-01-10,10.79,10.79,10.79,10.79
2018-01-11,10.96,10.96,10.96,10.96
2018-01-12,11.62,11.62,11.62,11.62
2018-01-16,12.09,12.09,12.09,12.09
2018-01-17,11.77,11.77,11.77,11.77
2018-01-18,12.26,12.26,12.26,12.26
2018-01-19,11.43,11.43,11.43,11.43
2018-01-22,11.66,11.66,11.66,11.66
2018-01-23,11.72,11.72,11.72,11.72
2018-01-24,13.38,13.38,13.38,13.38
2018-01-25,13.04,13.04,13.04,13.04
2018-01-26,12.98,12.98,12.98,12.98
2018-01-29,13.25,13.25,13.25,13.25
2018-01-30,13.86,13.86,13.86,13.86
2018-01-31,12.97,12.97,12.97,12.97
2018-02-01,12.32,12.32,12.32,12.32
2018-02-02,13.11,13.11,13.11,13.11
2018-02-05,14.35,14.35,14.35,14.35
2018-02-06,13.8,13.8,13.8,13.8
2018-02-07,13.62,13.62,13.62,13.62
2018-02-08,14.85,14.85,14.85,14.85
2018-02-09,14.93,14.93,14.93,14.93
2018-02-12,14.37,14.37,14.37,14.37
2018-02-13,14.07,14.07,14.07,14.07
2018-02-14,14.97,14.97,14.97,14.97
2018-02-15,15.03,15.03,15.03,15.03
2018-02-16,13.96,13.96,13.96,13.96
2018-02-20,14.08,14.08,14.08,14.08
2018-02-21,13.83,13.83,13.83,13.83
2018-02-22,13.47,13.47,13.47,13.47
2018-02-23,11.97,11.97,11.97,11.97
2018-02-26,11.89,11.89,11.89,11.89
2018-02-27,11.76,11.76,11.76,11.76
2018-02-28,11.74,11.74,11.74,11.74
2018-03-01,12.07,12.07,12.07,12.07
2018-03-02,11.97,11.97,11.97,11.97
2018-03-05,11.89,11.89,11.89,11.89
2018-03-06,12.33,12.33,12.33,12.33
2018-03-07,12.37,12.37,12.37,12.37
2018-03-08,11.57,11.57,11.57,11.57
2018-03-09,10.94,10.94,10.94,10.94
2018-03-12,11.01,11.01,11.01,11.01
2018-03-13,10.7,10.7,10.7,10.7
2018-03-14,10.41,10.41,10.41,10.41
2018-03-15,10.4,10.4,10.4,10.4
2018-03-16,9.88,9.88,9.88,9.88
2018-03-19,10.99,10.99,10.99,10.99
2018-03-20,11.01,11.01,11.01,11.01
2018-03-21,10.91,10.91,10.91,10.91
2018-03-22,11.24,11.24,11.24,11.24
2018-03-23,13.46,13.46,13.46,13.46
2018-03-26,12.95,12.95,12.95,12.95
2018-03-27,12.22,12.22,12.22,12.22
2018-03-28,11.74,11.74,11.74,11.74
2018-03-29,11.06,11.06,11.06,11.06
2018-04-02,12.86,12.86,12.86,12.86
2018-04-03,11.8,11.8,11.8,11.8
2018-04-04,12.0,12.0,12.0,12.0
2018-04-05,11.55,11.55,11.55,11.55
2018-04-06,11.95,11.95,11.95,11.95
2018-04-09,12.39,12.39,12.39,12.39
2018-04-10,12.78,12.78,12.78,12.78
2018-04-11,14.36,14.36,14.36,14.36
2018-04-12,12.88,12.88,12.88,12.88
2018-04-13,13.36,13.36,13.36,13.36
2018-04-16,13.43,13.43,13.43,13.43
2018-04-17,13.07,13.07,13.07,13.07
2018-04-18,13.46,13.46,13.46,13.46
2018-04-19,12.88,12.88,12.88,12.88
2018-04-20,12.14,12.14,12.14,12.14
2018-04-23,12.13,12.13,12.13,12.13
2018-04-24,12.24,12.24,12.24,12.24
2018-04-25,11.97,11.97,11.97,11.97
2018-04-26,11.49,11.49,11.49,11.49
2018-04-27,10.99,10.99,10.99,10.99
2018-04-30,11.15,11.15,11.15,11.15
2018-05-01,11.88,11.88,11.88,11.88
2018-05-02,11.64,11.64,11.64,11.64
2018-05-03,11.46,11.46,11.46,11.46
2018-05-04,10.99,10.99,10.99,10.99
