date,open,high,low,close
2017-12-01,23.73,23.73,23.73,23.73
2017-12-04,23.68,23.68,23.68,23.68
2017-12-05,23.13,23.13,23.13,23.13
2017-12-06,23.13,23.13,23.13,23.13
2017-12-07,23.13,23.13,23.13,23.13
2017-12-08,23.85,23.85,23.85,23.85
2017-12-11,22.96,22.96,22.96,22.96
2017-12-12,22.84,22.84,22.84,22.84
2017-12-13,23.49,23.49,23.49,23.49
2017-12-14,23.0,23.0,23.0,23.0
2017-12-15,21.25,21.25,21.25,21.25
2017-12-18,18.43,18.43,18.43,18.43
2017-12-19,18.88,18.88,18.88,18.88
2017-12-20,19.46,19.46,19.46,19.46
2017-12-21,17.86,17.86,17.86,17.86
2017-12-22,19.26,19.26,19.26,19.26
2017-12-26,20.99,20.99,20.99,20.99
2017-12-27,20.64,20.64,20.64,20.64
2017-12-28,20.71,20.71,20.71,20.71
2017-12-29,21.32,21.32,21.32,21.32
2018-01-02,22.73,22.73,22.73,22.73
2018-01-03,22.75,22.75,22.75,22.75
2018-01-04,22.12,22.12,22.12,22.12
2018-01-05,22.3,22.3,22.3,22.3
2018-01-08,21.9,21.9,21.9,21.9
2018-01-09,22.96,22.96,22.96,22.96
2018-01-10,23.52,23.52,23.52,23.52
2018-01-11,23.52,23.52,23.52,23.52
2018-01-12,23.52,23.52,23.52,23.52
2018-01-16,26.41,26.41,26.41,26.41
2018-01-17,24.78,24.78,24.78,24.78
2018-01-18,24.38,24.38,24.38,24.38
2018-01-19,21.2,21.2,21.2,21.2
2018-01-22,22.03,22.03,22.03,22.03
2018-01-23,22.34,22.34,22.34,22.34
2018-01-24,23.93,23.93,23.93,23.93
2018-01-25,22.35,22.35,22.35,22.35
2018-01-26,22.29,22.29,22.29,22.29
2018-01-29,22.73,22.73,22.73,22.73
2018-01-30,22.9,22.9,22.9,22.9
2018-01-31,22.23,22.23,22.23,22.23
2018-02-01,22.24,22.24,22.24,22.24
2018-02-02,23.8,23.8,23.8,23.8
2018-02-05,25.91,25.91,25.91,25.91
2018-02-06,26.59,26.59,26.59,26.59
2018-02-07,26.79,26.79,26.79,26.79
2018-02-08,29.5,29.5,29.5,29.5
2018-02-09,29.85,29.85,29.85,29.85
2018-02-12,29.42,29.42,29.42,29.42
2018-02-13,30.39,30.39,30.39,30.39
2018-02-14,27.73,27.73,27.73,27.73
2018-02-15,27.57,27.57,27.57,27.57
2018-02-16,26.97,26.97,26.97,26.97
2018-02-20,27.58,27.58,27.58,27.58
2018-02-21,26.93,26.93,26.93,26.93
2018-02-22,24.98,24.98,24.98,24.98
2018-02-23,24.37,24.37,24.37,24.37
2018-02-26,24.36,24.36,24.36,24.36
2018-02-27,25.29,25.29,25.29,25.29
2018-02-28,26.92,26.92,26.92,26.92
2018-03-01,26.98,26.98,26.98,26.98
2018-03-02,26.15,26.15,26.15,26.15
2018-03-05,26.3,26.3,26.3,26.3
2018-03-06,25.55,25.55,25.55,25.55
2018-03-07,26.94,26.94,26.94,26.94
2018-03-08,26.16,26.16,26.16,26.16
2018-03-09,26.23,26.23,26.23,26.23
2018-03-12,24.02,24.02,24.02,24.02
2018-03-13,25.5,25.5,25.5,25.5
2018-03-14,25.21,25.21,25.21,25.21
2018-03-15,25.07,25.07,25.07,25.07
2018-03-16,24.53,24.53,24.53,24.53
2018-03-19,25.28,25.28,25.28,25.28
2018-03-20,25.3,25.3,25.3,25.3
2018-03-21,25.95,25.95,25.95,25.95
2018-03-22,26.47,26.47,26.47,26.47
2018-03-23,27.56,27.56,27.56,27.56
2018-03-26,27.71,27.71,27.71,27.71
2018-03-27,27.38,27.38,27.38,27.38
2018-03-28,26.67,26.67,26.67,26.67
2018-03-29,25.07,25.07,25.07,25.07
2018-04-02,27.53,27.53,27.53,27.53
2018-04-03,26.89,26.89,26.89,26.89
2018-04-04,26.17,26.17,26.17,26.17
2018-04-05,24.38,24.38,24.38,24.38
2018-04-06,24.99,24.99,24.99,24.99
2018-04-09,25.64,25.64,25.64,25.64
2018-04-10,28.05,28.05,28.05,28.05
2018-04-11,29.42,29.42,29.42,29.42
2018-04-12,28.73,28.73,28.73,28.73
2018-04-13,28.52,28.52,28.52,28.52
2018-04-16,28.84,28.84,28.84,28.84
2018-04-17,27.88,27.88,27.88,27.88
2018-04-18,29.42,29.42,29.42,29.42
2018-04-19,29.36,29.36,29.36,29.36
2018-04-20,28.99,28.99,28.99,28.99
2018-04-23,28.97,28.97,28.97,28.97
2018-04-24,29.15,29.15,29.15,29.15
2018-04-25,28.16,28.16,28.16,28.16
2018-04-26,26.86,26.86,26.86,26.86
2018-04-27,25.59,25.59,25.59,25.59
2018-04-30,28.28,28.28,28.28,28.28
2018-05-01,28.07,28.07,28.07,28.07
2018-05-02,27.32,27.32,27.32,27.32
2018-05-03,26.69,26.69,26.69,26.69
2018-05-04,26.17,26.17,26.17,26.17
2018-05-07,28.86,28.86,28.86,28.86
2018-05-08,26.76,26.76,26.76,26.76
2018-05-09,26.71,26.71,26.71,26.71
2018-05-10,26.61,26.61,26.61,26.61
2018-05-11,25.74,25.74,25.74,25.74
2018-05-14,25.93,25.93,25.93,25.93
2018-05-15,26.61,26.61,26.61,26.61
2018-05-16,25.73,25.73,25.73,25.73
2018-05-17,25.11,25.11,25.11,25.11
2018-05-18,25.23,25.23,25.23,25.23
2018-05-21,25.79,25.79,25.79,25.79
2018-05-22,25.89,25.89,25.89,25.89
2018-05-23,26.04,26.04,26.04,26.04
2018-05-24,25.37,25.37,25.37,25.37
2018-05-25,27.76,27.76,27.76,27.76
2018-05-29,29.04,29.04,29.04,29.04
2018-05-30,27.9,27.9,27.9,27.9
2018-05-31,27.61,27.61,27.61,27.61
2018-06-01,28.65,28.65,28.65,28.65
2018-06-04,29.49,29.49,29.49,29.49
2018-06-05,29.3,29.3,29.3,29.3
2018-06-06,29.14,29.14,29.14,29.14
2018-06-07,28.05,28.05,28.05,28.05
2018-06-08,27.59,27.59,27.59,27.59
2018-06-11,26.86,26.86,26.86,26.86
2018-06-12,26.58,26.58,26.58,26.58
2018-06-13,27.08,27.08,27.08,27.08
2018-06-14,26.69,26.69,26.69,26.69
2018-06-15,27.64,27.64,27.64,27.64
2018-06-18,27.58,27.58,27.58,27.58
2018-06-19,28.01,28.01,28.01,28.01
2018-06-20,28.06,28.06,28.06,28.06
2018-06-21,27.78,27.78,27.78,27.78
2018-06-22,25.52,25.52,25.52,25.52
2018-06-25,26.1,26.1,26.1,26.1
2018-06-26,25.67,25.67,25.67,25.67
2018-06-27,27.69,27.69,27.69,27.69
2018-06-28,27.35,27.35,27.35,27.35
2018-06-29,27.18,27.18,27.18,27.18
2018-07-02,28.65,28.65,28.65,28.65
2018-07-03,28.58,28.58,28.58,28.58
2018-07-05,28.77,28.77,28.77,28.77
2018-07-06,28.13,28.13,28.13,28.13
2018-07-09,28.12,28.12,28.12,28.12
2018-07-10,26.9,26.9,26.9,26.9
2018-07-11,28.56,28.56,28.56,28.56
2018-07-12,27.81,27.81,27.81,27.81
2018-07-13,27.54,27.54,27.54,27.54
2018-07-16,29.01,29.01,29.01,29.01
2018-07-17,28.0,28.0,28.0,28.0
2018-07-18,27.24,27.24,27.24,27.24
2018-07-19,26.84,26.84,26.84,26.84
2018-07-20,26.01,26.01,26.01,26.01
2018-07-23,26.15,26.15,26.15,26.15
2018-07-24,25.65,25.65,25.65,25.65
2018-07-25,25.34,25.34,25.34,25.34
2018-07-26,24.88,24.88,24.88,24.88
2018-07-27,24.97,24.97,24.97,24.97
2018-07-30,25.83,25.83,25.83,25.83
2018-07-31,26.52,26.52,26.52,26.52
2018-08-01,26.45,26.45,26.45,26.45
2018-08-02,25.73,25.73,25.73,25.73
2018-08-03,25.61,25.61,25.61,25.61
2018-08-06,25.42,25.42,25.42,25.42
2018-08-07,25.22,25.22,25.22,25.22
2018-08-08,26.41,26.41,26.41,26.41
2018-08-09,25.4,25.4,25.4,25.4
2018-08-10,25.45,25.45,25.45,25.45
2018-08-13,25.31,25.31,25.31,25.31
2018-08-14,26.18,26.18,26.18,26.18
2018-08-15,27.26,27.26,27.26,27.26
2018-08-16,26.33,26.33,26.33,26.33
2018-08-17,25.71,25.71,25.71,25.71
2018-08-20,25.26,25.26,25.26,25.26
2018-08-21,25.08,25.08,25.08,25.08
2018-08-22,24.72,24.72,24.72,24.72
2018-08-23,24.35,24.35,24.35,24.35
2018-08-24,23.31,23.31,23.31,23.31
2018-08-27,23.68,23.68,23.68,23.68
2018-08-28,24.5,24.5,24.5,24.5
2018-08-29,24.32,24.32,24.32,24.32
2018-08-30,24.89,24.89,24.89,24.89
2018-08-31,25.02,25.02,25.02,25.02
2018-09-04,26.7,26.7,26.7,26.7
2018-09-05,26.62,26.62,26.62,26.62
2018-09-06,26.16,26.16,26.16,26.16
2018-09-07,26.07,26.07,26.07,26.07
2018-09-10,26.13,26.13,26.13,26.13
2018-09-11,27.14,27.14,27.14,27.14
2018-09-12,26.94,26.94,26.94,26.94
2018-09-13,26.7,26.7,26.7,26.7
2018-09-14,26.4,26.4,26.4,26.4
2018-09-17,26.49,26.49,26.49,26.49
2018-09-18,26.8,26.8,26.8,26.8
2018-09-19,26.35,26.35,26.35,26.35
2018-09-20,26.07,26.07,26.07,26.07
2018-09-21,26.15,26.15,26.15,26.15
2018-09-24,26.97,26.97,26.97,26.97
2018-09-25,26.83,26.83,26.83,26.83
2018-09-26,26.53,26.53,26.53,26.53
2018-09-27,26.45,26.45,26.45,26.45
2018-09-28,26.73,26.73,26.73,26.73
2018-10-01,27.95,27.95,27.95,27.95
2018-10-02,27.68,27.68,27.68,27.68
2018-10-03,28.04,28.04,28.04,28.04
2018-10-04,28.9,28.9,28.9,28.9
2018-10-05,28.84,28.84,28.84,28.84
2018-10-08,28.86,28.86,28.86,28.86
2018-10-09,27.9,27.9,27.9,27.9
2018-10-10,28.81,28.81,28.81,28.81
2018-10-11,29.29,29.29,29.29,29.29
2018-10-12,27.73,27.73,27.73,27.73
2018-10-15,28.59,28.59,28.59,28.59
2018-10-16,28.59,28.59,28.59,28.59
2018-10-17,28.13,28.13,28.13,28.13
2018-10-18,28.53,28.53,28.53,28.53
2018-10-19,27.42,27.42,27.42,27.42
2018-10-22,27.76,27.76,27.76,27.76
2018-10-23,29.38,29.38,29.38,29.38
2018-10-24,29.8,29.8,29.8,29.8
2018-10-25,28.5,28.5,28.5,28.5
2018-10-26,29.09,29.09,29.09,29.09
2018-10-29,29.46,29.46,29.46,29.46
2018-10-30,29.9,29.9,29.9,29.9
2018-10-31,30.12,30.12,30.12,30.12
2018-11-01,31.54,31.54,31.54,31.54
2018-11-02,32.21,32.21,32.21,32.21
2018-11-05,32.68,32.68,32.68,32.68
2018-11-06,34.15,34.15,34.15,34.15
2018-11-07,33.05,33.05,33.05,33.05
2018-11-08,32.23,32.23,32.23,32.23
2018-11-09,35.1,35.1,35.1,35.1
2018-11-12,40.14,40.14,40.14,40.14
2018-11-13,55.71,55.71,55.71,55.71
2018-11-14,47.07,47.07,47.07,47.07
2018-11-15,43.87,43.87,43.87,43.87
2018-11-16,40.56,40.56,40.56,40.56
2018-11-19,43.45,43.45,43.45,43.45
2018-11-20,56.56,56.56,56.56,56.56
2018-11-21,51.79,51.79,51.79,51.79
2018-11-23,65.17,65.17,65.17,65.17
2018-11-26,57.87,57.87,57.87,57.87
2018-11-27,54.64,54.64,54.64,54.64
2018-11-28,53.99,53.99,53.99,53.99
2018-11-29,53.96,53.96,53.96,53.96
2018-11-30,56.04,56.04,56.04,56.04
2018-12-04,49.84,49.84,49.84,49.84
2018-12-06,50.13,50.13,50.13,50.13
2018-12-07,41.83,41.83,41.83,41.83
2018-12-10,45.06,45.06,45.06,45.06
2018-12-11,41.46,41.46,41.46,41.46
2018-12-12,39.9,39.9,39.9,39.9
2018-12-13,39.25,39.25,39.25,39.25
2018-12-14,42.38,42.38,42.38,42.38
2018-12-17,46.59,46.59,46.59,46.59
2018-12-18,53.35,53.35,53.35,53.35
2018-12-19,50.86,50.86,50.86,50.86
2018-12-20,52.89,52.89,52.89,52.89
2018-12-21,51.76,51.76,51.76,51.76
2018-12-24,56.73,56.73,56.73,56.73
2018-12-26,54.07,54.07,54.07,54.07
2018-12-27,57.16,57.16,57.16,57.16
2018-12-28,53.11,53.11,53.11,53.11
2018-12-31,51.87,51.87,51.87,51.87
2019-01-02,54.72,54.72,54.72,54.72
2019-01-03,53.57,53.57,53.57,53.57
2019-01-04,51.52,51.52,51.52,51.52
2019-01-07,50.42,50.42,50.42,50.42
2019-01-08,46.08,46.08,46.08,46.08
2019-01-09,44.36,44.36,44.36,44.36
2019-01-10,42.99,42.99,42.99,42.99
2019-01-11,40.99,40.99,40.99,40.99
2019-01-14,40.81,40.81,40.81,40.81
2019-01-15,39.75,39.75,39.75,39.75
2019-01-16,38.77,38.77,38.77,38.77
2019-01-17,37.03,37.03,37.03,37.03
2019-01-18,35.63,35.63,35.63,35.63
2019-01-22,38.26,38.26,38.26,38.26
2019-01-23,37.69,37.69,37.69,37.69
2019-01-24,36.75,36.75,36.75,36.75
2019-01-25,35.21,35.21,35.21,35.21
2019-01-28,37.61,37.61,37.61,37.61
2019-01-29,37.13,37.13,37.13,37.13
2019-01-30,35.59,35.59,35.59,35.59
2019-01-31,34.97,34.97,34.97,34.97
2019-02-01,33.4,33.4,33.4,33.4
2019-02-04,33.7,33.7,33.7,33.7
2019-02-05,34.57,34.57,34.57,34.57
2019-02-06,33.02,33.02,33.02,33.02
2019-02-07,34.34,34.34,34.34,34.34
2019-02-08,32.56,32.56,32.56,32.56
2019-02-11,33.34,33.34,33.34,33.34
2019-02-12,32.69,32.69,32.69,32.69
2019-02-13,32.26,32.26,32.26,32.26
2019-02-14,32.1,32.1,32.1,32.1
2019-02-15,29.46,29.46,29.46,29.46
2019-02-19,31.0,31.0,31.0,31.0
2019-02-21,30.16,30.16,30.16,30.16
2019-02-22,29.85,29.85,29.85,29.85
2019-02-25,32.69,32.69,32.69,32.69
2019-02-26,31.57,31.57,31.57,31.57
2019-02-27,31.01,31.01,31.01,31.01
2019-02-28,30.27,30.27,30.27,30.27
2019-03-01,30.31,30.31,30.31,30.31
2019-03-04,30.2,30.2,30.2,30.2
2019-03-05,30.21,30.21,30.21,30.21
2019-03-06,29.69,29.69,29.69,29.69
2019-03-07,30.43,30.43,30.43,30.43
2019-03-08,29.77,29.77,29.77,29.77
2019-03-11,29.18,29.18,29.18,29.18
2019-03-12,28.56,28.56,28.56,28.56
2019-03-13,28.13,28.13,28.13,28.13
2019-03-14,27.22,27.22,27.22,27.22
2019-03-15,26.27,26.27,26.27,26.27
2019-03-18,26.48,26.48,26.48,26.48
2019-03-19,28.44,28.44,28.44,28.44
2019-03-20,27.21,27.21,27.21,27.21
2019-03-21,27.14,27.14,27.14,27.14
2019-03-22,27.78,27.78,27.78,27.78
2019-03-25,29.32,29.32,29.32,29.32
2019-03-26,27.92,27.92,27.92,27.92
2019-03-27,28.11,28.11,28.11,28.11
2019-03-28,28.52,28.52,28.52,28.52
2019-03-29,26.75,26.75,26.75,26.75
2019-04-01,26.23,26.23,26.23,26.23
2019-04-02,26.28,26.28,26.28,26.28
2019-04-03,25.57,25.57,25.57,25.57
2019-04-04,25.22,25.22,25.22,25.22
2019-04-05,24.0,24.0,24.0,24.0
2019-04-08,24.33,24.33,24.33,24.33
2019-04-09,24.66,24.66,24.66,24.66
2019-04-10,24.68,24.68,24.68,24.68
2019-04-11,25.7,25.7,25.7,25.7
2019-04-12,25.7,25.7,25.7,25.7
2019-04-15,25.51,25.51,25.51,25.51
2019-04-16,25.57,25.57,25.57,25.57
2019-04-17,25.19,25.19,25.19,25.19
2019-04-18,24.45,24.45,24.45,24.45
