level_id,level_idx,session_date,created_at,expiry_at,side,level,touched_at
40_lower,40,2018-02-27,2018-02-27 10:30:00-05:00,2018-03-27 10:30:00-04:00,lower,6929.247350164789,2018-02-27 12:18:00-05:00
41_upper,41,2018-02-28,2018-02-28 10:30:00-05:00,2018-03-28 10:30:00-04:00,upper,7011.102750111191,2018-03-08 20:06:00-05:00
41_lower,41,2018-02-28,2018-02-28 10:30:00-05:00,2018-03-28 10:30:00-04:00,lower,6879.147249888809,2018-02-28 15:45:00-05:00
42_upper,42,2018-03-01,2018-03-01 10:30:00-05:00,2018-03-29 10:30:00-04:00,upper,6966.809197993163,2018-03-08 09:08:00-05:00
42_lower,42,2018-03-01,2018-03-01 10:30:00-05:00,2018-03-29 10:30:00-04:00,lower,6741.440802006837,2018-03-01 13:47:00-05:00
43_upper,43,2018-03-02,2018-03-02 10:30:00-05:00,2018-04-02 10:30:00-04:00,upper,6761.541656723402,2018-03-02 12:01:00-05:00
43_lower,43,2018-03-02,2018-03-02 10:30:00-05:00,2018-04-02 10:30:00-04:00,lower,6586.083343276598,2018-03-23 14:58:00-04:00
44_upper,44,2018-03-05,2018-03-05 10:30:00-05:00,2018-04-03 10:30:00-04:00,upper,6855.740363870232,2018-03-05 11:40:00-05:00
44_lower,44,2018-03-05,2018-03-05 10:30:00-05:00,2018-04-03 10:30:00-04:00,lower,6703.259636129768,2018-03-22 15:46:00-04:00
45_upper,45,2018-03-06,2018-03-06 10:30:00-05:00,2018-04-04 10:30:00-04:00,upper,6987.347677181222,2018-03-08 19:00:00-05:00
45_lower,45,2018-03-06,2018-03-06 10:30:00-05:00,2018-04-04 10:30:00-04:00,lower,6849.277322818778,2018-03-06 18:00:00-05:00
46_upper,46,2018-03-07,2018-03-07 10:30:00-05:00,2018-04-05 10:30:00-04:00,upper,6942.228767742183,2018-03-08 02:03:00-05:00
46_lower,46,2018-03-07,2018-03-07 10:30:00-05:00,2018-04-05 10:30:00-04:00,lower,6799.896232257817,2018-03-22 05:53:00-04:00
47_upper,47,2018-03-08,2018-03-08 10:30:00-05:00,2018-04-06 10:30:00-04:00,upper,7014.149124215458,2018-03-08 20:21:00-05:00
47_lower,47,2018-03-08,2018-03-08 10:30:00-05:00,2018-04-06 10:30:00-04:00,lower,6899.225875784542,2018-03-19 11:05:00-04:00
48_upper,48,2018-03-09,2018-03-09 10:30:00-05:00,2018-04-09 10:30:00-04:00,upper,7112.889738593247,2018-03-09 14:13:00-05:00
48_lower,48,2018-03-09,2018-03-09 10:30:00-05:00,2018-04-09 10:30:00-04:00,lower,6985.735261406753,2018-03-19 01:09:00-04:00
49_upper,49,2018-03-12,2018-03-12 10:30:00-04:00,2018-04-10 10:30:00-04:00,upper,7209.175126088089,2018-03-13 09:41:00-04:00
49_lower,49,2018-03-12,2018-03-12 10:30:00-04:00,2018-04-10 10:30:00-04:00,lower,7098.949873911911,2018-03-13 12:06:00-04:00
50_upper,50,2018-03-13,2018-03-13 10:30:00-04:00,2018-04-11 10:30:00-04:00,upper,7248.781740372691,
50_lower,50,2018-03-13,2018-03-13 10:30:00-04:00,2018-04-11 10:30:00-04:00,lower,7149.593259627309,2018-03-13 11:03:00-04:00
51_upper,51,2018-03-14,2018-03-14 10:30:00-04:00,2018-04-12 10:30:00-04:00,upper,7160.745042625618,
51_lower,51,2018-03-14,2018-03-14 10:30:00-04:00,2018-04-12 10:30:00-04:00,lower,7035.004957374382,2018-03-14 20:52:00-04:00
52_upper,52,2018-03-15,2018-03-15 10:30:00-04:00,2018-04-13 10:30:00-04:00,upper,7132.041763245683,
52_lower,52,2018-03-15,2018-03-15 10:30:00-04:00,2018-04-13 10:30:00-04:00,lower,6999.458236754317,2018-03-19 01:01:00-04:00
53_upper,53,2018-03-16,2018-03-16 10:30:00-04:00,2018-04-16 10:30:00-04:00,upper,7121.211629360456,
53_lower,53,2018-03-16,2018-03-16 10:30:00-04:00,2018-04-16 10:30:00-04:00,lower,7020.538370639544,2018-03-18 20:59:00-04:00
54_upper,54,2018-03-19,2018-03-19 10:30:00-04:00,2018-04-17 10:30:00-04:00,upper,7021.514505586434,
54_lower,54,2018-03-19,2018-03-19 10:30:00-04:00,2018-04-17 10:30:00-04:00,lower,6904.735494413566,2018-03-19 11:01:00-04:00
55_upper,55,2018-03-20,2018-03-20 10:30:00-04:00,2018-04-18 10:30:00-04:00,upper,6959.87866454814,
55_lower,55,2018-03-20,2018-03-20 10:30:00-04:00,2018-04-18 10:30:00-04:00,lower,6822.12133545186,2018-03-22 03:57:00-04:00
56_upper,56,2018-03-21,2018-03-21 10:30:00-04:00,2018-04-19 10:30:00-04:00,upper,6958.369612418654,
56_lower,56,2018-03-21,2018-03-21 10:30:00-04:00,2018-04-19 10:30:00-04:00,lower,6827.380387581346,2018-03-22 03:51:00-04:00
57_upper,57,2018-03-22,2018-03-22 10:30:00-04:00,2018-04-20 10:30:00-04:00,upper,6863.625738785435,2018-04-18 14:51:00-04:00
57_lower,57,2018-03-22,2018-03-22 10:30:00-04:00,2018-04-20 10:30:00-04:00,lower,6711.124261214565,2018-03-22 15:45:00-04:00
58_upper,58,2018-03-23,2018-03-23 10:30:00-04:00,2018-04-23 10:30:00-04:00,upper,6783.630380999326,2018-03-26 18:08:00-04:00
58_lower,58,2018-03-23,2018-03-23 10:30:00-04:00,2018-04-23 10:30:00-04:00,lower,6594.994619000674,2018-03-23 14:58:00-04:00
59_upper,59,2018-03-26,2018-03-26 10:30:00-04:00,2018-04-24 10:30:00-04:00,upper,6744.969942555985,2018-03-26 15:32:00-04:00
59_lower,59,2018-03-26,2018-03-26 10:30:00-04:00,2018-04-24 10:30:00-04:00,lower,6563.530057444015,2018-03-26 11:18:00-04:00
60_upper,60,2018-03-27,2018-03-27 10:30:00-04:00,2018-04-25 10:30:00-04:00,upper,6890.1134200913675,
60_lower,60,2018-03-27,2018-03-27 10:30:00-04:00,2018-04-25 10:30:00-04:00,lower,6719.3865799086325,2018-03-27 13:33:00-04:00
61_upper,61,2018-03-28,2018-03-28 10:30:00-04:00,2018-04-26 10:30:00-04:00,upper,6635.619490774063,2018-03-29 14:43:00-04:00
61_lower,61,2018-03-28,2018-03-28 10:30:00-04:00,2018-04-26 10:30:00-04:00,lower,6378.255509225937,2018-04-02 11:40:00-04:00
62_upper,62,2018-03-29,2018-03-29 10:30:00-04:00,2018-04-27 10:30:00-04:00,upper,6599.964188096101,2018-03-29 13:51:00-04:00
62_lower,62,2018-03-29,2018-03-29 10:30:00-04:00,2018-04-27 10:30:00-04:00,lower,6390.285811903899,2018-04-02 11:36:00-04:00
63_upper,63,2018-04-02,2018-04-02 10:30:00-04:00,2018-04-30 10:30:00-04:00,upper,6646.391509124816,2018-04-05 03:20:00-04:00
63_lower,63,2018-04-02,2018-04-02 10:30:00-04:00,2018-04-30 10:30:00-04:00,lower,6409.483490875184,2018-04-02 11:35:00-04:00
64_upper,64,2018-04-03,2018-04-03 10:30:00-04:00,2018-05-01 10:30:00-04:00,upper,6565.896079368991,2018-04-04 15:31:00-04:00
64_lower,64,2018-04-03,2018-04-03 10:30:00-04:00,2018-05-01 10:30:00-04:00,lower,6300.103920631009,
65_upper,65,2018-04-04,2018-04-04 10:30:00-04:00,2018-05-02 10:30:00-04:00,upper,6453.599026687657,2018-04-04 11:24:00-04:00
65_lower,65,2018-04-04,2018-04-04 10:30:00-04:00,2018-05-02 10:30:00-04:00,lower,6264.150973312343,
66_upper,66,2018-04-05,2018-04-05 10:30:00-04:00,2018-05-03 10:30:00-04:00,upper,6706.922112311857,2018-04-13 09:02:00-04:00
66_lower,66,2018-04-05,2018-04-05 10:30:00-04:00,2018-05-03 10:30:00-04:00,lower,6547.452887688143,2018-04-05 18:55:00-04:00
67_upper,67,2018-04-06,2018-04-06 10:30:00-04:00,2018-05-04 10:30:00-04:00,upper,6640.71446064562,2018-04-10 15:10:00-04:00
67_lower,67,2018-04-06,2018-04-06 10:30:00-04:00,2018-05-04 10:30:00-04:00,lower,6457.41053935438,2018-04-06 14:08:00-04:00
68_upper,68,2018-04-09,2018-04-09 10:30:00-04:00,2018-05-07 10:30:00-04:00,upper,6603.184369148009,2018-04-09 12:07:00-04:00
68_lower,68,2018-04-09,2018-04-09 10:30:00-04:00,2018-05-07 10:30:00-04:00,lower,6411.565630851991,
69_upper,69,2018-04-10,2018-04-10 10:30:00-04:00,2018-05-08 10:30:00-04:00,upper,6659.835345223102,2018-04-11 12:11:00-04:00
69_lower,69,2018-04-10,2018-04-10 10:30:00-04:00,2018-05-08 10:30:00-04:00,lower,6496.539654776898,2018-04-24 13:59:00-04:00
70_upper,70,2018-04-11,2018-04-11 10:30:00-04:00,2018-05-09 10:30:00-04:00,upper,6675.72381656032,2018-04-12 10:00:00-04:00
70_lower,70,2018-04-11,2018-04-11 10:30:00-04:00,2018-05-09 10:30:00-04:00,lower,6527.02618343968,2018-04-24 12:35:00-04:00
71_upper,71,2018-04-12,2018-04-12 10:30:00-04:00,2018-05-10 10:30:00-04:00,upper,6729.351261084411,2018-04-16 20:32:00-04:00
71_lower,71,2018-04-12,2018-04-12 10:30:00-04:00,2018-05-10 10:30:00-04:00,lower,6562.398738915589,2018-04-24 11:18:00-04:00
72_upper,72,2018-04-13,2018-04-13 10:30:00-04:00,2018-05-11 10:30:00-04:00,upper,6778.631447073141,2018-04-17 10:13:00-04:00
72_lower,72,2018-04-13,2018-04-13 10:30:00-04:00,2018-05-11 10:30:00-04:00,lower,6597.868552926859,2018-04-24 11:01:00-04:00
73_upper,73,2018-04-16,2018-04-16 10:30:00-04:00,2018-05-14 10:30:00-04:00,upper,6735.760630831166,2018-04-17 00:58:00-04:00
73_lower,73,2018-04-16,2018-04-16 10:30:00-04:00,2018-05-14 10:30:00-04:00,lower,6611.614369168834,2018-04-24 10:32:00-04:00
74_upper,74,2018-04-17,2018-04-17 10:30:00-04:00,2018-05-15 10:30:00-04:00,upper,6814.472844054442,2018-04-17 11:27:00-04:00
74_lower,74,2018-04-17,2018-04-17 10:30:00-04:00,2018-05-15 10:30:00-04:00,lower,6697.652155945558,2018-04-20 11:03:00-04:00
75_upper,75,2018-04-18,2018-04-18 10:30:00-04:00,2018-05-16 10:30:00-04:00,upper,6885.341486945545,2018-05-09 13:33:00-04:00
75_lower,75,2018-04-18,2018-04-18 10:30:00-04:00,2018-05-16 10:30:00-04:00,lower,6765.158513054455,2018-04-19 11:59:00-04:00
76_upper,76,2018-04-19,2018-04-19 10:30:00-04:00,2018-05-17 10:30:00-04:00,upper,6862.098489743751,2018-05-09 12:31:00-04:00
76_lower,76,2018-04-19,2018-04-19 10:30:00-04:00,2018-05-17 10:30:00-04:00,lower,6753.901510256249,2018-04-20 03:30:00-04:00
77_upper,77,2018-04-20,2018-04-20 10:30:00-04:00,2018-05-18 10:30:00-04:00,upper,6820.683852984341,2018-05-06 23:29:00-04:00
77_lower,77,2018-04-20,2018-04-20 10:30:00-04:00,2018-05-18 10:30:00-04:00,lower,6680.316147015659,2018-04-20 11:26:00-04:00
78_upper,78,2018-04-23,2018-04-23 10:30:00-04:00,2018-05-21 10:30:00-04:00,upper,6756.652413219133,2018-04-27 08:00:00-04:00
78_lower,78,2018-04-23,2018-04-23 10:30:00-04:00,2018-05-21 10:30:00-04:00,lower,6626.847586780867,2018-04-23 14:53:00-04:00
79_upper,79,2018-04-24,2018-04-24 10:30:00-04:00,2018-05-22 10:30:00-04:00,upper,6759.0608596953425,2018-04-27 08:03:00-04:00
79_lower,79,2018-04-24,2018-04-24 10:30:00-04:00,2018-05-22 10:30:00-04:00,lower,6580.8141403046575,2018-04-24 11:05:00-04:00
80_upper,80,2018-04-25,2018-04-25 10:30:00-04:00,2018-05-23 10:30:00-04:00,upper,6604.400839902133,2018-04-25 20:17:00-04:00
80_lower,80,2018-04-25,2018-04-25 10:30:00-04:00,2018-05-23 10:30:00-04:00,lower,6397.849160097867,
81_upper,81,2018-04-26,2018-04-26 10:30:00-04:00,2018-05-24 10:30:00-04:00,upper,6686.124739683563,2018-04-26 16:01:00-04:00
81_lower,81,2018-04-26,2018-04-26 10:30:00-04:00,2018-05-24 10:30:00-04:00,lower,6531.375260316437,
82_upper,82,2018-04-27,2018-04-27 10:30:00-04:00,2018-05-25 10:30:00-04:00,upper,6838.843736760741,2018-05-07 09:43:00-04:00
82_lower,82,2018-04-27,2018-04-27 10:30:00-04:00,2018-05-25 10:30:00-04:00,lower,6616.906263239259,2018-04-30 12:08:00-04:00
83_upper,83,2018-04-30,2018-04-30 10:30:00-04:00,2018-05-28 10:30:00-04:00,upper,6745.641318648344,2018-05-04 11:29:00-04:00
83_lower,83,2018-04-30,2018-04-30 10:30:00-04:00,2018-05-28 10:30:00-04:00,lower,6625.233681351656,2018-04-30 12:03:00-04:00
84_upper,84,2018-05-01,2018-05-01 10:30:00-04:00,2018-05-29 10:30:00-04:00,upper,6667.838036725736,2018-05-01 15:47:00-04:00
84_lower,84,2018-05-01,2018-05-01 10:30:00-04:00,2018-05-29 10:30:00-04:00,lower,6532.911963274264,
85_upper,85,2018-05-02,2018-05-02 10:30:00-04:00,2018-05-30 10:30:00-04:00,upper,6753.1479349264555,2018-05-04 11:35:00-04:00
85_lower,85,2018-05-02,2018-05-02 10:30:00-04:00,2018-05-30 10:30:00-04:00,lower,6634.1020650735445,2018-05-02 16:09:00-04:00
86_upper,86,2018-05-03,2018-05-03 10:30:00-04:00,2018-05-31 10:30:00-04:00,upper,6684.007604114171,2018-05-04 10:12:00-04:00
86_lower,86,2018-05-03,2018-05-03 10:30:00-04:00,2018-05-31 10:30:00-04:00,lower,6538.742395885829,2018-05-03 10:56:00-04:00
87_upper,87,2018-05-04,2018-05-04 10:30:00-04:00,2018-06-01 10:30:00-04:00,upper,6734.349044879071,2018-05-04 10:43:00-04:00
87_lower,87,2018-05-04,2018-05-04 10:30:00-04:00,2018-06-01 10:30:00-04:00,lower,6539.150955120929,
88_upper,88,2018-05-07,2018-05-07 10:30:00-04:00,2018-06-04 10:30:00-04:00,upper,6870.786570996922,2018-05-09 12:48:00-04:00
88_lower,88,2018-05-07,2018-05-07 10:30:00-04:00,2018-06-04 10:30:00-04:00,lower,6752.338429003078,
89_upper,89,2018-05-08,2018-05-08 10:30:00-04:00,2018-06-05 10:30:00-04:00,upper,6864.686051946925,2018-05-09 12:35:00-04:00
89_lower,89,2018-05-08,2018-05-08 10:30:00-04:00,2018-06-05 10:30:00-04:00,lower,6751.313948053075,
90_upper,90,2018-05-09,2018-05-09 10:30:00-04:00,2018-06-06 10:30:00-04:00,upper,6879.236549885081,2018-05-09 13:28:00-04:00
90_lower,90,2018-05-09,2018-05-09 10:30:00-04:00,2018-06-06 10:30:00-04:00,lower,6785.763450114919,
91_upper,91,2018-05-10,2018-05-10 10:30:00-04:00,2018-06-07 10:30:00-04:00,upper,6962.322458431744,2018-05-10 13:00:00-04:00
91_lower,91,2018-05-10,2018-05-10 10:30:00-04:00,2018-06-07 10:30:00-04:00,lower,6877.677541568256,2018-05-15 09:42:00-04:00
92_upper,92,2018-05-11,2018-05-11 10:30:00-04:00,2018-06-08 10:30:00-04:00,upper,7002.777112785576,2018-05-14 10:13:00-04:00
92_lower,92,2018-05-11,2018-05-11 10:30:00-04:00,2018-06-08 10:30:00-04:00,lower,6905.347887214424,2018-05-15 08:56:00-04:00
93_upper,93,2018-05-14,2018-05-14 10:30:00-04:00,2018-06-11 10:30:00-04:00,upper,7031.254805564886,2018-06-01 09:35:00-04:00
93_lower,93,2018-05-14,2018-05-14 10:30:00-04:00,2018-06-11 10:30:00-04:00,lower,6933.870194435114,2018-05-15 08:37:00-04:00
