touched_at,year,side,z_gate,gate_pass,cap_5min,cap_30min,cap_1h,cap_4h,entry,sign
2023-12-22 07:29:00-05:00,2023,upper,1.7638693117276305,False,1.900000000000091,5.599999999999909,8.0,,2076.1847783537614,-1.0
2023-12-08 09:23:00-05:00,2023,lower,-3.7274562114395153,False,3.7999999999999545,17.59999999999991,17.59999999999991,,2020.5652216462381,1.0
2023-12-13 19:30:00-05:00,2023,upper,0.8835923790161764,False,2.199999999999818,4.599999999999909,8.700000000000045,,2050.567024808273,-1.0
2023-12-11 10:37:00-05:00,2023,lower,-2.3360373206165312,False,1.699999999999818,6.2000000000000455,8.100000000000136,,1996.5829751917265,1.0
2023-12-13 14:36:00-05:00,2023,upper,1.5582887319183383,False,3.400000000000091,27.299999999999955,3.2999999999999545,,2027.1841099787862,-1.0
2023-12-13 14:16:00-05:00,2023,upper,5.21456357093412,False,6.5,3.2000000000000455,3.2999999999999545,,2020.5961539554773,-1.0
2023-12-13 14:12:00-05:00,2023,upper,5.345120098343102,False,5.400000000000091,3.2000000000000455,3.2999999999999545,,2018.2116676928686,-1.0
2023-12-22 08:53:00-05:00,2023,upper,3.5562633794040295,False,5.0,5.099999999999909,6.899999999999636,,2081.158199727668,-1.0
2024-01-08 06:18:00-05:00,2024,lower,-0.8838430799216387,False,0.900000000000091,1.7000000000000455,2.5,,2028.8918002723321,1.0
2023-12-22 06:14:00-05:00,2023,upper,1.2000509636367496,False,0.7999999999997272,1.400000000000091,4.0,,2069.4030341654106,-1.0
2024-01-08 06:18:00-05:00,2024,lower,-0.8838430799216387,False,0.900000000000091,1.7000000000000455,2.5,,2026.4969658345894,1.0
