touched_at,year,side,z_gate,cap,outcome,pnl
2023-07-12 09:50:00-04:00,2023,upper,3.137699834251525,4.399999999999864,TP,2.199999999999932
2023-07-12 09:32:00-04:00,2023,upper,3.4659025318336747,7.099999999999909,mtm_cutoff,-4.160462565339003
2023-07-06 08:30:00-04:00,2023,lower,-3.3428894457846536,19.799999999999955,mtm_cutoff,4.03953743466127
2023-07-12 09:30:00-04:00,2023,upper,3.4659025318336747,7.099999999999909,SL,-7.099999999999909
2023-07-12 08:36:00-04:00,2023,upper,8.368557893619693,2.2000000000000455,TP,1.1000000000000227
2023-07-31 08:31:00-04:00,2023,upper,3.443859297060379,4.599999999999909,TP,2.2999999999999545
2023-08-14 09:30:00-04:00,2023,lower,-3.0734635261637857,3.8999999999998636,TP,1.9499999999999318
2023-08-14 09:30:00-04:00,2023,lower,-3.0734635261637857,3.8999999999998636,TP,1.9499999999999318
2023-08-14 08:24:00-04:00,2023,lower,-3.9229927327336007,5.7999999999999545,TP,2.8999999999999773
2023-08-14 08:11:00-04:00,2023,lower,-5.103513698459167,1.3999999999998636,TP,0.6999999999999318
2023-08-29 10:22:00-04:00,2023,upper,4.019231799479666,12.5,mtm_cutoff,-2.189689125119685
2023-08-29 10:09:00-04:00,2023,upper,7.719241431991139,2.2000000000000455,TP,1.1000000000000227
2023-08-28 11:42:00-04:00,2023,upper,3.680253363941778,1.800000000000182,TP,0.900000000000091
2023-08-28 11:37:00-04:00,2023,upper,3.207857944701183,1.800000000000182,TP,0.900000000000091
2023-09-20 09:43:00-04:00,2023,upper,3.6709094807566562,1.2000000000000455,TP,0.6000000000000227
2023-10-18 09:47:00-04:00,2023,upper,3.3917199715051507,10.0,TP,5.0
2023-10-18 09:39:00-04:00,2023,upper,3.622987643854843,2.900000000000091,SL,-2.900000000000091
2023-09-28 11:12:00-04:00,2023,lower,-4.082551197714762,3.6000000000001364,TP,1.8000000000000682
2023-10-13 08:30:00-04:00,2023,upper,4.978592071173593,10.700000000000045,SL,-10.700000000000045
2023-10-13 07:55:00-04:00,2023,upper,3.4482986464548167,3.0,TP,1.5
2023-10-18 09:38:00-04:00,2023,upper,3.622987643854843,2.900000000000091,TP,1.4500000000000455
2023-10-20 10:00:00-04:00,2023,upper,3.0867445205422546,9.300000000000182,TP,4.650000000000091
2023-10-27 13:39:00-04:00,2023,upper,3.938126711027872,4.600000000000136,TP,2.300000000000068
2023-11-08 10:42:00-05:00,2023,lower,-3.929465554508942,3.7000000000000455,TP,1.8500000000000227
2023-11-08 10:42:00-05:00,2023,lower,-3.929465554508942,3.7000000000000455,TP,1.8500000000000227
2023-11-08 10:40:00-05:00,2023,lower,-3.929465554508942,3.7000000000000455,TP,1.8500000000000227
2023-11-08 10:42:00-05:00,2023,lower,-3.929465554508942,3.7000000000000455,TP,1.8500000000000227
2023-11-26 20:27:00-05:00,2023,upper,3.9642336727047907,4.0,TP,2.0
2023-11-16 09:47:00-05:00,2023,upper,5.000932708269982,8.599999999999909,mtm_cutoff,-1.7066195686379615
2023-11-26 20:26:00-05:00,2023,upper,3.9642336727047907,4.0,SL,-4.0
2023-11-26 20:27:00-05:00,2023,upper,3.9642336727047907,4.0,TP,2.0
2023-12-08 09:22:00-05:00,2023,lower,-3.7274562114395153,10.0,TP,5.0
2023-12-04 10:37:00-05:00,2023,lower,-4.249056049647649,27.0,mtm_cutoff,10.644003149161335
2023-12-27 10:37:00-05:00,2023,upper,3.3810301265764617,6.300000000000182,TP,3.150000000000091
2023-12-04 10:37:00-05:00,2023,lower,-4.249056049647649,27.0,mtm_cutoff,10.6901085442139
2023-12-08 09:23:00-05:00,2023,lower,-3.7274562114395153,10.0,TP,5.0
2023-12-08 09:23:00-05:00,2023,lower,-3.7274562114395153,10.0,TP,5.0
2023-12-13 14:16:00-05:00,2023,upper,5.21456357093412,23.799999999999955,mtm_cutoff,-8.103846044522697
2023-12-13 14:12:00-05:00,2023,upper,5.345120098343102,2.7000000000000455,TP,1.3500000000000227
2023-12-22 08:53:00-05:00,2023,upper,3.5562633794040295,6.399999999999636,TP,3.199999999999818
2024-01-11 11:36:00-05:00,2024,lower,-3.4050122877666826,10.899999999999864,TP,5.449999999999932
2024-01-31 09:46:00-05:00,2024,upper,4.367652250972761,7.400000000000091,TP,3.7000000000000455
2024-01-11 11:36:00-05:00,2024,lower,-3.4050122877666826,10.899999999999864,TP,5.449999999999932
2024-01-31 09:42:00-05:00,2024,upper,4.198372617840646,2.0,TP,1.0
2024-01-30 09:12:00-05:00,2024,upper,3.9259784423931103,2.099999999999909,TP,1.0499999999999545
2024-01-30 02:35:00-05:00,2024,upper,3.522821597002247,2.0,TP,1.0
2024-02-14 10:11:00-05:00,2024,lower,-3.6065707118103707,5.599999999999909,TP,2.7999999999999545
2024-02-01 11:15:00-05:00,2024,upper,3.259305800813539,8.199999999999818,TP,4.099999999999909
2024-02-13 08:47:00-05:00,2024,lower,-5.003997267313385,23.799999999999955,mtm_cutoff,-15.25140412126757
2024-02-13 08:47:00-05:00,2024,lower,-5.003997267313385,23.799999999999955,mtm_cutoff,-16.49090655848022
2024-02-07 09:48:00-05:00,2024,upper,5.192000069320266,9.5,TP,4.75
2024-03-01 10:27:00-05:00,2024,upper,3.3967428591853595,9.800000000000182,SL,-9.800000000000182
2024-02-13 08:47:00-05:00,2024,lower,-5.003997267313385,23.799999999999955,mtm_cutoff,-15.725534672284084
2024-02-13 08:47:00-05:00,2024,lower,-5.003997267313385,23.799999999999955,mtm_cutoff,-18.378518737504464
2024-02-13 08:47:00-05:00,2024,lower,-5.003997267313385,23.799999999999955,mtm_cutoff,-15.39088091932922
2024-03-01 05:37:00-05:00,2024,upper,3.0961183578441567,3.200000000000273,SL,-3.200000000000273
2024-02-13 08:58:00-05:00,2024,lower,-3.8499611790619457,23.799999999999955,mtm_cutoff,-12.256516453790027
2024-03-01 05:35:00-05:00,2024,upper,3.0961183578441567,3.200000000000273,SL,-3.200000000000273
2024-03-01 05:35:00-05:00,2024,upper,3.0961183578441567,3.200000000000273,SL,-3.200000000000273
2024-03-20 14:58:00-04:00,2024,upper,3.2289800714425905,14.699999999999818,mtm_cutoff,2.447502941176481
2024-03-20 14:58:00-04:00,2024,upper,3.2289800714425905,14.699999999999818,mtm_cutoff,2.576280667460651
2024-03-20 14:55:00-04:00,2024,upper,3.2289800714425905,14.699999999999818,mtm_cutoff,1.592757604754297
2024-03-28 06:46:00-04:00,2024,upper,3.4727989752719726,8.0,TP,4.0
2024-04-05 10:33:00-04:00,2024,upper,3.842186069784372,12.299999999999727,SL,-12.299999999999727
2024-04-22 21:52:00-04:00,2024,lower,-3.5182416518539132,25.5,TP,12.75
