level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,level,anchor,cap,exit_reason,pnl,gap_through
0_lower,2013-01-07,2013,lower,2013-01-07 09:18:00-05:00,2013-01-07 10:10:00-05:00,2705.3552858808534,2712.4802858808534,2705.3552858808534,4.75,7.125,TP,7.125,False
4_upper,2013-01-10,2013,upper,2013-01-10 07:57:00-05:00,2013-01-10 08:14:00-05:00,2731.8337231926243,2734.8337231926243,2731.8337231926243,2.0,3.0,SL,-3.0,False
2_upper,2013-01-10,2013,upper,2013-01-10 08:24:00-05:00,2013-01-10 10:30:00-05:00,2737.880347359795,2727.380347359795,2737.880347359795,7.0,10.5,TP,10.5,False
7_upper,2013-01-14,2013,upper,2013-01-13 20:58:00-05:00,2013-01-14 01:02:00-05:00,2748.082434952682,2742.832434952682,2748.082434952682,3.5,5.25,TP,5.25,False
7_lower,2013-01-14,2013,lower,2013-01-14 07:47:00-05:00,2013-01-14 09:02:00-05:00,2728.042565047318,2728.042565047318,2728.042565047318,5.0,7.5,BE,0.0,False
8_lower,2013-01-15,2013,lower,2013-01-15 09:34:00-05:00,2013-01-15 09:54:00-05:00,2712.951717556987,2705.826717556987,2712.951717556987,4.75,7.125,SL,-7.125,False
11_lower,2013-01-18,2013,lower,2013-01-18 07:04:00-05:00,2013-01-18 09:30:00-05:00,2730.6012042888015,2730.6012042888015,2730.6012042888015,6.0,9.0,BE,0.0,False
20_upper,2013-02-01,2013,upper,2013-02-01 08:47:00-05:00,2013-02-01 09:49:00-05:00,2747.0896408295785,2739.5896408295785,2747.0896408295785,5.0,7.5,TP,7.5,False
25_upper,2013-02-08,2013,upper,2013-02-08 09:30:00-05:00,2013-02-08 09:40:00-05:00,2760.1506251894116,2772.1506251894116,2760.1506251894116,8.0,12.0,SL,-12.0,False
26_upper,2013-02-11,2013,upper,2013-02-11 04:50:00-05:00,2013-02-11 05:42:00-05:00,2778.535251038489,2778.535251038489,2778.535251038489,2.75,4.125,BE,-0.0,False
28_upper,2013-02-13,2013,upper,2013-02-13 09:59:00-05:00,2013-02-13 11:18:00-05:00,2776.2603765613194,2770.6353765613194,2776.2603765613194,3.75,5.625,TP,5.625,False
29_lower,2013-02-14,2013,lower,2013-02-14 05:31:00-05:00,2013-02-14 09:42:00-05:00,2759.131960032837,2765.131960032837,2759.131960032837,4.0,6.0,TP,6.0,False
34_upper,2013-02-25,2013,upper,2013-02-25 03:12:00-05:00,2013-02-25 04:14:00-05:00,2741.4250052470657,2741.4250052470657,2741.4250052470657,2.75,4.125,BE,-0.0,False
39_lower,2013-03-01,2013,lower,2013-03-01 06:20:00-05:00,2013-03-01 07:11:00-05:00,2728.9914061049285,2728.9914061049285,2728.9914061049285,4.5,6.75,BE,0.0,False
36_upper,2013-03-05,2013,upper,2013-03-05 04:02:00-05:00,2013-03-05 08:15:00-05:00,2767.888944764353,2773.138944764353,2767.888944764353,3.5,5.25,SL,-5.25,False
33_upper,2013-03-05,2013,upper,2013-03-05 09:39:00-05:00,2013-03-05 10:32:00-05:00,2786.450375010939,2793.575375010939,2786.450375010939,4.75,7.125,SL,-7.125,False
43_upper,2013-03-08,2013,upper,2013-03-08 08:30:00-05:00,2013-03-08 08:31:00-05:00,2816.640972819859,2811.015972819859,2816.640972819859,3.75,5.625,TP,5.625,False
47_upper,2013-03-14,2013,upper,2013-03-14 08:17:00-04:00,2013-03-14 09:35:00-04:00,2805.3020745872836,2805.3020745872836,2805.3020745872836,5.0,7.5,BE,-0.0,False
49_lower,2013-03-15,2013,lower,2013-03-15 09:54:00-04:00,2013-03-15 10:00:00-04:00,2794.5447248592145,2790.0447248592145,2794.5447248592145,3.0,4.5,SL,-4.5,False
52_upper,2013-03-20,2013,upper,2013-03-20 08:15:00-04:00,2013-03-20 09:30:00-04:00,2802.8054244034897,2802.8054244034897,2802.8054244034897,4.25,6.375,BE,-0.0,False
54_upper,2013-03-22,2013,upper,2013-03-22 09:33:00-04:00,2013-03-22 09:40:00-04:00,2782.6594268911313,2779.2844268911313,2782.6594268911313,2.25,3.375,TP,3.375,False
49_upper,2013-03-25,2013,upper,2013-03-24 19:48:00-04:00,2013-03-24 21:02:00-04:00,2808.9552751407855,2808.9552751407855,2808.9552751407855,4.75,7.125,BE,-0.0,False
53_upper,2013-03-25,2013,upper,2013-03-25 06:08:00-04:00,2013-03-25 09:01:00-04:00,2810.686739126299,2803.186739126299,2810.686739126299,5.0,7.5,TP,7.5,False
51_lower,2013-04-05,2013,lower,2013-04-05 08:30:00-04:00,2013-04-05 09:29:00-04:00,2753.020655766093,2743.645655766093,2753.020655766093,6.25,9.375,SL,-9.375,False
68_lower,2013-04-12,2013,lower,2013-04-12 08:15:00-04:00,2013-04-12 09:05:00-04:00,2840.7614971482735,2840.7614971482735,2840.7614971482735,4.25,6.375,BE,0.0,False
71_lower,2013-04-17,2013,lower,2013-04-17 09:38:00-04:00,2013-04-17 10:17:00-04:00,2798.888627947599,2786.138627947599,2798.888627947599,8.5,12.75,SL,-12.75,False
72_upper,2013-04-23,2013,upper,2013-04-23 09:31:00-04:00,2013-04-23 10:01:00-04:00,2820.4809750525164,2830.9809750525164,2820.4809750525164,7.0,10.5,SL,-10.5,False
77_upper,2013-04-25,2013,upper,2013-04-25 08:30:00-04:00,2013-04-25 09:16:00-04:00,2842.712738204752,2837.087738204752,2842.712738204752,3.75,5.625,TP,5.625,False
