sess_date,year,side,touched_at,level,anchor,cap,pnl,exit
2018-02-08,2018,lower,2018-02-08 10:48:00-05:00,6518.61773580778,69.0,103.5,-103.5,SL
2018-02-12,2018,upper,2018-02-12 03:43:00-05:00,6465.617324745923,13.0,19.5,-19.5,SL
2018-02-09,2018,lower,2018-02-09 10:46:00-05:00,6313.257675254077,72.75,109.125,0.0,BE
2018-02-20,2018,lower,2018-02-20 04:44:00-05:00,6736.7321167693135,20.5,30.75,30.75,TP
2018-02-20,2018,lower,2018-02-20 04:40:00-05:00,6745.217635627001,20.5,30.75,30.75,TP
2018-02-28,2018,lower,2018-02-27 22:39:00-05:00,6896.1980076648015,8.5,12.75,12.75,TP
2018-03-09,2018,upper,2018-03-09 08:32:00-05:00,7040.126177705852,6.5,9.75,-9.75,SL
2018-03-09,2018,upper,2018-03-08 19:00:00-05:00,6989.28195751305,16.0,24.0,-24.0,SL
2018-03-08,2018,upper,2018-03-08 02:03:00-05:00,6939.482493567036,11.0,16.5,-16.5,SL
2018-03-23,2018,lower,2018-03-22 21:20:00-04:00,6614.166507177,31.75,47.625,0.0,BE
2018-03-08,2018,upper,2018-03-08 09:08:00-05:00,6965.8848700902745,12.25,18.375,-0.0,BE
2018-03-22,2018,lower,2018-03-22 03:59:00-04:00,6818.809909143243,26.75,40.125,0.0,BE
2018-03-09,2018,upper,2018-03-08 19:00:00-05:00,6995.25231793177,16.0,24.0,-24.0,SL
2018-03-19,2018,lower,2018-03-19 10:53:00-04:00,6918.12268206823,31.0,46.5,-46.5,SL
2018-03-19,2018,lower,2018-03-18 21:09:00-04:00,7005.4036427907895,22.25,33.375,0.0,BE
2018-03-13,2018,upper,2018-03-13 08:31:00-04:00,7193.297700808425,4.75,7.125,-7.125,SL
2018-03-13,2018,lower,2018-03-13 10:52:00-04:00,7163.6765042864,27.5,41.25,-41.25,SL
2018-03-19,2018,lower,2018-03-18 20:59:00-04:00,7019.893112372532,8.75,13.125,-13.125,SL
2018-03-19,2018,lower,2018-03-19 10:44:00-04:00,6922.879726185933,31.0,46.5,-46.5,SL
2018-03-27,2018,upper,2018-03-27 03:17:00-04:00,6844.2467974765605,30.75,46.125,-0.0,BE
2018-04-05,2018,upper,2018-04-04 22:07:00-04:00,6620.7238512087715,33.5,50.25,-0.0,BE
2018-04-04,2018,lower,2018-04-04 04:11:00-04:00,6329.058512136691,53.0,79.5,0.0,BE
2018-04-04,2018,upper,2018-04-04 10:59:00-04:00,6427.348039664472,61.75,92.625,-92.625,SL
2018-04-12,2018,upper,2018-04-12 10:15:00-04:00,6683.852153036116,47.25,70.875,-0.0,BE
2018-04-10,2018,upper,2018-04-09 22:42:00-04:00,6619.0978456369385,70.5,105.75,-0.0,BE
2018-04-25,2018,lower,2018-04-25 10:02:00-04:00,6436.318043859514,83.75,125.625,107.93195614048636,cutoff
2018-04-17,2018,upper,2018-04-17 09:40:00-04:00,6764.988533977954,13.25,19.875,-19.875,SL
2018-04-17,2018,upper,2018-04-16 20:32:00-04:00,6724.396042302284,10.0,15.0,15.0,TP
2018-04-20,2018,lower,2018-04-20 10:52:00-04:00,6704.802323470771,54.25,81.375,-37.802323470770716,cutoff
2018-05-07,2018,upper,2018-05-06 22:10:00-04:00,6808.785188843706,18.25,27.375,-27.375,SL
2018-05-03,2018,lower,2018-05-03 10:55:00-04:00,6546.873500612814,48.5,72.75,0.0,BE
2018-05-07,2018,upper,2018-05-07 00:05:00-04:00,6824.803490481867,8.5,12.75,12.75,TP
2018-04-27,2018,lower,2018-04-27 10:54:00-04:00,6630.946509518133,98.5,147.75,26.303490481866902,cutoff
2018-05-03,2018,lower,2018-05-03 10:56:00-04:00,6546.673610365231,48.5,72.75,0.0,BE
2018-05-03,2018,lower,2018-05-03 10:55:00-04:00,6551.0607964637165,48.5,72.75,0.0,BE
2018-05-04,2018,upper,2018-05-04 10:39:00-04:00,6721.35106713156,53.5,80.25,-57.89893286844017,cutoff
2018-05-15,2018,lower,2018-05-15 09:35:00-04:00,6887.481467542524,47.75,71.625,-10.981467542524115,cutoff
2018-05-14,2018,upper,2018-05-14 00:43:00-04:00,6993.7688394297265,5.75,8.625,8.625,TP
2018-05-15,2018,lower,2018-05-15 08:50:00-04:00,6914.3561605702735,21.0,31.5,-31.5,SL
2018-05-15,2018,lower,2018-05-15 07:38:00-04:00,6942.684698004467,7.25,10.875,0.0,BE
2018-05-17,2018,upper,2018-05-17 10:54:00-04:00,6958.347377793049,19.5,29.25,29.25,TP
2018-05-23,2018,lower,2018-05-23 04:16:00-04:00,6843.277622206951,30.5,45.75,45.75,TP
2018-05-18,2018,lower,2018-05-18 10:35:00-04:00,6866.395059971432,27.0,40.5,15.354940028568308,cutoff
2018-05-17,2018,upper,2018-05-17 10:57:00-04:00,6960.281379801175,19.5,29.25,29.25,TP
2018-05-23,2018,lower,2018-05-23 03:30:00-04:00,6845.696143860585,12.0,18.0,18.0,TP
2018-05-24,2018,upper,2018-05-24 03:19:00-04:00,6972.796465781679,16.5,24.75,24.75,TP
2018-05-25,2018,upper,2018-05-24 21:33:00-04:00,6989.136555491594,11.75,17.625,-0.0,BE
2018-05-23,2018,lower,2018-05-22 21:41:00-04:00,6883.613444508406,10.25,15.375,-15.375,SL
2018-05-28,2018,upper,2018-05-28 02:00:00-04:00,7006.876006509431,8.75,13.125,13.125,TP
2018-05-24,2018,lower,2018-05-24 10:56:00-04:00,6890.498993490569,55.25,82.875,63.001006509431136,cutoff
2018-05-29,2018,lower,2018-05-29 04:29:00-04:00,6913.15096159852,29.25,43.875,0.0,BE
2018-05-31,2018,upper,2018-05-31 03:48:00-04:00,7001.5577131843875,13.5,20.25,20.25,TP
2018-05-29,2018,lower,2018-05-29 02:30:00-04:00,6951.6922868156125,12.75,19.125,0.0,BE
2018-05-31,2018,upper,2018-05-31 03:36:00-04:00,6998.787189153478,13.5,20.25,20.25,TP
2018-06-28,2018,lower,2018-06-28 08:18:00-04:00,6969.111585377836,19.0,28.5,28.5,TP
2018-06-06,2018,upper,2018-06-06 00:30:00-04:00,7201.602663699687,7.5,11.25,11.25,TP
2018-06-13,2018,upper,2018-06-12 21:07:00-04:00,7254.907931408808,7.5,11.25,11.25,TP
2018-06-07,2018,lower,2018-06-07 10:35:00-04:00,7147.967068591192,23.25,34.875,0.0,BE
2018-06-25,2018,lower,2018-06-25 10:03:00-04:00,7109.22089665159,58.0,87.0,-87.0,SL
2018-06-25,2018,lower,2018-06-25 06:35:00-04:00,7143.815596747439,12.0,18.0,18.0,TP
2018-06-19,2018,lower,2018-06-19 03:03:00-04:00,7178.467860264018,18.0,27.0,0.0,BE
2018-06-14,2018,lower,2018-06-14 01:39:00-04:00,7213.863077488136,5.0,7.5,0.0,BE
2018-06-18,2018,lower,2018-06-18 07:53:00-04:00,7224.181599483214,19.25,28.875,0.0,BE
2018-06-18,2018,lower,2018-06-17 22:03:00-04:00,7232.062375184087,21.0,31.5,0.0,BE
2018-06-19,2018,lower,2018-06-19 02:00:00-04:00,7185.926958591313,20.25,30.375,0.0,BE
2018-06-25,2018,lower,2018-06-25 09:39:00-04:00,7127.247007752419,15.0,22.5,-22.5,SL
2018-06-21,2018,lower,2018-06-21 10:18:00-04:00,7255.851327867173,32.25,48.375,0.0,BE
2018-07-13,2018,upper,2018-07-12 19:00:00-04:00,7389.819324937072,7.75,11.625,-11.625,SL
2018-06-22,2018,lower,2018-06-22 09:57:00-04:00,7215.305675062928,9.75,14.625,14.625,TP
2018-07-10,2018,upper,2018-07-09 20:13:00-04:00,7317.850575843928,7.0,10.5,-10.5,SL
2018-06-25,2018,lower,2018-06-24 20:30:00-04:00,7183.149424156072,16.75,25.125,0.0,BE
2018-06-27,2018,upper,2018-06-27 09:53:00-04:00,7138.834814473394,39.25,58.875,58.875,TP
2018-06-27,2018,lower,2018-06-27 03:48:00-04:00,7033.040185526606,24.5,36.75,36.75,TP
2018-07-03,2018,upper,2018-07-03 07:36:00-04:00,7162.867866431365,14.0,21.0,21.0,TP
2018-07-03,2018,upper,2018-07-02 21:10:00-04:00,7131.7611918026105,11.75,17.625,17.625,TP
2018-07-05,2018,upper,2018-07-05 05:45:00-04:00,7071.280870128676,9.75,14.625,-0.0,BE
2018-07-11,2018,lower,2018-07-10 21:05:00-04:00,7218.277057290748,17.0,25.5,25.5,TP
2018-07-12,2018,upper,2018-07-12 10:17:00-04:00,7332.093612912557,31.0,46.5,-42.40638708744336,cutoff
2018-07-12,2018,upper,2018-07-12 09:37:00-04:00,7307.739540664743,10.5,15.75,-15.75,SL
2018-07-30,2018,lower,2018-07-30 09:42:00-04:00,7247.067896100047,20.5,30.75,-30.75,SL
2018-07-17,2018,upper,2018-07-17 10:58:00-04:00,7374.1714497166595,48.75,73.125,-38.07855028334052,cutoff
2018-07-30,2018,lower,2018-07-30 09:42:00-04:00,7248.3285502833405,20.5,30.75,-30.75,SL
2018-07-24,2018,upper,2018-07-24 09:10:00-04:00,7463.691560817307,18.75,28.125,28.125,TP
2018-07-19,2018,lower,2018-07-19 09:56:00-04:00,7361.058439182693,11.5,17.25,17.25,TP
2018-07-23,2018,lower,2018-07-22 22:25:00-04:00,7330.324328888391,17.5,26.25,0.0,BE
2018-07-23,2018,lower,2018-07-22 20:57:00-04:00,7352.667728258334,8.5,12.75,-12.75,SL
2018-08-07,2018,upper,2018-08-07 02:48:00-04:00,7468.0222653386045,3.25,4.875,-0.0,BE
2018-07-27,2018,lower,2018-07-27 10:49:00-04:00,7369.334335221196,54.75,82.125,0.0,BE
2018-08-02,2018,upper,2018-08-02 10:38:00-04:00,7305.307865982362,49.5,74.25,-74.25,SL
2018-08-02,2018,lower,2018-08-02 05:31:00-04:00,7220.160380204377,13.25,19.875,0.0,BE
2018-08-15,2018,lower,2018-08-15 10:16:00-04:00,7339.260126530684,44.5,66.75,12.98987346931608,cutoff
2018-08-15,2018,lower,2018-08-15 10:01:00-04:00,7359.875042123063,44.5,66.75,-7.625042123063395,cutoff
2018-08-10,2018,lower,2018-08-10 05:55:00-04:00,7426.232137535973,9.0,13.5,13.5,TP
2018-08-10,2018,lower,2018-08-10 09:05:00-04:00,7419.604614943857,16.75,25.125,25.125,TP
2018-08-27,2018,upper,2018-08-26 20:00:00-04:00,7524.896418057213,12.0,18.0,-0.0,BE
2018-08-10,2018,lower,2018-08-10 01:32:00-04:00,7434.728581942787,5.75,8.625,8.625,TP
2018-08-13,2018,upper,2018-08-13 10:10:00-04:00,7468.8718668582915,33.5,50.25,50.25,TP
2018-08-13,2018,lower,2018-08-13 00:16:00-04:00,7384.3781331417085,10.75,16.125,16.125,TP
2018-08-15,2018,lower,2018-08-15 09:50:00-04:00,7384.411634372875,15.0,22.5,-22.5,SL
2018-08-24,2018,upper,2018-08-24 10:36:00-04:00,7483.595950569872,19.0,28.5,-9.154049430127998,cutoff
2018-08-15,2018,lower,2018-08-15 09:58:00-04:00,7374.404049430128,15.0,22.5,-22.5,SL
2018-08-24,2018,upper,2018-08-24 10:34:00-04:00,7476.977741995113,19.0,28.5,-15.77225800488668,cutoff
2018-08-23,2018,upper,2018-08-23 09:45:00-04:00,7454.807018185067,7.25,10.875,-10.875,SL
2018-08-21,2018,upper,2018-08-21 09:54:00-04:00,7427.709839727871,8.0,12.0,-0.0,BE
2018-08-23,2018,upper,2018-08-23 09:45:00-04:00,7454.706351065894,7.25,10.875,-10.875,SL
2018-08-23,2018,upper,2018-08-23 09:42:00-04:00,7452.64052982485,7.25,10.875,-10.875,SL
2018-08-24,2018,upper,2018-08-24 10:48:00-04:00,7494.0139351081925,19.0,28.5,-0.0,BE
2018-08-24,2018,upper,2018-08-24 10:48:00-04:00,7494.139400921575,19.0,28.5,-0.0,BE
2018-08-28,2018,upper,2018-08-27 21:03:00-04:00,7589.721917933726,6.5,9.75,9.75,TP
2018-09-06,2018,lower,2018-09-06 10:10:00-04:00,7482.403082066274,55.25,82.875,-37.15308206627378,cutoff
2018-08-29,2018,upper,2018-08-29 10:29:00-04:00,7622.910489600552,30.25,45.375,-39.089510399448045,cutoff
2018-09-05,2018,lower,2018-09-05 10:01:00-04:00,7550.714510399448,69.5,104.25,-13.214510399448045,cutoff
2018-09-05,2018,lower,2018-09-05 10:01:00-04:00,7554.4963967811345,69.5,104.25,-16.996396781134536,cutoff
2018-09-04,2018,lower,2018-09-04 09:35:00-04:00,7616.610538975252,9.5,14.25,-14.25,SL
2018-09-04,2018,lower,2018-09-04 09:39:00-04:00,7601.921232049412,9.5,14.25,-14.25,SL
2018-10-01,2018,upper,2018-09-30 19:24:00-04:00,7693.972852823047,16.0,24.0,-0.0,BE
2018-09-04,2018,lower,2018-09-04 07:12:00-04:00,7648.402147176953,14.5,21.75,-21.75,SL
2018-10-01,2018,upper,2018-09-30 19:12:00-04:00,7689.583691028642,16.0,24.0,-0.0,BE
2018-09-05,2018,lower,2018-09-05 09:59:00-04:00,7565.166308971358,11.25,16.875,-16.875,SL
2018-09-06,2018,lower,2018-09-06 09:41:00-04:00,7493.635294849777,12.75,19.125,19.125,TP
2018-09-14,2018,upper,2018-09-13 20:00:00-04:00,7590.321658973758,8.25,12.375,-12.375,SL
2018-09-06,2018,lower,2018-09-06 10:48:00-04:00,7440.053341026242,55.25,82.875,0.0,BE
2018-09-13,2018,upper,2018-09-13 09:33:00-04:00,7551.879603745403,20.5,30.75,-30.75,SL
2018-09-18,2018,lower,2018-09-17 19:49:00-04:00,7424.995396254597,38.25,57.375,57.375,TP
2018-09-14,2018,upper,2018-09-13 20:00:00-04:00,7597.784191338747,8.25,12.375,-12.375,SL
2018-09-17,2018,lower,2018-09-17 10:52:00-04:00,7491.340808661253,47.5,71.25,8.409191338747405,cutoff
2018-09-20,2018,upper,2018-09-20 10:01:00-04:00,7590.447350621422,33.75,50.625,-16.80264937857828,cutoff
2018-09-21,2018,upper,2018-09-21 03:05:00-04:00,7635.349587562374,12.5,18.75,-0.0,BE
2018-09-27,2018,upper,2018-09-27 10:03:00-04:00,7672.307100024765,40.5,60.75,4.5571000247646225,cutoff
2018-09-26,2018,upper,2018-09-25 21:33:00-04:00,7610.470982872158,4.5,6.75,-6.75,SL
2018-10-04,2018,lower,2018-10-04 10:42:00-04:00,7536.779017127842,56.25,84.375,0.0,BE
2018-10-04,2018,lower,2018-10-04 10:16:00-04:00,7563.85919468636,56.25,84.375,-84.375,SL
2018-10-01,2018,upper,2018-09-30 19:24:00-04:00,7693.682477927296,16.0,24.0,-0.0,BE
2018-10-04,2018,lower,2018-10-04 09:41:00-04:00,7580.692522072704,19.0,28.5,-28.5,SL
2018-10-04,2018,lower,2018-10-04 09:37:00-04:00,7597.480923055275,19.0,28.5,-28.5,SL
2018-10-04,2018,lower,2018-10-04 04:32:00-04:00,7607.227668342817,19.25,28.875,0.0,BE
2018-10-10,2018,lower,2018-10-10 09:38:00-04:00,7311.2344033058835,23.5,35.25,-35.25,SL
2018-10-23,2018,lower,2018-10-23 05:15:00-04:00,7034.337524489052,17.5,26.25,26.25,TP
2018-10-18,2018,lower,2018-10-18 10:00:00-04:00,7221.413219439322,55.75,83.625,0.0,BE
2018-11-08,2018,upper,2018-11-07 20:26:00-05:00,7230.403578960037,9.75,14.625,14.625,TP
2018-10-23,2018,lower,2018-10-23 01:56:00-04:00,7071.846421039963,15.25,22.875,-22.875,SL
2018-10-26,2018,lower,2018-10-26 00:01:00-04:00,6809.222694956052,45.5,68.25,68.25,TP
2018-10-31,2018,upper,2018-10-31 10:24:00-04:00,7018.11578139778,70.0,105.0,-0.0,BE
2018-11-20,2018,lower,2018-11-20 04:12:00-05:00,6587.288463045841,31.75,47.625,0.0,BE
2018-11-05,2018,lower,2018-11-05 09:44:00-05:00,6907.629000852053,17.75,26.625,-26.625,SL
2018-11-07,2018,upper,2018-11-07 10:37:00-05:00,7146.352245730916,52.25,78.375,-0.0,BE
2018-11-07,2018,upper,2018-11-06 20:21:00-05:00,7042.176014137449,46.0,69.0,-69.0,SL
2018-11-07,2018,upper,2018-11-06 20:31:00-05:00,7053.608919723621,46.0,69.0,-69.0,SL
2018-11-12,2018,lower,2018-11-12 10:57:00-05:00,6874.516080276379,85.25,127.875,-4.266080276379398,cutoff
2018-11-07,2018,upper,2018-11-07 10:53:00-05:00,7161.001383414101,52.25,78.375,-0.0,BE
2018-11-09,2018,lower,2018-11-09 02:47:00-05:00,7126.006580897416,7.0,10.5,-10.5,SL
2018-11-12,2018,lower,2018-11-12 10:52:00-05:00,6884.498488002967,85.25,127.875,-14.248488002966951,cutoff
2018-11-14,2018,lower,2018-11-14 03:31:00-05:00,6789.590748434195,36.5,54.75,54.75,TP
2018-11-19,2018,lower,2018-11-19 10:05:00-05:00,6767.1275792384395,76.75,115.125,-115.125,SL
2018-11-20,2018,upper,2018-11-20 10:55:00-05:00,6600.425743528498,81.5,122.25,-0.0,BE
2018-11-22,2018,lower,2018-11-22 04:11:00-05:00,6541.456420451057,29.0,43.5,0.0,BE
2018-11-23,2018,upper,2018-11-23 09:46:00-05:00,6585.621948987331,59.0,88.5,-0.0,BE
2018-11-23,2018,lower,2018-11-23 08:43:00-05:00,6498.753051012669,17.5,26.25,26.25,TP
2018-11-26,2018,upper,2018-11-26 03:02:00-05:00,6617.284863610472,24.25,36.375,-36.375,SL
2018-11-28,2018,upper,2018-11-28 06:59:00-05:00,6743.831902594161,22.5,33.75,-33.75,SL
2018-12-04,2018,lower,2018-12-03 23:23:00-05:00,7014.15365429247,15.75,23.625,-23.625,SL
2018-12-17,2018,lower,2018-12-17 09:48:00-05:00,6532.346001054264,28.5,42.75,42.75,TP
2018-12-12,2018,upper,2018-12-12 10:23:00-05:00,6836.946147704345,40.25,60.375,37.946147704345094,cutoff
2018-12-13,2018,lower,2018-12-13 10:53:00-05:00,6748.992750985243,53.5,80.25,0.0,BE
2019-01-15,2019,upper,2019-01-15 10:00:00-05:00,6654.962585359253,79.25,118.875,-0.0,BE
2018-12-28,2018,upper,2018-12-28 06:35:00-05:00,6377.56960699934,28.75,43.125,43.125,TP
2019-01-02,2019,lower,2019-01-02 03:13:00-05:00,6233.7365774068485,28.75,43.125,-43.125,SL
2019-01-04,2019,upper,2019-01-04 10:30:00-05:00,6366.951106333662,70.0,105.0,-62.04889366633779,cutoff
2019-01-08,2019,lower,2019-01-08 10:51:00-05:00,6483.489392551473,50.25,75.375,75.375,TP
2019-01-10,2019,lower,2019-01-10 03:18:00-05:00,6540.8176818225975,16.0,24.0,24.0,TP
2019-01-15,2019,upper,2019-01-15 09:39:00-05:00,6629.677771040104,18.75,28.125,-28.125,SL
2019-01-14,2019,lower,2019-01-13 20:50:00-05:00,6553.322228959896,7.5,11.25,-11.25,SL
2019-01-15,2019,upper,2019-01-14 20:11:00-05:00,6588.249600100438,18.75,28.125,-0.0,BE
2019-01-17,2019,lower,2019-01-16 20:35:00-05:00,6648.371890319884,10.5,15.75,-15.75,SL
2019-01-22,2019,lower,2019-01-22 09:50:00-05:00,6719.283113883779,11.25,16.875,0.0,BE
2019-01-22,2019,lower,2019-01-22 00:22:00-05:00,6726.993002651849,9.5,14.25,14.25,TP
2019-01-25,2019,upper,2019-01-25 10:09:00-05:00,6781.404112268894,30.75,46.125,-5.845887731105904,cutoff
2019-01-25,2019,upper,2019-01-24 22:40:00-05:00,6744.62919374678,16.25,24.375,24.375,TP
2019-01-25,2019,upper,2019-01-24 22:40:00-05:00,6737.556482032829,16.25,24.375,-0.0,BE
2019-01-29,2019,lower,2019-01-29 10:51:00-05:00,6644.568517967171,43.5,65.25,-15.81851796717092,cutoff
2019-01-28,2019,lower,2019-01-28 09:10:00-05:00,6715.396163951146,12.75,19.125,-19.125,SL
2019-01-29,2019,lower,2019-01-29 10:53:00-05:00,6636.789618146303,43.5,65.25,0.0,BE
2019-01-29,2019,lower,2019-01-29 10:48:00-05:00,6653.970237918842,43.5,65.25,-25.22023791884203,cutoff
2019-02-07,2019,lower,2019-02-07 09:30:00-05:00,6934.371393560152,15.5,23.25,0.0,BE
2019-02-15,2019,upper,2019-02-15 09:28:00-05:00,7078.0505447789565,27.5,41.25,41.25,TP
2019-02-07,2019,lower,2019-02-07 05:28:00-05:00,6953.6994552210435,10.25,15.375,-15.375,SL
2019-02-12,2019,upper,2019-02-12 09:45:00-05:00,6984.673677292168,9.75,14.625,-14.625,SL
2019-02-12,2019,upper,2019-02-12 09:45:00-05:00,6988.4234310357215,9.75,14.625,-14.625,SL
2019-02-15,2019,upper,2019-02-15 09:28:00-05:00,7091.330163931283,27.5,41.25,41.25,TP
2019-02-14,2019,lower,2019-02-13 19:29:00-05:00,7005.294836068717,12.0,18.0,0.0,BE
2019-02-21,2019,lower,2019-02-21 09:48:00-05:00,7023.961402255982,20.75,31.125,31.125,TP
2019-02-19,2019,lower,2019-02-19 06:17:00-05:00,7047.479123587494,6.0,9.0,-9.0,SL
2019-03-08,2019,lower,2019-03-08 08:30:00-05:00,7002.231127524685,11.75,17.625,-17.625,SL
2019-03-08,2019,lower,2019-03-08 09:00:00-05:00,6980.638406834485,35.0,52.5,0.0,BE
2019-03-07,2019,lower,2019-03-07 10:17:00-05:00,7028.90790299956,76.75,115.125,0.0,BE
2019-03-01,2019,upper,2019-03-01 03:48:00-05:00,7153.203990728506,7.25,10.875,10.875,TP
2019-02-27,2019,lower,2019-02-27 10:12:00-05:00,7061.046009271494,33.0,49.5,49.5,TP
2019-03-01,2019,upper,2019-03-01 03:49:00-05:00,7154.544802722726,7.25,10.875,10.875,TP
2019-03-01,2019,upper,2019-02-28 22:02:00-05:00,7140.919007608307,11.25,16.875,-0.0,BE
2019-03-07,2019,lower,2019-03-07 09:45:00-05:00,7061.830992391693,21.25,31.875,-31.875,SL
2019-03-12,2019,upper,2019-03-12 10:40:00-04:00,7229.890186950051,27.0,40.5,-0.0,BE
2019-03-08,2019,upper,2019-03-08 10:48:00-05:00,7024.2123311666055,39.0,58.5,-0.0,BE
2019-03-15,2019,upper,2019-03-15 09:45:00-04:00,7317.219518087577,17.5,26.25,-26.25,SL
2019-03-19,2019,upper,2019-03-19 06:55:00-04:00,7389.408712130642,8.5,12.75,-0.0,BE
2019-03-25,2019,lower,2019-03-24 21:00:00-04:00,7301.591287869358,63.0,94.5,0.0,BE
2019-03-25,2019,lower,2019-03-24 20:16:00-04:00,7343.457323822971,10.0,15.0,-15.0,SL
2019-03-25,2019,lower,2019-03-24 20:24:00-04:00,7338.975172312749,10.0,15.0,-15.0,SL
2019-04-03,2019,upper,2019-04-02 20:57:00-04:00,7553.086916962717,6.25,9.375,9.375,TP
2019-03-26,2019,upper,2019-03-26 09:30:00-04:00,7406.022062713875,16.0,24.0,-24.0,SL
2019-04-01,2019,upper,2019-03-31 20:07:00-04:00,7463.381318310334,8.75,13.125,-13.125,SL
2019-03-29,2019,upper,2019-03-29 09:30:00-04:00,7399.21947237699,13.0,19.5,19.5,TP
2019-04-02,2019,upper,2019-04-02 08:06:00-04:00,7509.361833523055,8.25,12.375,12.375,TP
2019-04-03,2019,upper,2019-04-02 20:47:00-04:00,7538.429294950365,6.25,9.375,-9.375,SL
2019-05-09,2019,lower,2019-05-09 02:52:00-04:00,7578.028631213589,22.75,34.125,-34.125,SL
2019-04-16,2019,upper,2019-04-16 03:43:00-04:00,7677.325404615773,7.25,10.875,-10.875,SL
2019-04-15,2019,lower,2019-04-15 10:43:00-04:00,7600.924595384227,19.5,29.25,29.25,TP
2019-04-16,2019,upper,2019-04-16 01:28:00-04:00,7672.880387433663,2.75,4.125,4.125,TP
2019-04-16,2019,upper,2019-04-16 10:13:00-04:00,7689.820905708317,13.75,20.625,2.5709057083167863,cutoff
2019-04-17,2019,upper,2019-04-17 08:07:00-04:00,7711.172830678561,8.75,13.125,-13.125,SL
2019-04-23,2019,upper,2019-04-23 09:44:00-04:00,7770.87598922594,9.5,14.25,-14.25,SL
2019-04-18,2019,lower,2019-04-18 04:00:00-04:00,7662.24901077406,18.75,28.125,28.125,TP
2019-04-23,2019,upper,2019-04-23 09:24:00-04:00,7752.520236505009,9.5,14.25,-14.25,SL
2019-05-07,2019,lower,2019-05-07 10:53:00-04:00,7654.979763494991,57.5,86.25,0.0,BE
2019-04-25,2019,upper,2019-04-24 22:21:00-04:00,7868.553431982396,6.5,9.75,9.75,TP
2019-04-25,2019,lower,2019-04-25 10:22:00-04:00,7794.321568017604,44.25,66.375,57.42843198239643,cutoff
2019-04-26,2019,lower,2019-04-26 09:43:00-04:00,7776.534610117035,38.5,57.75,46.2153898829647,cutoff
2019-05-03,2019,upper,2019-05-03 10:35:00-04:00,7823.222306071102,26.75,40.125,-40.125,SL
2019-05-09,2019,lower,2019-05-09 03:01:00-04:00,7570.618622563987,29.75,44.625,0.0,BE
2019-05-10,2019,lower,2019-05-10 10:40:00-04:00,7460.300738445898,43.75,65.625,0.0,BE
2019-05-10,2019,lower,2019-05-10 10:38:00-04:00,7475.467592415299,43.75,65.625,0.0,BE
2019-05-15,2019,upper,2019-05-15 10:42:00-04:00,7483.077017489898,58.25,87.375,-38.172982510101974,cutoff
2019-05-23,2019,lower,2019-05-23 09:45:00-04:00,7311.869193082963,25.5,38.25,0.0,BE
2019-05-20,2019,lower,2019-05-20 06:13:00-04:00,7451.148970326328,20.0,30.0,-30.0,SL
2019-05-17,2019,upper,2019-05-17 10:52:00-04:00,7590.985293189702,57.5,86.25,20.485293189702134,cutoff
2019-05-20,2019,lower,2019-05-20 05:14:00-04:00,7473.764706810298,62.5,93.75,0.0,BE
2019-05-21,2019,upper,2019-05-21 06:24:00-04:00,7461.099407211279,40.5,60.75,-0.0,BE
2019-05-23,2019,lower,2019-05-23 04:33:00-04:00,7342.775592788721,20.25,30.375,0.0,BE
