level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,level,anchor,cap,exit_reason,pnl,gap_through
0_lower,2023-06-15,2023,lower,2023-06-14 20:51:00-04:00,2023-06-14 21:14:00-04:00,1951.2113748550169,1947.4613748550169,1951.2113748550169,2.5,3.75,SL,-3.75,False
11_lower,2023-06-20,2023,lower,2023-06-20 09:56:00-04:00,2023-06-20 10:46:00-04:00,1942.4627720308147,1942.4627720308147,1942.4627720308147,10.899999999999864,16.349999999999795,BE,0.0,False
12_lower,2023-06-21,2023,lower,2023-06-21 08:22:00-04:00,2023-06-21 08:30:00-04:00,1939.8963271758207,1943.196327175821,1939.8963271758207,2.2000000000000455,3.300000000000068,TP,3.300000000000068,False
2_lower,2023-06-22,2023,lower,2023-06-22 09:09:00-04:00,2023-06-22 10:16:00-04:00,1929.2295041565812,1929.2295041565812,1929.2295041565812,8.200000000000045,12.300000000000068,BE,0.0,False
13_lower,2023-06-28,2023,lower,2023-06-28 02:43:00-04:00,2023-06-28 03:30:00-04:00,1918.9589547338987,1918.9589547338987,1918.9589547338987,1.7999999999999545,2.699999999999932,BE,0.0,False
16_lower,2023-06-28,2023,lower,2023-06-28 08:31:00-04:00,2023-06-28 09:28:00-04:00,1914.3035197989868,1917.4535197989867,1914.3035197989868,2.099999999999909,3.1499999999998636,TP,3.1499999999998636,False
17_lower,2023-06-29,2023,lower,2023-06-29 08:37:00-04:00,2023-06-29 08:54:00-04:00,1906.9452574151808,1904.0952574151806,1906.9452574151808,1.900000000000091,2.8500000000001364,SL,-2.8500000000001364,False
20_upper,2023-07-03,2023,upper,2023-07-03 09:17:00-04:00,2023-07-03 15:00:00-04:00,1933.05183956402,1928.9,1933.05183956402,10.600000000000136,15.900000000000205,cutoff,4.151839564019838,False
23_lower,2023-07-06,2023,lower,2023-07-06 08:31:00-04:00,2023-07-06 09:20:00-04:00,1912.022762603832,1916.822762603832,1912.022762603832,3.2000000000000455,4.800000000000068,TP,4.800000000000068,False
19_upper,2023-07-12,2023,upper,2023-07-12 08:30:00-04:00,2023-07-12 08:37:00-04:00,1950.1991088366688,1954.8491088366686,1950.1991088366688,3.099999999999909,4.649999999999864,SL,-4.649999999999864,False
17_upper,2023-07-13,2023,upper,2023-07-12 22:50:00-04:00,2023-07-12 23:43:00-04:00,1965.354742584819,1965.354742584819,1965.354742584819,3.599999999999909,5.399999999999864,BE,-0.0,False
28_upper,2023-07-13,2023,upper,2023-07-13 02:27:00-04:00,2023-07-13 08:30:00-04:00,1966.9303274357414,1962.1303274357417,1966.9303274357414,3.199999999999818,4.799999999999727,TP,4.799999999999727,False
14_upper,2023-07-18,2023,upper,2023-07-18 07:16:00-04:00,2023-07-18 07:16:00-04:00,1971.121869165929,1975.171869165929,1971.121869165929,2.7000000000000455,4.050000000000068,SL,-4.0499999999999545,False
30_upper,2023-07-20,2023,upper,2023-07-19 22:58:00-04:00,2023-07-20 08:26:00-04:00,1989.04766791823,1979.8976679182297,1989.04766791823,6.100000000000136,9.150000000000205,TP,9.150000000000205,False
35_lower,2023-07-25,2023,lower,2023-07-25 10:00:00-04:00,2023-07-25 10:17:00-04:00,1953.5794191873274,1961.5294191873272,1953.5794191873274,5.2999999999999545,7.949999999999932,TP,7.949999999999932,False
39_lower,2023-07-27,2023,lower,2023-07-27 09:40:00-04:00,2023-07-27 10:27:00-04:00,1943.5633552380057,1943.5633552380057,1943.5633552380057,22.09999999999991,33.149999999999864,BE,0.0,False
40_upper,2023-07-28,2023,upper,2023-07-27 20:00:00-04:00,2023-07-27 21:03:00-04:00,1986.3,1986.3,1983.3971137019598,3.2000000000000455,4.800000000000068,BE,-0.0,True
38_upper,2023-07-28,2023,upper,2023-07-27 21:25:00-04:00,2023-07-27 22:49:00-04:00,1986.771285472612,1989.6212854726118,1986.771285472612,1.8999999999998636,2.8499999999997954,SL,-2.849999999999909,False
33_upper,2023-07-31,2023,upper,2023-07-31 08:31:00-04:00,2023-07-31 09:17:00-04:00,2002.464876050837,2002.464876050837,2002.464876050837,3.2999999999999545,4.949999999999932,BE,-0.0,False
