rr_config_id,config,source_year,source_month,calendar_block_id,seasonality_bucket,july_august_blend_weight,n_trades,n_active_trades,n_flat_trades,gross_profit_pts,gross_loss_pts,net_pts,points_pf,TP,SL,BE,cutoff,FLAT,median_raw_stop_points,median_mae_points,median_mfe_points,switch_flat_rate,negative_block
1rr,operational_100r,2014,8,1rr|2014-08,july_august,1.0,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,5.4375,2.9060489524647437,1.8959858464788795,1.0,False
1rr,operational_100r,2014,9,1rr|2014-09,summer_neighbor,0.35,8,0,8,0.0,-0.0,0.0,inf,0,0,0,0,8,5.625,4.820063521462544,3.956061345323633,1.0,False
1rr,operational_100r,2014,10,1rr|2014-10,broader_pool,0.1,12,0,12,0.0,-0.0,0.0,inf,0,0,0,0,12,14.25,6.214213294204228,9.035799546017188,1.0,False
1rr,operational_100r,2014,11,1rr|2014-11,broader_pool,0.1,7,0,7,0.0,-0.0,0.0,inf,0,0,0,0,7,5.25,5.224903713937238,4.368518356444838,1.0,False
1rr,operational_100r,2014,12,1rr|2014-12,broader_pool,0.1,6,0,6,0.0,-0.0,0.0,inf,0,0,0,0,6,14.0625,6.05603791908743,7.202318256927356,1.0,False
1rr,operational_100r,2015,1,1rr|2015-01,broader_pool,0.1,8,0,8,0.0,-0.0,0.0,inf,0,0,0,0,8,21.375,8.831089615048768,6.090478423838476,1.0,False
1rr,operational_100r,2015,2,1rr|2015-02,broader_pool,0.1,8,0,8,0.0,-0.0,0.0,inf,0,0,0,0,8,10.875,7.2648613184655915,7.180563783396792,1.0,False
1rr,operational_100r,2015,3,1rr|2015-03,broader_pool,0.1,11,0,11,0.0,-0.0,0.0,inf,0,0,0,0,11,10.125,5.294054183564185,5.368890656201984,1.0,False
1rr,operational_100r,2015,4,1rr|2015-04,broader_pool,0.1,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,15.0,10.49992464258412,9.979023034948568,1.0,False
1rr,operational_100r,2015,5,1rr|2015-05,broader_pool,0.1,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,8.0625,7.09181564798746,7.641750310525822,1.0,False
1rr,operational_100r,2015,6,1rr|2015-06,summer_neighbor,0.35,11,0,11,0.0,-0.0,0.0,inf,0,0,0,0,11,14.625,6.5,7.196063744202547,1.0,False
1rr,operational_100r,2015,7,1rr|2015-07,july_august,1.0,11,0,11,0.0,-0.0,0.0,inf,0,0,0,0,11,12.375,8.5359522031722,4.928355221941274,1.0,False
1rr,operational_100r,2015,8,1rr|2015-08,july_august,1.0,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,20.4375,9.887831396652018,10.056950482558932,1.0,False
1rr,operational_100r,2015,9,1rr|2015-09,summer_neighbor,0.35,15,0,15,0.0,-0.0,0.0,inf,0,0,0,0,15,25.5,22.676383769504355,10.133825608731058,1.0,False
1rr,operational_100r,2015,10,1rr|2015-10,broader_pool,0.1,6,0,6,0.0,-0.0,0.0,inf,0,0,0,0,6,15.375,9.117065380736676,8.532770926213288,1.0,False
1rr,operational_100r,2015,11,1rr|2015-11,broader_pool,0.1,7,0,7,0.0,-0.0,0.0,inf,0,0,0,0,7,10.125,7.654209551672466,7.291701476025992,1.0,False
1rr,operational_100r,2015,12,1rr|2015-12,broader_pool,0.1,13,0,13,0.0,-0.0,0.0,inf,0,0,0,0,13,12.375,8.607277090263779,11.892722909736221,1.0,False
1rr,operational_100r,2018,1,1rr|2018-01,broader_pool,0.1,7,0,7,0.0,-0.0,0.0,inf,0,0,0,0,7,9.0,2.7404189617718657,8.383257076851805,1.0,False
1rr,operational_100r,2018,2,1rr|2018-02,broader_pool,0.1,4,0,4,0.0,-0.0,0.0,inf,0,0,0,0,4,49.5,8.240229404485945,33.02601198973025,1.0,False
1rr,operational_100r,2018,3,1rr|2018-03,broader_pool,0.1,14,6,8,77.25,37.5,39.75,2.06,2,2,2,0,8,24.1875,5.7677747865582205,18.763459431108913,0.5714285714285714,False
1rr,operational_100r,2018,4,1rr|2018-04,broader_pool,0.1,6,6,0,74.625,-0.0,74.625,inf,4,0,2,0,0,19.5,5.1295875275855,20.56428369692503,0.0,False
1rr,operational_100r,2018,5,1rr|2018-05,broader_pool,0.1,11,11,0,102.75,49.5,53.25,2.0757575757575757,4,2,5,0,0,19.125,4.8362265638497774,14.873323695435829,0.0,False
1rr,operational_100r,2018,6,1rr|2018-06,summer_neighbor,0.35,15,15,0,65.25,187.875,-122.625,0.3473053892215569,4,8,3,0,0,22.5,16.071104982876932,9.428895017123068,0.0,True
1rr,operational_100r,2018,7,1rr|2018-07,july_august,1.0,11,11,0,115.875,40.125,75.75,2.8878504672897196,6,2,3,0,0,21.0,7.680087663367885,12.534348931816567,0.0,False
1rr,operational_100r,2018,8,1rr|2018-08,july_august,1.0,10,10,0,58.5,10.875,47.625,5.379310344827586,4,1,5,0,0,11.625,3.7457006381678184,11.504299361832182,0.0,False
1rr,operational_100r,2018,9,1rr|2018-09,summer_neighbor,0.35,10,10,0,89.25,104.95490743579558,-15.704907435795576,0.8503651918763037,3,5,1,1,0,15.0,14.05049787566486,10.094063821475174,0.0,True
1rr,operational_100r,2018,10,1rr|2018-10,broader_pool,0.1,10,10,0,135.75,100.125,35.625,1.3558052434456929,4,4,2,0,0,27.375,12.613208381007553,17.729653094929745,0.0,False
1rr,operational_100r,2018,11,1rr|2018-11,broader_pool,0.1,11,11,0,202.5,240.0,-37.5,0.84375,5,5,1,0,0,36.375,28.86661207574616,24.288970109724687,0.0,True
1rr,operational_100r,2018,12,1rr|2018-12,broader_pool,0.1,4,4,0,69.75,44.25,25.5,1.576271186440678,2,1,1,0,0,43.5,6.153144867475021,25.419168187703235,0.0,False
1rr,operational_100r,2019,1,1rr|2019-01,broader_pool,0.1,9,8,1,71.625,138.0,-66.375,0.5190217391304348,2,6,0,0,1,22.875,23.74180010746568,12.758199892534321,0.1111111111111111,True
1rr,operational_100r,2019,2,1rr|2019-02,broader_pool,0.1,10,7,3,129.35900087124446,30.0,99.35900087124446,4.311966695708149,2,2,2,1,3,21.75,12.327817730773859,13.817594455065773,0.3,False
1rr,operational_100r,2019,3,1rr|2019-03,broader_pool,0.1,9,9,0,79.875,32.625,47.25,2.4482758620689653,4,2,3,0,0,18.75,13.961093836613145,14.415488080103387,0.0,False
1rr,operational_100r,2019,4,1rr|2019-04,broader_pool,0.1,9,9,0,89.31857078507801,35.18676854328896,54.131802241789046,2.5384135708623745,2,2,3,2,0,24.375,8.768622292594955,9.79600710987961,0.0,False
1rr,operational_100r,2019,5,1rr|2019-05,broader_pool,0.1,10,10,0,77.625,228.375,-150.75,0.3399014778325123,2,7,1,0,0,34.6875,23.511174997789567,13.061726644014016,0.0,True
1rr,operational_100r,2019,6,1rr|2019-06,summer_neighbor,0.35,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,23.0625,21.929141642389368,10.549737214410925,1.0,False
1rr,operational_100r,2019,7,1rr|2019-07,july_august,1.0,11,0,11,0.0,-0.0,0.0,inf,0,0,0,0,11,16.125,13.270958475593034,12.444067203323357,1.0,False
1rr,operational_100r,2019,8,1rr|2019-08,july_august,1.0,13,0,13,0.0,-0.0,0.0,inf,0,0,0,0,13,30.0,11.268209070048215,23.78178302834658,1.0,False
1rr,operational_100r,2019,9,1rr|2019-09,summer_neighbor,0.35,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,23.25,23.624660231524103,11.015057517407058,1.0,False
1rr,operational_100r,2019,10,1rr|2019-10,broader_pool,0.1,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,26.8125,25.249786099956964,16.71913533198631,1.0,False
1rr,operational_100r,2019,11,1rr|2019-11,broader_pool,0.1,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,19.6875,9.663046090104217,9.882247614879816,1.0,False
1rr,operational_100r,2019,12,1rr|2019-12,broader_pool,0.1,13,0,13,0.0,-0.0,0.0,inf,0,0,0,0,13,22.125,22.38106715180038,9.826538293411431,1.0,False
1rr,operational_100r,2020,1,1rr|2020-01,broader_pool,0.1,11,0,11,0.0,-0.0,0.0,inf,0,0,0,0,11,26.625,8.988205660381936,15.511794339618064,1.0,False
1rr,operational_100r,2020,2,1rr|2020-02,broader_pool,0.1,12,0,12,0.0,-0.0,0.0,inf,0,0,0,0,12,30.375,12.39165525826138,16.127012593315158,1.0,False
1rr,operational_100r,2020,3,1rr|2020-03,broader_pool,0.1,9,1,8,56.25,-0.0,56.25,inf,1,0,0,0,8,84.375,59.25,43.474250414783455,0.8888888888888888,False
1rr,operational_100r,2020,4,1rr|2020-04,broader_pool,0.1,13,13,0,523.5468899128336,400.875,122.67188991283365,1.306010327191353,4,7,1,1,0,60.75,40.63276163955379,17.366634118818183,0.0,False
1rr,operational_100r,2020,5,1rr|2020-05,broader_pool,0.1,11,11,0,138.75,162.375,-23.625,0.8545034642032333,2,4,5,0,0,38.625,23.341694541881225,15.47359590475935,0.0,True
1rr,operational_100r,2020,6,1rr|2020-06,summer_neighbor,0.35,15,15,0,484.875,149.625,335.25,3.2406015037593985,8,2,5,0,0,55.125,13.047279433831136,30.261489168231492,0.0,False
1rr,operational_100r,2020,7,1rr|2020-07,july_august,1.0,11,11,0,245.75,249.83083248526236,-4.080832485262363,0.9836656170710911,2,4,4,1,0,51.0,48.95739703227082,19.93222785268881,0.0,True
1rr,operational_100r,2020,8,1rr|2020-08,july_august,1.0,8,8,0,89.25,131.25,-42.0,0.68,2,4,2,0,0,28.125,28.572329727119723,15.9108904210334,0.0,True
1rr,operational_100r,2020,9,1rr|2020-09,summer_neighbor,0.35,13,13,0,741.375,79.875,661.5,9.28169014084507,7,2,4,0,0,63.375,17.052899648160746,77.99170208456417,0.0,False
1rr,operational_100r,2020,10,1rr|2020-10,broader_pool,0.1,11,11,0,44.625,389.6625269051292,-345.0375269051292,0.11452217475062675,2,5,3,1,0,54.0,30.854930068460817,28.142866816184323,0.0,True
1rr,operational_100r,2020,11,1rr|2020-11,broader_pool,0.1,11,11,0,354.125,402.0,-47.875,0.880907960199005,4,4,3,0,0,98.625,55.1128182792545,33.36013121040378,0.0,True
1rr,operational_100r,2020,12,1rr|2020-12,broader_pool,0.1,12,12,0,220.5,52.86974404904686,167.63025595095314,4.170627340193738,4,3,4,1,0,33.375,11.43817556481008,23.871462415635506,0.0,False
1rr,operational_100r,2021,1,1rr|2021-01,broader_pool,0.1,10,10,0,240.0,147.75,92.25,1.6243654822335025,5,3,2,0,0,49.6875,26.406029347292133,42.56359151988909,0.0,False
1rr,operational_100r,2021,2,1rr|2021-02,broader_pool,0.1,15,15,0,335.25,357.72271089786955,-22.472710897869547,0.9371784060300115,6,5,3,1,0,51.0,20.37811130632872,23.71621457274341,0.0,True
1rr,operational_100r,2021,3,1rr|2021-03,broader_pool,0.1,12,12,0,556.2669710533319,210.375,345.8919710533319,2.6441686086908227,6,4,1,1,0,65.25,29.372559064018787,50.26959122211247,0.0,False
1rr,operational_100r,2021,4,1rr|2021-04,broader_pool,0.1,10,10,0,83.25,188.625,-105.375,0.441351888667992,3,4,3,0,0,39.75,10.26682955054548,18.80529501138699,0.0,True
1rr,operational_100r,2021,5,1rr|2021-05,broader_pool,0.1,12,12,0,251.625,287.25,-35.625,0.8759791122715405,3,7,2,0,0,46.125,35.157765935689895,38.721223482896676,0.0,True
1rr,operational_100r,2021,6,1rr|2021-06,summer_neighbor,0.35,10,5,5,109.125,70.91441414035944,38.21058585964056,1.538826786103191,2,1,1,1,5,46.3125,15.500853391367855,23.69684586105268,0.5,False
1rr,operational_100r,2021,7,1rr|2021-07,july_august,1.0,14,8,6,77.625,51.52928043235079,26.095719567649212,1.5064250722830967,2,1,4,1,6,47.625,21.535981932564027,28.811118817542592,0.42857142857142855,False
1rr,operational_100r,2021,8,1rr|2021-08,july_august,1.0,9,9,0,142.5,121.35817570533436,21.14182429466564,1.1742101360026982,4,3,1,1,0,30.0,19.73404972494609,17.502670473819308,0.0,False
1rr,operational_100r,2021,9,1rr|2021-09,summer_neighbor,0.35,8,8,0,133.125,333.375,-200.25,0.39932508436445446,3,4,1,0,0,45.9375,32.71846900662058,14.335908833508256,0.0,True
1rr,operational_100r,2021,10,1rr|2021-10,broader_pool,0.1,8,1,7,0.0,-0.0,0.0,inf,0,0,1,0,7,56.25,21.910399288830376,41.37438020578156,0.875,False
1rr,operational_100r,2021,11,1rr|2021-11,broader_pool,0.1,10,9,1,212.625,187.875,24.75,1.1317365269461077,4,3,2,0,1,64.125,21.875089687295258,37.07969245120512,0.1,False
1rr,operational_100r,2021,12,1rr|2021-12,broader_pool,0.1,15,8,7,338.625,36.375,302.25,9.309278350515465,5,1,2,0,7,51.75,23.2881183999707,35.8380748855634,0.4666666666666667,False
1rr,operational_100r,2022,1,1rr|2022-01,broader_pool,0.1,8,4,4,166.5,81.0,85.5,2.0555555555555554,2,1,1,0,4,87.5625,71.01650347818122,75.02154253845674,0.5,False
1rr,operational_100r,2022,2,1rr|2022-02,broader_pool,0.1,8,8,0,614.625,-0.0,614.625,inf,5,0,3,0,0,104.25,18.8839407933674,76.25544173531125,0.0,False
1rr,operational_100r,2022,3,1rr|2022-03,broader_pool,0.1,9,9,0,438.875,108.0,330.875,4.063657407407407,5,2,2,0,0,57.75,24.821730533541995,42.928269466458005,0.0,False
1rr,operational_100r,2022,4,1rr|2022-04,broader_pool,0.1,9,9,0,217.5,250.6202701543807,-33.120270154380705,0.8678468021202802,2,3,3,1,0,85.5,47.653631311128265,32.096368688871735,0.0,True
1rr,operational_100r,2022,5,1rr|2022-05,broader_pool,0.1,12,12,0,362.625,250.125,112.5,1.449775112443778,4,4,4,0,0,82.6875,34.052926664046936,42.52883808708884,0.0,False
1rr,operational_100r,2022,6,1rr|2022-06,summer_neighbor,0.35,11,11,0,296.25,401.625,-105.375,0.7376283846872083,3,4,4,0,0,94.5,18.521835499119334,60.93943859222418,0.0,True
1rr,operational_100r,2022,7,1rr|2022-07,july_august,1.0,8,8,0,271.875,132.75,139.125,2.0480225988700567,4,2,2,0,0,48.5625,17.7890735204046,38.600379645925386,0.0,False
1rr,operational_100r,2022,8,1rr|2022-08,july_august,1.0,12,12,0,264.375,262.875,1.5,1.005706134094151,3,5,4,0,0,62.625,46.85638821069733,44.86369040985301,0.0,False
1rr,operational_100r,2022,9,1rr|2022-09,summer_neighbor,0.35,11,11,0,197.25,255.75,-58.5,0.7712609970674487,5,4,2,0,0,52.875,17.72265982641511,44.54077808731927,0.0,True
1rr,operational_100r,2022,10,1rr|2022-10,broader_pool,0.1,13,13,0,584.25,437.0,147.25,1.3369565217391304,5,5,3,0,0,94.875,45.188380464960574,42.47117634833194,0.0,False
1rr,operational_100r,2022,11,1rr|2022-11,broader_pool,0.1,14,14,0,453.75,230.25,223.5,1.9706840390879479,6,5,3,0,0,58.125,43.79859176696209,56.824952116448,0.0,False
1rr,operational_100r,2022,12,1rr|2022-12,broader_pool,0.1,10,10,0,286.125,199.875,86.25,1.4315196998123827,4,4,2,0,0,67.125,39.486705046187126,47.74264548100473,0.0,False
1rr,operational_100r,2023,1,1rr|2023-01,broader_pool,0.1,10,10,0,421.125,196.5,224.625,2.1431297709923665,7,3,0,0,0,54.9375,32.695104257999446,43.35118111533484,0.0,False
1rr,operational_100r,2023,2,1rr|2023-02,broader_pool,0.1,7,7,0,198.75,69.0,129.75,2.880434782608696,4,1,2,0,0,53.625,25.346507801894404,39.358447275797516,0.0,False
1rr,operational_100r,2023,3,1rr|2023-03,broader_pool,0.1,10,10,0,87.0,184.49444400758512,-97.49444400758512,0.4715589158686165,2,4,3,1,0,51.5625,29.862759100048606,25.220280622411337,0.0,True
1rr,operational_100r,2023,4,1rr|2023-04,broader_pool,0.1,4,4,0,233.625,-0.0,233.625,inf,3,0,1,0,0,62.25,15.017301867193964,64.98269813280604,0.0,False
1rr,operational_100r,2023,5,1rr|2023-05,broader_pool,0.1,9,9,0,182.81491327007825,31.125,151.68991327007825,5.873571510685245,3,1,4,1,0,58.875,7.896330950798074,33.21752366223518,0.0,False
1rr,operational_100r,2023,6,1rr|2023-06,summer_neighbor,0.35,6,6,0,0.0,82.95304106877666,-82.95304106877666,0.0,0,1,4,1,0,38.0625,11.177622319596594,15.558279766338273,0.0,True
1rr,operational_100r,2023,7,1rr|2023-07,july_august,1.0,7,7,0,110.20926487043471,118.5,-8.290735129565292,0.9300359904678035,3,3,0,1,0,37.5,33.93319312509084,40.52827798293583,0.0,True
1rr,operational_100r,2023,8,1rr|2023-08,july_august,1.0,9,9,0,96.375,228.43673161331935,-132.06173161331935,0.4218892439904823,1,3,4,1,0,77.25,24.218371465436576,34.830191280836516,0.0,True
1rr,operational_100r,2023,9,1rr|2023-09,summer_neighbor,0.35,13,13,0,360.375,211.875,148.5,1.7008849557522123,6,4,3,0,0,56.625,21.12837580667656,49.87162419332344,0.0,False
1rr,operational_100r,2023,10,1rr|2023-10,broader_pool,0.1,8,8,0,209.625,63.0,146.625,3.3273809523809526,4,1,3,0,0,53.625,12.663613828523921,35.2578410044398,0.0,False
1rr,operational_100r,2023,11,1rr|2023-11,broader_pool,0.1,10,10,0,117.75,398.3574229146652,-280.6074229146652,0.29558881855007885,3,5,1,1,0,46.3125,50.33676537916472,31.290647180307133,0.0,True
1rr,operational_100r,2023,12,1rr|2023-12,broader_pool,0.1,7,7,0,198.75,137.625,61.125,1.444141689373297,3,2,2,0,0,40.125,17.889140973036774,35.79671883973788,0.0,False
1rr,operational_100r,2024,1,1rr|2024-01,broader_pool,0.1,17,17,0,326.4137283195887,256.125,70.2887283195887,1.2744313453180622,5,6,5,1,0,41.625,25.57090714007063,16.033440582152252,0.0,False
1rr,operational_100r,2024,2,1rr|2024-02,broader_pool,0.1,11,6,5,48.0,159.0,-111.0,0.3018867924528302,1,3,2,0,5,54.375,35.37362923838373,41.896777387923066,0.45454545454545453,True
1rr,operational_100r,2024,3,1rr|2024-03,broader_pool,0.1,8,2,6,24.0,50.625,-26.625,0.4740740740740741,1,1,0,0,6,52.5,15.655537491051291,39.29103620176102,0.75,True
1rr,operational_100r,2024,4,1rr|2024-04,broader_pool,0.1,8,0,8,0.0,-0.0,0.0,inf,0,0,0,0,8,83.8125,46.564563949137664,30.685436050862336,1.0,False
1rr,operational_100r,2024,5,1rr|2024-05,broader_pool,0.1,9,0,9,0.0,-0.0,0.0,inf,0,0,0,0,9,52.875,29.602394679546705,76.38219946777099,1.0,False
1rr,operational_100r,2024,6,1rr|2024-06,summer_neighbor,0.35,8,0,8,0.0,-0.0,0.0,inf,0,0,0,0,8,37.125,16.96791684872369,30.21876872773828,1.0,False
1rr,operational_100r,2024,7,1rr|2024-07,july_august,1.0,9,0,9,0.0,-0.0,0.0,inf,0,0,0,0,9,70.5,48.583224551483,54.099260775481525,1.0,False
1rr,operational_100r,2024,8,1rr|2024-08,july_august,1.0,9,0,9,0.0,-0.0,0.0,inf,0,0,0,0,9,102.75,47.91177850637905,91.0170236652848,1.0,False
1rr,operational_100r,2024,9,1rr|2024-09,summer_neighbor,0.35,12,1,11,0.0,73.125,-73.125,0.0,0,1,0,0,11,67.5,55.046261536212114,53.91854036348195,0.9166666666666666,True
1rr,operational_100r,2024,10,1rr|2024-10,broader_pool,0.1,7,0,7,0.0,-0.0,0.0,inf,0,0,0,0,7,57.75,58.1375162881086,11.524672200819623,1.0,False
1rr,operational_100r,2024,11,1rr|2024-11,broader_pool,0.1,8,0,8,0.0,-0.0,0.0,inf,0,0,0,0,8,61.5,42.00263621713566,43.79791408208075,1.0,False
1rr,operational_100r,2024,12,1rr|2024-12,broader_pool,0.1,11,0,11,0.0,-0.0,0.0,inf,0,0,0,0,11,56.625,41.44276702001662,26.046660596271977,1.0,False
1rr,operational_100r,2025,1,1rr|2025-01,broader_pool,0.1,16,0,16,0.0,-0.0,0.0,inf,0,0,0,0,16,97.5,57.1266067973047,38.20136947160972,1.0,False
1rr,operational_100r,2025,2,1rr|2025-02,broader_pool,0.1,9,0,9,0.0,-0.0,0.0,inf,0,0,0,0,9,69.0,30.02410911120387,45.00774987288969,1.0,False
1rr,operational_100r,2025,3,1rr|2025-03,broader_pool,0.1,7,0,7,0.0,-0.0,0.0,inf,0,0,0,0,7,78.75,17.262267122918274,77.79377121936704,1.0,False
1rr,operational_100r,2025,4,1rr|2025-04,broader_pool,0.1,5,0,5,0.0,-0.0,0.0,inf,0,0,0,0,5,115.5,89.52812526010166,40.92259616281444,1.0,False
1rr,operational_100r,2025,5,1rr|2025-05,broader_pool,0.1,12,0,12,0.0,-0.0,0.0,inf,0,0,0,0,12,69.75,20.272226124849112,59.92830311599391,1.0,False
1rr,operational_100r,2025,6,1rr|2025-06,summer_neighbor,0.35,15,0,15,0.0,-0.0,0.0,inf,0,0,0,0,15,87.375,45.74160507592023,45.23631341568034,1.0,False
1rr,operational_100r,2025,7,1rr|2025-07,july_august,1.0,12,0,12,0.0,-0.0,0.0,inf,0,0,0,0,12,44.4375,14.762229310972543,34.18270090072474,1.0,False
1rr,operational_100r,2025,8,1rr|2025-08,july_august,1.0,10,0,10,0.0,-0.0,0.0,inf,0,0,0,0,10,60.5625,26.150803737275055,55.35793596822441,1.0,False
1rr,operational_100r,2025,9,1rr|2025-09,summer_neighbor,0.35,13,0,13,0.0,-0.0,0.0,inf,0,0,0,0,13,58.875,19.668313891950675,25.831686108049325,1.0,False
1rr,operational_100r,2025,10,1rr|2025-10,broader_pool,0.1,13,0,13,0.0,-0.0,0.0,inf,0,0,0,0,13,57.75,20.594695378138567,45.25769171765569,1.0,False
1rr,operational_100r,2025,11,1rr|2025-11,broader_pool,0.1,13,11,2,603.5,284.25,319.25,2.123131046613896,5,3,3,0,2,114.75,60.55489374677563,86.94510625322437,0.15384615384615385,False
1rr,operational_100r,2025,12,1rr|2025-12,broader_pool,0.1,9,9,0,435.5,-0.0,435.5,inf,6,0,3,0,0,51.375,11.452715447579976,55.41660256810428,0.0,False
1rr,operational_100r,2026,1,1rr|2026-01,broader_pool,0.1,11,11,0,355.875,273.0,82.875,1.3035714285714286,5,4,2,0,0,55.125,45.96102567220805,49.78897432779195,0.0,False
1rr,operational_100r,2026,2,1rr|2026-02,broader_pool,0.1,6,6,0,308.0,259.31689536332124,48.68310463667876,1.1877359536040655,2,2,1,1,0,123.375,49.14138436696885,55.3989848104593,0.0,False
1rr,operational_100r,2026,3,1rr|2026-03,broader_pool,0.1,11,11,0,1023.8230530150613,27.0,996.8230530150613,37.91937233389116,7,1,2,1,0,134.625,30.558505009241344,99.77744046079897,0.0,False
1rr,operational_100r,2026,4,1rr|2026-04,broader_pool,0.1,13,13,0,1014.25,200.0,814.25,5.07125,9,1,3,0,0,126.0,30.65746154799126,87.85131924296002,0.0,False
1rr,operational_100r,2026,5,1rr|2026-05,broader_pool,0.1,12,12,0,935.3714419442113,172.5,762.8714419442113,5.422443141705572,8,2,1,1,0,90.375,22.376202636667585,91.42496224438946,0.0,False
1rr,operational_100r,2026,6,1rr|2026-06,summer_neighbor,0.35,4,4,0,0.0,172.5,-172.5,0.0,0,1,3,0,0,185.8125,69.88864504118646,120.73635495881354,0.0,True
1_5rr,primary_150r,2013,1,1_5rr|2013-01,broader_pool,0.1,7,7,0,34.3125,10.125,24.1875,3.388888888888889,3,2,2,0,0,7.125,3.601204288801,5.148795711199,0.0,False
1_5rr,primary_150r,2013,2,1_5rr|2013-02,broader_pool,0.1,6,6,0,28.6875,12.0,16.6875,2.390625,3,1,2,0,0,5.8125,2.673354497173932,6.330500875365715,0.0,False
1_5rr,primary_150r,2013,3,1_5rr|2013-03,broader_pool,0.1,10,10,0,24.75,16.875,7.875,1.4666666666666666,3,3,4,0,0,6.5625,1.7196657588222024,4.577825075861938,0.0,False
