rr_config_id,config,config_label,trade_packet_id,source_year,source_month,source_session_date,source_ledger_id,source_block_id,chronological_block_id,entry_time,exit_time,holding_duration,direction,exit_reason,effective_exit_reason,pnl_points,historical_unfiltered_pnl_points,raw_stop_points,effective_stop_points,target_points,mae_points,mfe_points,pnl_R,historical_unfiltered_pnl_R,effective_stop_R,target_R,mae_R,mfe_R,rolling_pf_window_trades,rolling_pf_threshold,rolling_pf_reentry,rolling_pf_is_flat,rolling_pf_switch_state,rolling_pf_switch_mechanism,volatility_proxy_anchor_points,volatility_proxy_raw_stop_points,strategy_scale_field,raw_stop_percentile_rank,volatility_regime_by_stop,seasonality_month,seasonality_bucket,is_july_august_evidence,forecast_start_date,forecast_end_date,mae_mfe_status,mae_mfe_resolution,intratrade_bar_count,gap_through
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|47_upper|2013-03-14 08:17:00-04:00,2013,3,2013-03-14,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-14 08:17:00-04:00,2013-03-14 09:35:00-04:00,78.0,short,BE,BE,-0.0,-0.0,7.5,7.5,11.25,1.4479254127159038,4.302074587284096,-0.0,-0.0,1.0,1.5,0.19305672169545385,0.5736099449712129,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,5.0,7.5,raw_stop_points_cap_min_1_5x_anchor_200,0.10155670867309118,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,79,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|49_lower|2013-03-15 09:54:00-04:00,2013,3,2013-03-15,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-15 09:54:00-04:00,2013-03-15 10:00:00-04:00,6.0,long,SL,SL,-4.5,-4.5,4.5,4.5,6.75,7.2947248592145115,3.4552751407854885,-1.0,-1.0,1.0,1.5,1.6210499687143358,0.767838920174553,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.0,4.5,raw_stop_points_cap_min_1_5x_anchor_200,0.027057079318013343,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,7,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|52_upper|2013-03-20 08:15:00-04:00,2013,3,2013-03-20,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-20 08:15:00-04:00,2013-03-20 09:30:00-04:00,75.0,short,BE,BE,-0.0,-0.0,6.375,6.375,9.5625,3.6945755965102762,5.805424403489724,-0.0,-0.0,1.0,1.5,0.5795412700408277,0.9106548083905449,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.25,6.375,raw_stop_points_cap_min_1_5x_anchor_200,0.07301704966641957,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,76,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|54_upper|2013-03-22 09:33:00-04:00,2013,3,2013-03-22,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-22 09:33:00-04:00,2013-03-22 09:42:00-04:00,9.0,short,TP,TP,5.0625,5.0625,3.375,3.375,5.0625,0.5905731088682842,5.409426891131716,1.5,1.5,1.0,1.5,0.174984624849862,1.6027931529279158,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,2.25,3.375,raw_stop_points_cap_min_1_5x_anchor_200,0.008895478131949592,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,10,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|49_upper|2013-03-24 19:48:00-04:00,2013,3,2013-03-25,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-24 19:48:00-04:00,2013-03-24 21:02:00-04:00,74.0,short,BE,BE,-0.0,-0.0,7.125,7.125,10.6875,0.7947248592149663,4.455275140785034,-0.0,-0.0,1.0,1.5,0.11154033111789001,0.6253017741452679,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.75,7.125,raw_stop_points_cap_min_1_5x_anchor_200,0.09266123054114159,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,71,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|53_upper|2013-03-25 06:08:00-04:00,2013,3,2013-03-25,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-25 06:08:00-04:00,2013-03-25 10:25:00-04:00,257.0,short,TP,TP,11.25,11.25,7.5,7.5,11.25,0.8132608737009832,12.436739126299017,1.5,1.5,1.0,1.5,0.1084347831601311,1.6582318835065355,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,5.0,7.5,raw_stop_points_cap_min_1_5x_anchor_200,0.10155670867309118,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,258,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|51_lower|2013-04-05 08:30:00-04:00,2013,4,2013-04-05,external_2013_2015,1_5rr|external_2013_2015|2013-04,1_5rr|external_2013_2015|2013-04,2013-04-05 08:30:00-04:00,2013-04-05 09:29:00-04:00,59.0,long,SL,SL,-9.375,-9.375,9.375,9.375,14.0625,11.520655766093114,11.979344233906886,-1.0,-1.0,1.0,1.5,1.2288699483832655,1.2777967182834011,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,6.25,9.375,raw_stop_points_cap_min_1_5x_anchor_200,0.1363973313565604,low_stop_scale,4,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,60,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|68_lower|2013-04-12 08:15:00-04:00,2013,4,2013-04-12,external_2013_2015,1_5rr|external_2013_2015|2013-04,1_5rr|external_2013_2015|2013-04,2013-04-12 08:15:00-04:00,2013-04-12 09:05:00-04:00,50.0,long,BE,BE,0.0,0.0,6.375,6.375,9.5625,3.7614971482730652,2.9885028517269348,0.0,0.0,1.0,1.5,0.5900387683565592,0.46878476105520545,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.25,6.375,raw_stop_points_cap_min_1_5x_anchor_200,0.07301704966641957,low_stop_scale,4,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,51,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|71_lower|2013-04-17 09:38:00-04:00,2013,4,2013-04-17,external_2013_2015,1_5rr|external_2013_2015|2013-04,1_5rr|external_2013_2015|2013-04,2013-04-17 09:38:00-04:00,2013-04-17 10:17:00-04:00,39.0,long,SL,SL,-12.75,-12.75,12.75,12.75,19.125,13.638627947599161,7.111372052400839,-1.0,-1.0,1.0,1.5,1.0696963096156205,0.5577546707765364,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,8.5,12.75,raw_stop_points_cap_min_1_5x_anchor_200,0.198295033358043,low_stop_scale,4,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,40,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|72_upper|2013-04-23 09:31:00-04:00,2013,4,2013-04-23,external_2013_2015,1_5rr|external_2013_2015|2013-04,1_5rr|external_2013_2015|2013-04,2013-04-23 09:31:00-04:00,2013-04-23 10:01:00-04:00,30.0,short,SL,SL,-10.5,-10.5,10.5,10.5,15.75,10.519024947483558,2.730975052516442,-1.0,-1.0,1.0,1.5,1.001811899760339,0.260092862144423,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,7.0,10.5,raw_stop_points_cap_min_1_5x_anchor_200,0.15492957746478872,low_stop_scale,4,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,31,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|77_upper|2013-04-25 08:30:00-04:00,2013,4,2013-04-25,external_2013_2015,1_5rr|external_2013_2015|2013-04,1_5rr|external_2013_2015|2013-04,2013-04-25 08:30:00-04:00,2013-04-25 09:33:00-04:00,63.0,short,BE,BE,-0.0,-0.0,5.625,5.625,8.4375,1.287261795248014,7.462738204751986,-0.0,-0.0,1.0,1.5,0.22884654137742472,1.3267090141781308,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.75,5.625,raw_stop_points_cap_min_1_5x_anchor_200,0.054114158636026685,low_stop_scale,4,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,64,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|79_upper|2013-04-29 09:47:00-04:00,2013,4,2013-04-29,external_2013_2015,1_5rr|external_2013_2015|2013-04,1_5rr|external_2013_2015|2013-04,2013-04-29 09:47:00-04:00,2013-04-29 09:52:00-04:00,5.0,short,SL,SL,-4.875,-4.875,4.875,4.875,7.3125,5.639623112340814,0.6103768876591857,-1.0,-1.0,1.0,1.5,1.1568457666340133,0.12520551541726888,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.25,4.875,raw_stop_points_cap_min_1_5x_anchor_200,0.03558191252779837,low_stop_scale,4,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,6,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|84_upper|2013-05-06 09:34:00-04:00,2013,5,2013-05-06,external_2013_2015,1_5rr|external_2013_2015|2013-05,1_5rr|external_2013_2015|2013-05,2013-05-06 09:34:00-04:00,2013-05-06 10:22:00-04:00,48.0,short,BE,BE,-0.0,-0.0,8.625,8.625,12.9375,1.3476485717305877,5.152351428269412,-0.0,-0.0,1.0,1.5,0.15624910976586523,0.5973740786399319,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,5.75,8.625,raw_stop_points_cap_min_1_5x_anchor_200,0.12157153446997776,low_stop_scale,5,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,49,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|86_upper|2013-05-08 21:26:00-04:00,2013,5,2013-05-09,external_2013_2015,1_5rr|external_2013_2015|2013-05,1_5rr|external_2013_2015|2013-05,2013-05-08 21:26:00-04:00,2013-05-08 22:26:00-04:00,60.0,short,BE,BE,-0.0,-0.0,1.5,1.5,2.25,1.2712256172867455,0.9787743827132545,-0.0,-0.0,1.0,1.5,0.8474837448578304,0.6525162551421696,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,1.0,1.5,raw_stop_points_cap_min_1_5x_anchor_200,0.0007412898443291327,low_stop_scale,5,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,50,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|92_lower|2013-05-23 02:17:00-04:00,2013,5,2013-05-23,external_2013_2015,1_5rr|external_2013_2015|2013-05,1_5rr|external_2013_2015|2013-05,2013-05-23 02:17:00-04:00,2013-05-23 02:30:00-04:00,13.0,long,SL,SL,-12.0,-12.0,12.0,12.0,18.0,12.353866222226316,0.3961337777736844,-1.0,-1.0,1.0,1.5,1.029488851852193,0.033011148147807035,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,8.0,12.0,raw_stop_points_cap_min_1_5x_anchor_200,0.17902149740548554,low_stop_scale,5,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,14,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|90_lower|2013-05-23 04:30:00-04:00,2013,5,2013-05-23,external_2013_2015,1_5rr|external_2013_2015|2013-05,1_5rr|external_2013_2015|2013-05,2013-05-23 04:30:00-04:00,2013-05-23 11:22:00-04:00,412.0,long,TP,TP,34.3125,34.3125,22.875,22.875,34.3125,0.7261965384259383,35.52380346157406,1.5,1.5,1.0,1.5,0.03174629676178965,1.552953156790123,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,15.25,22.875,raw_stop_points_cap_min_1_5x_anchor_200,0.3183839881393625,mid_low_stop_scale,5,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,413,False
