rr_config_id,config,config_label,trade_packet_id,source_year,source_month,source_session_date,source_ledger_id,source_block_id,chronological_block_id,entry_time,exit_time,holding_duration,direction,exit_reason,effective_exit_reason,pnl_points,historical_unfiltered_pnl_points,raw_stop_points,effective_stop_points,target_points,mae_points,mfe_points,pnl_R,historical_unfiltered_pnl_R,effective_stop_R,target_R,mae_R,mfe_R,rolling_pf_window_trades,rolling_pf_threshold,rolling_pf_reentry,rolling_pf_is_flat,rolling_pf_switch_state,rolling_pf_switch_mechanism,volatility_proxy_anchor_points,volatility_proxy_raw_stop_points,strategy_scale_field,raw_stop_percentile_rank,volatility_regime_by_stop,seasonality_month,seasonality_bucket,is_july_august_evidence,forecast_start_date,forecast_end_date,mae_mfe_status,mae_mfe_resolution,intratrade_bar_count,gap_through
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|0_lower|2013-01-07 09:18:00-05:00,2013,1,2013-01-07,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-07 09:18:00-05:00,2013-01-07 10:46:00-05:00,88.0,long,TP,TP,10.6875,10.6875,7.125,7.125,10.6875,2.855285880852989,11.894714119147011,1.5,1.5,1.0,1.5,0.4007418780144546,1.6694335605820365,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.75,7.125,raw_stop_points_cap_min_1_5x_anchor_200,0.09266123054114159,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,89,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|4_upper|2013-01-10 07:57:00-05:00,2013,1,2013-01-10,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-10 07:57:00-05:00,2013-01-10 08:14:00-05:00,17.0,short,SL,SL,-3.0,-3.0,3.0,3.0,4.5,3.6662768073756524,0.5837231926243476,-1.0,-1.0,1.0,1.5,1.2220922691252174,0.1945743975414492,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,2.0,3.0,raw_stop_points_cap_min_1_5x_anchor_200,0.006300963676797628,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,18,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|2_upper|2013-01-10 08:24:00-05:00,2013,1,2013-01-10,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-10 08:24:00-05:00,2013-01-10 10:35:00-05:00,131.0,short,TP,TP,15.75,15.75,10.5,10.5,15.75,5.619652640205004,16.130347359794996,1.5,1.5,1.0,1.5,0.5352050133528575,1.536223558075714,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,7.0,10.5,raw_stop_points_cap_min_1_5x_anchor_200,0.15492957746478872,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,132,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|7_upper|2013-01-13 20:58:00-05:00,2013,1,2013-01-14,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-13 20:58:00-05:00,2013-01-14 04:21:00-05:00,443.0,short,TP,TP,7.875,7.875,5.25,5.25,7.875,2.1675650473180212,8.082434952681979,1.5,1.5,1.0,1.5,0.41286953282248023,1.539511419558472,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.5,5.25,raw_stop_points_cap_min_1_5x_anchor_200,0.04373610081541883,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,360,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|7_lower|2013-01-14 07:47:00-05:00,2013,1,2013-01-14,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-14 07:47:00-05:00,2013-01-14 09:02:00-05:00,75.0,long,BE,BE,0.0,0.0,7.5,7.5,11.25,2.0425650473180212,4.207434952681979,0.0,0.0,1.0,1.5,0.2723420063090695,0.5609913270242638,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,5.0,7.5,raw_stop_points_cap_min_1_5x_anchor_200,0.10155670867309118,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,76,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|8_lower|2013-01-15 09:34:00-05:00,2013,1,2013-01-15,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-15 09:34:00-05:00,2013-01-15 09:54:00-05:00,20.0,long,SL,SL,-7.125,-7.125,7.125,7.125,10.6875,7.701717556987205,4.298282443012795,-1.0,-1.0,1.0,1.5,1.080942815015748,0.6032677113000414,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.75,7.125,raw_stop_points_cap_min_1_5x_anchor_200,0.09266123054114159,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,21,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|11_lower|2013-01-18 07:04:00-05:00,2013,1,2013-01-18,external_2013_2015,1_5rr|external_2013_2015|2013-01,1_5rr|external_2013_2015|2013-01,2013-01-18 07:04:00-05:00,2013-01-18 09:30:00-05:00,146.0,long,BE,BE,0.0,0.0,9.0,9.0,13.5,3.601204288801,5.148795711199,0.0,0.0,1.0,1.5,0.40013380986677777,0.5720884123554444,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,6.0,9.0,raw_stop_points_cap_min_1_5x_anchor_200,0.12898443291326908,low_stop_scale,1,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,147,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|20_upper|2013-02-01 08:47:00-05:00,2013,2,2013-02-01,external_2013_2015,1_5rr|external_2013_2015|2013-02,1_5rr|external_2013_2015|2013-02,2013-02-01 08:47:00-05:00,2013-02-01 09:50:00-05:00,63.0,short,TP,TP,11.25,11.25,7.5,7.5,11.25,1.4103591704215432,12.589640829578457,1.5,1.5,1.0,1.5,0.1880478893895391,1.6786187772771275,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,5.0,7.5,raw_stop_points_cap_min_1_5x_anchor_200,0.10155670867309118,low_stop_scale,2,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,64,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|25_upper|2013-02-08 09:30:00-05:00,2013,2,2013-02-08,external_2013_2015,1_5rr|external_2013_2015|2013-02,1_5rr|external_2013_2015|2013-02,2013-02-08 09:30:00-05:00,2013-02-08 09:40:00-05:00,10.0,short,SL,SL,-12.0,-12.0,12.0,12.0,18.0,13.09937481058796,3.1506251894120396,-1.0,-1.0,1.0,1.5,1.0916145675489968,0.26255209911766997,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,8.0,12.0,raw_stop_points_cap_min_1_5x_anchor_200,0.17902149740548554,low_stop_scale,2,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,11,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|26_upper|2013-02-11 04:50:00-05:00,2013,2,2013-02-11,external_2013_2015,1_5rr|external_2013_2015|2013-02,1_5rr|external_2013_2015|2013-02,2013-02-11 04:50:00-05:00,2013-02-11 05:42:00-05:00,52.0,short,BE,BE,-0.0,-0.0,4.125,4.125,6.1875,2.2147489615108498,1.5352510384891502,-0.0,-0.0,1.0,1.5,0.5369088391541454,0.37218206993676367,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,2.75,4.125,raw_stop_points_cap_min_1_5x_anchor_200,0.01927353595255745,low_stop_scale,2,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,51,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|28_upper|2013-02-13 09:59:00-05:00,2013,2,2013-02-13,external_2013_2015,1_5rr|external_2013_2015|2013-02,1_5rr|external_2013_2015|2013-02,2013-02-13 09:59:00-05:00,2013-02-13 11:23:00-05:00,84.0,short,TP,TP,8.4375,8.4375,5.625,5.625,8.4375,5.48962343868061,9.51037656131939,1.5,1.5,1.0,1.5,0.9759330557654418,1.690733610901225,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.75,5.625,raw_stop_points_cap_min_1_5x_anchor_200,0.054114158636026685,low_stop_scale,2,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,85,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|29_lower|2013-02-14 05:31:00-05:00,2013,2,2013-02-14,external_2013_2015,1_5rr|external_2013_2015|2013-02,1_5rr|external_2013_2015|2013-02,2013-02-14 05:31:00-05:00,2013-02-14 10:45:00-05:00,314.0,long,TP,TP,9.0,9.0,6.0,6.0,9.0,3.1319600328370143,10.618039967162986,1.5,1.5,1.0,1.5,0.521993338806169,1.7696733278604977,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.0,6.0,raw_stop_points_cap_min_1_5x_anchor_200,0.06338028169014084,low_stop_scale,2,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,315,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|34_upper|2013-02-25 03:12:00-05:00,2013,2,2013-02-25,external_2013_2015,1_5rr|external_2013_2015|2013-02,1_5rr|external_2013_2015|2013-02,2013-02-25 03:12:00-05:00,2013-02-25 04:14:00-05:00,62.0,short,BE,BE,-0.0,-0.0,4.125,4.125,6.1875,1.8249947529343444,1.9250052470656556,-0.0,-0.0,1.0,1.5,0.4424229704083259,0.46666793868258316,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,2.75,4.125,raw_stop_points_cap_min_1_5x_anchor_200,0.01927353595255745,low_stop_scale,2,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,63,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|39_lower|2013-03-01 06:20:00-05:00,2013,3,2013-03-01,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-01 06:20:00-05:00,2013-03-01 07:11:00-05:00,51.0,long,BE,BE,0.0,0.0,6.75,6.75,10.125,1.991406104928501,2.758593895071499,0.0,0.0,1.0,1.5,0.2950231266560742,0.4086805770476295,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.5,6.75,raw_stop_points_cap_min_1_5x_anchor_200,0.083765752409192,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,52,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|36_upper|2013-03-05 04:02:00-05:00,2013,3,2013-03-05,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-05 04:02:00-05:00,2013-03-05 08:15:00-05:00,253.0,short,SL,SL,-5.25,-5.25,5.25,5.25,7.875,5.3610552356472,1.6389447643528001,-1.0,-1.0,1.0,1.5,1.0211533782185143,0.31217995511481905,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.5,5.25,raw_stop_points_cap_min_1_5x_anchor_200,0.04373610081541883,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,251,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|33_upper|2013-03-05 09:39:00-05:00,2013,3,2013-03-05,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-05 09:39:00-05:00,2013-03-05 10:32:00-05:00,53.0,short,SL,SL,-7.125,-7.125,7.125,7.125,10.6875,7.799624989061158,4.700375010938842,-1.0,-1.0,1.0,1.5,1.0946842089910398,0.659701755921241,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,4.75,7.125,raw_stop_points_cap_min_1_5x_anchor_200,0.09266123054114159,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,54,False
1_5rr,primary_150r,OG_PRIMARY_150R,1_5rr|external_2013_2015|43_upper|2013-03-08 08:30:00-05:00,2013,3,2013-03-08,external_2013_2015,1_5rr|external_2013_2015|2013-03,1_5rr|external_2013_2015|2013-03,2013-03-08 08:30:00-05:00,2013-03-08 08:31:00-05:00,1.0,short,TP,TP,8.4375,8.4375,5.625,5.625,8.4375,0.3590271801408562,20.890972819859144,1.5,1.5,1.0,1.5,0.06382705424726333,3.7139507235305143,100,1.1,symmetric,False,ON,rolling_points_pf_w100_threshold_1_10_symmetric,3.75,5.625,raw_stop_points_cap_min_1_5x_anchor_200,0.054114158636026685,low_stop_scale,3,broader_pool,False,2026-07-08,2026-08-31,computed_from_1m_ohlc_entry_to_exit_inclusive,1m_ohlc_bar_extrema,2,False
