candidate_id,family,scale,gamma,a_tp_mult,b_sl_mult,qualifying_touches,executed,skipped_position_open,TP,SL,cutoff,win_rate,net_pts,avg_pnl,median_pnl,avg_R,median_R,PF_pts,PF_R,max_dd_pts,max_dd_R,yearly_json
simple|scale=S1_range30m|gamma=+0.30|a=1.50|b=0.75,simple,S1_range30m,0.3,1.5,0.75,3144,2252,892,571,1328,353,0.35346358792184723,-3414.25,-1.5161,-12.625,-0.0938,-1.017,0.9314,0.8568,-3816.17,-228.3392,"[{""year"": 2018, ""n"": 280, ""net_pts"": -980.27, ""PF"": 0.7305, ""avg_R"": -0.1236}, {""year"": 2019, ""n"": 260, ""net_pts"": -588.8, ""PF"": 0.773, ""avg_R"": -0.2807}, {""year"": 2020, ""n"": 261, ""net_pts"": -487.73, ""PF"": 0.9133, ""avg_R"": -0.2473}, {""year"": 2021, ""n"": 267, ""net_pts"": 827.94, ""PF"": 1.1581, ""avg_R"": 0.0764}, {""year"": 2022, ""n"": 285, ""net_pts"": 516.09, ""PF"": 1.0673, ""avg_R"": 0.0415}, {""year"": 2023, ""n"": 260, ""net_pts"": 265.84, ""PF"": 1.054, ""avg_R"": 0.0248}, {""year"": 2024, ""n"": 282, ""net_pts"": -1847.98, ""PF"": 0.7572, ""avg_R"": -0.2574}, {""year"": 2025, ""n"": 252, ""net_pts"": -1267.21, ""PF"": 0.8551, ""avg_R"": -0.0624}, {""year"": 2026, ""n"": 105, ""net_pts"": 147.87, ""PF"": 1.0397, ""avg_R"": 0.1004}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.50|b=1.00,simple,S1_range30m,0.3,1.5,1.0,3144,2138,1006,641,1073,424,0.4097287184284378,-4728.31,-2.2116,-11.75,-0.0764,-1.0044,0.912,0.8651,-5118.51,-187.0894,"[{""year"": 2018, ""n"": 260, ""net_pts"": -1117.47, ""PF"": 0.7047, ""avg_R"": -0.1058}, {""year"": 2019, ""n"": 250, ""net_pts"": -289.82, ""PF"": 0.8903, ""avg_R"": -0.1882}, {""year"": 2020, ""n"": 246, ""net_pts"": -302.09, ""PF"": 0.949, ""avg_R"": -0.1814}, {""year"": 2021, ""n"": 254, ""net_pts"": 359.85, ""PF"": 1.0633, ""avg_R"": 0.0486}, {""year"": 2022, ""n"": 274, ""net_pts"": -630.86, ""PF"": 0.9296, ""avg_R"": -0.0184}, {""year"": 2023, ""n"": 249, ""net_pts"": 68.49, ""PF"": 1.013, ""avg_R"": 0.0198}, {""year"": 2024, ""n"": 265, ""net_pts"": -1560.51, ""PF"": 0.8046, ""avg_R"": -0.2067}, {""year"": 2025, ""n"": 238, ""net_pts"": -1340.52, ""PF"": 0.857, ""avg_R"": -0.042}, {""year"": 2026, ""n"": 102, ""net_pts"": 84.62, ""PF"": 1.0206, ""avg_R"": 0.0821}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.50|b=1.25,simple,S1_range30m,0.3,1.5,1.25,3144,2082,1062,695,896,491,0.44908741594620555,-4021.29,-1.9315,-9.75,-0.0653,-0.2863,0.9286,0.8688,-5694.67,-174.5599,"[{""year"": 2018, ""n"": 252, ""net_pts"": -1375.25, ""PF"": 0.666, ""avg_R"": -0.102}, {""year"": 2019, ""n"": 244, ""net_pts"": -393.44, ""PF"": 0.8581, ""avg_R"": -0.1967}, {""year"": 2020, ""n"": 241, ""net_pts"": -682.44, ""PF"": 0.8922, ""avg_R"": -0.173}, {""year"": 2021, ""n"": 247, ""net_pts"": 547.65, ""PF"": 1.0947, ""avg_R"": 0.0425}, {""year"": 2022, ""n"": 264, ""net_pts"": -820.43, ""PF"": 0.9137, ""avg_R"": -0.0385}, {""year"": 2023, ""n"": 245, ""net_pts"": 185.24, ""PF"": 1.0333, ""avg_R"": 0.0468}, {""year"": 2024, ""n"": 254, ""net_pts"": -2374.43, ""PF"": 0.7303, ""avg_R"": -0.2191}, {""year"": 2025, ""n"": 233, ""net_pts"": -372.88, ""PF"": 0.9603, ""avg_R"": 0.0202}, {""year"": 2026, ""n"": 102, ""net_pts"": 1264.69, ""PF"": 1.3121, ""avg_R"": 0.1821}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.50|b=1.50,simple,S1_range30m,0.3,1.5,1.5,3144,2017,1127,737,761,519,0.48289538919186914,-1793.13,-0.889,-4.3907,-0.0513,-0.0623,0.9683,0.8844,-3942.56,-133.105,"[{""year"": 2018, ""n"": 244, ""net_pts"": -1459.97, ""PF"": 0.6628, ""avg_R"": -0.0872}, {""year"": 2019, ""n"": 233, ""net_pts"": -523.81, ""PF"": 0.8177, ""avg_R"": -0.2016}, {""year"": 2020, ""n"": 233, ""net_pts"": -560.54, ""PF"": 0.9132, ""avg_R"": -0.1776}, {""year"": 2021, ""n"": 236, ""net_pts"": 1239.91, ""PF"": 1.2315, ""avg_R"": 0.0888}, {""year"": 2022, ""n"": 259, ""net_pts"": -6.83, ""PF"": 0.9993, ""avg_R"": -0.0035}, {""year"": 2023, ""n"": 238, ""net_pts"": 261.34, ""PF"": 1.0448, ""avg_R"": 0.0489}, {""year"": 2024, ""n"": 249, ""net_pts"": -2060.75, ""PF"": 0.7658, ""avg_R"": -0.1737}, {""year"": 2025, ""n"": 227, ""net_pts"": -467.91, ""PF"": 0.9526, ""avg_R"": 0.0081}, {""year"": 2026, ""n"": 98, ""net_pts"": 1785.43, ""PF"": 1.4619, ""avg_R"": 0.1618}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.50|b=1.75,simple,S1_range30m,0.3,1.5,1.75,3144,1970,1174,770,639,561,0.5111675126903553,-498.43,-0.253,3.125,-0.0378,0.0368,0.9912,0.9044,-3428.93,-103.9759,"[{""year"": 2018, ""n"": 236, ""net_pts"": -1408.51, ""PF"": 0.6679, ""avg_R"": -0.0817}, {""year"": 2019, ""n"": 231, ""net_pts"": -601.05, ""PF"": 0.8009, ""avg_R"": -0.1875}, {""year"": 2020, ""n"": 228, ""net_pts"": -254.71, ""PF"": 0.9597, ""avg_R"": -0.1301}, {""year"": 2021, ""n"": 231, ""net_pts"": 1157.37, ""PF"": 1.2145, ""avg_R"": 0.0853}, {""year"": 2022, ""n"": 253, ""net_pts"": 346.75, ""PF"": 1.0375, ""avg_R"": 0.01}, {""year"": 2023, ""n"": 231, ""net_pts"": 278.55, ""PF"": 1.0469, ""avg_R"": 0.0516}, {""year"": 2024, ""n"": 242, ""net_pts"": -2512.76, ""PF"": 0.7287, ""avg_R"": -0.164}, {""year"": 2025, ""n"": 223, ""net_pts"": 688.26, ""PF"": 1.0725, ""avg_R"": 0.0463}, {""year"": 2026, ""n"": 95, ""net_pts"": 1807.68, ""PF"": 1.4928, ""avg_R"": 0.1367}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.50|b=2.00,simple,S1_range30m,0.3,1.5,2.0,3144,1930,1214,793,556,581,0.533160621761658,-969.3,-0.5022,7.4341,-0.0333,0.0811,0.9832,0.9078,-3926.43,-88.3957,"[{""year"": 2018, ""n"": 233, ""net_pts"": -1360.37, ""PF"": 0.6793, ""avg_R"": -0.0716}, {""year"": 2019, ""n"": 227, ""net_pts"": -601.0, ""PF"": 0.8061, ""avg_R"": -0.148}, {""year"": 2020, ""n"": 220, ""net_pts"": 167.09, ""PF"": 1.0277, ""avg_R"": -0.1066}, {""year"": 2021, ""n"": 225, ""net_pts"": 1018.54, ""PF"": 1.1886, ""avg_R"": 0.0707}, {""year"": 2022, ""n"": 251, ""net_pts"": 254.27, ""PF"": 1.0267, ""avg_R"": 0.0007}, {""year"": 2023, ""n"": 224, ""net_pts"": 24.16, ""PF"": 1.0039, ""avg_R"": 0.039}, {""year"": 2024, ""n"": 237, ""net_pts"": -2904.82, ""PF"": 0.6994, ""avg_R"": -0.1447}, {""year"": 2025, ""n"": 218, ""net_pts"": 763.82, ""PF"": 1.0795, ""avg_R"": 0.0378}, {""year"": 2026, ""n"": 95, ""net_pts"": 1669.02, ""PF"": 1.4315, ""avg_R"": 0.1121}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=0.50,simple,S1_range30m,0.3,1.75,0.5,3144,2405,739,385,1714,306,0.2548856548856549,-4204.76,-1.7483,-12.0,-0.137,-1.0377,0.9048,0.8278,-5115.39,-352.5829,"[{""year"": 2018, ""n"": 296, ""net_pts"": -1040.34, ""PF"": 0.6715, ""avg_R"": -0.1926}, {""year"": 2019, ""n"": 274, ""net_pts"": -771.89, ""PF"": 0.675, ""avg_R"": -0.4167}, {""year"": 2020, ""n"": 283, ""net_pts"": 40.59, ""PF"": 1.0083, ""avg_R"": -0.2387}, {""year"": 2021, ""n"": 278, ""net_pts"": 1520.46, ""PF"": 1.3521, ""avg_R"": 0.1881}, {""year"": 2022, ""n"": 305, ""net_pts"": -94.5, ""PF"": 0.9866, ""avg_R"": -0.0284}, {""year"": 2023, ""n"": 283, ""net_pts"": 354.03, ""PF"": 1.0798, ""avg_R"": -0.0631}, {""year"": 2024, ""n"": 307, ""net_pts"": -1535.46, ""PF"": 0.7658, ""avg_R"": -0.3054}, {""year"": 2025, ""n"": 267, ""net_pts"": -2827.73, ""PF"": 0.6466, ""avg_R"": -0.1427}, {""year"": 2026, ""n"": 112, ""net_pts"": 150.08, ""PF"": 1.0444, ""avg_R"": 0.1375}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=0.75,simple,S1_range30m,0.3,1.75,0.75,3144,2242,902,482,1371,389,0.3296164139161463,-3631.34,-1.6197,-13.66,-0.1015,-1.0192,0.9286,0.8506,-4582.66,-249.77,"[{""year"": 2018, ""n"": 279, ""net_pts"": -1050.49, ""PF"": 0.7166, ""avg_R"": -0.1537}, {""year"": 2019, ""n"": 260, ""net_pts"": -589.5, ""PF"": 0.7787, ""avg_R"": -0.2687}, {""year"": 2020, ""n"": 261, ""net_pts"": -66.86, ""PF"": 0.9882, ""avg_R"": -0.2059}, {""year"": 2021, ""n"": 266, ""net_pts"": 1086.21, ""PF"": 1.2033, ""avg_R"": 0.0615}, {""year"": 2022, ""n"": 283, ""net_pts"": 571.3, ""PF"": 1.0726, ""avg_R"": 0.0244}, {""year"": 2023, ""n"": 258, ""net_pts"": -129.03, ""PF"": 0.9749, ""avg_R"": -0.0342}, {""year"": 2024, ""n"": 280, ""net_pts"": -1561.45, ""PF"": 0.7953, ""avg_R"": -0.2325}, {""year"": 2025, ""n"": 250, ""net_pts"": -2255.57, ""PF"": 0.752, ""avg_R"": -0.1022}, {""year"": 2026, ""n"": 105, ""net_pts"": 364.06, ""PF"": 1.0968, ""avg_R"": 0.1448}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=1.00,simple,S1_range30m,0.3,1.75,1.0,3144,2123,1021,548,1111,464,0.38483278379651437,-4746.23,-2.2356,-13.25,-0.0799,-1.008,0.9135,0.8646,-5433.81,-200.8315,"[{""year"": 2018, ""n"": 258, ""net_pts"": -1150.66, ""PF"": 0.7006, ""avg_R"": -0.1311}, {""year"": 2019, ""n"": 250, ""net_pts"": -218.52, ""PF"": 0.9197, ""avg_R"": -0.1695}, {""year"": 2020, ""n"": 246, ""net_pts"": 177.47, ""PF"": 1.0298, ""avg_R"": -0.1325}, {""year"": 2021, ""n"": 251, ""net_pts"": 434.38, ""PF"": 1.074, ""avg_R"": 0.0247}, {""year"": 2022, ""n"": 271, ""net_pts"": -665.1, ""PF"": 0.928, ""avg_R"": -0.0411}, {""year"": 2023, ""n"": 247, ""net_pts"": -245.31, ""PF"": 0.9551, ""avg_R"": -0.0133}, {""year"": 2024, ""n"": 263, ""net_pts"": -1200.48, ""PF"": 0.85, ""avg_R"": -0.1813}, {""year"": 2025, ""n"": 236, ""net_pts"": -2169.82, ""PF"": 0.7751, ""avg_R"": -0.0668}, {""year"": 2026, ""n"": 101, ""net_pts"": 291.81, ""PF"": 1.0704, ""avg_R"": 0.1077}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=1.25,simple,S1_range30m,0.3,1.75,1.25,3144,2063,1081,600,933,530,0.4246243334949103,-3931.63,-1.9058,-12.0541,-0.0664,-0.4223,0.9319,0.8727,-5846.27,-178.2372,"[{""year"": 2018, ""n"": 249, ""net_pts"": -1291.55, ""PF"": 0.688, ""avg_R"": -0.0946}, {""year"": 2019, ""n"": 244, ""net_pts"": -361.95, ""PF"": 0.875, ""avg_R"": -0.1884}, {""year"": 2020, ""n"": 240, ""net_pts"": -228.44, ""PF"": 0.9641, ""avg_R"": -0.138}, {""year"": 2021, ""n"": 244, ""net_pts"": 657.67, ""PF"": 1.1105, ""avg_R"": 0.0254}, {""year"": 2022, ""n"": 261, ""net_pts"": -889.07, ""PF"": 0.9095, ""avg_R"": -0.0532}, {""year"": 2023, ""n"": 241, ""net_pts"": -40.03, ""PF"": 0.9931, ""avg_R"": 0.0272}, {""year"": 2024, ""n"": 252, ""net_pts"": -2026.75, ""PF"": 0.7711, ""avg_R"": -0.2061}, {""year"": 2025, ""n"": 231, ""net_pts"": -1037.28, ""PF"": 0.8932, ""avg_R"": -0.0016}, {""year"": 2026, ""n"": 101, ""net_pts"": 1285.77, ""PF"": 1.3072, ""avg_R"": 0.1897}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=1.50,simple,S1_range30m,0.3,1.75,1.5,3144,1998,1146,640,797,561,0.4574574574574575,-1411.5,-0.7065,-9.1356,-0.0528,-0.175,0.9757,0.887,-4027.72,-137.8947,"[{""year"": 2018, ""n"": 241, ""net_pts"": -1372.01, ""PF"": 0.6856, ""avg_R"": -0.088}, {""year"": 2019, ""n"": 232, ""net_pts"": -467.9, ""PF"": 0.8412, ""avg_R"": -0.1933}, {""year"": 2020, ""n"": 233, ""net_pts"": -83.76, ""PF"": 0.9871, ""avg_R"": -0.1458}, {""year"": 2021, ""n"": 233, ""net_pts"": 1392.3, ""PF"": 1.2502, ""avg_R"": 0.0761}, {""year"": 2022, ""n"": 255, ""net_pts"": 84.13, ""PF"": 1.0089, ""avg_R"": -0.0162}, {""year"": 2023, ""n"": 234, ""net_pts"": -66.68, ""PF"": 0.9892, ""avg_R"": 0.0316}, {""year"": 2024, ""n"": 247, ""net_pts"": -1754.32, ""PF"": 0.8028, ""avg_R"": -0.1673}, {""year"": 2025, ""n"": 226, ""net_pts"": -970.06, ""PF"": 0.905, ""avg_R"": -0.0061}, {""year"": 2026, ""n"": 97, ""net_pts"": 1826.81, ""PF"": 1.4538, ""avg_R"": 0.1669}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=1.75,simple,S1_range30m,0.3,1.75,1.75,3144,1952,1192,670,678,604,0.48309426229508196,-262.39,-0.1344,-4.2078,-0.0436,-0.0523,0.9955,0.8965,-4092.55,-119.1852,"[{""year"": 2018, ""n"": 233, ""net_pts"": -1414.99, ""PF"": 0.6734, ""avg_R"": -0.097}, {""year"": 2019, ""n"": 230, ""net_pts"": -537.14, ""PF"": 0.8265, ""avg_R"": -0.1793}, {""year"": 2020, ""n"": 228, ""net_pts"": 140.52, ""PF"": 1.022, ""avg_R"": -0.1128}, {""year"": 2021, ""n"": 229, ""net_pts"": 1275.85, ""PF"": 1.2262, ""avg_R"": 0.0679}, {""year"": 2022, ""n"": 249, ""net_pts"": 556.62, ""PF"": 1.0594, ""avg_R"": -0.0006}, {""year"": 2023, ""n"": 227, ""net_pts"": -79.8, ""PF"": 0.9873, ""avg_R"": 0.0321}, {""year"": 2024, ""n"": 240, ""net_pts"": -2284.08, ""PF"": 0.7574, ""avg_R"": -0.1657}, {""year"": 2025, ""n"": 222, ""net_pts"": 111.86, ""PF"": 1.0112, ""avg_R"": 0.0359}, {""year"": 2026, ""n"": 94, ""net_pts"": 1968.76, ""PF"": 1.5108, ""avg_R"": 0.1432}]"
simple|scale=S1_range30m|gamma=+0.30|a=1.75|b=2.00,simple,S1_range30m,0.3,1.75,2.0,3144,1911,1233,699,592,620,0.5054945054945055,-412.9,-0.2161,1.3153,-0.0367,0.0133,0.9931,0.905,-4560.22,-95.7534,"[{""year"": 2018, ""n"": 230, ""net_pts"": -1305.46, ""PF"": 0.6969, ""avg_R"": -0.0864}, {""year"": 2019, ""n"": 225, ""net_pts"": -589.0, ""PF"": 0.816, ""avg_R"": -0.1414}, {""year"": 2020, ""n"": 220, ""net_pts"": 611.19, ""PF"": 1.0997, ""avg_R"": -0.0865}, {""year"": 2021, ""n"": 223, ""net_pts"": 1164.06, ""PF"": 1.2051, ""avg_R"": 0.0541}, {""year"": 2022, ""n"": 247, ""net_pts"": 621.88, ""PF"": 1.0648, ""avg_R"": -0.0026}, {""year"": 2023, ""n"": 219, ""net_pts"": -174.7, ""PF"": 0.9728, ""avg_R"": 0.0359}, {""year"": 2024, ""n"": 236, ""net_pts"": -2565.89, ""PF"": 0.7392, ""avg_R"": -0.142}, {""year"": 2025, ""n"": 217, ""net_pts"": 165.17, ""PF"": 1.0163, ""avg_R"": 0.0269}, {""year"": 2026, ""n"": 94, ""net_pts"": 1659.86, ""PF"": 1.3987, ""avg_R"": 0.0964}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=0.50,simple,S1_range30m,0.3,2.0,0.5,3144,2401,743,334,1736,331,0.24489795918367346,-3628.44,-1.5112,-12.25,-0.127,-1.0392,0.9185,0.8425,-4898.45,-335.038,"[{""year"": 2018, ""n"": 296, ""net_pts"": -1034.69, ""PF"": 0.677, ""avg_R"": -0.187}, {""year"": 2019, ""n"": 274, ""net_pts"": -639.23, ""PF"": 0.7309, ""avg_R"": -0.362}, {""year"": 2020, ""n"": 283, ""net_pts"": 30.66, ""PF"": 1.0062, ""avg_R"": -0.2212}, {""year"": 2021, ""n"": 278, ""net_pts"": 1588.11, ""PF"": 1.3627, ""avg_R"": 0.1944}, {""year"": 2022, ""n"": 304, ""net_pts"": -31.74, ""PF"": 0.9955, ""avg_R"": -0.0254}, {""year"": 2023, ""n"": 282, ""net_pts"": 335.47, ""PF"": 1.0755, ""avg_R"": -0.1068}, {""year"": 2024, ""n"": 306, ""net_pts"": -1283.9, ""PF"": 0.8043, ""avg_R"": -0.2769}, {""year"": 2025, ""n"": 267, ""net_pts"": -2714.43, ""PF"": 0.6629, ""avg_R"": -0.1147}, {""year"": 2026, ""n"": 111, ""net_pts"": 121.29, ""PF"": 1.0354, ""avg_R"": 0.102}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=0.75,simple,S1_range30m,0.3,2.0,0.75,3144,2236,908,421,1398,417,0.3161896243291592,-2762.64,-1.2355,-14.0,-0.0958,-1.0207,0.9462,0.8619,-4056.31,-246.7157,"[{""year"": 2018, ""n"": 278, ""net_pts"": -992.59, ""PF"": 0.7334, ""avg_R"": -0.1653}, {""year"": 2019, ""n"": 259, ""net_pts"": -643.34, ""PF"": 0.7632, ""avg_R"": -0.2652}, {""year"": 2020, ""n"": 261, ""net_pts"": -334.36, ""PF"": 0.9431, ""avg_R"": -0.2342}, {""year"": 2021, ""n"": 266, ""net_pts"": 1158.89, ""PF"": 1.2133, ""avg_R"": 0.0657}, {""year"": 2022, ""n"": 282, ""net_pts"": 765.65, ""PF"": 1.0967, ""avg_R"": 0.0489}, {""year"": 2023, ""n"": 256, ""net_pts"": -52.41, ""PF"": 0.9898, ""avg_R"": -0.0497}, {""year"": 2024, ""n"": 279, ""net_pts"": -1421.95, ""PF"": 0.8146, ""avg_R"": -0.2235}, {""year"": 2025, ""n"": 250, ""net_pts"": -1926.27, ""PF"": 0.7895, ""avg_R"": -0.0568}, {""year"": 2026, ""n"": 105, ""net_pts"": 683.73, ""PF"": 1.1814, ""avg_R"": 0.1856}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=1.00,simple,S1_range30m,0.3,2.0,1.0,3144,2115,1029,484,1137,494,0.3702127659574468,-3789.44,-1.7917,-14.0142,-0.073,-1.0093,0.9318,0.8793,-4974.18,-195.9817,"[{""year"": 2018, ""n"": 257, ""net_pts"": -1042.34, ""PF"": 0.7298, ""avg_R"": -0.1347}, {""year"": 2019, ""n"": 249, ""net_pts"": -339.58, ""PF"": 0.8792, ""avg_R"": -0.1797}, {""year"": 2020, ""n"": 245, ""net_pts"": 86.85, ""PF"": 1.0141, ""avg_R"": -0.1292}, {""year"": 2021, ""n"": 251, ""net_pts"": 426.4, ""PF"": 1.0711, ""avg_R"": 0.0148}, {""year"": 2022, ""n"": 270, ""net_pts"": -451.5, ""PF"": 0.9515, ""avg_R"": -0.0202}, {""year"": 2023, ""n"": 245, ""net_pts"": -262.18, ""PF"": 0.9525, ""avg_R"": -0.0354}, {""year"": 2024, ""n"": 262, ""net_pts"": -957.79, ""PF"": 0.8806, ""avg_R"": -0.1656}, {""year"": 2025, ""n"": 235, ""net_pts"": -1939.76, ""PF"": 0.8009, ""avg_R"": -0.031}, {""year"": 2026, ""n"": 101, ""net_pts"": 690.48, ""PF"": 1.1666, ""avg_R"": 0.1747}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=1.25,simple,S1_range30m,0.3,2.0,1.25,3144,2053,1091,535,960,558,0.41013151485630783,-2546.14,-1.2402,-13.2764,-0.0577,-0.5367,0.9564,0.8926,-5134.61,-173.4093,"[{""year"": 2018, ""n"": 247, ""net_pts"": -1186.54, ""PF"": 0.7156, ""avg_R"": -0.0964}, {""year"": 2019, ""n"": 243, ""net_pts"": -382.9, ""PF"": 0.8708, ""avg_R"": -0.1888}, {""year"": 2020, ""n"": 238, ""net_pts"": -359.83, ""PF"": 0.9457, ""avg_R"": -0.139}, {""year"": 2021, ""n"": 244, ""net_pts"": 652.15, ""PF"": 1.1066, ""avg_R"": 0.0173}, {""year"": 2022, ""n"": 260, ""net_pts"": -503.22, ""PF"": 0.9486, ""avg_R"": -0.0345}, {""year"": 2023, ""n"": 239, ""net_pts"": -5.9, ""PF"": 0.999, ""avg_R"": 0.0145}, {""year"": 2024, ""n"": 251, ""net_pts"": -1762.95, ""PF"": 0.8024, ""avg_R"": -0.19}, {""year"": 2025, ""n"": 230, ""net_pts"": -809.63, ""PF"": 0.9177, ""avg_R"": 0.0318}, {""year"": 2026, ""n"": 101, ""net_pts"": 1812.68, ""PF"": 1.4331, ""avg_R"": 0.2572}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=1.50,simple,S1_range30m,0.3,2.0,1.5,3144,1989,1155,576,820,593,0.44394167923579686,652.32,0.328,-11.0,-0.0419,-0.2336,1.0111,0.9131,-3542.37,-127.6151,"[{""year"": 2018, ""n"": 239, ""net_pts"": -1204.8, ""PF"": 0.7232, ""avg_R"": -0.0852}, {""year"": 2019, ""n"": 231, ""net_pts"": -449.11, ""PF"": 0.8504, ""avg_R"": -0.1852}, {""year"": 2020, ""n"": 231, ""net_pts"": -211.07, ""PF"": 0.9689, ""avg_R"": -0.1479}, {""year"": 2021, ""n"": 233, ""net_pts"": 1438.28, ""PF"": 1.2499, ""avg_R"": 0.0714}, {""year"": 2022, ""n"": 254, ""net_pts"": 629.47, ""PF"": 1.0671, ""avg_R"": 0.0117}, {""year"": 2023, ""n"": 233, ""net_pts"": -34.47, ""PF"": 0.9945, ""avg_R"": 0.0196}, {""year"": 2024, ""n"": 246, ""net_pts"": -1522.7, ""PF"": 0.8307, ""avg_R"": -0.1601}, {""year"": 2025, ""n"": 225, ""net_pts"": -396.84, ""PF"": 0.9612, ""avg_R"": 0.0313}, {""year"": 2026, ""n"": 97, ""net_pts"": 2403.56, ""PF"": 1.5971, ""avg_R"": 0.2289}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=1.75,simple,S1_range30m,0.3,2.0,1.75,3144,1942,1202,605,700,637,0.4691040164778579,1989.32,1.0244,-7.125,-0.0337,-0.0933,1.0337,0.9227,-3861.07,-112.2261,"[{""year"": 2018, ""n"": 231, ""net_pts"": -1258.78, ""PF"": 0.7089, ""avg_R"": -0.0981}, {""year"": 2019, ""n"": 229, ""net_pts"": -526.84, ""PF"": 0.8337, ""avg_R"": -0.1806}, {""year"": 2020, ""n"": 226, ""net_pts"": 99.76, ""PF"": 1.0148, ""avg_R"": -0.112}, {""year"": 2021, ""n"": 229, ""net_pts"": 1481.59, ""PF"": 1.2553, ""avg_R"": 0.0767}, {""year"": 2022, ""n"": 248, ""net_pts"": 1171.22, ""PF"": 1.1262, ""avg_R"": 0.0263}, {""year"": 2023, ""n"": 226, ""net_pts"": 18.41, ""PF"": 1.0029, ""avg_R"": 0.0292}, {""year"": 2024, ""n"": 238, ""net_pts"": -2117.71, ""PF"": 0.7779, ""avg_R"": -0.1727}, {""year"": 2025, ""n"": 221, ""net_pts"": 553.66, ""PF"": 1.0553, ""avg_R"": 0.0704}, {""year"": 2026, ""n"": 94, ""net_pts"": 2568.01, ""PF"": 1.6663, ""avg_R"": 0.1995}]"
simple|scale=S1_range30m|gamma=+0.30|a=2.00|b=2.00,simple,S1_range30m,0.3,2.0,2.0,3144,1901,1243,633,616,652,0.4918463966333509,1898.72,0.9988,-1.5672,-0.0275,-0.0178,1.0315,0.9314,-4287.98,-89.2179,"[{""year"": 2018, ""n"": 228, ""net_pts"": -1282.58, ""PF"": 0.7074, ""avg_R"": -0.0984}, {""year"": 2019, ""n"": 224, ""net_pts"": -569.45, ""PF"": 0.8266, ""avg_R"": -0.1395}, {""year"": 2020, ""n"": 217, ""net_pts"": 491.92, ""PF"": 1.0755, ""avg_R"": -0.0907}, {""year"": 2021, ""n"": 223, ""net_pts"": 1432.47, ""PF"": 1.2461, ""avg_R"": 0.0673}, {""year"": 2022, ""n"": 246, ""net_pts"": 1294.23, ""PF"": 1.1363, ""avg_R"": 0.0226}, {""year"": 2023, ""n"": 218, ""net_pts"": 26.28, ""PF"": 1.004, ""avg_R"": 0.0394}, {""year"": 2024, ""n"": 234, ""net_pts"": -2385.57, ""PF"": 0.7609, ""avg_R"": -0.1469}, {""year"": 2025, ""n"": 217, ""net_pts"": 632.31, ""PF"": 1.062, ""avg_R"": 0.0583}, {""year"": 2026, ""n"": 94, ""net_pts"": 2259.11, ""PF"": 1.5427, ""avg_R"": 0.1456}]"
simple|scale=S1_range30m|gamma=-0.15|a=0.50|b=0.50,simple,S1_range30m,-0.15,0.5,0.5,3144,2527,617,1170,1282,75,0.47566284131381087,-3365.33,-1.3317,-4.5,-0.1238,-1.0097,0.8953,0.7801,-3942.5,-328.9071,"[{""year"": 2018, ""n"": 306, ""net_pts"": -877.2, ""PF"": 0.6152, ""avg_R"": -0.2622}, {""year"": 2019, ""n"": 281, ""net_pts"": -615.19, ""PF"": 0.6399, ""avg_R"": -0.3508}, {""year"": 2020, ""n"": 296, ""net_pts"": -322.0, ""PF"": 0.9061, ""avg_R"": -0.132}, {""year"": 2021, ""n"": 290, ""net_pts"": -206.4, ""PF"": 0.9352, ""avg_R"": -0.0814}, {""year"": 2022, ""n"": 317, ""net_pts"": -436.93, ""PF"": 0.9191, ""avg_R"": -0.009}, {""year"": 2023, ""n"": 301, ""net_pts"": -315.2, ""PF"": 0.9082, ""avg_R"": -0.1145}, {""year"": 2024, ""n"": 330, ""net_pts"": -559.77, ""PF"": 0.8832, ""avg_R"": -0.1084}, {""year"": 2025, ""n"": 286, ""net_pts"": -117.78, ""PF"": 0.978, ""avg_R"": -0.0084}, {""year"": 2026, ""n"": 120, ""net_pts"": 85.15, ""PF"": 1.0334, ""avg_R"": 0.0336}]"
