candidate_id,family,scale,gamma,a_tp_mult,b_sl_mult,qualifying_touches,executed,skipped_position_open,TP,SL,cutoff,win_rate,net_pts,avg_pnl,median_pnl,avg_R,median_R,PF_pts,PF_R,max_dd_pts,max_dd_R,yearly_json
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.50|b=1.50,simple,S3_prevsessrange,0.15,0.5,1.5,3331,1568,1763,531,53,984,0.5350765306122449,-1146.56,-0.7312,7.5613,-0.0112,0.0235,0.9848,0.921,-6605.64,-27.4114,"[{""year"": 2018, ""n"": 191, ""net_pts"": -988.05, ""PF"": 0.8185, ""avg_R"": -0.0544}, {""year"": 2019, ""n"": 177, ""net_pts"": -391.96, ""PF"": 0.8958, ""avg_R"": -0.0219}, {""year"": 2020, ""n"": 194, ""net_pts"": 527.77, ""PF"": 1.0604, ""avg_R"": -0.0045}, {""year"": 2021, ""n"": 173, ""net_pts"": 701.44, ""PF"": 1.1067, ""avg_R"": 0.0055}, {""year"": 2022, ""n"": 203, ""net_pts"": -1484.87, ""PF"": 0.893, ""avg_R"": -0.0225}, {""year"": 2023, ""n"": 186, ""net_pts"": -487.11, ""PF"": 0.9357, ""avg_R"": -0.0051}, {""year"": 2024, ""n"": 183, ""net_pts"": -2244.47, ""PF"": 0.8104, ""avg_R"": -0.0337}, {""year"": 2025, ""n"": 183, ""net_pts"": 1479.71, ""PF"": 1.1187, ""avg_R"": 0.0312}, {""year"": 2026, ""n"": 78, ""net_pts"": 1740.99, ""PF"": 1.3357, ""avg_R"": 0.0331}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.50|b=1.75,simple,S3_prevsessrange,0.15,0.5,1.75,3331,1560,1771,529,29,1002,0.5365384615384615,-925.04,-0.593,7.7585,-0.0082,0.022,0.9877,0.9319,-6673.87,-21.7301,"[{""year"": 2018, ""n"": 191, ""net_pts"": -927.35, ""PF"": 0.8285, ""avg_R"": -0.0393}, {""year"": 2019, ""n"": 177, ""net_pts"": -259.51, ""PF"": 0.9285, ""avg_R"": -0.0146}, {""year"": 2020, ""n"": 192, ""net_pts"": 482.03, ""PF"": 1.0554, ""avg_R"": -0.0013}, {""year"": 2021, ""n"": 173, ""net_pts"": 958.27, ""PF"": 1.151, ""avg_R"": 0.01}, {""year"": 2022, ""n"": 203, ""net_pts"": -1559.31, ""PF"": 0.8882, ""avg_R"": -0.0199}, {""year"": 2023, ""n"": 185, ""net_pts"": -543.42, ""PF"": 0.9288, ""avg_R"": -0.0057}, {""year"": 2024, ""n"": 179, ""net_pts"": -2611.33, ""PF"": 0.7828, ""avg_R"": -0.0376}, {""year"": 2025, ""n"": 182, ""net_pts"": 1917.33, ""PF"": 1.1593, ""avg_R"": 0.0304}, {""year"": 2026, ""n"": 78, ""net_pts"": 1618.24, ""PF"": 1.3048, ""avg_R"": 0.0265}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.50|b=2.00,simple,S3_prevsessrange,0.15,0.5,2.0,3331,1552,1779,528,21,1003,0.5367268041237113,-814.42,-0.5248,7.7585,-0.0072,0.0198,0.9891,0.9318,-6384.64,-19.0371,"[{""year"": 2018, ""n"": 189, ""net_pts"": -986.73, ""PF"": 0.8191, ""avg_R"": -0.0371}, {""year"": 2019, ""n"": 177, ""net_pts"": -287.2, ""PF"": 0.9215, ""avg_R"": -0.0141}, {""year"": 2020, ""n"": 192, ""net_pts"": 446.37, ""PF"": 1.0511, ""avg_R"": -0.0013}, {""year"": 2021, ""n"": 173, ""net_pts"": 892.77, ""PF"": 1.1392, ""avg_R"": 0.0066}, {""year"": 2022, ""n"": 202, ""net_pts"": -1239.37, ""PF"": 0.909, ""avg_R"": -0.0147}, {""year"": 2023, ""n"": 184, ""net_pts"": -580.24, ""PF"": 0.9242, ""avg_R"": -0.0056}, {""year"": 2024, ""n"": 177, ""net_pts"": -2546.48, ""PF"": 0.7864, ""avg_R"": -0.0297}, {""year"": 2025, ""n"": 181, ""net_pts"": 1832.54, ""PF"": 1.1529, ""avg_R"": 0.0268}, {""year"": 2026, ""n"": 77, ""net_pts"": 1653.91, ""PF"": 1.3137, ""avg_R"": 0.0239}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=0.50,simple,S3_prevsessrange,0.15,0.75,0.5,3331,1763,1568,286,537,940,0.43959160521837776,-862.17,-0.489,-13.75,-0.0309,-0.1535,0.989,0.9225,-3906.5,-69.0471,"[{""year"": 2018, ""n"": 227, ""net_pts"": -638.94, ""PF"": 0.8793, ""avg_R"": -0.1349}, {""year"": 2019, ""n"": 199, ""net_pts"": -435.36, ""PF"": 0.892, ""avg_R"": -0.0668}, {""year"": 2020, ""n"": 214, ""net_pts"": 1437.97, ""PF"": 1.1724, ""avg_R"": 0.0332}, {""year"": 2021, ""n"": 192, ""net_pts"": -748.7, ""PF"": 0.9108, ""avg_R"": -0.0479}, {""year"": 2022, ""n"": 229, ""net_pts"": -375.55, ""PF"": 0.9727, ""avg_R"": -0.0156}, {""year"": 2023, ""n"": 208, ""net_pts"": 34.68, ""PF"": 1.0044, ""avg_R"": -0.0032}, {""year"": 2024, ""n"": 213, ""net_pts"": -1687.05, ""PF"": 0.8551, ""avg_R"": -0.0711}, {""year"": 2025, ""n"": 198, ""net_pts"": 1619.62, ""PF"": 1.1244, ""avg_R"": 0.0581}, {""year"": 2026, ""n"": 83, ""net_pts"": -68.81, ""PF"": 0.9889, ""avg_R"": -0.0074}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=0.75,simple,S3_prevsessrange,0.15,0.75,0.75,3331,1634,1697,302,275,1057,0.4773561811505508,671.34,0.4109,-3.8586,-0.0105,-0.0249,1.0086,0.9628,-4077.71,-38.4747,"[{""year"": 2018, ""n"": 206, ""net_pts"": -774.47, ""PF"": 0.8586, ""avg_R"": -0.0886}, {""year"": 2019, ""n"": 185, ""net_pts"": -406.86, ""PF"": 0.8975, ""avg_R"": -0.0511}, {""year"": 2020, ""n"": 204, ""net_pts"": 986.45, ""PF"": 1.1109, ""avg_R"": -0.0019}, {""year"": 2021, ""n"": 180, ""net_pts"": 279.94, ""PF"": 1.0371, ""avg_R"": 0.0152}, {""year"": 2022, ""n"": 210, ""net_pts"": -1688.94, ""PF"": 0.888, ""avg_R"": -0.0402}, {""year"": 2023, ""n"": 193, ""net_pts"": 1139.65, ""PF"": 1.1582, ""avg_R"": 0.0489}, {""year"": 2024, ""n"": 190, ""net_pts"": -2385.93, ""PF"": 0.8038, ""avg_R"": -0.0577}, {""year"": 2025, ""n"": 186, ""net_pts"": 3350.65, ""PF"": 1.2921, ""avg_R"": 0.089}, {""year"": 2026, ""n"": 80, ""net_pts"": 170.85, ""PF"": 1.0282, ""avg_R"": 0.0199}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=1.00,simple,S3_prevsessrange,0.15,0.75,1.0,3331,1565,1766,298,164,1103,0.49329073482428115,-226.75,-0.1449,-1.3522,-0.0122,-0.0049,0.9971,0.9454,-4917.79,-33.5831,"[{""year"": 2018, ""n"": 190, ""net_pts"": -909.78, ""PF"": 0.8371, ""avg_R"": -0.08}, {""year"": 2019, ""n"": 176, ""net_pts"": -352.8, ""PF"": 0.9096, ""avg_R"": -0.0339}, {""year"": 2020, ""n"": 195, ""net_pts"": 963.11, ""PF"": 1.1101, ""avg_R"": 0.0027}, {""year"": 2021, ""n"": 175, ""net_pts"": 273.16, ""PF"": 1.0386, ""avg_R"": 0.0073}, {""year"": 2022, ""n"": 206, ""net_pts"": -1704.43, ""PF"": 0.8873, ""avg_R"": -0.0328}, {""year"": 2023, ""n"": 183, ""net_pts"": 753.71, ""PF"": 1.1016, ""avg_R"": 0.0281}, {""year"": 2024, ""n"": 181, ""net_pts"": -2577.88, ""PF"": 0.7921, ""avg_R"": -0.0562}, {""year"": 2025, ""n"": 184, ""net_pts"": 2444.51, ""PF"": 1.1998, ""avg_R"": 0.0498}, {""year"": 2026, ""n"": 75, ""net_pts"": 883.65, ""PF"": 1.1559, ""avg_R"": 0.0389}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=1.25,simple,S3_prevsessrange,0.15,0.75,1.25,3331,1534,1797,302,88,1144,0.5026075619295959,935.38,0.6098,0.4626,-0.0066,0.0023,1.0121,0.9633,-4268.34,-24.5115,"[{""year"": 2018, ""n"": 186, ""net_pts"": -949.03, ""PF"": 0.8295, ""avg_R"": -0.0685}, {""year"": 2019, ""n"": 171, ""net_pts"": -251.22, ""PF"": 0.933, ""avg_R"": -0.0194}, {""year"": 2020, ""n"": 191, ""net_pts"": 1020.51, ""PF"": 1.1147, ""avg_R"": 0.0072}, {""year"": 2021, ""n"": 172, ""net_pts"": 246.67, ""PF"": 1.0351, ""avg_R"": 0.0029}, {""year"": 2022, ""n"": 202, ""net_pts"": -1422.19, ""PF"": 0.903, ""avg_R"": -0.0238}, {""year"": 2023, ""n"": 181, ""net_pts"": 499.49, ""PF"": 1.0651, ""avg_R"": 0.0169}, {""year"": 2024, ""n"": 176, ""net_pts"": -1992.97, ""PF"": 0.8301, ""avg_R"": -0.0378}, {""year"": 2025, ""n"": 180, ""net_pts"": 3261.73, ""PF"": 1.2766, ""avg_R"": 0.0601}, {""year"": 2026, ""n"": 75, ""net_pts"": 522.39, ""PF"": 1.0866, ""avg_R"": 0.0218}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=1.50,simple,S3_prevsessrange,0.15,0.75,1.5,3331,1510,1821,300,57,1153,0.5019867549668874,298.42,0.1976,0.4626,-0.0086,0.0019,1.0039,0.9443,-5036.36,-24.9108,"[{""year"": 2018, ""n"": 183, ""net_pts"": -957.98, ""PF"": 0.8275, ""avg_R"": -0.055}, {""year"": 2019, ""n"": 166, ""net_pts"": -479.19, ""PF"": 0.8758, ""avg_R"": -0.0271}, {""year"": 2020, ""n"": 187, ""net_pts"": 833.28, ""PF"": 1.0932, ""avg_R"": -0.0005}, {""year"": 2021, ""n"": 170, ""net_pts"": 151.63, ""PF"": 1.0215, ""avg_R"": -0.0005}, {""year"": 2022, ""n"": 198, ""net_pts"": -1635.23, ""PF"": 0.8894, ""avg_R"": -0.0233}, {""year"": 2023, ""n"": 180, ""net_pts"": 533.38, ""PF"": 1.07, ""avg_R"": 0.0136}, {""year"": 2024, ""n"": 173, ""net_pts"": -2099.68, ""PF"": 0.8234, ""avg_R"": -0.0355}, {""year"": 2025, ""n"": 178, ""net_pts"": 2706.39, ""PF"": 1.2225, ""avg_R"": 0.0422}, {""year"": 2026, ""n"": 75, ""net_pts"": 1245.82, ""PF"": 1.2345, ""avg_R"": 0.0347}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=1.75,simple,S3_prevsessrange,0.15,0.75,1.75,3331,1503,1828,299,32,1172,0.5029940119760479,486.6,0.3237,0.9696,-0.0063,0.0025,1.0063,0.952,-4819.35,-20.2197,"[{""year"": 2018, ""n"": 183, ""net_pts"": -924.59, ""PF"": 0.8328, ""avg_R"": -0.0423}, {""year"": 2019, ""n"": 166, ""net_pts"": -337.01, ""PF"": 0.9093, ""avg_R"": -0.0185}, {""year"": 2020, ""n"": 185, ""net_pts"": 763.29, ""PF"": 1.0857, ""avg_R"": 0.0022}, {""year"": 2021, ""n"": 170, ""net_pts"": 404.47, ""PF"": 1.0594, ""avg_R"": 0.0042}, {""year"": 2022, ""n"": 198, ""net_pts"": -1709.66, ""PF"": 0.8849, ""avg_R"": -0.0206}, {""year"": 2023, ""n"": 179, ""net_pts"": 477.07, ""PF"": 1.0621, ""avg_R"": 0.0104}, {""year"": 2024, ""n"": 170, ""net_pts"": -2441.56, ""PF"": 0.7978, ""avg_R"": -0.0387}, {""year"": 2025, ""n"": 177, ""net_pts"": 3131.51, ""PF"": 1.2668, ""avg_R"": 0.0392}, {""year"": 2026, ""n"": 75, ""net_pts"": 1123.07, ""PF"": 1.2066, ""avg_R"": 0.0278}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=0.75|b=2.00,simple,S3_prevsessrange,0.15,0.75,2.0,3331,1494,1837,299,24,1171,0.5033467202141901,606.44,0.4059,0.9772,-0.0054,0.0024,1.0079,0.9528,-4775.98,-17.9399,"[{""year"": 2018, ""n"": 180, ""net_pts"": -979.06, ""PF"": 0.8244, ""avg_R"": -0.0398}, {""year"": 2019, ""n"": 166, ""net_pts"": -364.7, ""PF"": 0.9026, ""avg_R"": -0.0176}, {""year"": 2020, ""n"": 185, ""net_pts"": 727.63, ""PF"": 1.0814, ""avg_R"": 0.0018}, {""year"": 2021, ""n"": 170, ""net_pts"": 379.22, ""PF"": 1.0553, ""avg_R"": 0.0088}, {""year"": 2022, ""n"": 197, ""net_pts"": -1389.72, ""PF"": 0.9043, ""avg_R"": -0.0153}, {""year"": 2023, ""n"": 178, ""net_pts"": 440.26, ""PF"": 1.0571, ""avg_R"": 0.0085}, {""year"": 2024, ""n"": 167, ""net_pts"": -2609.81, ""PF"": 0.785, ""avg_R"": -0.0392}, {""year"": 2025, ""n"": 177, ""net_pts"": 3243.89, ""PF"": 1.2791, ""avg_R"": 0.0357}, {""year"": 2026, ""n"": 74, ""net_pts"": 1158.74, ""PF"": 1.2146, ""avg_R"": 0.0251}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=0.50,simple,S3_prevsessrange,0.15,1.0,0.5,3331,1739,1592,173,544,1022,0.4261069580218516,-540.38,-0.3107,-16.0,-0.026,-0.1778,0.9932,0.9364,-4843.59,-57.7739,"[{""year"": 2018, ""n"": 222, ""net_pts"": -617.92, ""PF"": 0.8821, ""avg_R"": -0.1365}, {""year"": 2019, ""n"": 197, ""net_pts"": -170.08, ""PF"": 0.9577, ""avg_R"": -0.0493}, {""year"": 2020, ""n"": 210, ""net_pts"": 1736.82, ""PF"": 1.2072, ""avg_R"": 0.0554}, {""year"": 2021, ""n"": 189, ""net_pts"": -534.22, ""PF"": 0.9368, ""avg_R"": -0.0471}, {""year"": 2022, ""n"": 223, ""net_pts"": -1514.29, ""PF"": 0.8919, ""avg_R"": -0.0498}, {""year"": 2023, ""n"": 206, ""net_pts"": -151.0, ""PF"": 0.981, ""avg_R"": -0.0073}, {""year"": 2024, ""n"": 213, ""net_pts"": -820.4, ""PF"": 0.9294, ""avg_R"": -0.0203}, {""year"": 2025, ""n"": 196, ""net_pts"": 1306.41, ""PF"": 1.099, ""avg_R"": 0.0446}, {""year"": 2026, ""n"": 83, ""net_pts"": 224.3, ""PF"": 1.0355, ""avg_R"": 0.0035}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=0.75,simple,S3_prevsessrange,0.15,1.0,0.75,3331,1606,1725,183,280,1143,0.4613947696139477,-29.96,-0.0187,-7.6088,-0.0104,-0.0561,0.9996,0.9644,-4902.37,-35.4594,"[{""year"": 2018, ""n"": 201, ""net_pts"": -723.39, ""PF"": 0.8667, ""avg_R"": -0.085}, {""year"": 2019, ""n"": 183, ""net_pts"": -163.8, ""PF"": 0.9587, ""avg_R"": -0.043}, {""year"": 2020, ""n"": 199, ""net_pts"": 662.97, ""PF"": 1.0719, ""avg_R"": -0.0025}, {""year"": 2021, ""n"": 177, ""net_pts"": 524.83, ""PF"": 1.0688, ""avg_R"": 0.0212}, {""year"": 2022, ""n"": 203, ""net_pts"": -2500.37, ""PF"": 0.8359, ""avg_R"": -0.0549}, {""year"": 2023, ""n"": 190, ""net_pts"": 782.96, ""PF"": 1.1059, ""avg_R"": 0.0354}, {""year"": 2024, ""n"": 190, ""net_pts"": -1613.85, ""PF"": 0.8669, ""avg_R"": -0.024}, {""year"": 2025, ""n"": 183, ""net_pts"": 2597.62, ""PF"": 1.2215, ""avg_R"": 0.0637}, {""year"": 2026, ""n"": 80, ""net_pts"": 403.06, ""PF"": 1.0652, ""avg_R"": 0.0281}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=1.00,simple,S3_prevsessrange,0.15,1.0,1.0,3331,1537,1794,180,168,1189,0.47755367599219256,-809.28,-0.5265,-3.9515,-0.0125,-0.0199,0.9898,0.9462,-5708.43,-32.0024,"[{""year"": 2018, ""n"": 186, ""net_pts"": -882.67, ""PF"": 0.8409, ""avg_R"": -0.0793}, {""year"": 2019, ""n"": 174, ""net_pts"": -91.98, ""PF"": 0.9764, ""avg_R"": -0.0275}, {""year"": 2020, ""n"": 190, ""net_pts"": 441.13, ""PF"": 1.0486, ""avg_R"": -0.0023}, {""year"": 2021, ""n"": 172, ""net_pts"": 258.27, ""PF"": 1.0358, ""avg_R"": 0.0026}, {""year"": 2022, ""n"": 200, ""net_pts"": -2586.92, ""PF"": 0.8306, ""avg_R"": -0.0451}, {""year"": 2023, ""n"": 179, ""net_pts"": 441.47, ""PF"": 1.0579, ""avg_R"": 0.0179}, {""year"": 2024, ""n"": 181, ""net_pts"": -1699.8, ""PF"": 0.8626, ""avg_R"": -0.0271}, {""year"": 2025, ""n"": 181, ""net_pts"": 1951.78, ""PF"": 1.1577, ""avg_R"": 0.04}, {""year"": 2026, ""n"": 74, ""net_pts"": 1359.45, ""PF"": 1.2397, ""avg_R"": 0.0523}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=1.25,simple,S3_prevsessrange,0.15,1.0,1.25,3331,1505,1826,182,89,1234,0.4857142857142857,82.29,0.0547,-2.3876,-0.0077,-0.0079,1.0011,0.9587,-5493.47,-24.3542,"[{""year"": 2018, ""n"": 182, ""net_pts"": -923.72, ""PF"": 0.8326, ""avg_R"": -0.0699}, {""year"": 2019, ""n"": 169, ""net_pts"": 3.59, ""PF"": 1.001, ""avg_R"": -0.0152}, {""year"": 2020, ""n"": 186, ""net_pts"": 571.78, ""PF"": 1.062, ""avg_R"": 0.0053}, {""year"": 2021, ""n"": 169, ""net_pts"": 205.53, ""PF"": 1.0286, ""avg_R"": -0.0021}, {""year"": 2022, ""n"": 196, ""net_pts"": -2563.53, ""PF"": 0.827, ""avg_R"": -0.0378}, {""year"": 2023, ""n"": 177, ""net_pts"": 191.38, ""PF"": 1.0245, ""avg_R"": 0.0084}, {""year"": 2024, ""n"": 176, ""net_pts"": -1093.57, ""PF"": 0.9065, ""avg_R"": -0.0125}, {""year"": 2025, ""n"": 176, ""net_pts"": 2692.63, ""PF"": 1.2252, ""avg_R"": 0.0498}, {""year"": 2026, ""n"": 74, ""net_pts"": 998.19, ""PF"": 1.1654, ""avg_R"": 0.0324}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=1.50,simple,S3_prevsessrange,0.15,1.0,1.5,3331,1481,1850,180,58,1243,0.48480756245779877,-548.06,-0.3701,-2.471,-0.0096,-0.0069,0.993,0.9397,-6284.32,-25.3258,"[{""year"": 2018, ""n"": 179, ""net_pts"": -918.17, ""PF"": 0.8328, ""avg_R"": -0.0551}, {""year"": 2019, ""n"": 164, ""net_pts"": -253.62, ""PF"": 0.9344, ""avg_R"": -0.0256}, {""year"": 2020, ""n"": 182, ""net_pts"": 363.05, ""PF"": 1.0392, ""avg_R"": -0.0032}, {""year"": 2021, ""n"": 167, ""net_pts"": 107.74, ""PF"": 1.0149, ""avg_R"": -0.0057}, {""year"": 2022, ""n"": 192, ""net_pts"": -2776.57, ""PF"": 0.814, ""avg_R"": -0.0353}, {""year"": 2023, ""n"": 176, ""net_pts"": 270.89, ""PF"": 1.0351, ""avg_R"": 0.0088}, {""year"": 2024, ""n"": 173, ""net_pts"": -1200.29, ""PF"": 0.8988, ""avg_R"": -0.0141}, {""year"": 2025, ""n"": 174, ""net_pts"": 2137.29, ""PF"": 1.1734, ""avg_R"": 0.0333}, {""year"": 2026, ""n"": 74, ""net_pts"": 1721.61, ""PF"": 1.3238, ""avg_R"": 0.0437}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=1.75,simple,S3_prevsessrange,0.15,1.0,1.75,3331,1474,1857,181,35,1258,0.4864314789687924,-218.65,-0.1483,-2.3039,-0.0069,-0.0053,0.9972,0.9494,-6026.69,-20.1766,"[{""year"": 2018, ""n"": 179, ""net_pts"": -900.41, ""PF"": 0.8358, ""avg_R"": -0.0432}, {""year"": 2019, ""n"": 164, ""net_pts"": -117.44, ""PF"": 0.9685, ""avg_R"": -0.018}, {""year"": 2020, ""n"": 180, ""net_pts"": 415.31, ""PF"": 1.045, ""avg_R"": 0.0028}, {""year"": 2021, ""n"": 167, ""net_pts"": 435.1, ""PF"": 1.062, ""avg_R"": 0.0028}, {""year"": 2022, ""n"": 192, ""net_pts"": -2851.0, ""PF"": 0.81, ""avg_R"": -0.0309}, {""year"": 2023, ""n"": 175, ""net_pts"": 192.93, ""PF"": 1.0247, ""avg_R"": 0.0053}, {""year"": 2024, ""n"": 170, ""net_pts"": -1554.41, ""PF"": 0.871, ""avg_R"": -0.0208}, {""year"": 2025, ""n"": 173, ""net_pts"": 2562.41, ""PF"": 1.2153, ""avg_R"": 0.0317}, {""year"": 2026, ""n"": 74, ""net_pts"": 1598.86, ""PF"": 1.294, ""avg_R"": 0.0355}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.00|b=2.00,simple,S3_prevsessrange,0.15,1.0,2.0,3331,1463,1868,180,27,1256,0.48667122351332875,-227.66,-0.1556,-2.2623,-0.0064,-0.0044,0.9971,0.9463,-6110.18,-18.5869,"[{""year"": 2018, ""n"": 176, ""net_pts"": -954.88, ""PF"": 0.8273, ""avg_R"": -0.0407}, {""year"": 2019, ""n"": 164, ""net_pts"": -151.14, ""PF"": 0.9599, ""avg_R"": -0.018}, {""year"": 2020, ""n"": 180, ""net_pts"": 379.65, ""PF"": 1.041, ""avg_R"": 0.0023}, {""year"": 2021, ""n"": 166, ""net_pts"": 300.35, ""PF"": 1.0424, ""avg_R"": 0.0048}, {""year"": 2022, ""n"": 191, ""net_pts"": -2531.06, ""PF"": 0.8276, ""avg_R"": -0.0243}, {""year"": 2023, ""n"": 173, ""net_pts"": 164.25, ""PF"": 1.021, ""avg_R"": 0.0044}, {""year"": 2024, ""n"": 167, ""net_pts"": -1744.16, ""PF"": 0.8559, ""avg_R"": -0.0241}, {""year"": 2025, ""n"": 173, ""net_pts"": 2674.79, ""PF"": 1.2269, ""avg_R"": 0.0291}, {""year"": 2026, ""n"": 73, ""net_pts"": 1634.53, ""PF"": 1.3025, ""avg_R"": 0.032}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.25|b=0.50,simple,S3_prevsessrange,0.15,1.25,0.5,3331,1718,1613,105,542,1071,0.42258440046565776,-233.23,-0.1358,-16.3741,-0.0197,-0.1816,0.997,0.9523,-4073.06,-46.9408,"[{""year"": 2018, ""n"": 220, ""net_pts"": -389.22, ""PF"": 0.9247, ""avg_R"": -0.1136}, {""year"": 2019, ""n"": 194, ""net_pts"": -342.47, ""PF"": 0.9141, ""avg_R"": -0.0531}, {""year"": 2020, ""n"": 205, ""net_pts"": 1385.89, ""PF"": 1.1641, ""avg_R"": 0.0525}, {""year"": 2021, ""n"": 187, ""net_pts"": -471.9, ""PF"": 0.9442, ""avg_R"": -0.0398}, {""year"": 2022, ""n"": 222, ""net_pts"": -1014.85, ""PF"": 0.9275, ""avg_R"": -0.0288}, {""year"": 2023, ""n"": 204, ""net_pts"": 465.72, ""PF"": 1.0599, ""avg_R"": 0.0302}, {""year"": 2024, ""n"": 210, ""net_pts"": -1337.29, ""PF"": 0.8847, ""avg_R"": -0.0344}, {""year"": 2025, ""n"": 195, ""net_pts"": 1526.2, ""PF"": 1.1154, ""avg_R"": 0.0469}, {""year"": 2026, ""n"": 81, ""net_pts"": -55.32, ""PF"": 0.9912, ""avg_R"": -0.0434}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.25|b=0.75,simple,S3_prevsessrange,0.15,1.25,0.75,3331,1588,1743,112,279,1197,0.45780856423173805,862.12,0.5429,-8.0083,-0.0036,-0.0612,1.011,0.9878,-3937.26,-31.398,"[{""year"": 2018, ""n"": 201, ""net_pts"": -501.02, ""PF"": 0.9071, ""avg_R"": -0.0696}, {""year"": 2019, ""n"": 180, ""net_pts"": -279.33, ""PF"": 0.9285, ""avg_R"": -0.0395}, {""year"": 2020, ""n"": 195, ""net_pts"": 927.24, ""PF"": 1.1011, ""avg_R"": 0.0078}, {""year"": 2021, ""n"": 175, ""net_pts"": 566.24, ""PF"": 1.0738, ""avg_R"": 0.0178}, {""year"": 2022, ""n"": 201, ""net_pts"": -1862.22, ""PF"": 0.8767, ""avg_R"": -0.0341}, {""year"": 2023, ""n"": 189, ""net_pts"": 1381.84, ""PF"": 1.1903, ""avg_R"": 0.0643}, {""year"": 2024, ""n"": 187, ""net_pts"": -2201.78, ""PF"": 0.8191, ""avg_R"": -0.0353}, {""year"": 2025, ""n"": 181, ""net_pts"": 2943.65, ""PF"": 1.2519, ""avg_R"": 0.0715}, {""year"": 2026, ""n"": 79, ""net_pts"": -112.5, ""PF"": 0.9821, ""avg_R"": -0.0117}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.25|b=1.00,simple,S3_prevsessrange,0.15,1.25,1.0,3331,1519,1812,111,168,1240,0.47531270572745227,99.56,0.0655,-4.2398,-0.0066,-0.0267,1.0013,0.9716,-4801.76,-24.6314,"[{""year"": 2018, ""n"": 186, ""net_pts"": -670.8, ""PF"": 0.8784, ""avg_R"": -0.0681}, {""year"": 2019, ""n"": 172, ""net_pts"": -143.36, ""PF"": 0.9625, ""avg_R"": -0.0206}, {""year"": 2020, ""n"": 186, ""net_pts"": 611.89, ""PF"": 1.0678, ""avg_R"": 0.0044}, {""year"": 2021, ""n"": 169, ""net_pts"": 387.54, ""PF"": 1.0538, ""avg_R"": 0.0048}, {""year"": 2022, ""n"": 198, ""net_pts"": -1861.73, ""PF"": 0.8766, ""avg_R"": -0.0273}, {""year"": 2023, ""n"": 178, ""net_pts"": 1018.84, ""PF"": 1.136, ""avg_R"": 0.0394}, {""year"": 2024, ""n"": 178, ""net_pts"": -2416.71, ""PF"": 0.8059, ""avg_R"": -0.0383}, {""year"": 2025, ""n"": 179, ""net_pts"": 2340.31, ""PF"": 1.1898, ""avg_R"": 0.0472}, {""year"": 2026, ""n"": 73, ""net_pts"": 833.58, ""PF"": 1.1432, ""avg_R"": 0.0177}]"
simple|scale=S3_prevsessrange|gamma=+0.15|a=1.25|b=1.25,simple,S3_prevsessrange,0.15,1.25,1.25,3331,1485,1846,111,90,1284,0.4835016835016835,809.9,0.5454,-2.8147,-0.0035,-0.0103,1.0104,0.9817,-4860.19,-18.5991,"[{""year"": 2018, ""n"": 182, ""net_pts"": -711.85, ""PF"": 0.8702, ""avg_R"": -0.0608}, {""year"": 2019, ""n"": 167, ""net_pts"": -65.63, ""PF"": 0.9823, ""avg_R"": -0.0103}, {""year"": 2020, ""n"": 181, ""net_pts"": 840.24, ""PF"": 1.0922, ""avg_R"": 0.0118}, {""year"": 2021, ""n"": 166, ""net_pts"": 334.28, ""PF"": 1.0466, ""avg_R"": -0.0006}, {""year"": 2022, ""n"": 194, ""net_pts"": -1915.84, ""PF"": 0.8687, ""avg_R"": -0.0233}, {""year"": 2023, ""n"": 176, ""net_pts"": 745.75, ""PF"": 1.0971, ""avg_R"": 0.0247}, {""year"": 2024, ""n"": 172, ""net_pts"": -1810.99, ""PF"": 0.8462, ""avg_R"": -0.0208}, {""year"": 2025, ""n"": 174, ""net_pts"": 2848.02, ""PF"": 1.2357, ""avg_R"": 0.0495}, {""year"": 2026, ""n"": 73, ""net_pts"": 545.92, ""PF"": 1.0894, ""avg_R"": 0.01}]"
