candidate,cutoff_minutes,skip_counts,n_trades,net_pts,total_R,PF,avg_R,max_dd_pts,max_dd_R,true_tp_win_rate,lower_n,lower_net_pts,upper_n,upper_net_pts,ex_2026_net_pts,ex_2026_PF,ex_2026_total_R,yearly_json
asia_only,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 1114, ""blocked_regime"": 63, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 26, ""same_bar_reentry"": 2}",69,-242.17,-4.5965,0.8849,-0.0666,-779.88,-10.297,0.3188,30,-119.38,39,-122.79,-479.09,0.6377,-8.297,"{""2018"": {""n"": 15, ""net_pts"": -134.23, ""PF"": 0.5356, ""avg_R"": -0.3479, ""total_R"": -5.2184}, ""2020"": {""n"": 32, ""net_pts"": -381.19, ""PF"": 0.6084, ""avg_R"": -0.1135, ""total_R"": -3.6325}, ""2023"": {""n"": 5, ""net_pts"": 36.32, ""PF"": 1.6054, ""avg_R"": 0.1108, ""total_R"": 0.5539}, ""2026"": {""n"": 17, ""net_pts"": 236.92, ""PF"": 1.3032, ""avg_R"": 0.2177, ""total_R"": 3.7005}}"
london_only,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 1110, ""blocked_regime"": 56, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 31, ""same_bar_reentry"": 0}",77,81.31,3.6957,1.0491,0.048,-382.32,-5.5112,0.3896,41,398.1,36,-316.79,181.81,1.1205,5.2957,"{""2018"": {""n"": 22, ""net_pts"": 41.09, ""PF"": 1.1224, ""avg_R"": 0.0661, ""total_R"": 1.4547}, ""2020"": {""n"": 28, ""net_pts"": -125.18, ""PF"": 0.856, ""avg_R"": 0.0157, ""total_R"": 0.4382}, ""2023"": {""n"": 21, ""net_pts"": 265.9, ""PF"": 1.8761, ""avg_R"": 0.162, ""total_R"": 3.4028}, ""2026"": {""n"": 6, ""net_pts"": -100.5, ""PF"": 0.3116, ""avg_R"": -0.2667, ""total_R"": -1.6}}"
newyork_only,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 992, ""blocked_regime"": 32, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 56, ""same_bar_reentry"": 5}",189,1587.43,16.5788,1.4344,0.0877,-358.19,-9.6779,0.4392,90,1003.73,99,583.69,1198.64,1.3962,12.0692,"{""2018"": {""n"": 52, ""net_pts"": 93.05, ""PF"": 1.1126, ""avg_R"": -0.0087, ""total_R"": -0.4539}, ""2020"": {""n"": 45, ""net_pts"": 476.07, ""PF"": 1.4928, ""avg_R"": 0.036, ""total_R"": 1.6197}, ""2023"": {""n"": 64, ""net_pts"": 629.53, ""PF"": 1.5107, ""avg_R"": 0.1704, ""total_R"": 10.9034}, ""2026"": {""n"": 28, ""net_pts"": 388.79, ""PF"": 1.6183, ""avg_R"": 0.1611, ""total_R"": 4.5095}}"
asia_or_london,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 950, ""blocked_regime"": 119, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 60, ""same_bar_reentry"": 4}",141,-4.83,1.8992,0.9987,0.0135,-732.4,-8.8087,0.3688,66,434.75,75,-439.58,-204.46,0.9252,-1.1013,"{""2018"": {""n"": 35, ""net_pts"": -69.81, ""PF"": 0.8831, ""avg_R"": -0.0818, ""total_R"": -2.8637}, ""2020"": {""n"": 59, ""net_pts"": -436.87, ""PF"": 0.7537, ""avg_R"": -0.0372, ""total_R"": -2.1942}, ""2023"": {""n"": 26, ""net_pts"": 302.23, ""PF"": 1.8314, ""avg_R"": 0.1522, ""total_R"": 3.9567}, ""2026"": {""n"": 21, ""net_pts"": 199.62, ""PF"": 1.2327, ""avg_R"": 0.1429, ""total_R"": 3.0005}}"
asia_or_newyork,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 832, ""blocked_regime"": 95, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 82, ""same_bar_reentry"": 7}",258,1345.26,11.9823,1.2336,0.0464,-516.49,-14.135,0.407,120,884.36,138,460.9,719.55,1.1655,3.7722,"{""2018"": {""n"": 67, ""net_pts"": -41.17, ""PF"": 0.9631, ""avg_R"": -0.0847, ""total_R"": -5.6724}, ""2020"": {""n"": 77, ""net_pts"": 94.87, ""PF"": 1.0489, ""avg_R"": -0.0261, ""total_R"": -2.0127}, ""2023"": {""n"": 69, ""net_pts"": 665.85, ""PF"": 1.5151, ""avg_R"": 0.166, ""total_R"": 11.4573}, ""2026"": {""n"": 45, ""net_pts"": 625.71, ""PF"": 1.4437, ""avg_R"": 0.1824, ""total_R"": 8.21}}"
london_or_newyork,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 828, ""blocked_regime"": 88, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 90, ""same_bar_reentry"": 7}",261,1432.06,15.9249,1.2698,0.061,-650.77,-14.7456,0.4176,128,1228.41,133,203.65,1143.78,1.2523,13.0154,"{""2018"": {""n"": 71, ""net_pts"": 65.96, ""PF"": 1.0568, ""avg_R"": -0.0142, ""total_R"": -1.0084}, ""2020"": {""n"": 71, ""net_pts"": 182.39, ""PF"": 1.0994, ""avg_R"": -0.004, ""total_R"": -0.2825}, ""2023"": {""n"": 85, ""net_pts"": 895.43, ""PF"": 1.5829, ""avg_R"": 0.1683, ""total_R"": 14.3062}, ""2026"": {""n"": 34, ""net_pts"": 288.29, ""PF"": 1.3721, ""avg_R"": 0.0856, ""total_R"": 2.9095}}"
asia_or_london_or_newyork,1319,"{""blocked_reserved_year"": 1840, ""blocked_window"": 668, ""blocked_regime"": 151, ""blocked_at_or_after_cutoff"": 0, ""position_open"": 119, ""same_bar_reentry"": 11}",325,1345.92,14.1284,1.1857,0.0435,-622.19,-15.3048,0.4031,153,1265.06,172,80.86,757.51,1.1315,6.6184,"{""2018"": {""n"": 84, ""net_pts"": -44.94, ""PF"": 0.9684, ""avg_R"": -0.0634, ""total_R"": -5.3268}, ""2020"": {""n"": 102, ""net_pts"": -129.3, ""PF"": 0.9528, ""avg_R"": -0.0286, ""total_R"": -2.915}, ""2023"": {""n"": 90, ""net_pts"": 931.75, ""PF"": 1.5837, ""avg_R"": 0.1651, ""total_R"": 14.8601}, ""2026"": {""n"": 49, ""net_pts"": 588.41, ""PF"": 1.3958, ""avg_R"": 0.1533, ""total_R"": 7.51}}"
