mode,sess_date,year,side,touched_at,exit_time,level,anchor,raw_cap,tp_dist,sl_dist,pnl,exit
both_cap200,2018-03-02,2018,lower,2018-03-02 09:44:00-05:00,2018-03-02 10:33:00-05:00,6655.008211491266,30.25,45.375,45.375,45.375,45.375,TP
both_cap200,2018-03-08,2018,upper,2018-03-08 01:37:00-05:00,2018-03-08 01:38:00-05:00,6945.66025015068,5.0,7.5,7.5,7.5,7.5,TP
both_cap200,2018-03-08,2018,upper,2018-03-08 09:08:00-05:00,2018-03-08 09:57:00-05:00,6967.241668711537,12.25,18.375,18.375,18.375,-0.0,BE
both_cap200,2018-03-09,2018,upper,2018-03-08 20:22:00-05:00,2018-03-09 08:32:00-05:00,7013.153575857334,39.75,59.625,59.625,59.625,-0.0,BE
both_cap200,2018-03-09,2018,upper,2018-03-09 10:08:00-05:00,2018-03-09 14:11:00-05:00,7057.28680551017,35.0,52.5,52.5,52.5,-52.5,SL
both_cap200,2018-03-13,2018,upper,2018-03-13 09:42:00-04:00,2018-03-13 10:55:00-04:00,7211.202029295153,34.0,51.0,51.0,51.0,51.0,TP
both_cap200,2018-03-15,2018,lower,2018-03-14 21:10:00-04:00,2018-03-15 11:25:00-04:00,7027.927462033644,45.25,67.875,67.875,67.875,67.875,TP
both_cap200,2018-03-19,2018,lower,2018-03-18 20:59:00-04:00,2018-03-18 21:09:00-04:00,7019.536644549242,8.75,13.125,13.125,13.125,-13.125,SL
both_cap200,2018-03-22,2018,lower,2018-03-22 03:59:00-04:00,2018-03-22 05:13:00-04:00,6815.833165584705,26.75,40.125,40.125,40.125,0.0,BE
both_cap200,2018-03-22,2018,lower,2018-03-22 06:50:00-04:00,2018-03-22 08:36:00-04:00,6796.46474984932,38.0,57.0,57.0,57.0,0.0,BE
both_cap200,2018-03-27,2018,upper,2018-03-26 20:01:00-04:00,2018-03-26 21:20:00-04:00,6796.0404081907745,16.25,24.375,24.375,24.375,-24.375,SL
both_cap200,2018-04-10,2018,upper,2018-04-09 22:42:00-04:00,2018-04-10 02:31:00-04:00,6618.015361193202,70.5,105.75,105.75,105.75,-0.0,BE
both_cap200,2018-04-12,2018,upper,2018-04-12 09:59:00-04:00,2018-04-12 11:52:00-04:00,6674.120573515432,11.75,17.625,17.625,17.625,17.625,TP
both_cap200,2018-04-17,2018,upper,2018-04-17 02:19:00-04:00,2018-04-17 04:18:00-04:00,6742.225463751627,8.5,12.75,12.75,12.75,12.75,TP
both_cap200,2018-04-17,2018,upper,2018-04-17 06:13:00-04:00,2018-04-17 07:41:00-04:00,6747.283059462454,11.25,16.875,16.875,16.875,-0.0,BE
both_cap200,2018-04-17,2018,upper,2018-04-17 10:54:00-04:00,2018-04-17 14:52:00-04:00,6791.429923534902,29.5,44.25,44.25,44.25,-44.25,SL
both_cap200,2018-04-20,2018,lower,2018-04-20 03:30:00-04:00,2018-04-20 06:53:00-04:00,6754.992006121582,14.25,21.375,21.375,21.375,21.375,TP
both_cap200,2018-04-24,2018,lower,2018-04-24 10:24:00-04:00,2018-04-24 12:27:00-04:00,6615.554947578565,48.0,72.0,72.0,72.0,-72.0,SL
both_cap200,2018-04-26,2018,upper,2018-04-26 10:04:00-04:00,2018-04-26 14:42:00-04:00,6618.426920574853,35.75,53.625,53.625,53.625,-53.625,SL
both_cap200,2018-04-27,2018,upper,2018-04-27 08:47:00-04:00,2018-04-27 09:31:00-04:00,6767.945052421435,15.25,22.875,22.875,22.875,22.875,TP
both_cap200,2018-05-04,2018,upper,2018-05-04 10:25:00-04:00,2018-05-04 14:21:00-04:00,6692.836225843241,53.5,80.25,80.25,80.25,-80.25,SL
both_cap200,2018-05-07,2018,upper,2018-05-07 00:30:00-04:00,2018-05-07 02:53:00-04:00,6828.16377343615,8.5,12.75,12.75,12.75,12.75,TP
both_cap200,2018-05-14,2018,upper,2018-05-14 10:30:00-04:00,2018-05-14 11:20:00-04:00,7007.349699090812,27.25,40.875,40.875,40.875,-0.0,BE
both_cap200,2018-05-15,2018,lower,2018-05-15 08:39:00-04:00,2018-05-15 09:32:00-04:00,6928.543047509258,21.0,31.5,31.5,31.5,-31.5,SL
both_cap200,2018-05-17,2018,upper,2018-05-17 10:57:00-04:00,2018-05-17 12:40:00-04:00,6960.568010688974,19.5,29.25,29.25,29.25,29.25,TP
both_cap200,2018-05-23,2018,lower,2018-05-22 21:51:00-04:00,2018-05-22 22:40:00-04:00,6878.121273342689,10.25,15.375,15.375,15.375,0.0,BE
both_cap200,2018-05-23,2018,lower,2018-05-22 23:06:00-04:00,2018-05-23 03:20:00-04:00,6869.126676304564,10.25,15.375,15.375,15.375,0.0,BE
both_cap200,2018-05-23,2018,lower,2018-05-23 03:24:00-04:00,2018-05-23 04:16:00-04:00,6862.149696078842,12.0,18.0,18.0,18.0,-18.0,SL
both_cap200,2018-05-24,2018,upper,2018-05-24 03:19:00-04:00,2018-05-24 04:48:00-04:00,6971.765545524388,16.5,24.75,24.75,24.75,-0.0,BE
both_cap200,2018-05-25,2018,upper,2018-05-24 21:33:00-04:00,2018-05-24 22:19:00-04:00,6988.503726657311,11.75,17.625,17.625,17.625,-0.0,BE
both_cap200,2018-05-28,2018,upper,2018-05-28 00:26:00-04:00,2018-05-28 00:27:00-04:00,7020.8193327305835,8.25,12.375,12.375,12.375,12.375,TP
both_cap200,2018-05-29,2018,lower,2018-05-29 02:47:00-04:00,2018-05-29 03:15:00-04:00,6935.904766379892,12.75,19.125,19.125,19.125,19.125,TP
both_cap200,2018-05-29,2018,lower,2018-05-29 04:32:00-04:00,2018-05-29 09:42:00-04:00,6899.922722627305,29.25,43.875,43.875,43.875,43.875,TP
both_cap200,2018-06-01,2018,upper,2018-06-01 09:55:00-04:00,2018-06-01 10:55:00-04:00,7036.581952490742,21.75,32.625,32.625,32.625,-32.625,SL
both_cap200,2018-06-04,2018,upper,2018-06-03 20:18:00-04:00,2018-06-04 03:53:00-04:00,7092.43659505992,15.5,23.25,23.25,23.25,-23.25,SL
both_cap200,2018-06-05,2018,upper,2018-06-05 04:00:00-04:00,2018-06-05 10:04:00-04:00,7156.635231374005,16.0,24.0,24.0,24.0,-24.0,SL
both_cap200,2018-06-07,2018,upper,2018-06-06 21:46:00-04:00,2018-06-06 21:47:00-04:00,7231.326699234774,8.0,12.0,12.0,12.0,12.0,TP
both_cap200,2018-06-08,2018,lower,2018-06-08 03:55:00-04:00,2018-06-08 11:14:00-04:00,7113.548300765226,35.5,53.25,53.25,53.25,53.25,TP
both_cap200,2018-06-13,2018,upper,2018-06-12 20:23:00-04:00,2018-06-12 21:10:00-04:00,7254.301705073458,32.5,48.75,48.75,48.75,-0.0,BE
both_cap200,2018-06-13,2018,upper,2018-06-13 10:20:00-04:00,2018-06-13 15:00:00-04:00,7269.677208812118,39.0,58.5,58.5,58.5,5.927208812117897,cutoff
both_cap200,2018-06-14,2018,lower,2018-06-14 05:53:00-04:00,2018-06-14 05:54:00-04:00,7199.085344323959,12.75,19.125,19.125,19.125,19.125,TP
both_cap200,2018-06-14,2018,upper,2018-06-14 10:20:00-04:00,2018-06-14 11:32:00-04:00,7303.289655676041,33.0,49.5,49.5,49.5,-0.0,BE
both_cap200,2018-06-18,2018,lower,2018-06-18 09:34:00-04:00,2018-06-18 09:48:00-04:00,7214.541889345101,15.0,22.5,22.5,22.5,22.5,TP
both_cap200,2018-06-19,2018,lower,2018-06-18 21:55:00-04:00,2018-06-19 02:00:00-04:00,7207.821104982877,13.25,19.875,19.875,19.875,-19.875,SL
both_cap200,2018-06-20,2018,upper,2018-06-19 20:02:00-04:00,2018-06-19 21:03:00-04:00,7262.911183414944,14.25,21.375,21.375,21.375,21.375,TP
both_cap200,2018-06-20,2018,upper,2018-06-20 08:54:00-04:00,2018-06-20 09:42:00-04:00,7287.904347496284,10.25,15.375,15.375,15.375,-15.375,SL
both_cap200,2018-06-21,2018,upper,2018-06-20 21:57:00-04:00,2018-06-20 22:19:00-04:00,7342.428895017123,9.75,14.625,14.625,14.625,-14.625,SL
both_cap200,2018-06-22,2018,lower,2018-06-22 10:34:00-04:00,2018-06-22 15:00:00-04:00,7198.555087663368,54.5,81.75,81.75,81.75,41.944912336632115,cutoff
both_cap200,2018-06-25,2018,lower,2018-06-25 05:03:00-04:00,2018-06-25 09:39:00-04:00,7161.205449367277,20.25,30.375,30.375,30.375,-30.375,SL
both_cap200,2018-06-29,2018,upper,2018-06-28 22:36:00-04:00,2018-06-29 03:29:00-04:00,7076.796525590399,18.5,27.75,27.75,27.75,-27.75,SL
both_cap200,2018-07-02,2018,lower,2018-07-02 02:24:00-04:00,2018-07-02 10:39:00-04:00,7021.939275551633,24.25,36.375,36.375,36.375,36.375,TP
both_cap200,2018-07-03,2018,upper,2018-07-03 07:36:00-04:00,2018-07-03 09:30:00-04:00,7161.685724448367,14.0,21.0,21.0,21.0,21.0,TP
both_cap200,2018-07-06,2018,upper,2018-07-06 01:32:00-04:00,2018-07-06 09:40:00-04:00,7154.980786813723,37.5,56.25,56.25,56.25,-0.0,BE
both_cap200,2018-07-06,2018,upper,2018-07-06 10:12:00-04:00,2018-07-06 15:00:00-04:00,7169.8256782714725,39.25,58.875,58.875,58.875,-54.9243217285275,cutoff
both_cap200,2018-07-09,2018,upper,2018-07-08 20:08:00-04:00,2018-07-08 21:14:00-04:00,7245.184324224052,8.25,12.375,12.375,12.375,-12.375,SL
both_cap200,2018-07-10,2018,upper,2018-07-09 20:54:00-04:00,2018-07-09 21:44:00-04:00,7333.438705783388,7.0,10.5,10.5,10.5,10.5,TP
both_cap200,2018-07-12,2018,upper,2018-07-12 10:07:00-04:00,2018-07-12 13:43:00-04:00,7328.303579632185,31.0,46.5,46.5,46.5,-46.5,SL
both_cap200,2018-07-13,2018,upper,2018-07-12 23:46:00-04:00,2018-07-13 04:20:00-04:00,7406.569912336632,5.75,8.625,8.625,8.625,8.625,TP
both_cap200,2018-07-23,2018,lower,2018-07-22 21:00:00-04:00,2018-07-23 09:40:00-04:00,7346.6858821268015,18.5,27.75,27.75,27.75,-27.75,SL
both_cap200,2018-07-24,2018,upper,2018-07-23 19:52:00-04:00,2018-07-23 21:31:00-04:00,7438.102087580435,10.5,15.75,15.75,15.75,-0.0,BE
both_cap200,2018-07-24,2018,upper,2018-07-23 21:45:00-04:00,2018-07-24 03:00:00-04:00,7442.534348931817,7.5,11.25,11.25,11.25,11.25,TP
both_cap200,2018-07-24,2018,upper,2018-07-24 09:36:00-04:00,2018-07-24 11:03:00-04:00,7478.0641178731985,18.75,28.125,28.125,28.125,28.125,TP
both_cap200,2018-07-30,2018,lower,2018-07-30 09:44:00-04:00,2018-07-30 10:35:00-04:00,7226.908261951898,20.5,30.75,30.75,30.75,0.0,BE
both_cap200,2018-08-07,2018,upper,2018-08-06 23:02:00-04:00,2018-08-07 00:41:00-04:00,7459.432390640652,5.5,8.25,8.25,8.25,-0.0,BE
both_cap200,2018-08-07,2018,upper,2018-08-07 09:35:00-04:00,2018-08-07 09:44:00-04:00,7482.682503501307,5.0,7.5,7.5,7.5,7.5,TP
both_cap200,2018-08-10,2018,lower,2018-08-10 06:04:00-04:00,2018-08-10 09:02:00-04:00,7424.720023865139,21.0,31.5,31.5,31.5,0.0,BE
both_cap200,2018-08-10,2018,lower,2018-08-10 10:04:00-04:00,2018-08-10 13:46:00-04:00,7413.1515343948895,28.75,43.125,43.125,43.125,0.0,BE
both_cap200,2018-08-15,2018,lower,2018-08-15 10:00:00-04:00,2018-08-15 15:00:00-04:00,7372.920652415312,44.5,66.75,66.75,66.75,-20.67065241531236,cutoff
both_cap200,2018-08-17,2018,lower,2018-08-17 08:08:00-04:00,2018-08-17 09:28:00-04:00,7360.173904777643,10.25,15.375,15.375,15.375,0.0,BE
both_cap200,2018-08-22,2018,lower,2018-08-21 19:14:00-04:00,2018-08-21 23:12:00-04:00,7352.896833553673,18.5,27.75,27.75,27.75,27.75,TP
both_cap200,2018-08-23,2018,upper,2018-08-23 09:42:00-04:00,2018-08-23 09:49:00-04:00,7452.447510363063,7.25,10.875,10.875,10.875,-10.875,SL
both_cap200,2018-08-24,2018,upper,2018-08-24 10:45:00-04:00,2018-08-24 15:00:00-04:00,7486.53136055269,19.0,28.5,28.5,28.5,-6.2186394473101245,cutoff
both_cap200,2018-08-27,2018,upper,2018-08-26 19:44:00-04:00,2018-08-26 21:10:00-04:00,7522.8484656051105,18.75,28.125,28.125,28.125,-0.0,BE
both_cap200,2018-08-27,2018,upper,2018-08-27 09:30:00-04:00,2018-08-27 09:38:00-04:00,7534.904976134861,8.25,12.375,12.375,12.375,12.375,TP
both_cap200,2018-08-29,2018,upper,2018-08-28 22:28:00-04:00,2018-08-29 00:32:00-04:00,7599.9516883498845,5.25,7.875,7.875,7.875,-0.0,BE
both_cap200,2018-08-29,2018,upper,2018-08-29 10:41:00-04:00,2018-08-29 15:00:00-04:00,7634.351839522623,30.25,45.375,45.375,45.375,-27.648160477377132,cutoff
both_cap200,2018-09-04,2018,lower,2018-09-04 07:41:00-04:00,2018-09-04 09:30:00-04:00,7633.061168833607,14.5,21.75,21.75,21.75,0.0,BE
both_cap200,2018-09-04,2018,lower,2018-09-04 09:39:00-04:00,2018-09-04 09:42:00-04:00,7604.500703523443,9.5,14.25,14.25,14.25,-14.25,SL
both_cap200,2018-09-05,2018,lower,2018-09-05 10:01:00-04:00,2018-09-05 15:00:00-04:00,7549.8898326392355,69.5,104.25,104.25,104.25,-12.389832639235465,cutoff
both_cap200,2018-09-06,2018,lower,2018-09-06 10:12:00-04:00,2018-09-06 15:00:00-04:00,7472.1733116501155,55.25,82.875,82.875,82.875,-26.923311650115465,cutoff
both_cap200,2018-09-07,2018,lower,2018-09-07 09:00:00-04:00,2018-09-07 09:53:00-04:00,7401.824362995334,40.25,60.375,60.375,60.375,60.375,TP
both_cap200,2018-09-12,2018,upper,2018-09-12 03:47:00-04:00,2018-09-12 04:00:00-04:00,7527.395003291416,7.0,10.5,10.5,10.5,-10.5,SL
both_cap200,2018-09-13,2018,upper,2018-09-13 09:32:00-04:00,2018-09-13 09:45:00-04:00,7547.622652900693,20.5,30.75,30.75,30.75,-30.75,SL
both_cap200,2018-09-14,2018,upper,2018-09-14 02:26:00-04:00,2018-09-14 03:13:00-04:00,7612.28905045813,38.5,57.75,57.75,57.75,-0.0,BE
both_cap200,2018-09-18,2018,lower,2018-09-17 19:21:00-04:00,2018-09-17 20:17:00-04:00,7405.59195539579,40.5,60.75,60.75,60.75,0.0,BE
both_cap200,2018-09-20,2018,upper,2018-09-20 09:43:00-04:00,2018-09-20 15:00:00-04:00,7584.795092564204,21.5,32.25,32.25,32.25,-22.454907435795576,cutoff
both_cap200,2018-09-21,2018,upper,2018-09-21 02:47:00-04:00,2018-09-21 05:28:00-04:00,7631.354115860666,8.75,13.125,13.125,13.125,13.125,TP
both_cap200,2018-09-24,2018,lower,2018-09-24 09:31:00-04:00,2018-09-24 09:32:00-04:00,7499.12113621541,9.25,13.875,13.875,13.875,-13.875,SL
both_cap200,2018-10-01,2018,upper,2018-09-30 19:08:00-04:00,2018-09-30 20:14:00-04:00,7688.758399715875,16.0,24.0,24.0,24.0,-0.0,BE
both_cap200,2018-10-01,2018,upper,2018-09-30 22:17:00-04:00,2018-10-01 03:48:00-04:00,7702.894612183031,8.0,12.0,12.0,12.0,-12.0,SL
both_cap200,2018-10-02,2018,lower,2018-10-02 04:46:00-04:00,2018-10-02 09:30:00-04:00,7641.621028945046,15.25,22.875,22.875,22.875,22.875,TP
both_cap200,2018-10-04,2018,lower,2018-10-03 21:36:00-04:00,2018-10-04 05:00:00-04:00,7629.524241982807,16.25,24.375,24.375,24.375,-24.375,SL
both_cap200,2018-10-10,2018,lower,2018-10-10 09:50:00-04:00,2018-10-10 09:57:00-04:00,7286.224538054712,23.5,35.25,35.25,35.25,-35.25,SL
both_cap200,2018-10-23,2018,lower,2018-10-23 05:17:00-04:00,2018-10-23 06:52:00-04:00,7032.3496815496055,17.5,26.25,26.25,26.25,26.25,TP
both_cap200,2018-10-23,2018,lower,2018-10-23 09:30:00-04:00,2018-10-23 09:32:00-04:00,7000.761047057629,20.5,30.75,30.75,30.75,30.75,TP
both_cap200,2018-10-26,2018,lower,2018-10-26 05:25:00-04:00,2018-10-26 09:30:00-04:00,6762.610909414232,37.25,55.875,55.875,55.875,55.875,TP
both_cap200,2018-10-31,2018,upper,2018-10-31 04:37:00-04:00,2018-10-31 06:44:00-04:00,6889.683844244571,21.25,31.875,31.875,31.875,-0.0,BE
both_cap200,2018-11-02,2018,upper,2018-11-02 01:04:00-04:00,2018-11-02 10:29:00-04:00,7089.567462295751,63.75,95.625,95.625,95.625,95.625,TP
both_cap200,2018-11-05,2018,lower,2018-11-05 09:44:00-05:00,2018-11-05 10:11:00-05:00,6903.866612075746,17.75,26.625,26.625,26.625,-26.625,SL
both_cap200,2018-11-07,2018,upper,2018-11-07 03:20:00-05:00,2018-11-07 04:37:00-05:00,7081.0047610942565,22.0,33.0,33.0,33.0,-33.0,SL
both_cap200,2018-11-09,2018,lower,2018-11-09 06:37:00-05:00,2018-11-09 09:35:00-05:00,7094.461029890275,24.75,37.125,37.125,37.125,0.0,BE
both_cap200,2018-11-12,2018,lower,2018-11-12 09:32:00-05:00,2018-11-12 10:03:00-05:00,6976.819470200613,41.75,62.625,62.625,62.625,-62.625,SL
both_cap200,2018-11-13,2018,lower,2018-11-12 19:44:00-05:00,2018-11-12 22:27:00-05:00,6812.432537704249,21.75,32.625,32.625,32.625,32.625,TP
both_cap200,2018-11-19,2018,lower,2018-11-19 10:34:00-05:00,2018-11-19 11:25:00-05:00,6729.6333303671845,76.75,115.125,115.125,115.125,0.0,BE
both_cap200,2018-11-20,2018,lower,2018-11-20 08:40:00-05:00,2018-11-20 10:14:00-05:00,6537.816155755429,54.25,81.375,81.375,81.375,-81.375,SL
both_cap200,2018-11-21,2018,upper,2018-11-21 09:31:00-05:00,2018-11-21 09:41:00-05:00,6638.488855974993,25.0,37.5,37.5,37.5,37.5,TP
both_cap200,2018-11-23,2018,lower,2018-11-23 08:43:00-05:00,2018-11-23 09:01:00-05:00,6499.389445867615,17.5,26.25,26.25,26.25,26.25,TP
both_cap200,2018-11-26,2018,upper,2018-11-26 03:15:00-05:00,2018-11-26 10:00:00-05:00,6623.8814122187305,24.25,36.375,36.375,36.375,-36.375,SL
both_cap200,2018-11-28,2018,upper,2018-11-28 01:10:00-05:00,2018-11-28 03:00:00-05:00,6735.842929241806,7.0,10.5,10.5,10.5,10.5,TP
both_cap200,2018-12-11,2018,upper,2018-12-11 05:53:00-05:00,2018-12-11 08:26:00-05:00,6741.269055832232,29.5,44.25,44.25,44.25,-44.25,SL
both_cap200,2018-12-14,2018,lower,2018-12-13 20:03:00-05:00,2018-12-14 14:51:00-05:00,6708.373377780335,58.0,87.0,87.0,87.0,-87.0,SL
both_cap200,2018-12-17,2018,lower,2018-12-17 09:53:00-05:00,2018-12-17 10:09:00-05:00,6528.160513975401,28.5,42.75,42.75,42.75,42.75,TP
both_cap200,2018-12-28,2018,upper,2018-12-27 23:30:00-05:00,2018-12-28 00:48:00-05:00,6340.354224240451,18.0,27.0,27.0,27.0,27.0,TP
both_cap200,2019-01-02,2019,lower,2019-01-02 03:03:00-05:00,2019-01-02 03:21:00-05:00,6238.169923802291,28.75,43.125,43.125,43.125,-43.125,SL
both_cap200,2019-01-07,2019,upper,2019-01-06 19:03:00-05:00,2019-01-06 19:20:00-05:00,6469.258199892534,15.25,22.875,22.875,22.875,-22.875,SL
both_cap200,2019-01-15,2019,upper,2019-01-15 09:36:00-05:00,2019-01-15 10:00:00-05:00,6623.795237270195,18.75,28.125,28.125,28.125,-28.125,SL
both_cap200,2019-01-16,2019,upper,2019-01-16 09:33:00-05:00,2019-01-16 09:41:00-05:00,6698.710922106751,8.25,12.375,12.375,12.375,-12.375,SL
both_cap200,2019-01-17,2019,lower,2019-01-17 03:16:00-05:00,2019-01-17 06:38:00-05:00,6615.187968301361,19.0,28.5,28.5,28.5,28.5,TP
both_cap200,2019-01-18,2019,upper,2019-01-18 09:28:00-05:00,2019-01-18 09:32:00-05:00,6785.562031698639,12.75,19.125,19.125,19.125,19.125,TP
both_cap200,2019-01-25,2019,upper,2019-01-25 10:02:00-05:00,2019-01-25 15:00:00-05:00,6774.122767182309,30.75,46.125,46.125,46.125,-13.127232817691038,cutoff
both_cap200,2019-01-28,2019,lower,2019-01-28 09:33:00-05:00,2019-01-28 09:50:00-05:00,6680.472121266195,12.75,19.125,19.125,19.125,-19.125,SL
both_cap200,2019-01-29,2019,lower,2019-01-29 10:57:00-05:00,2019-01-29 15:00:00-05:00,6621.250354668582,43.5,65.25,65.25,65.25,7.499645331417923,cutoff
both_cap200,2019-02-07,2019,lower,2019-02-07 09:30:00-05:00,2019-02-07 10:20:00-05:00,6927.889636332791,15.5,23.25,23.25,23.25,0.0,BE
both_cap200,2019-02-12,2019,upper,2019-02-12 10:58:00-05:00,2019-02-12 15:00:00-05:00,7011.94860488138,34.5,51.75,51.75,51.75,-5.3013951186203485,cutoff
both_cap200,2019-02-13,2019,upper,2019-02-12 19:12:00-05:00,2019-02-12 20:01:00-05:00,7043.27827199871,13.5,20.25,20.25,20.25,-0.0,BE
both_cap200,2019-02-13,2019,upper,2019-02-13 01:18:00-05:00,2019-02-13 03:58:00-05:00,7058.524825242923,8.25,12.375,12.375,12.375,12.375,TP
both_cap200,2019-02-14,2019,lower,2019-02-14 09:31:00-05:00,2019-02-14 15:00:00-05:00,6981.2659991287555,58.0,87.0,87.0,87.0,54.73400087124446,cutoff
both_cap200,2019-02-15,2019,upper,2019-02-15 09:28:00-05:00,2019-02-15 10:41:00-05:00,7071.945814887033,27.5,41.25,41.25,41.25,-0.0,BE
both_cap200,2019-02-20,2019,upper,2019-02-20 10:40:00-05:00,2019-02-20 12:22:00-05:00,7103.860363667209,21.75,32.625,32.625,32.625,32.625,TP
both_cap200,2019-02-21,2019,upper,2019-02-20 22:40:00-05:00,2019-02-21 07:31:00-05:00,7110.376430518732,29.0,43.5,43.5,43.5,43.5,TP
both_cap200,2019-02-21,2019,lower,2019-02-21 09:45:00-05:00,2019-02-21 11:58:00-05:00,7026.498569481268,20.75,31.125,31.125,31.125,31.125,TP
both_cap200,2019-02-25,2019,upper,2019-02-25 06:24:00-05:00,2019-02-25 07:54:00-05:00,7137.312499692195,10.75,16.125,16.125,16.125,-0.0,BE
both_cap200,2019-02-25,2019,upper,2019-02-25 08:47:00-05:00,2019-02-25 09:35:00-05:00,7144.790488080103,8.25,12.375,12.375,12.375,-12.375,SL
both_cap200,2019-02-26,2019,lower,2019-02-25 20:28:00-05:00,2019-02-25 21:27:00-05:00,7101.039941058964,11.75,17.625,17.625,17.625,-17.625,SL
both_cap200,2019-03-07,2019,lower,2019-03-06 19:05:00-05:00,2019-03-06 19:56:00-05:00,7097.747854027111,35.75,53.625,53.625,53.625,0.0,BE
both_cap200,2019-03-07,2019,lower,2019-03-07 02:04:00-05:00,2019-03-07 05:59:00-05:00,7088.7027966258065,5.0,7.5,7.5,7.5,7.5,TP
both_cap200,2019-03-07,2019,lower,2019-03-07 09:52:00-05:00,2019-03-07 11:34:00-05:00,7038.961093836613,21.25,31.875,31.875,31.875,31.875,TP
both_cap200,2019-03-08,2019,lower,2019-03-08 01:15:00-05:00,2019-03-08 09:07:00-05:00,7001.408073618603,38.75,58.125,58.125,58.125,-58.125,SL
both_cap200,2019-03-13,2019,upper,2019-03-13 08:00:00-04:00,2019-03-13 09:12:00-04:00,7262.804382013026,39.25,58.875,58.875,58.875,-0.0,BE
both_cap200,2019-03-15,2019,upper,2019-03-15 09:56:00-04:00,2019-03-15 11:16:00-04:00,7332.254555376385,17.5,26.25,26.25,26.25,-0.0,BE
both_cap200,2019-03-18,2019,upper,2019-03-18 09:58:00-04:00,2019-03-18 11:23:00-04:00,7364.223578148492,11.0,16.5,16.5,16.5,16.5,TP
both_cap200,2019-03-25,2019,lower,2019-03-24 20:24:00-04:00,2019-03-24 20:37:00-04:00,7337.82254636648,10.0,15.0,15.0,15.0,-15.0,SL
both_cap200,2019-03-26,2019,upper,2019-03-26 09:57:00-04:00,2019-03-26 10:32:00-04:00,7433.512851730817,16.0,24.0,24.0,24.0,24.0,TP
both_cap200,2019-04-01,2019,upper,2019-03-31 19:05:00-04:00,2019-03-31 19:53:00-04:00,7455.804037375222,26.0,39.0,39.0,39.0,-0.0,BE
both_cap200,2019-04-03,2019,upper,2019-04-02 21:45:00-04:00,2019-04-03 15:00:00-04:00,7556.688231456711,41.5,62.25,62.25,62.25,-7.811768543288963,cutoff
