level_id,level_index,level_session,created_at,expiry_at,sess_date,year,side,sign,level,touched_at,anchor,cutoff,entry_allowed,has_anchor,has_cutoff,pnl,exit,exit_time,tp_dist,sl_dist,variant
379:upper,379,2019-06-24,2019-06-24 10:30:00-04:00,2019-07-22 10:30:00-04:00,2019-07-01,2019,upper,-1.0,7829.290057770993,2019-07-01 03:03:00-04:00,13.75,2019-07-01 15:00:00-04:00,True,True,True,-0.0,BE,2019-07-01 06:15:00-04:00,20.625,20.625,base_legacy_entrybar
385:upper,385,2019-07-02,2019-07-02 10:30:00-04:00,2019-07-30 10:30:00-04:00,2019-07-03,2019,upper,-1.0,7845.729041524407,2019-07-03 03:15:00-04:00,7.25,2019-07-03 15:00:00-04:00,True,True,True,-10.875,SL,2019-07-03 03:34:00-04:00,10.875,10.875,base_legacy_entrybar
387:lower,387,2019-07-04,2019-07-04 10:30:00-04:00,2019-08-01 10:30:00-04:00,2019-07-05,2019,lower,1.0,7857.780845939943,2019-07-05 08:30:00-04:00,10.75,2019-07-05 15:00:00-04:00,True,True,True,16.125,TP,2019-07-05 08:31:00-04:00,16.125,16.125,base_legacy_entrybar
386:lower,386,2019-07-03,2019-07-03 10:30:00-04:00,2019-07-31 10:30:00-04:00,2019-07-08,2019,lower,1.0,7791.326459544721,2019-07-08 09:37:00-04:00,9.25,2019-07-08 15:00:00-04:00,True,True,True,0.0,BE,2019-07-08 10:30:00-04:00,13.875,13.875,base_legacy_entrybar
388:lower,388,2019-07-05,2019-07-05 10:30:00-04:00,2019-08-02 10:30:00-04:00,2019-07-09,2019,lower,1.0,7762.717990386845,2019-07-08 23:23:00-04:00,12.0,2019-07-09 15:00:00-04:00,True,True,True,-18.0,SL,2019-07-09 03:50:00-04:00,18.0,18.0,base_legacy_entrybar
389:upper,389,2019-07-08,2019-07-08 10:30:00-04:00,2019-08-05 10:30:00-04:00,2019-07-10,2019,upper,-1.0,7873.192209136437,2019-07-10 08:33:00-04:00,10.75,2019-07-10 15:00:00-04:00,True,True,True,-16.125,SL,2019-07-10 08:36:00-04:00,16.125,16.125,base_legacy_entrybar
392:upper,392,2019-07-11,2019-07-11 10:30:00-04:00,2019-08-08 10:30:00-04:00,2019-07-16,2019,upper,-1.0,7994.358280096334,2019-07-15 19:54:00-04:00,5.25,2019-07-16 15:00:00-04:00,True,True,True,-0.0,BE,2019-07-15 20:41:00-04:00,7.875,7.875,base_legacy_entrybar
399:upper,399,2019-07-22,2019-07-22 10:30:00-04:00,2019-08-19 10:30:00-04:00,2019-07-23,2019,upper,-1.0,7959.990078487765,2019-07-23 08:08:00-04:00,10.25,2019-07-23 15:00:00-04:00,True,True,True,15.375,TP,2019-07-23 09:38:00-04:00,15.375,15.375,base_legacy_entrybar
403:lower,403,2019-07-26,2019-07-26 10:30:00-04:00,2019-08-23 10:30:00-04:00,2019-07-30,2019,lower,1.0,7941.555932796677,2019-07-30 07:31:00-04:00,13.75,2019-07-30 15:00:00-04:00,True,True,True,0.0,BE,2019-07-30 08:35:00-04:00,20.625,20.625,base_legacy_entrybar
389:lower,389,2019-07-08,2019-07-08 10:30:00-04:00,2019-08-05 10:30:00-04:00,2019-08-02,2019,lower,1.0,7742.182790863563,2019-08-02 03:50:00-04:00,17.75,2019-08-02 15:00:00-04:00,True,True,True,0.0,BE,2019-08-02 04:53:00-04:00,26.625,26.625,base_legacy_entrybar
390:lower,390,2019-07-09,2019-07-09 10:30:00-04:00,2019-08-06 10:30:00-04:00,2019-08-02,2019,lower,1.0,7705.005158577311,2019-08-02 10:08:00-04:00,85.0,2019-08-02 15:00:00-04:00,True,True,True,-21.505158577310794,cutoff,2019-08-02 15:00:00-04:00,127.5,127.5,base_legacy_entrybar
408:lower,408,2019-08-02,2019-08-02 10:30:00-04:00,2019-08-30 10:30:00-04:00,2019-08-05,2019,lower,1.0,7636.544656962058,2019-08-04 21:35:00-04:00,19.75,2019-08-05 15:00:00-04:00,True,True,True,-29.625,SL,2019-08-04 22:17:00-04:00,29.625,29.625,base_legacy_entrybar
411:upper,411,2019-08-07,2019-08-07 10:30:00-04:00,2019-09-04 10:30:00-04:00,2019-08-08,2019,upper,-1.0,7582.281783028347,2019-08-07 21:24:00-04:00,20.0,2019-08-08 15:00:00-04:00,True,True,True,-30.0,SL,2019-08-08 09:05:00-04:00,30.0,30.0,base_legacy_entrybar
414:lower,414,2019-08-12,2019-08-12 10:30:00-04:00,2019-09-09 10:30:00-04:00,2019-08-13,2019,lower,1.0,7521.640114106753,2019-08-13 05:30:00-04:00,27.25,2019-08-13 15:00:00-04:00,True,True,True,0.0,BE,2019-08-13 06:17:00-04:00,40.875,40.875,base_legacy_entrybar
414:upper,414,2019-08-12,2019-08-12 10:30:00-04:00,2019-09-09 10:30:00-04:00,2019-08-13,2019,upper,-1.0,7694.484885893247,2019-08-13 09:46:00-04:00,25.5,2019-08-13 15:00:00-04:00,True,True,True,-38.25,SL,2019-08-13 09:48:00-04:00,38.25,38.25,base_legacy_entrybar
417:upper,417,2019-08-15,2019-08-15 10:30:00-04:00,2019-09-12 10:30:00-04:00,2019-08-16,2019,upper,-1.0,7624.934694968692,2019-08-16 10:59:00-04:00,37.0,2019-08-16 15:00:00-04:00,True,True,True,-0.0,BE,2019-08-16 13:25:00-04:00,55.5,55.5,base_legacy_entrybar
418:upper,418,2019-08-16,2019-08-16 10:30:00-04:00,2019-09-13 10:30:00-04:00,2019-08-19,2019,upper,-1.0,7664.75497912878,2019-08-19 01:18:00-04:00,7.5,2019-08-19 15:00:00-04:00,True,True,True,-0.0,BE,2019-08-19 02:05:00-04:00,11.25,11.25,base_legacy_entrybar
416:upper,416,2019-08-14,2019-08-14 10:30:00-04:00,2019-09-11 10:30:00-04:00,2019-08-19,2019,upper,-1.0,7698.231790929952,2019-08-19 03:03:00-04:00,29.5,2019-08-19 15:00:00-04:00,True,True,True,-0.0,BE,2019-08-19 06:56:00-04:00,44.25,44.25,base_legacy_entrybar
421:lower,421,2019-08-21,2019-08-21 10:30:00-04:00,2019-09-18 10:30:00-04:00,2019-08-22,2019,lower,1.0,7670.164265236528,2019-08-22 10:35:00-04:00,24.0,2019-08-22 15:00:00-04:00,True,True,True,36.0,TP,2019-08-22 12:16:00-04:00,36.0,36.0,base_legacy_entrybar
422:lower,422,2019-08-22,2019-08-22 10:30:00-04:00,2019-09-19 10:30:00-04:00,2019-08-23,2019,lower,1.0,7648.5269320504385,2019-08-23 08:25:00-04:00,17.5,2019-08-23 15:00:00-04:00,True,True,True,26.25,TP,2019-08-23 08:55:00-04:00,26.25,26.25,base_legacy_entrybar
419:lower,419,2019-08-19,2019-08-19 10:30:00-04:00,2019-09-16 10:30:00-04:00,2019-08-23,2019,lower,1.0,7631.648645621291,2019-08-23 09:50:00-04:00,101.5,2019-08-23 15:00:00-04:00,True,True,True,0.0,BE,2019-08-23 11:02:00-04:00,152.25,152.25,base_legacy_entrybar
424:upper,424,2019-08-26,2019-08-26 10:30:00-04:00,2019-09-23 10:30:00-04:00,2019-08-27,2019,upper,-1.0,7642.508695258361,2019-08-27 09:06:00-04:00,35.0,2019-08-27 15:00:00-04:00,True,True,True,52.5,TP,2019-08-27 11:16:00-04:00,52.5,52.5,base_legacy_entrybar
426:upper,426,2019-08-28,2019-08-28 10:30:00-04:00,2019-09-25 10:30:00-04:00,2019-08-29,2019,upper,-1.0,7646.212089161028,2019-08-29 03:13:00-04:00,10.75,2019-08-29 15:00:00-04:00,True,True,True,-16.125,SL,2019-08-29 03:14:00-04:00,16.125,16.125,base_legacy_entrybar
423:upper,423,2019-08-23,2019-08-23 10:30:00-04:00,2019-09-20 10:30:00-04:00,2019-08-30,2019,upper,-1.0,7762.221632104627,2019-08-30 05:30:00-04:00,22.75,2019-08-30 15:00:00-04:00,True,True,True,-0.0,BE,2019-08-30 06:18:00-04:00,34.125,34.125,base_legacy_entrybar
429:upper,429,2019-09-02,2019-09-02 10:30:00-04:00,2019-09-30 10:30:00-04:00,2019-09-05,2019,upper,-1.0,7734.292320353883,2019-09-04 20:04:00-04:00,7.0,2019-09-05 15:00:00-04:00,True,True,True,-10.5,SL,2019-09-04 20:09:00-04:00,10.5,10.5,base_legacy_entrybar
433:lower,433,2019-09-06,2019-09-06 10:30:00-04:00,2019-10-04 10:30:00-04:00,2019-09-10,2019,lower,1.0,7792.904046735641,2019-09-10 03:41:00-04:00,14.75,2019-09-10 15:00:00-04:00,True,True,True,22.125,TP,2019-09-10 06:27:00-04:00,22.125,22.125,base_legacy_entrybar
435:upper,435,2019-09-10,2019-09-10 10:30:00-04:00,2019-10-08 10:30:00-04:00,2019-09-11,2019,upper,-1.0,7870.113220323607,2019-09-11 10:33:00-04:00,42.0,2019-09-11 15:00:00-04:00,True,True,True,-0.0,BE,2019-09-11 11:30:00-04:00,63.0,63.0,base_legacy_entrybar
436:upper,436,2019-09-11,2019-09-11 10:30:00-04:00,2019-10-09 10:30:00-04:00,2019-09-12,2019,upper,-1.0,7921.3221564805135,2019-09-11 19:22:00-04:00,8.25,2019-09-12 15:00:00-04:00,True,True,True,-12.375,SL,2019-09-11 19:24:00-04:00,12.375,12.375,base_legacy_entrybar
439:upper,439,2019-09-16,2019-09-16 10:30:00-04:00,2019-10-14 10:30:00-04:00,2019-09-19,2019,upper,-1.0,7939.129790605412,2019-09-19 09:32:00-04:00,39.25,2019-09-19 15:00:00-04:00,True,True,True,8.379790605412381,cutoff,2019-09-19 15:00:00-04:00,58.875,58.875,base_legacy_entrybar
444:upper,444,2019-09-23,2019-09-23 10:30:00-04:00,2019-10-21 10:30:00-04:00,2019-09-24,2019,upper,-1.0,7904.190003267094,2019-09-23 19:02:00-04:00,8.5,2019-09-24 15:00:00-04:00,True,True,True,12.75,TP,2019-09-23 19:03:00-04:00,12.75,12.75,base_legacy_entrybar
435:lower,435,2019-09-10,2019-09-10 10:30:00-04:00,2019-10-08 10:30:00-04:00,2019-09-25,2019,lower,1.0,7698.761779676393,2019-09-25 04:49:00-04:00,30.5,2019-09-25 15:00:00-04:00,True,True,True,45.75,TP,2019-09-25 10:54:00-04:00,45.75,45.75,base_legacy_entrybar
449:upper,449,2019-09-30,2019-09-30 10:30:00-04:00,2019-10-28 10:30:00-04:00,2019-10-01,2019,upper,-1.0,7806.146137609452,2019-09-30 21:02:00-04:00,25.25,2019-10-01 15:00:00-04:00,True,True,True,37.875,TP,2019-10-01 10:13:00-04:00,37.875,37.875,base_legacy_entrybar
450:lower,450,2019-10-01,2019-10-01 10:30:00-04:00,2019-10-29 10:30:00-04:00,2019-10-02,2019,lower,1.0,7689.38138584795,2019-10-02 03:10:00-04:00,17.0,2019-10-02 15:00:00-04:00,True,True,True,-25.5,SL,2019-10-02 03:22:00-04:00,25.5,25.5,base_legacy_entrybar
452:upper,452,2019-10-03,2019-10-03 10:30:00-04:00,2019-10-31 10:30:00-04:00,2019-10-04,2019,upper,-1.0,7686.64445205237,2019-10-04 08:31:00-04:00,15.75,2019-10-04 15:00:00-04:00,True,True,True,23.625,TP,2019-10-04 08:48:00-04:00,23.625,23.625,base_legacy_entrybar
454:lower,454,2019-10-07,2019-10-07 10:30:00-04:00,2019-11-04 10:30:00-05:00,2019-10-08,2019,lower,1.0,7665.2128056712345,2019-10-08 09:39:00-04:00,19.0,2019-10-08 15:00:00-04:00,True,True,True,-28.5,SL,2019-10-08 10:02:00-04:00,28.5,28.5,base_legacy_entrybar
456:upper,456,2019-10-09,2019-10-09 10:30:00-04:00,2019-11-06 10:30:00-05:00,2019-10-10,2019,upper,-1.0,7763.794102950359,2019-10-10 10:54:00-04:00,75.5,2019-10-10 15:00:00-04:00,True,True,True,22.544102950359047,cutoff,2019-10-10 15:00:00-04:00,113.25,113.25,base_legacy_entrybar
454:upper,454,2019-10-07,2019-10-07 10:30:00-04:00,2019-11-04 10:30:00-05:00,2019-10-11,2019,upper,-1.0,7817.0371943287655,2019-10-11 04:10:00-04:00,18.75,2019-10-11 15:00:00-04:00,True,True,True,-28.125,SL,2019-10-11 05:02:00-04:00,28.125,28.125,base_legacy_entrybar
459:upper,459,2019-10-14,2019-10-14 10:30:00-04:00,2019-11-11 10:30:00-05:00,2019-10-15,2019,upper,-1.0,7922.282429616186,2019-10-15 10:27:00-04:00,30.75,2019-10-15 15:00:00-04:00,True,True,True,-46.125,SL,2019-10-15 14:00:00-04:00,46.125,46.125,base_legacy_entrybar
460:upper,460,2019-10-15,2019-10-15 10:30:00-04:00,2019-11-12 10:30:00-05:00,2019-10-17,2019,upper,-1.0,7971.955612648202,2019-10-17 05:31:00-04:00,18.75,2019-10-17 15:00:00-04:00,True,True,True,28.125,TP,2019-10-17 10:49:00-04:00,28.125,28.125,base_legacy_entrybar
462:lower,462,2019-10-17,2019-10-17 10:30:00-04:00,2019-11-14 10:30:00-05:00,2019-10-18,2019,lower,1.0,7912.521825537877,2019-10-18 10:35:00-04:00,23.5,2019-10-18 15:00:00-04:00,True,True,True,0.0,BE,2019-10-18 11:21:00-04:00,35.25,35.25,base_legacy_entrybar
464:upper,464,2019-10-21,2019-10-21 10:30:00-04:00,2019-11-18 10:30:00-05:00,2019-10-22,2019,upper,-1.0,7986.401104246743,2019-10-22 09:34:00-04:00,10.25,2019-10-22 15:00:00-04:00,True,True,True,15.375,TP,2019-10-22 09:36:00-04:00,15.375,15.375,base_legacy_entrybar
466:upper,466,2019-10-23,2019-10-23 10:30:00-04:00,2019-11-20 10:30:00-05:00,2019-10-24,2019,upper,-1.0,7934.28716641723,2019-10-24 03:15:00-04:00,14.0,2019-10-24 15:00:00-04:00,True,True,True,-0.0,BE,2019-10-24 06:12:00-04:00,21.0,21.0,base_legacy_entrybar
463:upper,463,2019-10-18,2019-10-18 10:30:00-04:00,2019-11-15 10:30:00-05:00,2019-10-25,2019,upper,-1.0,8007.758089508419,2019-10-25 10:50:00-04:00,46.25,2019-10-25 15:00:00-04:00,True,True,True,-16.49191049158071,cutoff,2019-10-25 15:00:00-04:00,69.375,69.375,base_legacy_entrybar
470:lower,470,2019-10-29,2019-10-29 10:30:00-04:00,2019-11-26 10:30:00-05:00,2019-10-30,2019,lower,1.0,8030.131719428886,2019-10-30 10:03:00-04:00,35.25,2019-10-30 15:00:00-04:00,True,True,True,0.0,BE,2019-10-30 14:00:00-04:00,52.875,52.875,base_legacy_entrybar
469:upper,469,2019-10-28,2019-10-28 10:30:00-04:00,2019-11-25 10:30:00-05:00,2019-11-01,2019,upper,-1.0,8143.651822073346,2019-11-01 09:54:00-04:00,35.5,2019-11-01 15:00:00-04:00,True,True,True,-2.598177926653989,cutoff,2019-11-01 15:00:00-04:00,53.25,53.25,base_legacy_entrybar
473:upper,473,2019-11-01,2019-11-01 10:30:00-04:00,2019-11-29 10:30:00-05:00,2019-11-04,2019,upper,-1.0,8206.423598005367,2019-11-04 05:02:00-05:00,11.25,2019-11-04 15:00:00-05:00,True,True,True,-16.875,SL,2019-11-04 08:31:00-05:00,16.875,16.875,base_legacy_entrybar
476:upper,476,2019-11-06,2019-11-06 10:30:00-05:00,2019-12-04 10:30:00-05:00,2019-11-07,2019,upper,-1.0,8264.95911284065,2019-11-07 10:16:00-05:00,27.0,2019-11-07 15:00:00-05:00,True,True,True,40.5,TP,2019-11-07 14:50:00-05:00,40.5,40.5,base_legacy_entrybar
479:upper,479,2019-11-11,2019-11-11 10:30:00-05:00,2019-12-09 10:30:00-05:00,2019-11-12,2019,upper,-1.0,8281.578124415639,2019-11-12 10:19:00-05:00,21.75,2019-11-12 15:00:00-05:00,True,True,True,32.625,TP,2019-11-12 14:50:00-05:00,32.625,32.625,base_legacy_entrybar
482:upper,482,2019-11-14,2019-11-14 10:30:00-05:00,2019-12-12 10:30:00-05:00,2019-11-15,2019,upper,-1.0,8303.323514829619,2019-11-14 20:15:00-05:00,34.5,2019-11-15 15:00:00-05:00,True,True,True,-0.0,BE,2019-11-14 21:56:00-05:00,51.75,51.75,base_legacy_entrybar
477:upper,477,2019-11-07,2019-11-07 10:30:00-05:00,2019-12-05 10:30:00-05:00,2019-11-15,2019,upper,-1.0,8306.876726080602,2019-11-14 21:56:00-05:00,10.75,2019-11-15 15:00:00-05:00,True,True,True,16.125,TP,2019-11-15 03:05:00-05:00,16.125,16.125,base_legacy_entrybar
481:upper,481,2019-11-13,2019-11-13 10:30:00-05:00,2019-12-11 10:30:00-05:00,2019-11-15,2019,upper,-1.0,8308.599787545481,2019-11-15 08:48:00-05:00,11.75,2019-11-15 15:00:00-05:00,True,True,True,17.625,TP,2019-11-15 09:59:00-05:00,17.625,17.625,base_legacy_entrybar
480:upper,480,2019-11-12,2019-11-12 10:30:00-05:00,2019-12-10 10:30:00-05:00,2019-11-18,2019,upper,-1.0,8325.258197873129,2019-11-18 02:16:00-05:00,5.0,2019-11-18 15:00:00-05:00,True,True,True,-7.5,SL,2019-11-18 02:17:00-05:00,7.5,7.5,base_legacy_entrybar
484:upper,484,2019-11-18,2019-11-18 10:30:00-05:00,2019-12-16 10:30:00-05:00,2019-11-19,2019,upper,-1.0,8363.69098040014,2019-11-19 03:23:00-05:00,6.25,2019-11-19 15:00:00-05:00,True,True,True,9.375,TP,2019-11-19 03:32:00-05:00,9.375,9.375,base_legacy_entrybar
485:lower,485,2019-11-19,2019-11-19 10:30:00-05:00,2019-12-17 10:30:00-05:00,2019-11-20,2019,lower,1.0,8296.92587972569,2019-11-20 03:54:00-05:00,24.75,2019-11-20 15:00:00-05:00,True,True,True,0.0,BE,2019-11-20 05:15:00-05:00,37.125,37.125,base_legacy_entrybar
487:upper,487,2019-11-21,2019-11-21 10:30:00-05:00,2019-12-19 10:30:00-05:00,2019-11-25,2019,upper,-1.0,8337.282692203938,2019-11-25 09:34:00-05:00,14.5,2019-11-25 15:00:00-05:00,True,True,True,-21.75,SL,2019-11-25 10:10:00-05:00,21.75,21.75,base_legacy_entrybar
485:upper,485,2019-11-19,2019-11-19 10:30:00-05:00,2019-12-17 10:30:00-05:00,2019-11-26,2019,upper,-1.0,8414.82412027431,2019-11-25 20:46:00-05:00,21.25,2019-11-26 15:00:00-05:00,True,True,True,31.875,TP,2019-11-25 21:47:00-05:00,31.875,31.875,base_legacy_entrybar
492:lower,492,2019-11-28,2019-11-28 10:30:00-05:00,2019-12-27 10:30:00-05:00,2019-12-02,2019,lower,1.0,8403.609446385071,2019-12-02 09:30:00-05:00,19.75,2019-12-02 15:00:00-05:00,True,True,True,-29.625,SL,2019-12-02 09:39:00-05:00,29.625,29.625,base_legacy_entrybar
494:lower,494,2019-12-02,2019-12-02 10:30:00-05:00,2020-01-02 10:30:00-05:00,2019-12-03,2019,lower,1.0,8261.172082087238,2019-12-03 07:45:00-05:00,21.0,2019-12-03 15:00:00-05:00,True,True,True,-31.5,SL,2019-12-03 08:32:00-05:00,31.5,31.5,base_legacy_entrybar
495:upper,495,2019-12-03,2019-12-03 10:30:00-05:00,2020-01-03 10:30:00-05:00,2019-12-04,2019,upper,-1.0,8288.801957918473,2019-12-04 04:07:00-05:00,27.25,2019-12-04 15:00:00-05:00,True,True,True,-24.698042081527092,cutoff,2019-12-04 15:00:00-05:00,40.875,40.875,base_legacy_entrybar
496:upper,496,2019-12-04,2019-12-04 10:30:00-05:00,2020-01-06 10:30:00-05:00,2019-12-06,2019,upper,-1.0,8372.8689328482,2019-12-06 08:41:00-05:00,13.5,2019-12-06 15:00:00-05:00,True,True,True,-20.25,SL,2019-12-06 10:50:00-05:00,20.25,20.25,base_legacy_entrybar
499:lower,499,2019-12-09,2019-12-09 10:30:00-05:00,2020-01-09 10:30:00-05:00,2019-12-10,2019,lower,1.0,8329.83248049312,2019-12-10 03:52:00-05:00,6.0,2019-12-10 15:00:00-05:00,True,True,True,-9.0,SL,2019-12-10 03:55:00-05:00,9.0,9.0,base_legacy_entrybar
498:upper,498,2019-12-06,2019-12-06 10:30:00-05:00,2020-01-08 10:30:00-05:00,2019-12-12,2019,upper,-1.0,8437.348242154314,2019-12-11 20:38:00-05:00,10.75,2019-12-12 15:00:00-05:00,True,True,True,16.125,TP,2019-12-11 20:40:00-05:00,16.125,16.125,base_legacy_entrybar
501:upper,501,2019-12-11,2019-12-11 10:30:00-05:00,2020-01-13 10:30:00-05:00,2019-12-12,2019,upper,-1.0,8446.178824150378,2019-12-12 09:38:00-05:00,22.0,2019-12-12 15:00:00-05:00,True,True,True,-33.0,SL,2019-12-12 10:01:00-05:00,33.0,33.0,base_legacy_entrybar
502:upper,502,2019-12-12,2019-12-12 10:30:00-05:00,2020-01-14 10:30:00-05:00,2019-12-13,2019,upper,-1.0,8544.400039693046,2019-12-13 05:35:00-05:00,34.75,2019-12-13 15:00:00-05:00,True,True,True,52.125,TP,2019-12-13 07:58:00-05:00,52.125,52.125,base_legacy_entrybar
503:upper,503,2019-12-13,2019-12-13 10:30:00-05:00,2020-01-15 10:30:00-05:00,2019-12-16,2019,upper,-1.0,8594.153059526845,2019-12-16 09:42:00-05:00,34.0,2019-12-16 15:00:00-05:00,True,True,True,-11.346940473154973,cutoff,2019-12-16 15:00:00-05:00,51.0,51.0,base_legacy_entrybar
508:upper,508,2019-12-20,2019-12-20 10:30:00-05:00,2020-01-22 10:30:00-05:00,2019-12-26,2019,upper,-1.0,8756.55477276877,2019-12-26 09:45:00-05:00,12.75,2019-12-26 15:00:00-05:00,True,True,True,-19.125,SL,2019-12-26 11:20:00-05:00,19.125,19.125,base_legacy_entrybar
512:lower,512,2019-12-27,2019-12-27 10:30:00-05:00,2020-01-28 10:30:00-05:00,2019-12-30,2019,lower,1.0,8742.97249466529,2019-12-30 09:38:00-05:00,13.25,2019-12-30 15:00:00-05:00,True,True,True,-19.875,SL,2019-12-30 09:45:00-05:00,19.875,19.875,base_legacy_entrybar
514:lower,514,2020-01-02,2020-01-02 10:30:00-05:00,2020-01-30 10:30:00-05:00,2020-01-03,2020,lower,1.0,8743.715344071625,2020-01-03 05:56:00-05:00,33.5,2020-01-03 15:00:00-05:00,True,True,True,50.25,TP,2020-01-03 08:13:00-05:00,50.25,50.25,base_legacy_entrybar
515:upper,515,2020-01-03,2020-01-03 10:30:00-05:00,2020-01-31 10:30:00-05:00,2020-01-07,2020,upper,-1.0,8881.00840595395,2020-01-06 21:23:00-05:00,14.0,2020-01-07 15:00:00-05:00,True,True,True,-0.0,BE,2020-01-06 23:25:00-05:00,21.0,21.0,base_legacy_entrybar
515:lower,515,2020-01-03,2020-01-03 10:30:00-05:00,2020-01-31 10:30:00-05:00,2020-01-08,2020,lower,1.0,8696.61659404605,2020-01-07 19:32:00-05:00,120.25,2020-01-08 15:00:00-05:00,True,True,True,180.375,TP,2020-01-08 06:28:00-05:00,180.375,180.375,base_legacy_entrybar
524:upper,524,2020-01-16,2020-01-16 10:30:00-05:00,2020-02-13 10:30:00-05:00,2020-01-17,2020,upper,-1.0,9163.275526241003,2020-01-17 04:51:00-05:00,17.75,2020-01-17 15:00:00-05:00,True,True,True,26.625,TP,2020-01-17 11:13:00-05:00,26.625,26.625,base_legacy_entrybar
526:lower,526,2020-01-20,2020-01-20 10:30:00-05:00,2020-02-17 10:30:00-05:00,2020-01-21,2020,lower,1.0,9121.972242453598,2020-01-20 21:35:00-05:00,39.75,2020-01-21 15:00:00-05:00,True,True,True,0.0,BE,2020-01-21 01:42:00-05:00,59.625,59.625,base_legacy_entrybar
526:upper,526,2020-01-20,2020-01-20 10:30:00-05:00,2020-02-17 10:30:00-05:00,2020-01-22,2020,upper,-1.0,9212.777757546402,2020-01-21 21:51:00-05:00,11.5,2020-01-22 15:00:00-05:00,True,True,True,-17.25,SL,2020-01-21 21:57:00-05:00,17.25,17.25,base_legacy_entrybar
528:lower,528,2020-01-22,2020-01-22 10:30:00-05:00,2020-02-19 10:30:00-05:00,2020-01-23,2020,lower,1.0,9157.475099792833,2020-01-23 09:35:00-05:00,17.75,2020-01-23 15:00:00-05:00,True,True,True,26.625,TP,2020-01-23 09:58:00-05:00,26.625,26.625,base_legacy_entrybar
529:upper,529,2020-01-23,2020-01-23 10:30:00-05:00,2020-02-20 10:30:00-05:00,2020-01-24,2020,upper,-1.0,9274.55896358009,2020-01-24 03:07:00-05:00,7.0,2020-01-24 15:00:00-05:00,True,True,True,-10.5,SL,2020-01-24 03:35:00-05:00,10.5,10.5,base_legacy_entrybar
523:lower,523,2020-01-15,2020-01-15 10:30:00-05:00,2020-02-12 10:30:00-05:00,2020-01-27,2020,lower,1.0,8991.946156459002,2020-01-27 05:03:00-05:00,48.0,2020-01-27 15:00:00-05:00,True,True,True,-17.94615645900194,cutoff,2020-01-27 15:00:00-05:00,72.0,72.0,base_legacy_entrybar
531:upper,531,2020-01-27,2020-01-27 10:30:00-05:00,2020-02-24 10:30:00-05:00,2020-01-28,2020,upper,-1.0,9053.02925865888,2020-01-28 10:25:00-05:00,38.75,2020-01-28 15:00:00-05:00,True,True,True,-58.125,SL,2020-01-28 14:14:00-05:00,58.125,58.125,base_legacy_entrybar
533:lower,533,2020-01-29,2020-01-29 10:30:00-05:00,2020-02-26 10:30:00-05:00,2020-01-30,2020,lower,1.0,9012.488205660382,2020-01-30 02:06:00-05:00,19.5,2020-01-30 15:00:00-05:00,True,True,True,0.0,BE,2020-01-30 03:03:00-05:00,29.25,29.25,base_legacy_entrybar
536:upper,536,2020-02-03,2020-02-03 10:30:00-05:00,2020-03-02 10:30:00-05:00,2020-02-04,2020,upper,-1.0,9218.804595713065,2020-02-04 03:23:00-05:00,28.0,2020-02-04 15:00:00-05:00,True,True,True,-0.0,BE,2020-02-04 04:26:00-05:00,42.0,42.0,base_legacy_entrybar
533:upper,533,2020-01-29,2020-01-29 10:30:00-05:00,2020-02-26 10:30:00-05:00,2020-02-04,2020,upper,-1.0,9252.011794339618,2020-02-04 07:40:00-05:00,19.0,2020-02-04 15:00:00-05:00,True,True,True,-28.5,SL,2020-02-04 10:29:00-05:00,28.5,28.5,base_legacy_entrybar
538:upper,538,2020-02-05,2020-02-05 10:30:00-05:00,2020-03-04 10:30:00-05:00,2020-02-11,2020,upper,-1.0,9567.69569543655,2020-02-10 20:45:00-05:00,32.5,2020-02-11 15:00:00-05:00,True,True,True,31.695695436550523,cutoff,2020-02-11 15:00:00-05:00,48.75,48.75,base_legacy_entrybar
544:upper,544,2020-02-13,2020-02-13 10:30:00-05:00,2020-03-12 10:30:00-04:00,2020-02-14,2020,upper,-1.0,9650.077889608092,2020-02-13 22:02:00-05:00,21.0,2020-02-14 15:00:00-05:00,True,True,True,-0.0,BE,2020-02-13 22:49:00-05:00,31.5,31.5,base_legacy_entrybar
543:upper,543,2020-02-12,2020-02-12 10:30:00-05:00,2020-03-11 10:30:00-04:00,2020-02-17,2020,upper,-1.0,9673.031877068039,2020-02-16 20:47:00-05:00,13.25,2020-02-17 15:00:00-05:00,True,True,True,-0.0,BE,2020-02-16 21:44:00-05:00,19.875,19.875,base_legacy_entrybar
542:upper,542,2020-02-11,2020-02-11 10:30:00-05:00,2020-03-10 10:30:00-04:00,2020-02-17,2020,upper,-1.0,9676.808177323495,2020-02-17 00:41:00-05:00,4.25,2020-02-17 15:00:00-05:00,True,True,True,-6.375,SL,2020-02-17 01:19:00-05:00,6.375,6.375,base_legacy_entrybar
547:upper,547,2020-02-18,2020-02-18 10:30:00-05:00,2020-03-17 10:30:00-04:00,2020-02-19,2020,upper,-1.0,9684.604784625351,2020-02-19 07:58:00-05:00,9.5,2020-02-19 15:00:00-05:00,True,True,True,-0.0,BE,2020-02-19 08:47:00-05:00,14.25,14.25,base_legacy_entrybar
