level_id,level_index,level_session,created_at,expiry_at,sess_date,year,side,sign,level,touched_at,anchor,cutoff,entry_allowed,has_anchor,has_cutoff,pnl,exit,exit_time,tp_dist,sl_dist,variant
71:upper,71,2018-04-12,2018-04-12 10:30:00-04:00,2018-05-10 10:30:00-04:00,2018-04-17,2018,upper,-1.0,6742.225463751627,2018-04-17 02:19:00-04:00,8.5,2018-04-17 15:00:00-04:00,True,True,True,12.75,TP,2018-04-17 04:18:00-04:00,12.75,12.75,base_legacy_entrybar
73:upper,73,2018-04-16,2018-04-16 10:30:00-04:00,2018-05-14 10:30:00-04:00,2018-04-17,2018,upper,-1.0,6747.283059462454,2018-04-17 06:13:00-04:00,11.25,2018-04-17 15:00:00-04:00,True,True,True,-0.0,BE,2018-04-17 07:41:00-04:00,16.875,16.875,base_legacy_entrybar
72:upper,72,2018-04-13,2018-04-13 10:30:00-04:00,2018-05-11 10:30:00-04:00,2018-04-17,2018,upper,-1.0,6791.429923534902,2018-04-17 10:54:00-04:00,29.5,2018-04-17 15:00:00-04:00,True,True,True,-44.25,SL,2018-04-17 14:52:00-04:00,44.25,44.25,base_legacy_entrybar
75:lower,75,2018-04-18,2018-04-18 10:30:00-04:00,2018-05-16 10:30:00-04:00,2018-04-20,2018,lower,1.0,6754.992006121582,2018-04-20 03:30:00-04:00,14.25,2018-04-20 15:00:00-04:00,True,True,True,21.375,TP,2018-04-20 06:53:00-04:00,21.375,21.375,base_legacy_entrybar
78:lower,78,2018-04-23,2018-04-23 10:30:00-04:00,2018-05-21 10:30:00-04:00,2018-04-24,2018,lower,1.0,6615.554947578565,2018-04-24 10:24:00-04:00,48.0,2018-04-24 15:00:00-04:00,True,True,True,-72.0,SL,2018-04-24 12:27:00-04:00,72.0,72.0,base_legacy_entrybar
80:upper,80,2018-04-25,2018-04-25 10:30:00-04:00,2018-05-23 10:30:00-04:00,2018-04-26,2018,upper,-1.0,6618.426920574853,2018-04-26 10:04:00-04:00,35.75,2018-04-26 15:00:00-04:00,True,True,True,-53.625,SL,2018-04-26 14:42:00-04:00,53.625,53.625,base_legacy_entrybar
78:upper,78,2018-04-23,2018-04-23 10:30:00-04:00,2018-05-21 10:30:00-04:00,2018-04-27,2018,upper,-1.0,6767.945052421435,2018-04-27 08:47:00-04:00,15.25,2018-04-27 15:00:00-04:00,True,True,True,22.875,TP,2018-04-27 09:31:00-04:00,22.875,22.875,base_legacy_entrybar
86:upper,86,2018-05-03,2018-05-03 10:30:00-04:00,2018-05-31 10:30:00-04:00,2018-05-04,2018,upper,-1.0,6692.836225843241,2018-05-04 10:25:00-04:00,53.5,2018-05-04 15:00:00-04:00,True,True,True,-80.25,SL,2018-05-04 14:21:00-04:00,80.25,80.25,base_legacy_entrybar
77:upper,77,2018-04-20,2018-04-20 10:30:00-04:00,2018-05-18 10:30:00-04:00,2018-05-07,2018,upper,-1.0,6828.16377343615,2018-05-07 00:30:00-04:00,8.5,2018-05-07 15:00:00-04:00,True,True,True,12.75,TP,2018-05-07 02:53:00-04:00,12.75,12.75,base_legacy_entrybar
92:upper,92,2018-05-11,2018-05-11 10:30:00-04:00,2018-06-08 10:30:00-04:00,2018-05-14,2018,upper,-1.0,7007.349699090812,2018-05-14 10:30:00-04:00,27.25,2018-05-14 15:00:00-04:00,True,True,True,-0.0,BE,2018-05-14 11:20:00-04:00,40.875,40.875,base_legacy_entrybar
93:lower,93,2018-05-14,2018-05-14 10:30:00-04:00,2018-06-11 10:30:00-04:00,2018-05-15,2018,lower,1.0,6928.543047509258,2018-05-15 08:39:00-04:00,21.0,2018-05-15 15:00:00-04:00,True,True,True,-31.5,SL,2018-05-15 09:32:00-04:00,31.5,31.5,base_legacy_entrybar
95:upper,95,2018-05-16,2018-05-16 10:30:00-04:00,2018-06-13 10:30:00-04:00,2018-05-17,2018,upper,-1.0,6960.568010688974,2018-05-17 10:57:00-04:00,19.5,2018-05-17 15:00:00-04:00,True,True,True,29.25,TP,2018-05-17 12:40:00-04:00,29.25,29.25,base_legacy_entrybar
98:lower,98,2018-05-21,2018-05-21 10:30:00-04:00,2018-06-18 10:30:00-04:00,2018-05-23,2018,lower,1.0,6878.121273342689,2018-05-22 21:51:00-04:00,10.25,2018-05-23 15:00:00-04:00,True,True,True,0.0,BE,2018-05-22 22:40:00-04:00,15.375,15.375,base_legacy_entrybar
99:lower,99,2018-05-22,2018-05-22 10:30:00-04:00,2018-06-19 10:30:00-04:00,2018-05-23,2018,lower,1.0,6869.126676304564,2018-05-22 23:06:00-04:00,10.25,2018-05-23 15:00:00-04:00,True,True,True,0.0,BE,2018-05-23 03:20:00-04:00,15.375,15.375,base_legacy_entrybar
96:lower,96,2018-05-17,2018-05-17 10:30:00-04:00,2018-06-14 10:30:00-04:00,2018-05-23,2018,lower,1.0,6862.149696078842,2018-05-23 03:24:00-04:00,12.0,2018-05-23 15:00:00-04:00,True,True,True,-18.0,SL,2018-05-23 04:16:00-04:00,18.0,18.0,base_legacy_entrybar
94:upper,94,2018-05-15,2018-05-15 10:30:00-04:00,2018-06-12 10:30:00-04:00,2018-05-24,2018,upper,-1.0,6971.765545524388,2018-05-24 03:19:00-04:00,16.5,2018-05-24 15:00:00-04:00,True,True,True,-0.0,BE,2018-05-24 04:48:00-04:00,24.75,24.75,base_legacy_entrybar
98:upper,98,2018-05-21,2018-05-21 10:30:00-04:00,2018-06-18 10:30:00-04:00,2018-05-25,2018,upper,-1.0,6988.503726657311,2018-05-24 21:33:00-04:00,11.75,2018-05-25 15:00:00-04:00,True,True,True,-0.0,BE,2018-05-24 22:19:00-04:00,17.625,17.625,base_legacy_entrybar
101:upper,101,2018-05-24,2018-05-24 10:30:00-04:00,2018-06-21 10:30:00-04:00,2018-05-28,2018,upper,-1.0,7020.8193327305835,2018-05-28 00:26:00-04:00,8.25,2018-05-28 15:00:00-04:00,True,True,True,12.375,TP,2018-05-28 00:27:00-04:00,12.375,12.375,base_legacy_entrybar
103:lower,103,2018-05-28,2018-05-28 10:30:00-04:00,2018-06-25 10:30:00-04:00,2018-05-29,2018,lower,1.0,6935.904766379892,2018-05-29 02:47:00-04:00,12.75,2018-05-29 15:00:00-04:00,True,True,True,19.125,TP,2018-05-29 03:15:00-04:00,19.125,19.125,base_legacy_entrybar
102:lower,102,2018-05-25,2018-05-25 10:30:00-04:00,2018-06-22 10:30:00-04:00,2018-05-29,2018,lower,1.0,6899.922722627305,2018-05-29 04:32:00-04:00,29.25,2018-05-29 15:00:00-04:00,True,True,True,43.875,TP,2018-05-29 09:42:00-04:00,43.875,43.875,base_legacy_entrybar
93:upper,93,2018-05-14,2018-05-14 10:30:00-04:00,2018-06-11 10:30:00-04:00,2018-06-01,2018,upper,-1.0,7036.581952490742,2018-06-01 09:55:00-04:00,21.75,2018-06-01 15:00:00-04:00,True,True,True,-32.625,SL,2018-06-01 10:55:00-04:00,32.625,32.625,base_legacy_entrybar
107:upper,107,2018-06-01,2018-06-01 10:30:00-04:00,2018-06-29 10:30:00-04:00,2018-06-04,2018,upper,-1.0,7092.43659505992,2018-06-03 20:18:00-04:00,15.5,2018-06-04 15:00:00-04:00,True,True,True,-23.25,SL,2018-06-04 03:53:00-04:00,23.25,23.25,base_legacy_entrybar
108:upper,108,2018-06-04,2018-06-04 10:30:00-04:00,2018-07-02 10:30:00-04:00,2018-06-05,2018,upper,-1.0,7156.635231374005,2018-06-05 04:00:00-04:00,16.0,2018-06-05 15:00:00-04:00,True,True,True,-24.0,SL,2018-06-05 10:04:00-04:00,24.0,24.0,base_legacy_entrybar
110:upper,110,2018-06-06,2018-06-06 10:30:00-04:00,2018-07-04 10:30:00-04:00,2018-06-07,2018,upper,-1.0,7231.326699234774,2018-06-06 21:46:00-04:00,8.0,2018-06-07 15:00:00-04:00,True,True,True,12.0,TP,2018-06-06 21:47:00-04:00,12.0,12.0,base_legacy_entrybar
110:lower,110,2018-06-06,2018-06-06 10:30:00-04:00,2018-07-04 10:30:00-04:00,2018-06-08,2018,lower,1.0,7113.548300765226,2018-06-08 03:55:00-04:00,35.5,2018-06-08 15:00:00-04:00,True,True,True,53.25,TP,2018-06-08 11:14:00-04:00,53.25,53.25,base_legacy_entrybar
114:upper,114,2018-06-12,2018-06-12 10:30:00-04:00,2018-07-10 10:30:00-04:00,2018-06-13,2018,upper,-1.0,7254.301705073458,2018-06-12 20:23:00-04:00,32.5,2018-06-13 15:00:00-04:00,True,True,True,-0.0,BE,2018-06-12 21:10:00-04:00,48.75,48.75,base_legacy_entrybar
111:upper,111,2018-06-07,2018-06-07 10:30:00-04:00,2018-07-05 10:30:00-04:00,2018-06-13,2018,upper,-1.0,7269.677208812118,2018-06-13 10:20:00-04:00,39.0,2018-06-13 15:00:00-04:00,True,True,True,5.927208812117897,cutoff,2018-06-13 15:00:00-04:00,58.5,58.5,base_legacy_entrybar
115:lower,115,2018-06-13,2018-06-13 10:30:00-04:00,2018-07-11 10:30:00-04:00,2018-06-14,2018,lower,1.0,7199.085344323959,2018-06-14 05:53:00-04:00,12.75,2018-06-14 15:00:00-04:00,True,True,True,19.125,TP,2018-06-14 05:54:00-04:00,19.125,19.125,base_legacy_entrybar
115:upper,115,2018-06-13,2018-06-13 10:30:00-04:00,2018-07-11 10:30:00-04:00,2018-06-14,2018,upper,-1.0,7303.289655676041,2018-06-14 10:20:00-04:00,33.0,2018-06-14 15:00:00-04:00,True,True,True,-0.0,BE,2018-06-14 11:32:00-04:00,49.5,49.5,base_legacy_entrybar
117:lower,117,2018-06-15,2018-06-15 10:30:00-04:00,2018-07-13 10:30:00-04:00,2018-06-18,2018,lower,1.0,7214.541889345101,2018-06-18 09:34:00-04:00,15.0,2018-06-18 15:00:00-04:00,True,True,True,22.5,TP,2018-06-18 09:48:00-04:00,22.5,22.5,base_legacy_entrybar
116:lower,116,2018-06-14,2018-06-14 10:30:00-04:00,2018-07-12 10:30:00-04:00,2018-06-19,2018,lower,1.0,7207.821104982877,2018-06-18 21:55:00-04:00,13.25,2018-06-19 15:00:00-04:00,True,True,True,-19.875,SL,2018-06-19 02:00:00-04:00,19.875,19.875,base_legacy_entrybar
119:upper,119,2018-06-19,2018-06-19 10:30:00-04:00,2018-07-17 10:30:00-04:00,2018-06-20,2018,upper,-1.0,7262.911183414944,2018-06-19 20:02:00-04:00,14.25,2018-06-20 15:00:00-04:00,True,True,True,21.375,TP,2018-06-19 21:03:00-04:00,21.375,21.375,base_legacy_entrybar
118:upper,118,2018-06-18,2018-06-18 10:30:00-04:00,2018-07-16 10:30:00-04:00,2018-06-20,2018,upper,-1.0,7287.904347496284,2018-06-20 08:54:00-04:00,10.25,2018-06-20 15:00:00-04:00,True,True,True,-15.375,SL,2018-06-20 09:42:00-04:00,15.375,15.375,base_legacy_entrybar
116:upper,116,2018-06-14,2018-06-14 10:30:00-04:00,2018-07-12 10:30:00-04:00,2018-06-21,2018,upper,-1.0,7342.428895017123,2018-06-20 21:57:00-04:00,9.75,2018-06-21 15:00:00-04:00,True,True,True,-14.625,SL,2018-06-20 22:19:00-04:00,14.625,14.625,base_legacy_entrybar
121:lower,121,2018-06-21,2018-06-21 10:30:00-04:00,2018-07-19 10:30:00-04:00,2018-06-22,2018,lower,1.0,7198.555087663368,2018-06-22 10:34:00-04:00,54.5,2018-06-22 15:00:00-04:00,True,True,True,41.944912336632115,cutoff,2018-06-22 15:00:00-04:00,81.75,81.75,base_legacy_entrybar
122:lower,122,2018-06-22,2018-06-22 10:30:00-04:00,2018-07-20 10:30:00-04:00,2018-06-25,2018,lower,1.0,7161.205449367277,2018-06-25 05:03:00-04:00,20.25,2018-06-25 15:00:00-04:00,True,True,True,-30.375,SL,2018-06-25 09:39:00-04:00,30.375,30.375,base_legacy_entrybar
126:upper,126,2018-06-28,2018-06-28 10:30:00-04:00,2018-07-26 10:30:00-04:00,2018-06-29,2018,upper,-1.0,7076.796525590399,2018-06-28 22:36:00-04:00,18.5,2018-06-29 15:00:00-04:00,True,True,True,-27.75,SL,2018-06-29 03:29:00-04:00,27.75,27.75,base_legacy_entrybar
127:lower,127,2018-06-29,2018-06-29 10:30:00-04:00,2018-07-27 10:30:00-04:00,2018-07-02,2018,lower,1.0,7021.939275551633,2018-07-02 02:24:00-04:00,24.25,2018-07-02 15:00:00-04:00,True,True,True,36.375,TP,2018-07-02 10:39:00-04:00,36.375,36.375,base_legacy_entrybar
127:upper,127,2018-06-29,2018-06-29 10:30:00-04:00,2018-07-27 10:30:00-04:00,2018-07-03,2018,upper,-1.0,7161.685724448367,2018-07-03 07:36:00-04:00,14.0,2018-07-03 15:00:00-04:00,True,True,True,21.0,TP,2018-07-03 09:30:00-04:00,21.0,21.0,base_legacy_entrybar
131:upper,131,2018-07-05,2018-07-05 10:30:00-04:00,2018-08-02 10:30:00-04:00,2018-07-06,2018,upper,-1.0,7154.980786813723,2018-07-06 01:32:00-04:00,37.5,2018-07-06 15:00:00-04:00,True,True,True,-0.0,BE,2018-07-06 09:40:00-04:00,56.25,56.25,base_legacy_entrybar
124:upper,124,2018-06-26,2018-06-26 10:30:00-04:00,2018-07-24 10:30:00-04:00,2018-07-06,2018,upper,-1.0,7169.8256782714725,2018-07-06 10:12:00-04:00,39.25,2018-07-06 15:00:00-04:00,True,True,True,-54.9243217285275,cutoff,2018-07-06 15:00:00-04:00,58.875,58.875,base_legacy_entrybar
123:upper,123,2018-06-25,2018-06-25 10:30:00-04:00,2018-07-23 10:30:00-04:00,2018-07-09,2018,upper,-1.0,7245.184324224052,2018-07-08 20:08:00-04:00,8.25,2018-07-09 15:00:00-04:00,True,True,True,-12.375,SL,2018-07-08 21:14:00-04:00,12.375,12.375,base_legacy_entrybar
133:upper,133,2018-07-09,2018-07-09 10:30:00-04:00,2018-08-06 10:30:00-04:00,2018-07-10,2018,upper,-1.0,7333.438705783388,2018-07-09 20:54:00-04:00,7.0,2018-07-10 15:00:00-04:00,True,True,True,10.5,TP,2018-07-09 21:44:00-04:00,10.5,10.5,base_legacy_entrybar
135:upper,135,2018-07-11,2018-07-11 10:30:00-04:00,2018-08-08 10:30:00-04:00,2018-07-12,2018,upper,-1.0,7328.303579632185,2018-07-12 10:07:00-04:00,31.0,2018-07-12 15:00:00-04:00,True,True,True,-46.5,SL,2018-07-12 13:43:00-04:00,46.5,46.5,base_legacy_entrybar
121:upper,121,2018-06-21,2018-06-21 10:30:00-04:00,2018-07-19 10:30:00-04:00,2018-07-13,2018,upper,-1.0,7406.569912336632,2018-07-12 23:46:00-04:00,5.75,2018-07-13 15:00:00-04:00,True,True,True,8.625,TP,2018-07-13 04:20:00-04:00,8.625,8.625,base_legacy_entrybar
140:lower,140,2018-07-18,2018-07-18 10:30:00-04:00,2018-08-15 10:30:00-04:00,2018-07-23,2018,lower,1.0,7346.6858821268015,2018-07-22 21:00:00-04:00,18.5,2018-07-23 15:00:00-04:00,True,True,True,-27.75,SL,2018-07-23 09:40:00-04:00,27.75,27.75,base_legacy_entrybar
142:upper,142,2018-07-20,2018-07-20 10:30:00-04:00,2018-08-17 10:30:00-04:00,2018-07-24,2018,upper,-1.0,7438.102087580435,2018-07-23 19:52:00-04:00,10.5,2018-07-24 15:00:00-04:00,True,True,True,-0.0,BE,2018-07-23 21:31:00-04:00,15.75,15.75,base_legacy_entrybar
137:upper,137,2018-07-13,2018-07-13 10:30:00-04:00,2018-08-10 10:30:00-04:00,2018-07-24,2018,upper,-1.0,7442.534348931817,2018-07-23 21:45:00-04:00,7.5,2018-07-24 15:00:00-04:00,True,True,True,11.25,TP,2018-07-24 03:00:00-04:00,11.25,11.25,base_legacy_entrybar
140:upper,140,2018-07-18,2018-07-18 10:30:00-04:00,2018-08-15 10:30:00-04:00,2018-07-24,2018,upper,-1.0,7478.0641178731985,2018-07-24 09:36:00-04:00,18.75,2018-07-24 15:00:00-04:00,True,True,True,28.125,TP,2018-07-24 11:03:00-04:00,28.125,28.125,base_legacy_entrybar
136:lower,136,2018-07-12,2018-07-12 10:30:00-04:00,2018-08-09 10:30:00-04:00,2018-07-30,2018,lower,1.0,7226.908261951898,2018-07-30 09:44:00-04:00,20.5,2018-07-30 15:00:00-04:00,True,True,True,0.0,BE,2018-07-30 10:35:00-04:00,30.75,30.75,base_legacy_entrybar
153:upper,153,2018-08-06,2018-08-06 10:30:00-04:00,2018-09-03 10:30:00-04:00,2018-08-07,2018,upper,-1.0,7459.432390640652,2018-08-06 23:02:00-04:00,5.5,2018-08-07 15:00:00-04:00,True,True,True,-0.0,BE,2018-08-07 00:41:00-04:00,8.25,8.25,base_legacy_entrybar
146:upper,146,2018-07-26,2018-07-26 10:30:00-04:00,2018-08-23 10:30:00-04:00,2018-08-07,2018,upper,-1.0,7482.682503501307,2018-08-07 09:35:00-04:00,5.0,2018-08-07 15:00:00-04:00,True,True,True,7.5,TP,2018-08-07 09:44:00-04:00,7.5,7.5,base_legacy_entrybar
156:lower,156,2018-08-09,2018-08-09 10:30:00-04:00,2018-09-06 10:30:00-04:00,2018-08-10,2018,lower,1.0,7424.720023865139,2018-08-10 06:04:00-04:00,21.0,2018-08-10 15:00:00-04:00,True,True,True,0.0,BE,2018-08-10 09:02:00-04:00,31.5,31.5,base_legacy_entrybar
154:lower,154,2018-08-07,2018-08-07 10:30:00-04:00,2018-09-04 10:30:00-04:00,2018-08-10,2018,lower,1.0,7413.1515343948895,2018-08-10 10:04:00-04:00,28.75,2018-08-10 15:00:00-04:00,True,True,True,0.0,BE,2018-08-10 13:46:00-04:00,43.125,43.125,base_legacy_entrybar
