candidate_id,feature_set,mfe_quantile,mae_quantile,test_year,train_years,tp_coefs,sl_coefs,clip_fraction_test,executed,net_pts,PF,avg_R,max_dd_R,gains_pts,losses_pts,gains_r,losses_r
learned|fs=F1|mfeq=0.50|maeq=0.50,F1,0.5,0.5,2021,"[2018, 2019, 2020]","{""log1p_range_30m"": 0.06139488192553053, ""log1p_atr14_60m"": 0.5974761163162918, ""log_rvol60"": 0.270142926399994, ""intercept"": 1.4952000223944997}","{""log1p_range_30m"": 0.0440452424827068, ""log1p_atr14_60m"": 0.6195668065649134, ""log_rvol60"": 0.22041175055067197, ""intercept"": 1.5527405623991708}",0.0,239,930.26,1.1721,0.0502,-8.1298,6335.515049373591,5405.254726504685,112.40979256180034,100.41797258609088
learned|fs=F1|mfeq=0.50|maeq=0.50,F1,0.5,0.5,2022,"[2018, 2019, 2020, 2021]","{""log1p_range_30m"": 0.02859275662227925, ""log1p_atr14_60m"": 0.6124572308030939, ""log_rvol60"": 0.3, ""intercept"": 1.543824366189415}","{""log1p_range_30m"": 0.06898359929710848, ""log1p_atr14_60m"": 0.5405394355135766, ""log_rvol60"": 0.1875728273159622, ""intercept"": 1.7689249129418658}",0.0,276,45.34,1.0057,0.0035,-11.8663,8032.685853499102,7987.345847603172,117.38054408724705,116.42711450729611
learned|fs=F1|mfeq=0.50|maeq=0.50,F1,0.5,0.5,2023,"[2018, 2019, 2020, 2021, 2022]","{""log1p_range_30m"": 0.033833253870860745, ""log1p_atr14_60m"": 0.5776315696670643, ""log_rvol60"": 0.3, ""intercept"": 1.6974509184425697}","{""log1p_range_30m"": 0.08425709810407091, ""log1p_atr14_60m"": 0.5249035835286536, ""log_rvol60"": 0.15154539253817237, ""intercept"": 1.811158141791181}",0.0,244,680.6,1.1348,0.0371,-12.206,5728.456511476397,5047.854888490467,104.9077491022615,95.85929730393694
learned|fs=F1|mfeq=0.50|maeq=0.50,F1,0.5,0.5,2024,"[2018, 2019, 2020, 2021, 2022, 2023]","{""log1p_range_30m"": 0.07062108400847822, ""log1p_atr14_60m"": 0.4990379939515393, ""log_rvol60"": 0.3, ""intercept"": 1.8556547519864155}","{""log1p_range_30m"": 0.08272523432660796, ""log1p_atr14_60m"": 0.4870216653750935, ""log_rvol60"": 0.12515357894311518, ""intercept"": 1.94833148138163}",0.0,267,-2197.06,0.7414,-0.1275,-38.8676,6297.963243807764,8495.020053331282,102.96903086375869,137.0238451108883
learned|fs=F1|mfeq=0.50|maeq=0.50,F1,0.5,0.5,2025,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]","{""log1p_range_30m"": 0.1155920002535565, ""log1p_atr14_60m"": 0.4150853417852977, ""log_rvol60"": 0.24296543857979522, ""intercept"": 2.004588003523503}","{""log1p_range_30m"": 0.07641119522079481, ""log1p_atr14_60m"": 0.5145113660795374, ""log_rvol60"": 0.14866711139539474, ""intercept"": 1.9163124353028866}",0.0,239,-620.53,0.9268,-0.0194,-15.7345,7855.396987619755,8475.929076938715,100.41423771634604,105.04869991858132
learned|fs=F1|mfeq=0.50|maeq=0.65,F1,0.5,0.65,2021,"[2018, 2019, 2020]","{""log1p_range_30m"": 0.06139488192553053, ""log1p_atr14_60m"": 0.5974761163162918, ""log_rvol60"": 0.270142926399994, ""intercept"": 1.4952000223944997}","{""log1p_range_30m"": 0.0960396489462559, ""log1p_atr14_60m"": 0.6126801991603815, ""log_rvol60"": 0.1735357703799813, ""intercept"": 1.7713117758031593}",0.0,224,582.47,1.0991,0.0143,-6.9583,6459.992134776234,5877.526784418946,78.724645303719,75.52258891882094
learned|fs=F1|mfeq=0.50|maeq=0.65,F1,0.5,0.65,2022,"[2018, 2019, 2020, 2021]","{""log1p_range_30m"": 0.02859275662227925, ""log1p_atr14_60m"": 0.6124572308030939, ""log_rvol60"": 0.3, ""intercept"": 1.543824366189415}","{""log1p_range_30m"": 0.07991076316872701, ""log1p_atr14_60m"": 0.5640905071096974, ""log_rvol60"": 0.1561082417995283, ""intercept"": 2.0282606565398944}",0.0,257,184.21,1.0219,0.0144,-10.8143,8592.377512588044,8408.172381238714,84.89202500242504,81.19306581285093
learned|fs=F1|mfeq=0.50|maeq=0.65,F1,0.5,0.65,2023,"[2018, 2019, 2020, 2021, 2022]","{""log1p_range_30m"": 0.033833253870860745, ""log1p_atr14_60m"": 0.5776315696670643, ""log_rvol60"": 0.3, ""intercept"": 1.6974509184425697}","{""log1p_range_30m"": 0.10814286418327687, ""log1p_atr14_60m"": 0.5655141292660333, ""log_rvol60"": 0.08299777460361382, ""intercept"": 1.9917578735942716}",0.0,228,-110.75,0.9816,-0.0128,-16.1283,5895.8683524965745,6006.6170118160735,72.37242135712357,75.29681347037703
learned|fs=F1|mfeq=0.50|maeq=0.65,F1,0.5,0.65,2024,"[2018, 2019, 2020, 2021, 2022, 2023]","{""log1p_range_30m"": 0.07062108400847822, ""log1p_atr14_60m"": 0.4990379939515393, ""log_rvol60"": 0.3, ""intercept"": 1.8556547519864155}","{""log1p_range_30m"": 0.0938678208854899, ""log1p_atr14_60m"": 0.5629979486000966, ""log_rvol60"": 0.062470510660440993, ""intercept"": 2.065766290214591}",0.0,239,-2451.63,0.7311,-0.1005,-24.7934,6666.657668238455,9118.284516218318,69.82053204042471,93.83381247705584
learned|fs=F1|mfeq=0.50|maeq=0.65,F1,0.5,0.65,2025,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]","{""log1p_range_30m"": 0.1155920002535565, ""log1p_atr14_60m"": 0.4150853417852977, ""log_rvol60"": 0.24296543857979522, ""intercept"": 2.004588003523503}","{""log1p_range_30m"": 0.057572945928608135, ""log1p_atr14_60m"": 0.6037229078361076, ""log_rvol60"": 0.08510178039348523, ""intercept"": 2.1085968942786284}",0.0,221,1379.17,1.1715,0.063,-6.252,9420.9749632196,8041.806912553806,74.63463184224622,60.72241844157213
