scale,a,b,gamma,gamma_PF,control_PF,delta_PF,gamma_avg_R,control_avg_R,delta_avg_R,gamma_max_dd_R,control_max_dd_R,gamma_net_pts,control_net_pts
S4_geomean,1.0,1.25,0.3,0.8948,0.8855,0.009300000000000086,-0.0458,-0.0504,0.0046,-143.9195,-139.3623,1197.33,-638.9
S4_geomean,1.0,1.25,-0.15,0.8667,0.8855,-0.018799999999999928,-0.0594,-0.0504,-0.009000000000000001,-153.5182,-139.3623,-1843.23,-638.9
S4_geomean,1.0,1.25,-0.3,0.8607,0.8855,-0.024799999999999933,-0.0623,-0.0504,-0.0119,-153.0423,-139.3623,-3364.39,-638.9
S4_geomean,1.0,1.5,0.15,0.8759,0.8757,0.00019999999999997797,-0.0487,-0.049,0.00030000000000000165,-133.1267,-130.5111,-485.3,-978.6
S4_geomean,1.0,1.5,0.3,0.8787,0.8757,0.0030000000000000027,-0.0474,-0.049,0.0016000000000000042,-137.0848,-130.5111,265.37,-978.6
S4_geomean,1.0,1.5,-0.15,0.8577,0.8757,-0.018000000000000016,-0.0569,-0.049,-0.007899999999999997,-144.8973,-130.5111,-1916.62,-978.6
S4_geomean,1.0,1.5,-0.3,0.8585,0.8757,-0.017199999999999993,-0.0565,-0.049,-0.0075,-137.5159,-130.5111,-3431.01,-978.6
S4_geomean,1.0,1.75,0.15,0.8745,0.8561,0.018400000000000083,-0.0443,-0.0517,0.007400000000000004,-121.1653,-133.2543,-498.12,-2007.94
S4_geomean,1.0,1.75,0.3,0.8913,0.8561,0.03520000000000001,-0.0378,-0.0517,0.013900000000000003,-111.7349,-133.2543,813.89,-2007.94
S4_geomean,1.0,1.75,-0.15,0.8516,0.8561,-0.0044999999999999485,-0.0536,-0.0517,-0.001899999999999999,-132.7739,-133.2543,-2133.46,-2007.94
S4_geomean,1.0,1.75,-0.3,0.8537,0.8561,-0.0023999999999999577,-0.0529,-0.0517,-0.0011999999999999997,-130.244,-133.2543,-3715.47,-2007.94
S4_geomean,1.0,2.0,0.15,0.882,0.8657,0.01629999999999998,-0.0375,-0.0434,0.0059000000000000025,-100.3132,-112.665,559.76,-715.33
S4_geomean,1.0,2.0,0.3,0.8706,0.8657,0.0049000000000000155,-0.0413,-0.0434,0.0020999999999999977,-108.5278,-112.665,-72.74,-715.33
S4_geomean,1.0,2.0,-0.15,0.8508,0.8657,-0.014900000000000024,-0.0489,-0.0434,-0.005499999999999998,-121.8527,-112.665,-2147.61,-715.33
S4_geomean,1.0,2.0,-0.3,0.8506,0.8657,-0.015100000000000002,-0.0489,-0.0434,-0.005499999999999998,-117.6704,-112.665,-3889.87,-715.33
S4_geomean,1.25,0.5,0.15,0.8849,0.9033,-0.018399999999999972,-0.0857,-0.0718,-0.013899999999999996,-250.9053,-219.4397,-2096.16,-1839.34
S4_geomean,1.25,0.5,0.3,0.873,0.9033,-0.030299999999999994,-0.0947,-0.0718,-0.022900000000000004,-267.001,-219.4397,-3008.88,-1839.34
S4_geomean,1.25,0.5,-0.15,0.8903,0.9033,-0.013000000000000012,-0.082,-0.0718,-0.0102,-238.8508,-219.4397,-2233.97,-1839.34
S4_geomean,1.25,0.5,-0.3,0.8895,0.9033,-0.013800000000000034,-0.0826,-0.0718,-0.010800000000000004,-235.6737,-219.4397,-1913.39,-1839.34
S4_geomean,1.25,0.75,0.15,0.889,0.8943,-0.005299999999999971,-0.07,-0.0668,-0.0032000000000000084,-192.9637,-186.0096,-1980.43,-2693.6
S4_geomean,1.25,0.75,0.3,0.8743,0.8943,-0.020000000000000018,-0.0795,-0.0668,-0.012700000000000003,-212.1699,-186.0096,-3053.9,-2693.6
S4_geomean,1.25,0.75,-0.15,0.8871,0.8943,-0.007199999999999984,-0.0717,-0.0668,-0.004900000000000002,-195.3779,-186.0096,-2858.28,-2693.6
S4_geomean,1.25,0.75,-0.3,0.901,0.8943,0.006700000000000039,-0.0626,-0.0668,0.004199999999999995,-170.3655,-186.0096,-2787.58,-2693.6
S4_geomean,1.25,1.0,0.15,0.9059,0.9063,-0.00039999999999995595,-0.051,-0.0509,-9.999999999999593e-05,-146.5366,-139.9879,-841.11,-1870.83
S4_geomean,1.25,1.0,0.3,0.8966,0.9063,-0.009700000000000042,-0.0562,-0.0509,-0.005299999999999999,-152.4733,-139.9879,-1449.36,-1870.83
S4_geomean,1.25,1.0,-0.15,0.9126,0.9063,0.006299999999999972,-0.0474,-0.0509,0.003500000000000003,-131.8622,-139.9879,-1256.65,-1870.83
S4_geomean,1.25,1.0,-0.3,0.9322,0.9063,0.025900000000000034,-0.0366,-0.0509,0.0143,-107.5122,-139.9879,-1230.71,-1870.83
S4_geomean,1.25,1.25,0.15,0.9094,0.9172,-0.007800000000000029,-0.0434,-0.0395,-0.0039000000000000007,-129.2459,-115.7914,-557.97,-751.19
S4_geomean,1.25,1.25,0.3,0.8897,0.9172,-0.02749999999999997,-0.0531,-0.0395,-0.013600000000000001,-151.7694,-115.7914,-1511.72,-751.19
S4_geomean,1.25,1.25,-0.15,0.9008,0.9172,-0.01639999999999997,-0.0479,-0.0395,-0.008399999999999998,-125.0791,-115.7914,-2041.93,-751.19
S4_geomean,1.25,1.25,-0.3,0.9127,0.9172,-0.0045000000000000595,-0.0419,-0.0395,-0.0023999999999999994,-112.4824,-115.7914,-1308.99,-751.19
S4_geomean,1.25,1.5,0.15,0.9057,0.9152,-0.009500000000000064,-0.0404,-0.0363,-0.0040999999999999995,-114.1492,-104.8355,-637.54,-608.33
S4_geomean,1.25,1.5,0.3,0.8667,0.9152,-0.04849999999999999,-0.0582,-0.0363,-0.021900000000000003,-148.7824,-104.8355,-2652.83,-608.33
S4_geomean,1.25,1.5,-0.15,0.9055,0.9152,-0.009700000000000042,-0.0409,-0.0363,-0.0046,-108.425,-104.8355,-1248.5,-608.33
S4_geomean,1.25,1.5,-0.3,0.9067,0.9152,-0.008500000000000063,-0.0403,-0.0363,-0.0040000000000000036,-109.0386,-104.8355,-929.59,-608.33
S4_geomean,1.25,1.75,0.15,0.8964,0.8935,0.0029000000000000137,-0.0403,-0.0417,0.0013999999999999985,-108.9588,-110.1493,-958.09,-1803.75
S4_geomean,1.25,1.75,0.3,0.8931,0.8935,-0.00039999999999995595,-0.0414,-0.0417,0.00030000000000000165,-109.5522,-110.1493,-1018.04,-1803.75
S4_geomean,1.25,1.75,-0.15,0.8861,0.8935,-0.007399999999999962,-0.0449,-0.0417,-0.0032000000000000015,-112.8391,-110.1493,-2251.31,-1803.75
S4_geomean,1.25,1.75,-0.3,0.8962,0.8935,0.0027000000000000357,-0.0408,-0.0417,0.000899999999999998,-105.8748,-110.1493,-1484.12,-1803.75
S4_geomean,1.25,2.0,0.15,0.8997,0.8956,0.0041000000000001036,-0.0353,-0.0371,0.001800000000000003,-94.7587,-99.404,-47.95,-821.68
S4_geomean,1.25,2.0,0.3,0.8709,0.8956,-0.024699999999999944,-0.0462,-0.0371,-0.009099999999999997,-111.4845,-99.404,-2261.57,-821.68
S4_geomean,1.25,2.0,-0.15,0.8827,0.8956,-0.012899999999999912,-0.0422,-0.0371,-0.0051,-103.7146,-99.404,-2469.83,-821.68
S4_geomean,1.25,2.0,-0.3,0.8855,0.8956,-0.010099999999999998,-0.0412,-0.0371,-0.0040999999999999995,-102.3214,-99.404,-1964.84,-821.68
S4_geomean,1.5,0.5,0.15,0.9025,0.8908,0.011699999999999933,-0.0752,-0.0847,0.009499999999999995,-236.7715,-249.1789,-2201.17,-2887.76
S4_geomean,1.5,0.5,0.3,0.9042,0.8908,0.013399999999999967,-0.0737,-0.0847,0.010999999999999996,-233.5706,-249.1789,-2475.55,-2887.76
S4_geomean,1.5,0.5,-0.15,0.8906,0.8908,-0.000200000000000089,-0.085,-0.0847,-0.0003000000000000086,-242.7829,-249.1789,-2728.31,-2887.76
S4_geomean,1.5,0.5,-0.3,0.8741,0.8908,-0.016700000000000048,-0.0984,-0.0847,-0.013700000000000004,-276.366,-249.1789,-2771.17,-2887.76
S4_geomean,1.5,0.75,0.15,0.9045,0.9021,0.0023999999999999577,-0.0632,-0.0651,0.001899999999999999,-177.142,-173.5502,-2511.16,-2904.2
S4_geomean,1.5,0.75,0.3,0.902,0.9021,-9.999999999998899e-05,-0.0647,-0.0651,0.00040000000000001146,-186.0712,-173.5502,-2713.42,-2904.2
S4_geomean,1.5,0.75,-0.15,0.9063,0.9021,0.0041999999999999815,-0.0623,-0.0651,0.002800000000000004,-167.6838,-173.5502,-2579.35,-2904.2
S4_geomean,1.5,0.75,-0.3,0.8994,0.9021,-0.0027000000000000357,-0.0672,-0.0651,-0.0020999999999999908,-173.249,-173.5502,-3354.33,-2904.2
S4_geomean,1.5,1.0,0.15,0.9163,0.9003,0.016000000000000014,-0.0482,-0.0578,0.009599999999999997,-142.2251,-151.6917,-1626.09,-2867.37
S4_geomean,1.5,1.0,0.3,0.9188,0.9003,0.01849999999999996,-0.0465,-0.0578,0.011299999999999998,-137.6105,-151.6917,-1442.05,-2867.37
S4_geomean,1.5,1.0,-0.15,0.9276,0.9003,0.02729999999999999,-0.0415,-0.0578,0.016299999999999995,-117.9568,-151.6917,-938.05,-2867.37
S4_geomean,1.5,1.0,-0.3,0.9394,0.9003,0.039100000000000024,-0.0347,-0.0578,0.023099999999999996,-99.3629,-151.6917,-1434.86,-2867.37
S4_geomean,1.5,1.25,0.15,0.9238,0.9245,-0.0007000000000000339,-0.0389,-0.0386,-0.0002999999999999947,-123.9972,-112.5669,-1108.95,-1314.37
S4_geomean,1.5,1.25,0.3,0.9107,0.9245,-0.013800000000000034,-0.0455,-0.0386,-0.006899999999999996,-138.7654,-112.5669,-1754.58,-1314.37
S4_geomean,1.5,1.25,-0.15,0.9216,0.9245,-0.0029000000000000137,-0.0402,-0.0386,-0.0015999999999999973,-106.7426,-112.5669,-1783.17,-1314.37
S4_geomean,1.5,1.25,-0.3,0.9301,0.9245,0.005600000000000049,-0.0358,-0.0386,0.002800000000000004,-97.5674,-112.5669,-1207.5,-1314.37
S4_geomean,1.5,1.5,0.15,0.9183,0.9134,0.0049000000000000155,-0.0376,-0.0401,0.0024999999999999953,-108.1509,-109.3016,-1260.46,-1526.8
S4_geomean,1.5,1.5,0.3,0.8935,0.9134,-0.01990000000000003,-0.0493,-0.0401,-0.0092,-135.0423,-109.3016,-2584.04,-1526.8
S4_geomean,1.5,1.5,-0.15,0.9342,0.9134,0.02080000000000004,-0.0303,-0.0401,0.009799999999999996,-86.3171,-109.3016,-461.02,-1526.8
S4_geomean,1.5,1.5,-0.3,0.929,0.9134,0.015600000000000058,-0.0328,-0.0401,0.007299999999999994,-90.6713,-109.3016,-600.73,-1526.8
S4_geomean,1.5,1.75,0.15,0.9146,0.8978,0.016799999999999926,-0.0357,-0.0433,0.007599999999999996,-99.4055,-112.851,-1069.91,-2566.63
S4_geomean,1.5,1.75,0.3,0.9203,0.8978,0.022499999999999964,-0.0329,-0.0433,0.0104,-93.9839,-112.851,-834.27,-2566.63
S4_geomean,1.5,1.75,-0.15,0.9156,0.8978,0.017799999999999927,-0.0354,-0.0433,0.007899999999999997,-95.8345,-112.851,-1110.55,-2566.63
S4_geomean,1.5,1.75,-0.3,0.9201,0.8978,0.022299999999999986,-0.0337,-0.0433,0.009599999999999997,-93.4687,-112.851,-775.14,-2566.63
S4_geomean,1.5,2.0,0.15,0.9101,0.9004,0.009700000000000042,-0.0343,-0.0384,0.0040999999999999995,-89.7123,-97.7674,-429.55,-1018.28
S4_geomean,1.5,2.0,0.3,0.897,0.9004,-0.0033999999999999586,-0.0393,-0.0384,-0.000900000000000005,-97.856,-97.7674,-1919.02,-1018.28
S4_geomean,1.5,2.0,-0.15,0.9171,0.9004,0.016700000000000048,-0.0318,-0.0384,0.006599999999999995,-84.5276,-97.7674,-1102.5,-1018.28
S4_geomean,1.5,2.0,-0.3,0.9185,0.9004,0.018100000000000005,-0.0314,-0.0384,0.006999999999999999,-86.4499,-97.7674,-790.04,-1018.28
S4_geomean,1.75,0.5,0.15,0.8857,0.8929,-0.007199999999999984,-0.0911,-0.0855,-0.005599999999999994,-276.0852,-263.5905,-3086.54,-2891.12
S4_geomean,1.75,0.5,0.3,0.8944,0.8929,0.0014999999999999458,-0.0839,-0.0855,0.0016000000000000042,-252.5859,-263.5905,-2980.69,-2891.12
S4_geomean,1.75,0.5,-0.15,0.8755,0.8929,-0.017400000000000082,-0.1001,-0.0855,-0.014599999999999988,-302.6838,-263.5905,-3251.85,-2891.12
S4_geomean,1.75,0.5,-0.3,0.8463,0.8929,-0.046599999999999975,-0.1245,-0.0855,-0.03899999999999999,-352.103,-263.5905,-4353.62,-2891.12
S4_geomean,1.75,0.75,0.15,0.898,0.9061,-0.008099999999999996,-0.0702,-0.0648,-0.005400000000000002,-198.3785,-181.8551,-2930.33,-2964.46
S4_geomean,1.75,0.75,0.3,0.9058,0.9061,-0.00029999999999996696,-0.0645,-0.0648,0.0002999999999999947,-181.4943,-181.8551,-2630.44,-2964.46
S4_geomean,1.75,0.75,-0.15,0.89,0.9061,-0.016100000000000003,-0.0766,-0.0648,-0.011800000000000005,-207.0038,-181.8551,-3573.41,-2964.46
S4_geomean,1.75,0.75,-0.3,0.8862,0.9061,-0.01990000000000003,-0.0792,-0.0648,-0.01440000000000001,-209.1212,-181.8551,-4471.87,-2964.46
S4_geomean,1.75,1.0,0.15,0.9101,0.9092,0.0009000000000000119,-0.054,-0.0548,0.0008000000000000021,-155.9965,-153.4796,-2322.63,-2998.19
S4_geomean,1.75,1.0,0.3,0.9292,0.9092,0.020000000000000018,-0.0422,-0.0548,0.0126,-130.6484,-153.4796,-641.78,-2998.19
S4_geomean,1.75,1.0,-0.15,0.9155,0.9092,0.006299999999999972,-0.0511,-0.0548,0.003700000000000002,-149.0892,-153.4796,-1954.2,-2998.19
S4_geomean,1.75,1.0,-0.3,0.9144,0.9092,0.005199999999999982,-0.0519,-0.0548,0.0029,-142.5734,-153.4796,-3707.02,-2998.19
S4_geomean,1.75,1.25,0.15,0.9269,0.9417,-0.014800000000000035,-0.0391,-0.0311,-0.008000000000000004,-124.1851,-100.9298,-1310.21,-806.78
S4_geomean,1.75,1.25,0.3,0.9289,0.9417,-0.012800000000000034,-0.0378,-0.0311,-0.006700000000000001,-125.575,-100.9298,-704.97,-806.78
S4_geomean,1.75,1.25,-0.15,0.9121,0.9417,-0.02959999999999996,-0.0477,-0.0311,-0.0166,-128.5151,-100.9298,-2494.66,-806.78
S4_geomean,1.75,1.25,-0.3,0.9033,0.9417,-0.03839999999999999,-0.0527,-0.0311,-0.021599999999999998,-139.1347,-100.9298,-3434.4,-806.78
S4_geomean,1.75,1.5,0.15,0.9254,0.933,-0.007600000000000051,-0.036,-0.0324,-0.003599999999999999,-107.6213,-99.9795,-1176.74,-774.72
S4_geomean,1.75,1.5,0.3,0.9151,0.933,-0.017900000000000027,-0.0411,-0.0324,-0.0087,-120.1392,-99.9795,-1114.95,-774.72
S4_geomean,1.75,1.5,-0.15,0.9309,0.933,-0.002100000000000102,-0.0337,-0.0324,-0.0013000000000000025,-101.0107,-99.9795,-851.1,-774.72
S4_geomean,1.75,1.5,-0.3,0.9177,0.933,-0.015300000000000091,-0.0404,-0.0324,-0.008,-115.1584,-99.9795,-2236.84,-774.72
S4_geomean,1.75,1.75,0.15,0.917,0.9127,0.0043000000000000815,-0.0366,-0.0388,0.0022000000000000006,-104.5571,-110.4542,-1222.66,-1866.12
S4_geomean,1.75,1.75,0.3,0.9279,0.9127,0.015199999999999991,-0.0315,-0.0388,0.007300000000000001,-93.4766,-110.4542,-150.29,-1866.12
S4_geomean,1.75,1.75,-0.15,0.9039,0.9127,-0.008799999999999919,-0.0432,-0.0388,-0.004400000000000001,-114.2703,-110.4542,-1891.17,-1866.12
S4_geomean,1.75,1.75,-0.3,0.9081,0.9127,-0.0045999999999999375,-0.0414,-0.0388,-0.002599999999999998,-114.2194,-110.4542,-2328.54,-1866.12
S4_geomean,1.75,2.0,0.15,0.905,0.9088,-0.0038000000000000256,-0.0385,-0.0372,-0.0013000000000000025,-101.0033,-100.5078,-886.6,-393.99
S4_geomean,1.75,2.0,0.3,0.9056,0.9088,-0.0032000000000000917,-0.0382,-0.0372,-0.0010000000000000009,-98.3271,-100.5078,-1173.27,-393.99
S4_geomean,1.75,2.0,-0.15,0.9027,0.9088,-0.006100000000000105,-0.0401,-0.0372,-0.0029,-106.8463,-100.5078,-2068.28,-393.99
S4_geomean,1.75,2.0,-0.3,0.905,0.9088,-0.0038000000000000256,-0.0392,-0.0372,-0.0020000000000000018,-105.3035,-100.5078,-2531.15,-393.99
S4_geomean,2.0,0.5,0.15,0.8833,0.8845,-0.0011999999999999789,-0.0949,-0.0942,-0.0006999999999999923,-301.9131,-295.3314,-2809.5,-2901.58
S4_geomean,2.0,0.5,0.3,0.8937,0.8845,0.009200000000000097,-0.0861,-0.0942,0.00810000000000001,-261.4568,-295.3314,-2982.9,-2901.58
S4_geomean,2.0,0.5,-0.15,0.8776,0.8845,-0.006899999999999906,-0.1003,-0.0942,-0.006099999999999994,-319.006,-295.3314,-2874.02,-2901.58
S4_geomean,2.0,0.5,-0.3,0.856,0.8845,-0.02849999999999997,-0.1188,-0.0942,-0.024599999999999997,-361.3535,-295.3314,-3630.47,-2901.58
S4_geomean,2.0,0.75,0.15,0.9016,0.9054,-0.0038000000000000256,-0.0695,-0.0672,-0.0023000000000000104,-212.3274,-201.8898,-2093.9,-2507.65
S4_geomean,2.0,0.75,0.3,0.9128,0.9054,0.007399999999999962,-0.0613,-0.0672,0.0058999999999999955,-190.696,-201.8898,-1805.13,-2507.65
S4_geomean,2.0,0.75,-0.15,0.8822,0.9054,-0.0232,-0.0843,-0.0672,-0.017100000000000004,-237.6803,-201.8898,-3988.37,-2507.65
S4_geomean,2.0,0.75,-0.3,0.8882,0.9054,-0.017199999999999993,-0.08,-0.0672,-0.012800000000000006,-223.4975,-201.8898,-3979.36,-2507.65
S4_geomean,2.0,1.0,0.15,0.9136,0.9104,0.0031999999999999806,-0.0537,-0.0559,0.0022000000000000006,-169.6104,-170.4481,-1607.36,-2669.3
S4_geomean,2.0,1.0,0.3,0.9289,0.9104,0.01849999999999996,-0.0439,-0.0559,0.011999999999999997,-137.9011,-170.4481,-812.37,-2669.3
S4_geomean,2.0,1.0,-0.15,0.9071,0.9104,-0.0032999999999999696,-0.0581,-0.0559,-0.0022000000000000006,-174.2607,-170.4481,-2590.46,-2669.3
S4_geomean,2.0,1.0,-0.3,0.9056,0.9104,-0.0048000000000000265,-0.0594,-0.0559,-0.003500000000000003,-168.013,-170.4481,-3657.76,-2669.3
S4_geomean,2.0,1.25,0.15,0.9278,0.9417,-0.013900000000000023,-0.0402,-0.0323,-0.007899999999999997,-134.0451,-117.7733,-1058.75,-699.85
S4_geomean,2.0,1.25,0.3,0.9287,0.9417,-0.013000000000000012,-0.0394,-0.0323,-0.007099999999999995,-132.7563,-117.7733,-908.05,-699.85
S4_geomean,2.0,1.25,-0.15,0.9021,0.9417,-0.03959999999999997,-0.0553,-0.0323,-0.023,-147.5725,-117.7733,-3282.74,-699.85
S4_geomean,2.0,1.25,-0.3,0.8987,0.9417,-0.04299999999999993,-0.0576,-0.0323,-0.025299999999999996,-154.3728,-117.7733,-3272.48,-699.85
S4_geomean,2.0,1.5,0.15,0.9342,0.9415,-0.007299999999999973,-0.033,-0.0295,-0.003500000000000003,-109.6318,-107.1614,410.82,-235.17
S4_geomean,2.0,1.5,0.3,0.924,0.9415,-0.01749999999999996,-0.0382,-0.0295,-0.0087,-118.1232,-107.1614,-409.98,-235.17
S4_geomean,2.0,1.5,-0.15,0.9258,0.9415,-0.015700000000000047,-0.0378,-0.0295,-0.008300000000000002,-114.5095,-107.1614,-1479.76,-235.17
S4_geomean,2.0,1.5,-0.3,0.918,0.9415,-0.023499999999999965,-0.0421,-0.0295,-0.0126,-123.4345,-107.1614,-1896.17,-235.17
S4_geomean,2.0,1.75,0.15,0.9274,0.9288,-0.0013999999999999568,-0.0334,-0.033,-0.0003999999999999976,-108.3188,-110.5609,196.39,-596.07
S4_geomean,2.0,1.75,0.3,0.9408,0.9288,0.01200000000000001,-0.0269,-0.033,0.006100000000000001,-88.7168,-110.5609,667.63,-596.07
S4_geomean,2.0,1.75,-0.15,0.8991,0.9288,-0.02969999999999995,-0.0476,-0.033,-0.014600000000000002,-127.9636,-110.5609,-2510.57,-596.07
S4_geomean,2.0,1.75,-0.3,0.9041,0.9288,-0.024699999999999944,-0.0454,-0.033,-0.012400000000000001,-126.2842,-110.5609,-2087.37,-596.07
S4_geomean,2.0,2.0,0.15,0.9182,0.9249,-0.006700000000000039,-0.0347,-0.032,-0.002700000000000001,-102.4835,-101.7434,734.05,967.71
S4_geomean,2.0,2.0,0.3,0.9186,0.9249,-0.006300000000000083,-0.0343,-0.032,-0.0022999999999999965,-93.6816,-101.7434,-403.78,967.71
S4_geomean,2.0,2.0,-0.15,0.8978,0.9249,-0.027100000000000013,-0.0443,-0.032,-0.012299999999999998,-118.582,-101.7434,-2440.82,967.71
S4_geomean,2.0,2.0,-0.3,0.8927,0.9249,-0.032200000000000006,-0.0469,-0.032,-0.014899999999999997,-122.1024,-101.7434,-2814.77,967.71
