level_id,side,session_date,year,created_at,expiry_at,touched_at,entry_price,minutes_elapsed,window_allowed,hmm_state,hmm_prob,hmm_prob_low,hmm_prob_mid,hmm_prob_high,hmm_last_bar_ts,hmm_n_train_sessions,hmm_earliest_train_session,hmm_latest_train_session,hmm_param_hash,hmm_allowed,position_available,tp_dist,sl_dist,skip_reason,entry_time,profit_lock_trigger_ts,profit_lock_activation_ts,exit_time,exit_reason,pnl_pts,r_multiple
1551_lower,lower,2024-01-17,2024,2024-01-11 10:30:00-05:00,2024-02-08 10:30:00-05:00,2024-01-17 15:00:00+00:00,16699.745493257127,960,True,HIGH_VOL,1.0,,,,,,,,,True,False,64.5,63.75,position_open,,,,,,,
1555_upper,upper,2024-01-18,2024,2024-01-17 10:30:00-05:00,2024-02-14 10:30:00-05:00,2024-01-18 12:37:00+00:00,17013.626595573453,817,True,LOW_VOL,0.6696931694513549,,,,,,,,,False,True,94.0,74.5,blocked_low_vol,,,,,,,
1553_upper,upper,2024-01-18,2024,2024-01-15 10:30:00-05:00,2024-02-12 10:30:00-05:00,2024-01-18 15:48:00+00:00,17071.67909285993,1008,True,HIGH_VOL,0.9340105141051815,,,,,,,,,True,True,79.0,69.0,,2024-01-18 15:48:00+00:00,2024-01-18 17:05:00+00:00,2024-01-18 17:06:00+00:00,2024-01-18 17:13:00+00:00,TP,79.0,1.144927536231884
1556_upper,upper,2024-01-19,2024,2024-01-18 10:30:00-05:00,2024-02-15 10:30:00-05:00,2024-01-19 02:48:00+00:00,17169.014278191687,228,False,LOW_VOL,0.7169746586499117,,,,,,,,,False,True,87.5,68.75,blocked_window,,,,,,,
1552_upper,upper,2024-01-19,2024,2024-01-12 10:30:00-05:00,2024-02-09 10:30:00-05:00,2024-01-19 03:00:00+00:00,17172.94383495998,240,False,LOW_VOL,0.551057772907553,,,,,,,,,False,True,89.0,71.75,blocked_window,,,,,,,
1543_upper,upper,2024-01-19,2024,2023-12-29 10:30:00-05:00,2024-01-29 10:30:00-05:00,2024-01-19 08:59:00+00:00,17209.447723507175,599,False,LOW_VOL,0.6696166808964448,,,,,,,,,False,True,94.25,75.0,blocked_window,,,,,,,
1551_upper,upper,2024-01-19,2024,2024-01-11 10:30:00-05:00,2024-02-08 10:30:00-05:00,2024-01-19 09:13:00+00:00,17218.754506742873,613,False,MID_VOL,0.5152621715081266,,,,,,,,,True,True,80.75,69.25,blocked_window,,,,,,,
1541_upper,upper,2024-01-19,2024,2023-12-27 10:30:00-05:00,2024-01-25 10:30:00-05:00,2024-01-19 10:51:00+00:00,17241.52214873588,711,True,MID_VOL,0.6680061913006974,,,,,,,,,True,True,88.0,69.5,,2024-01-19 10:51:00+00:00,2024-01-19 14:29:00+00:00,2024-01-19 14:30:00+00:00,2024-01-19 15:55:00+00:00,LOCK,6.950000000000728,0.10000000000001047
1542_upper,upper,2024-01-19,2024,2023-12-28 10:30:00-05:00,2024-01-26 10:30:00-05:00,2024-01-19 17:24:00+00:00,17275.50914414415,1104,False,MID_VOL,0.5474762027245004,,,,,,,,,True,True,79.75,68.5,blocked_window,,,,,,,
1557_upper,upper,2024-01-19,2024,2024-01-19 10:30:00-05:00,2024-02-16 10:30:00-05:00,2024-01-19 18:16:00+00:00,17350.739583414455,1156,False,MID_VOL,0.6648170932954587,,,,,,,,,True,True,85.75,72.25,blocked_window,,,,,,,
1559_upper,upper,2024-01-24,2024,2024-01-23 10:30:00-05:00,2024-02-20 10:30:00-05:00,2024-01-24 06:52:00+00:00,17629.672967767547,472,False,LOW_VOL,0.709171528047645,,,,,,,,,False,True,46.75,46.25,blocked_window,,,,,,,
1558_upper,upper,2024-01-24,2024,2024-01-22 10:30:00-05:00,2024-02-19 10:30:00-05:00,2024-01-24 15:29:00+00:00,17717.829133271625,989,True,HIGH_VOL,0.98278454561876,,,,,,,,,True,True,41.5,44.5,,2024-01-24 15:29:00+00:00,,,2024-01-24 15:43:00+00:00,SL,-44.5,-1.0
1560_lower,lower,2024-01-26,2024,2024-01-24 10:30:00-05:00,2024-02-21 10:30:00-05:00,2024-01-26 01:00:00+00:00,17524.716559417848,120,False,MID_VOL,0.5959655413092525,,,,,,,,,True,True,62.0,54.75,blocked_window,,,,,,,
1563_upper,upper,2024-01-29,2024,2024-01-29 10:30:00-05:00,2024-02-26 10:30:00-05:00,2024-01-29 20:18:00+00:00,17696.40815614748,1278,False,HIGH_VOL,0.9967236714423015,,,,,,,,,True,True,44.0,43.25,blocked_window,,,,,,,
1562_upper,upper,2024-01-29,2024,2024-01-26 10:30:00-05:00,2024-02-23 10:30:00-05:00,2024-01-29 20:26:00+00:00,17715.938450363836,1286,False,HIGH_VOL,0.999998786645165,,,,,,,,,True,True,44.0,43.25,blocked_window,,,,,,,
1563_lower,lower,2024-01-31,2024,2024-01-29 10:30:00-05:00,2024-02-26 10:30:00-05:00,2024-01-31 09:15:00+00:00,17406.34184385252,615,False,MID_VOL,0.953154810200332,,,,,,,,,True,True,62.0,54.25,blocked_window,,,,,,,
1562_lower,lower,2024-01-31,2024,2024-01-26 10:30:00-05:00,2024-02-23 10:30:00-05:00,2024-01-31 09:17:00+00:00,17386.561549636164,617,False,MID_VOL,0.953154810200332,,,,,,,,,True,True,62.0,54.25,blocked_window,,,,,,,
1558_lower,lower,2024-01-31,2024,2024-01-22 10:30:00-05:00,2024-02-19 10:30:00-05:00,2024-01-31 11:01:00+00:00,17338.545866728375,721,True,MID_VOL,0.5730678010158571,,,,,,,,,True,True,77.0,65.25,,2024-01-31 11:01:00+00:00,2024-01-31 11:47:00+00:00,2024-01-31 11:48:00+00:00,2024-01-31 12:52:00+00:00,TP,77.0,1.1800766283524904
1559_lower,lower,2024-01-31,2024,2024-01-23 10:30:00-05:00,2024-02-20 10:30:00-05:00,2024-01-31 15:32:00+00:00,17306.577032232453,992,True,HIGH_VOL,0.9999998354756358,,,,,,,,,True,True,69.25,63.25,,2024-01-31 15:32:00+00:00,2024-01-31 17:02:00+00:00,2024-01-31 17:03:00+00:00,2024-01-31 18:01:00+00:00,TP,69.25,1.0948616600790513
1567_upper,upper,2024-02-02,2024,2024-02-02 10:30:00-05:00,2024-03-01 10:30:00-05:00,2024-02-02 17:29:00+00:00,17748.83118594841,1109,False,LOW_VOL,0.5777628945755264,,,,,,,,,False,True,95.5,77.25,blocked_window,,,,,,,
1564_upper,upper,2024-02-07,2024,2024-01-30 10:30:00-05:00,2024-02-27 10:30:00-05:00,2024-02-07 15:14:00+00:00,17812.5491509663,974,True,HIGH_VOL,0.9999974618488827,,,,,,,,,True,True,56.5,55.0,,2024-02-07 15:14:00+00:00,,,2024-02-07 15:29:00+00:00,SL,-55.0,-1.0
1560_upper,upper,2024-02-07,2024,2024-01-24 10:30:00-05:00,2024-02-21 10:30:00-05:00,2024-02-07 15:27:00+00:00,17846.033440582152,987,True,HIGH_VOL,0.9999999999999973,,,,,,,,,True,False,56.5,55.0,position_open,,,,,,,
1561_upper,upper,2024-02-07,2024,2024-01-25 10:30:00-05:00,2024-02-22 10:30:00-05:00,2024-02-07 15:52:00+00:00,17875.211386513845,1012,True,HIGH_VOL,0.9995733365412984,,,,,,,,,True,True,56.5,58.0,,2024-02-07 15:52:00+00:00,2024-02-07 15:59:00+00:00,2024-02-07 16:00:00+00:00,2024-02-07 16:00:00+00:00,TP,56.5,0.9741379310344828
1568_upper,upper,2024-02-09,2024,2024-02-05 10:30:00-05:00,2024-03-04 10:30:00-05:00,2024-02-09 08:02:00+00:00,17902.655592144743,542,False,LOW_VOL,0.6889707833992712,,,,,,,,,False,True,26.5,29.25,blocked_window,,,,,,,
1569_upper,upper,2024-02-09,2024,2024-02-06 10:30:00-05:00,2024-03-05 10:30:00-05:00,2024-02-09 13:31:00+00:00,17946.099026789314,871,True,LOW_VOL,0.7231759789007277,,,,,,,,,False,True,30.25,33.0,blocked_low_vol,,,,,,,
1571_upper,upper,2024-02-09,2024,2024-02-08 10:30:00-05:00,2024-03-07 10:30:00-05:00,2024-02-09 15:34:00+00:00,17983.080504427424,994,True,HIGH_VOL,0.5979117056438367,,,,,,,,,True,True,30.25,35.5,,2024-02-09 15:34:00+00:00,,,2024-02-09 17:52:00+00:00,SL,-35.5,-1.0
1570_upper,upper,2024-02-09,2024,2024-02-07 10:30:00-05:00,2024-03-06 10:30:00-05:00,2024-02-09 16:03:00+00:00,18002.50445409766,1023,False,LOW_VOL,0.5908777553136952,,,,,,,,,False,False,28.75,33.5,blocked_window,,,,,,,
1572_upper,upper,2024-02-12,2024,2024-02-09 10:30:00-05:00,2024-03-08 10:30:00-05:00,2024-02-12 16:27:00+00:00,18095.335055077107,1047,False,MID_VOL,0.7760218574648361,,,,,,,,,True,True,50.25,49.5,blocked_window,,,,,,,
1573_lower,lower,2024-02-13,2024,2024-02-12 10:30:00-05:00,2024-03-11 10:30:00-04:00,2024-02-13 08:46:00+00:00,17892.693496105894,586,False,MID_VOL,0.9643252058040824,,,,,,,,,True,True,51.25,48.75,blocked_window,,,,,,,
1572_lower,lower,2024-02-13,2024,2024-02-09 10:30:00-05:00,2024-03-08 10:30:00-05:00,2024-02-13 13:30:00+00:00,17738.414944922893,870,True,MID_VOL,0.5367646780869767,,,,,,,,,True,True,62.75,56.75,,2024-02-13 13:30:00+00:00,,,2024-02-13 13:32:00+00:00,SL,-56.75,-1.0
1571_lower,lower,2024-02-13,2024,2024-02-08 10:30:00-05:00,2024-03-07 10:30:00-05:00,2024-02-13 13:32:00+00:00,17689.669495572576,872,True,MID_VOL,0.5367646780869767,,,,,,,,,True,False,62.75,56.75,same_bar_reentry,,,,,,,
1570_lower,lower,2024-02-13,2024,2024-02-07 10:30:00-05:00,2024-03-06 10:30:00-05:00,2024-02-13 20:14:00+00:00,17565.24554590234,1274,False,HIGH_VOL,0.9999075110758344,,,,,,,,,True,True,66.75,63.75,blocked_window,,,,,,,
1575_upper,upper,2024-02-16,2024,2024-02-14 10:30:00-05:00,2024-03-13 10:30:00-04:00,2024-02-16 08:18:00+00:00,17990.626370761616,558,False,LOW_VOL,0.5921883827754334,,,,,,,,,False,True,50.75,48.0,blocked_window,,,,,,,
1576_lower,lower,2024-02-20,2024,2024-02-15 10:30:00-05:00,2024-03-14 10:30:00-04:00,2024-02-20 02:00:00+00:00,17676.52460225718,180,False,HIGH_VOL,0.9992022089145178,,,,,,,,,True,True,31.5,38.75,blocked_window,,,,,,,
1578_lower,lower,2024-02-20,2024,2024-02-19 10:30:00-05:00,2024-03-18 10:30:00-04:00,2024-02-20 08:21:00+00:00,17652.603222612077,561,False,MID_VOL,0.9380187183353267,,,,,,,,,True,True,27.0,32.0,blocked_window,,,,,,,
1575_lower,lower,2024-02-20,2024,2024-02-14 10:30:00-05:00,2024-03-13 10:30:00-04:00,2024-02-20 14:40:00+00:00,17593.123629238384,940,True,HIGH_VOL,0.9999999999999994,,,,,,,,,True,True,24.5,30.0,,2024-02-20 14:40:00+00:00,,,2024-02-20 14:41:00+00:00,SL,-30.0,-1.0
1577_lower,lower,2024-02-20,2024,2024-02-16 10:30:00-05:00,2024-03-15 10:30:00-04:00,2024-02-20 14:40:00+00:00,17605.139797406704,940,True,HIGH_VOL,0.9999999999999994,,,,,,,,,True,False,24.5,30.0,position_open,,,,,,,
1568_lower,lower,2024-02-20,2024,2024-02-05 10:30:00-05:00,2024-03-04 10:30:00-05:00,2024-02-20 15:30:00+00:00,17489.094407855257,990,True,HIGH_VOL,0.9991144443567502,,,,,,,,,True,True,28.5,35.5,,2024-02-20 15:30:00+00:00,,,2024-02-20 15:34:00+00:00,TP,28.5,0.8028169014084507
1569_lower,lower,2024-02-20,2024,2024-02-06 10:30:00-05:00,2024-03-05 10:30:00-05:00,2024-02-20 17:08:00+00:00,17477.900973210686,1088,False,HIGH_VOL,0.9702807815570252,,,,,,,,,True,True,26.5,33.5,blocked_window,,,,,,,
1574_lower,lower,2024-02-21,2024,2024-02-13 10:30:00-05:00,2024-03-12 10:30:00-04:00,2024-02-21 19:24:00+00:00,17414.8236579624,1224,False,MID_VOL,0.9265897836418022,,,,,,,,,True,True,85.0,68.5,blocked_window,,,,,,,
1579_upper,upper,2024-02-22,2024,2024-02-20 10:30:00-05:00,2024-03-19 10:30:00-04:00,2024-02-22 14:45:00+00:00,17927.209425475638,945,True,HIGH_VOL,0.9993406445469569,,,,,,,,,True,True,84.0,68.5,,2024-02-22 14:45:00+00:00,,,2024-02-22 17:33:00+00:00,SL,-68.5,-1.0
1578_upper,upper,2024-02-22,2024,2024-02-19 10:30:00-05:00,2024-03-18 10:30:00-04:00,2024-02-22 14:45:00+00:00,17928.521777387923,945,True,HIGH_VOL,0.9993406445469569,,,,,,,,,True,False,84.0,68.5,position_open,,,,,,,
1576_upper,upper,2024-02-22,2024,2024-02-15 10:30:00-05:00,2024-03-14 10:30:00-04:00,2024-02-22 19:03:00+00:00,18061.60039774282,1203,False,LOW_VOL,0.6332366290371043,,,,,,,,,False,True,79.5,66.75,blocked_window,,,,,,,
1581_upper,upper,2024-02-23,2024,2024-02-22 10:30:00-05:00,2024-03-21 10:30:00-04:00,2024-02-23 14:20:00+00:00,18108.59940195433,920,True,MID_VOL,0.8626968001108265,,,,,,,,,True,True,96.25,75.0,,2024-02-23 14:20:00+00:00,2024-02-23 15:23:00+00:00,2024-02-23 15:24:00+00:00,2024-02-23 16:00:00+00:00,TP,96.25,1.2833333333333334
1582_lower,lower,2024-02-28,2024,2024-02-23 10:30:00-05:00,2024-03-22 10:30:00-04:00,2024-02-28 09:41:00+00:00,17902.034269207063,641,False,MID_VOL,0.5516708215257753,,,,,,,,,True,True,40.25,42.75,blocked_window,,,,,,,
1583_lower,lower,2024-02-29,2024,2024-02-26 10:30:00-05:00,2024-03-25 10:30:00-04:00,2024-02-29 08:10:00+00:00,17839.442824688555,550,False,HIGH_VOL,0.6018928861080312,,,,,,,,,True,True,48.75,47.75,blocked_window,,,,,,,
1585_upper,upper,2024-02-29,2024,2024-02-28 10:30:00-05:00,2024-03-27 10:30:00-04:00,2024-02-29 20:50:00+00:00,18078.683776453363,1310,False,MID_VOL,0.9626895309323356,,,,,,,,,True,True,45.75,45.75,blocked_window,,,,,,,
1577_upper,upper,2024-03-01,2024,2024-02-16 10:30:00-05:00,2024-03-15 10:30:00-04:00,2024-03-01 07:03:00+00:00,18145.110202593296,483,False,LOW_VOL,0.6745604383106784,,,,,,,,,False,True,74.75,60.75,blocked_window,,,,,,,
1573_upper,upper,2024-03-01,2024,2024-02-12 10:30:00-05:00,2024-03-11 10:30:00-04:00,2024-03-01 15:00:00+00:00,18166.181503894102,960,True,HIGH_VOL,0.9994871348247814,,,,,,,,,True,True,67.5,60.75,,2024-03-01 15:00:00+00:00,,,2024-03-01 16:07:00+00:00,SL,-60.75,-1.0
1584_upper,upper,2024-03-01,2024,2024-02-27 10:30:00-05:00,2024-03-26 10:30:00-04:00,2024-03-01 15:10:00+00:00,18181.861360565214,970,True,HIGH_VOL,0.9999999996325581,,,,,,,,,True,False,67.5,60.75,position_open,,,,,,,
1583_upper,upper,2024-03-01,2024,2024-02-26 10:30:00-05:00,2024-03-25 10:30:00-04:00,2024-03-01 15:13:00+00:00,18186.182175311445,973,True,HIGH_VOL,0.9999999996325581,,,,,,,,,True,False,67.5,60.75,position_open,,,,,,,
1586_upper,upper,2024-03-01,2024,2024-02-29 10:30:00-05:00,2024-03-28 10:30:00-04:00,2024-03-01 16:03:00+00:00,18208.031808653133,1023,False,MID_VOL,0.5221097640393111,,,,,,,,,True,False,72.0,64.5,blocked_window,,,,,,,
1582_upper,upper,2024-03-01,2024,2024-02-23 10:30:00-05:00,2024-03-22 10:30:00-04:00,2024-03-01 18:04:00+00:00,18294.340730792937,1144,False,LOW_VOL,0.7723424335832487,,,,,,,,,False,True,72.0,62.5,blocked_window,,,,,,,
1587_upper,upper,2024-03-01,2024,2024-03-01 10:30:00-05:00,2024-04-01 10:30:00-04:00,2024-03-01 18:08:00+00:00,18304.993269119543,1148,False,MID_VOL,0.5923297720909212,,,,,,,,,True,True,72.0,62.5,blocked_window,,,,,,,
1588_lower,lower,2024-03-05,2024,2024-03-04 10:30:00-05:00,2024-04-02 10:30:00-04:00,2024-03-05 06:31:00+00:00,18169.62004403596,451,False,LOW_VOL,0.7053968974060205,,,,,,,,,False,True,45.0,45.25,blocked_window,,,,,,,
1587_lower,lower,2024-03-05,2024,2024-03-01 10:30:00-05:00,2024-04-01 10:30:00-04:00,2024-03-05 15:32:00+00:00,17936.756730880457,992,True,HIGH_VOL,1.0,,,,,,,,,True,True,44.0,49.0,,2024-03-05 15:32:00+00:00,2024-03-05 17:27:00+00:00,2024-03-05 17:28:00+00:00,2024-03-05 17:40:00+00:00,LOCK,4.900000000001455,0.1000000000000297
1586_lower,lower,2024-03-05,2024,2024-02-29 10:30:00-05:00,2024-03-28 10:30:00-04:00,2024-03-05 20:14:00+00:00,17848.718191346867,1274,False,MID_VOL,0.9464294290961154,,,,,,,,,True,True,43.5,46.0,blocked_window,,,,,,,
1589_lower,lower,2024-03-05,2024,2024-03-05 10:30:00-05:00,2024-04-03 10:30:00-04:00,2024-03-05 20:22:00+00:00,17836.844920798598,1282,False,MID_VOL,0.8038504613742843,,,,,,,,,True,True,43.5,46.0,blocked_window,,,,,,,
1590_upper,upper,2024-03-07,2024,2024-03-06 10:30:00-05:00,2024-04-04 10:30:00-04:00,2024-03-07 17:10:00+00:00,18312.70562963195,1090,False,MID_VOL,0.6409929934613176,,,,,,,,,True,True,60.75,56.75,blocked_window,,,,,,,
1589_upper,upper,2024-03-07,2024,2024-03-05 10:30:00-05:00,2024-04-03 10:30:00-04:00,2024-03-07 18:36:00+00:00,18338.2800792014,1176,False,MID_VOL,0.5413509925899023,,,,,,,,,True,True,61.0,56.25,blocked_window,,,,,,,
1591_upper,upper,2024-03-08,2024,2024-03-07 10:30:00-05:00,2024-04-05 10:30:00-04:00,2024-03-08 15:00:00+00:00,18390.720229220504,960,True,HIGH_VOL,0.9999999999999821,,,,,,,,,True,True,110.25,89.25,,2024-03-08 15:00:00+00:00,2024-03-08 16:03:00+00:00,2024-03-08 16:04:00+00:00,2024-03-08 16:09:00+00:00,TP,110.25,1.2352941176470589
1592_lower,lower,2024-03-08,2024,2024-03-08 10:30:00-05:00,2024-04-08 10:30:00-04:00,2024-03-08 17:52:00+00:00,18110.28403168082,1132,False,HIGH_VOL,0.9999999362708106,,,,,,,,,True,True,146.25,110.5,blocked_window,,,,,,,
1593_upper,upper,2024-03-12,2024,2024-03-11 10:30:00-04:00,2024-04-09 10:30:00-04:00,2024-03-12 14:41:00+00:00,18412.61624174652,1001,True,HIGH_VOL,0.9999999950892231,,,,,,,,,True,True,88.0,76.5,,2024-03-12 14:41:00+00:00,2024-03-12 16:37:00+00:00,2024-03-12 16:38:00+00:00,2024-03-12 16:45:00+00:00,TP,88.0,1.1503267973856208
1588_upper,upper,2024-03-12,2024,2024-03-04 10:30:00-05:00,2024-04-02 10:30:00-04:00,2024-03-12 19:27:00+00:00,18468.12995596404,1287,False,MID_VOL,0.8906602114705299,,,,,,,,,True,True,77.75,67.25,blocked_window,,,,,,,
1595_lower,lower,2024-03-14,2024,2024-03-13 10:30:00-04:00,2024-04-11 10:30:00-04:00,2024-03-14 19:13:00+00:00,18186.20885245448,1273,False,HIGH_VOL,0.9999999999901933,,,,,,,,,True,True,66.75,62.25,blocked_window,,,,,,,
1596_lower,lower,2024-03-15,2024,2024-03-14 10:30:00-04:00,2024-04-12 10:30:00-04:00,2024-03-15 13:45:00+00:00,18078.053768774236,945,True,HIGH_VOL,1.0,,,,,,,,,True,True,72.5,68.25,,2024-03-15 13:45:00+00:00,2024-03-15 14:36:00+00:00,2024-03-15 14:37:00+00:00,2024-03-15 14:38:00+00:00,TP,72.5,1.0622710622710623
1594_lower,lower,2024-03-15,2024,2024-03-12 10:30:00-04:00,2024-04-10 10:30:00-04:00,2024-03-15 16:55:00+00:00,18010.22745417015,1135,False,HIGH_VOL,0.5392345960385435,,,,,,,,,True,True,68.25,61.75,blocked_window,,,,,,,
1597_upper,upper,2024-03-18,2024,2024-03-15 10:30:00-04:00,2024-04-15 10:30:00-04:00,2024-03-18 13:46:00+00:00,18353.50334997892,946,True,HIGH_VOL,0.9619180844062059,,,,,,,,,True,True,79.25,65.75,,2024-03-18 13:46:00+00:00,2024-03-18 13:57:00+00:00,2024-03-18 13:58:00+00:00,2024-03-18 14:11:00+00:00,LOCK,6.575000000000728,0.10000000000001107
1598_lower,lower,2024-03-19,2024,2024-03-18 10:30:00-04:00,2024-04-16 10:30:00-04:00,2024-03-19 11:37:00+00:00,18106.176019092043,817,True,HIGH_VOL,0.8160089675418697,,,,,,,,,True,True,82.75,71.0,,2024-03-19 11:37:00+00:00,2024-03-19 15:36:00+00:00,2024-03-19 15:37:00+00:00,2024-03-19 16:20:00+00:00,TP,82.75,1.1654929577464788
1599_upper,upper,2024-03-20,2024,2024-03-19 10:30:00-04:00,2024-04-17 10:30:00-04:00,2024-03-20 11:29:00+00:00,18320.328722424598,809,True,MID_VOL,0.8470758263099538,,,,,,,,,True,True,62.75,57.0,,2024-03-20 11:29:00+00:00,2024-03-20 13:38:00+00:00,2024-03-20 13:39:00+00:00,2024-03-20 13:44:00+00:00,TP,62.75,1.1008771929824561
1600_upper,upper,2024-03-20,2024,2024-03-20 10:30:00-04:00,2024-04-18 10:30:00-04:00,2024-03-20 19:27:00+00:00,18490.31701475152,1287,False,HIGH_VOL,0.9999999989000622,,,,,,,,,True,True,88.75,82.5,blocked_window,,,,,,,
