cost_pts,n,net,pf,maxdd,avg,wr,twr,TP,SL,BE,cutoff
0.0,1107,6648.166494480312,1.2923883743671922,-1290.2870477442339,6.0055704557184395,38.030713640469735,54.19532324621733,394,333,281,99
0.5,1107,6094.666494480312,1.264061839631305,-1405.2870477442339,5.5055704557184395,38.030713640469735,54.19532324621733,394,333,281,99
1.0,1107,5541.166494480312,1.2365623401640928,-1520.2870477442339,5.0055704557184395,37.94037940379404,54.19532324621733,394,333,281,99
2.0,1107,4434.166494480312,1.1839086196582358,-1750.2870477442339,4.0055704557184395,37.94037940379404,54.19532324621733,394,333,281,99
