level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason
126_upper,2018-06-29,2018,upper,2018-06-28 22:36:00-04:00,2018-06-29 15:59:00-04:00,7076.796525590399,7064.25,12.546525590399142,cutoff
127_lower,2018-07-02,2018,lower,2018-07-02 02:24:00-04:00,2018-07-02 15:59:00-04:00,7021.939275551633,7118.75,96.81072444836718,cutoff
127_upper,2018-07-03,2018,upper,2018-07-03 07:36:00-04:00,2018-07-03 13:14:00-04:00,7161.685724448367,7023.0,138.68572444836718,cutoff
130_upper,2018-07-05,2018,upper,2018-07-05 12:04:00-04:00,2018-07-05 15:59:00-04:00,7100.0791138550085,7121.0,-20.920886144991528,cutoff
131_upper,2018-07-06,2018,upper,2018-07-06 01:32:00-04:00,2018-07-06 15:59:00-04:00,7154.980786813723,7228.5,-73.51921318627683,cutoff
123_upper,2018-07-09,2018,upper,2018-07-08 20:08:00-04:00,2018-07-09 15:59:00-04:00,7245.184324224052,7297.0,-51.815675775947966,cutoff
133_upper,2018-07-10,2018,upper,2018-07-09 20:54:00-04:00,2018-07-10 15:59:00-04:00,7333.438705783388,7300.75,32.688705783388286,cutoff
134_lower,2018-07-11,2018,lower,2018-07-10 18:21:00-04:00,2018-07-11 15:59:00-04:00,7250.612762783524,7262.5,11.887237216476024,cutoff
135_upper,2018-07-12,2018,upper,2018-07-12 10:07:00-04:00,2018-07-12 15:59:00-04:00,7328.303579632185,7384.75,-56.446420367815335,cutoff
121_upper,2018-07-13,2018,upper,2018-07-12 23:46:00-04:00,2018-07-13 15:59:00-04:00,7406.569912336632,7393.75,12.819912336632115,cutoff
139_upper,2018-07-17,2018,upper,2018-07-17 11:54:00-04:00,2018-07-17 15:59:00-04:00,7392.15471783367,7421.5,-29.345282166330435,cutoff
140_lower,2018-07-23,2018,lower,2018-07-22 21:00:00-04:00,2018-07-23 15:59:00-04:00,7346.6858821268015,7384.25,37.564117873198484,cutoff
142_upper,2018-07-24,2018,upper,2018-07-23 19:52:00-04:00,2018-07-24 15:59:00-04:00,7438.102087580435,7416.25,21.85208758043518,cutoff
145_upper,2018-07-25,2018,upper,2018-07-25 14:03:00-04:00,2018-07-25 15:59:00-04:00,7481.544416078332,7521.0,-39.45558392166822,cutoff
146_lower,2018-07-27,2018,lower,2018-07-27 12:02:00-04:00,2018-07-27 15:59:00-04:00,7351.942496498693,7305.0,-46.94249649869289,cutoff
136_lower,2018-07-30,2018,lower,2018-07-30 09:44:00-04:00,2018-07-30 15:59:00-04:00,7226.908261951898,7202.5,-24.408261951897657,cutoff
149_upper,2018-08-02,2018,upper,2018-08-02 11:35:00-04:00,2018-08-02 15:59:00-04:00,7331.653201937988,7380.0,-48.34679806201166,cutoff
153_upper,2018-08-07,2018,upper,2018-08-06 23:02:00-04:00,2018-08-07 15:59:00-04:00,7459.432390640652,7471.25,-11.817609359348353,cutoff
156_lower,2018-08-10,2018,lower,2018-08-10 06:04:00-04:00,2018-08-10 15:59:00-04:00,7424.720023865139,7418.0,-6.72002386513941,cutoff
157_lower,2018-08-15,2018,lower,2018-08-15 10:00:00-04:00,2018-08-15 15:59:00-04:00,7372.920652415312,7365.25,-7.670652415312361,cutoff
161_lower,2018-08-17,2018,lower,2018-08-17 08:08:00-04:00,2018-08-17 15:59:00-04:00,7360.173904777643,7388.75,28.576095222357253,cutoff
162_upper,2018-08-21,2018,upper,2018-08-21 11:54:00-04:00,2018-08-21 15:59:00-04:00,7436.526712365974,7407.0,29.526712365974163,cutoff
164_lower,2018-08-22,2018,lower,2018-08-21 19:14:00-04:00,2018-08-22 15:59:00-04:00,7352.896833553673,7435.5,82.60316644632712,cutoff
165_upper,2018-08-23,2018,upper,2018-08-23 09:42:00-04:00,2018-08-23 15:59:00-04:00,7452.447510363063,7422.75,29.697510363062975,cutoff
157_upper,2018-08-24,2018,upper,2018-08-24 10:35:00-04:00,2018-08-24 15:59:00-04:00,7480.329347584688,7493.0,-12.670652415312361,cutoff
166_upper,2018-08-27,2018,upper,2018-08-26 18:07:00-04:00,2018-08-27 15:59:00-04:00,7505.206854948481,7567.75,-62.54314505151888,cutoff
168_upper,2018-08-29,2018,upper,2018-08-28 22:28:00-04:00,2018-08-29 15:59:00-04:00,7599.9516883498845,7667.25,-67.29831165011547,cutoff
173_lower,2018-09-04,2018,lower,2018-09-04 07:41:00-04:00,2018-09-04 15:59:00-04:00,7633.061168833607,7628.25,-4.811168833606644,cutoff
174_lower,2018-09-05,2018,lower,2018-09-05 10:01:00-04:00,2018-09-05 15:59:00-04:00,7549.8898326392355,7528.5,-21.389832639235465,cutoff
168_lower,2018-09-06,2018,lower,2018-09-06 10:12:00-04:00,2018-09-06 15:59:00-04:00,7472.1733116501155,7458.25,-13.923311650115465,cutoff
167_lower,2018-09-07,2018,lower,2018-09-07 09:00:00-04:00,2018-09-07 15:59:00-04:00,7401.824362995334,7436.75,34.92563700466599,cutoff
179_upper,2018-09-12,2018,upper,2018-09-12 03:47:00-04:00,2018-09-12 15:59:00-04:00,7527.395003291416,7490.75,36.64500329141629,cutoff
178_upper,2018-09-13,2018,upper,2018-09-13 09:32:00-04:00,2018-09-13 15:59:00-04:00,7547.622652900693,7563.75,-16.12734709930737,cutoff
176_upper,2018-09-14,2018,upper,2018-09-14 02:25:00-04:00,2018-09-14 15:59:00-04:00,7612.28905045813,7574.0,38.28905045813008,cutoff
182_lower,2018-09-17,2018,lower,2018-09-17 09:36:00-04:00,2018-09-17 15:59:00-04:00,7544.14004620946,7465.25,-78.8900462094598,cutoff
184_upper,2018-09-20,2018,upper,2018-09-20 09:43:00-04:00,2018-09-20 15:59:00-04:00,7584.795092564204,7601.0,-16.204907435795576,cutoff
183_upper,2018-09-21,2018,upper,2018-09-21 02:47:00-04:00,2018-09-21 15:59:00-04:00,7631.354115860666,7559.5,71.85411586066584,cutoff
187_lower,2018-09-24,2018,lower,2018-09-23 18:00:00-04:00,2018-09-24 15:59:00-04:00,7532.5,7579.25,46.75,cutoff
189_upper,2018-09-26,2018,upper,2018-09-26 11:01:00-04:00,2018-09-26 15:59:00-04:00,7629.202776166338,7593.25,35.95277616633757,cutoff
187_upper,2018-10-01,2018,upper,2018-09-30 19:08:00-04:00,2018-10-01 15:59:00-04:00,7688.758399715875,7670.75,18.008399715875385,cutoff
193_lower,2018-10-02,2018,lower,2018-10-02 04:46:00-04:00,2018-10-02 15:59:00-04:00,7641.621028945046,7654.0,12.378971054953581,cutoff
195_lower,2018-10-04,2018,lower,2018-10-03 21:36:00-04:00,2018-10-04 15:59:00-04:00,7629.524241982807,7514.0,-115.52424198280733,cutoff
185_lower,2018-10-05,2018,lower,2018-10-05 11:18:00-04:00,2018-10-05 15:59:00-04:00,7425.706953110518,7420.75,-4.956953110518043,cutoff
179_lower,2018-10-08,2018,lower,2018-10-08 11:39:00-04:00,2018-10-08 15:59:00-04:00,7336.979996708584,7376.5,39.52000329141629,cutoff
198_lower,2018-10-10,2018,lower,2018-10-10 09:50:00-04:00,2018-10-10 15:59:00-04:00,7286.224538054712,7071.5,-214.72453805471196,cutoff
202_lower,2018-10-12,2018,lower,2018-10-12 12:44:00-04:00,2018-10-12 15:59:00-04:00,7048.600848404034,7176.75,128.14915159596603,cutoff
201_upper,2018-10-16,2018,upper,2018-10-16 11:18:00-04:00,2018-10-16 15:59:00-04:00,7217.811408936939,7291.0,-73.18859106306081,cutoff
205_lower,2018-10-18,2018,lower,2018-10-18 11:23:00-04:00,2018-10-18 15:59:00-04:00,7191.656377993426,7131.75,-59.90637799342585,cutoff
204_lower,2018-10-22,2018,lower,2018-10-21 18:00:00-04:00,2018-10-22 15:59:00-04:00,7072.798012908561,7155.75,82.95198709143915,cutoff
208_lower,2018-10-23,2018,lower,2018-10-23 05:17:00-04:00,2018-10-23 15:59:00-04:00,7032.3496815496055,7132.25,99.90031845039448,cutoff
210_lower,2018-10-24,2018,lower,2018-10-24 11:29:00-04:00,2018-10-24 15:59:00-04:00,6997.43029997219,6798.25,-199.18029997219037,cutoff
211_lower,2018-10-26,2018,lower,2018-10-26 05:25:00-04:00,2018-10-26 15:59:00-04:00,6762.610909414232,6858.0,95.38909058576792,cutoff
213_lower,2018-10-29,2018,lower,2018-10-29 12:06:00-04:00,2018-10-29 15:59:00-04:00,6839.862157892273,6730.25,-109.61215789227299,cutoff
214_upper,2018-10-31,2018,upper,2018-10-31 04:37:00-04:00,2018-10-31 15:59:00-04:00,6889.683844244571,6973.5,-83.81615575542855,cutoff
213_upper,2018-11-01,2018,upper,2018-11-01 13:25:00-04:00,2018-11-01 15:59:00-04:00,7064.512842107727,7073.25,-8.73715789227299,cutoff
215_upper,2018-11-02,2018,upper,2018-11-02 01:04:00-04:00,2018-11-02 15:59:00-04:00,7089.567462295751,6965.5,124.06746229575128,cutoff
217_lower,2018-11-05,2018,lower,2018-11-05 09:44:00-05:00,2018-11-05 15:59:00-05:00,6903.866612075746,6943.0,39.13338792425384,cutoff
218_upper,2018-11-07,2018,upper,2018-11-07 03:20:00-05:00,2018-11-07 15:59:00-05:00,7081.0047610942565,7210.25,-129.24523890574346,cutoff
221_lower,2018-11-09,2018,lower,2018-11-09 06:37:00-05:00,2018-11-09 15:59:00-05:00,7094.461029890275,7046.0,-48.46102989027531,cutoff
220_lower,2018-11-12,2018,lower,2018-11-12 09:32:00-05:00,2018-11-12 15:59:00-05:00,6976.819470200613,6838.25,-138.56947020061307,cutoff
215_lower,2018-11-13,2018,lower,2018-11-12 19:44:00-05:00,2018-11-13 15:59:00-05:00,6812.432537704249,6838.5,26.067462295751284,cutoff
225_lower,2018-11-14,2018,lower,2018-11-14 14:02:00-05:00,2018-11-14 15:59:00-05:00,6758.138099856673,6782.25,24.111900143327148,cutoff
226_upper,2018-11-15,2018,upper,2018-11-15 13:55:00-05:00,2018-11-15 15:59:00-05:00,6886.098901945612,6903.5,-17.401098054388058,cutoff
227_lower,2018-11-19,2018,lower,2018-11-19 10:34:00-05:00,2018-11-19 15:59:00-05:00,6729.6333303671845,6652.75,-76.8833303671845,cutoff
214_lower,2018-11-20,2018,lower,2018-11-20 08:40:00-05:00,2018-11-20 15:59:00-05:00,6537.816155755429,6536.0,-1.8161557554285537,cutoff
229_upper,2018-11-21,2018,upper,2018-11-21 09:31:00-05:00,2018-11-21 15:59:00-05:00,6638.488855974993,6583.5,54.988855974993385,cutoff
230_lower,2018-11-23,2018,lower,2018-11-23 08:43:00-05:00,2018-11-23 13:14:00-05:00,6499.389445867615,6530.5,31.110554132385005,cutoff
231_upper,2018-11-26,2018,upper,2018-11-26 03:15:00-05:00,2018-11-26 15:59:00-05:00,6623.8814122187305,6685.25,-61.368587781269525,cutoff
230_upper,2018-11-28,2018,upper,2018-11-27 18:00:00-05:00,2018-11-28 15:59:00-05:00,6728.485554132385,6919.75,-191.264445867615,cutoff
224_upper,2018-12-03,2018,upper,2018-12-02 18:00:00-05:00,2018-12-03 15:59:00-05:00,7070.5,7065.75,4.75,cutoff
238_lower,2018-12-04,2018,lower,2018-12-04 12:04:00-05:00,2018-12-04 15:59:00-05:00,6978.489854502546,6801.0,-177.48985450254622,cutoff
235_lower,2018-12-06,2018,lower,2018-12-05 18:02:00-05:00,2018-12-06 15:59:00-05:00,6672.739529536092,6843.75,171.01047046390795,cutoff
241_lower,2018-12-07,2018,lower,2018-12-07 12:36:00-05:00,2018-12-07 15:59:00-05:00,6672.481834007109,6615.5,-56.98183400710877,cutoff
240_lower,2018-12-10,2018,lower,2018-12-09 18:47:00-05:00,2018-12-10 15:59:00-05:00,6558.060391417932,6685.0,126.9396085820681,cutoff
242_upper,2018-12-11,2018,upper,2018-12-11 05:53:00-05:00,2018-12-11 15:59:00-05:00,6741.269055832232,6706.25,35.01905583223197,cutoff
245_lower,2018-12-14,2018,lower,2018-12-13 21:06:00-05:00,2018-12-14 15:59:00-05:00,6708.7658878650445,6618.0,-90.76588786504453,cutoff
234_lower,2018-12-17,2018,lower,2018-12-17 09:53:00-05:00,2018-12-17 15:59:00-05:00,6528.160513975401,6480.25,-47.910513975401045,cutoff
248_lower,2018-12-19,2018,lower,2018-12-19 14:52:00-05:00,2018-12-19 15:59:00-05:00,6434.122894312635,6353.0,-81.12289431263525,cutoff
250_lower,2018-12-20,2018,lower,2018-12-20 11:51:00-05:00,2018-12-20 15:59:00-05:00,6225.741800107466,6262.5,36.75819989253432,cutoff
251_lower,2018-12-21,2018,lower,2018-12-21 12:19:00-05:00,2018-12-21 15:59:00-05:00,6142.135416306864,6063.25,-78.88541630686359,cutoff
252_lower,2018-12-26,2018,lower,2018-12-25 18:07:00-05:00,2018-12-26 15:59:00-05:00,5854.442943088241,6277.5,423.057056911759,cutoff
254_upper,2018-12-28,2018,upper,2018-12-27 23:30:00-05:00,2018-12-28 15:59:00-05:00,6340.354224240451,6298.5,41.854224240451,cutoff
256_lower,2019-01-02,2019,lower,2019-01-02 03:03:00-05:00,2019-01-02 15:59:00-05:00,6238.169923802291,6373.25,135.08007619770888,cutoff
258_upper,2019-01-04,2019,upper,2019-01-04 11:11:00-05:00,2019-01-04 15:59:00-05:00,6408.746399434796,6435.5,-26.75360056520367,cutoff
250_upper,2019-01-07,2019,upper,2019-01-06 19:03:00-05:00,2019-01-07 15:59:00-05:00,6469.258199892534,6500.5,-31.24180010746568,cutoff
248_upper,2019-01-09,2019,upper,2019-01-09 11:52:00-05:00,2019-01-09 15:59:00-05:00,6619.752105687365,6615.0,4.752105687364747,cutoff
265_upper,2019-01-15,2019,upper,2019-01-15 09:36:00-05:00,2019-01-15 15:59:00-05:00,6623.795237270195,6681.75,-57.954762729805225,cutoff
247_upper,2019-01-16,2019,upper,2019-01-16 09:33:00-05:00,2019-01-16 15:59:00-05:00,6698.710922106751,6680.25,18.46092210675124,cutoff
267_lower,2019-01-17,2019,lower,2019-01-17 03:16:00-05:00,2019-01-17 15:59:00-05:00,6615.187968301361,6730.25,115.06203169863875,cutoff
267_upper,2019-01-18,2019,upper,2019-01-18 09:28:00-05:00,2019-01-18 15:59:00-05:00,6785.562031698639,6795.0,-9.437968301361252,cutoff
270_lower,2019-01-22,2019,lower,2019-01-22 11:42:00-05:00,2019-01-22 15:59:00-05:00,6698.293668717168,6665.75,-32.54366871716775,cutoff
