level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason
525_lower,2020-01-27,2020,lower,2020-01-26 18:00:00-05:00,2020-01-27 15:59:00-05:00,9064.5,8961.0,-103.5,cutoff
531_upper,2020-01-28,2020,upper,2020-01-28 10:25:00-05:00,2020-01-28 15:59:00-05:00,9053.02925865888,9098.25,-45.22074134111972,cutoff
533_lower,2020-01-30,2020,lower,2020-01-30 02:06:00-05:00,2020-01-30 15:59:00-05:00,9012.488205660382,9144.25,131.76179433961806,cutoff
535_lower,2020-01-31,2020,lower,2020-01-31 11:39:00-05:00,2020-01-31 15:59:00-05:00,9017.085953793143,8995.25,-21.835953793142835,cutoff
536_upper,2020-02-04,2020,upper,2020-02-04 03:23:00-05:00,2020-02-04 15:59:00-05:00,9218.804595713065,9340.75,-121.94540428693472,cutoff
539_upper,2020-02-10,2020,upper,2020-02-10 14:56:00-05:00,2020-02-10 15:59:00-05:00,9488.2651886936,9525.0,-36.73481130639993,cutoff
538_upper,2020-02-11,2020,upper,2020-02-10 20:45:00-05:00,2020-02-11 15:59:00-05:00,9567.69569543655,9525.0,42.69569543655052,cutoff
544_upper,2020-02-14,2020,upper,2020-02-13 22:02:00-05:00,2020-02-14 15:59:00-05:00,9650.077889608092,9629.5,20.577889608091937,cutoff
543_upper,2020-02-17,2020,upper,2020-02-16 20:47:00-05:00,2020-02-17 12:59:00-05:00,9673.031877068039,9666.5,6.531877068038739,cutoff
546_lower,2020-02-18,2020,lower,2020-02-17 18:00:00-05:00,2020-02-18 15:59:00-05:00,9599.132847106972,9635.5,36.367152893028106,cutoff
547_upper,2020-02-19,2020,upper,2020-02-19 07:58:00-05:00,2020-02-19 15:59:00-05:00,9684.604784625351,9728.25,-43.645215374648615,cutoff
549_lower,2020-02-20,2020,lower,2020-02-20 11:26:00-05:00,2020-02-20 15:59:00-05:00,9620.132935325753,9634.0,13.867064674246649,cutoff
543_lower,2020-02-21,2020,lower,2020-02-21 09:49:00-05:00,2020-02-21 15:59:00-05:00,9489.093122931961,9452.0,-37.09312293196126,cutoff
540_lower,2020-02-24,2020,lower,2020-02-23 18:09:00-05:00,2020-02-24 15:59:00-05:00,9324.659849441374,9084.25,-240.4098494413738,cutoff
534_lower,2020-02-25,2020,lower,2020-02-25 11:17:00-05:00,2020-02-25 15:59:00-05:00,8959.006599831078,8839.75,-119.25659983107835,cutoff
553_lower,2020-02-27,2020,lower,2020-02-26 22:58:00-05:00,2020-02-27 15:59:00-05:00,8724.757467992544,8432.25,-292.50746799254375,cutoff
555_upper,2020-03-02,2020,upper,2020-03-01 20:31:00-05:00,2020-03-02 15:59:00-05:00,8455.361761076416,8876.25,-420.88823892358414,cutoff
557_lower,2020-03-03,2020,lower,2020-03-03 13:59:00-05:00,2020-03-03 15:59:00-05:00,8586.744184226147,8595.5,8.7558157738531,cutoff
559_lower,2020-03-06,2020,lower,2020-03-05 22:53:00-05:00,2020-03-06 15:59:00-05:00,8551.275749585217,8528.0,-23.275749585216545,cutoff
556_lower,2020-03-09,2020,lower,2020-03-08 18:00:00-04:00,2020-03-09 15:59:00-04:00,8297.326070855153,7933.25,-364.0760708551534,cutoff
562_lower,2020-03-10,2020,lower,2020-03-10 11:30:00-04:00,2020-03-10 15:59:00-04:00,7968.404444473295,8366.5,398.09555552670463,cutoff
563_lower,2020-03-11,2020,lower,2020-03-11 15:03:00-04:00,2020-03-11 15:59:00-04:00,7953.301705125909,7998.25,44.94829487409061,cutoff
561_lower,2020-03-12,2020,lower,2020-03-12 09:30:00-04:00,2020-03-12 15:59:00-04:00,7504.25,7260.5,-243.75,cutoff
564_upper,2020-03-13,2020,upper,2020-03-13 15:54:00-04:00,2020-03-13 15:59:00-04:00,7817.194154603514,7941.75,-124.55584539648589,cutoff
565_lower,2020-03-16,2020,lower,2020-03-16 09:45:00-04:00,2020-03-16 15:59:00-04:00,7253.384297299514,6933.75,-319.6342972995144,cutoff
568_upper,2020-03-20,2020,upper,2020-03-20 03:26:00-04:00,2020-03-20 15:59:00-04:00,7511.458736501807,6975.5,535.9587365018069,cutoff
567_lower,2020-03-23,2020,lower,2020-03-22 18:00:00-04:00,2020-03-23 15:59:00-04:00,6687.527091912678,6992.25,304.72290808732214,cutoff
571_upper,2020-03-24,2020,upper,2020-03-24 04:07:00-04:00,2020-03-24 15:59:00-04:00,7322.838733246481,7533.5,-210.66126675351916,cutoff
572_upper,2020-03-25,2020,upper,2020-03-25 03:59:00-04:00,2020-03-25 15:59:00-04:00,7646.30369503761,7462.75,183.55369503760994,cutoff
574_upper,2020-03-26,2020,upper,2020-03-26 15:54:00-04:00,2020-03-26 15:59:00-04:00,7876.498512803625,7868.0,8.49851280362509,cutoff
575_lower,2020-03-30,2020,lower,2020-03-29 18:00:00-04:00,2020-03-30 15:59:00-04:00,7401.281591612612,7867.0,465.7184083873881,cutoff
575_upper,2020-03-31,2020,upper,2020-03-30 20:01:00-04:00,2020-03-31 15:59:00-04:00,7888.718408387388,7795.75,92.96840838738808,cutoff
577_lower,2020-04-01,2020,lower,2020-04-01 01:49:00-04:00,2020-04-01 15:59:00-04:00,7578.254553993011,7466.5,-111.75455399301063,cutoff
578_lower,2020-04-02,2020,lower,2020-04-02 09:14:00-04:00,2020-04-02 15:59:00-04:00,7388.1058233536705,7617.5,229.39417664632947,cutoff
579_upper,2020-04-06,2020,upper,2020-04-05 20:17:00-04:00,2020-04-06 15:59:00-04:00,7703.231612359354,8053.5,-350.2683876406463,cutoff
577_upper,2020-04-07,2020,upper,2020-04-07 02:58:00-04:00,2020-04-07 15:59:00-04:00,8151.870446006989,8040.5,111.37044600698937,cutoff
582_lower,2020-04-08,2020,lower,2020-04-07 18:11:00-04:00,2020-04-08 15:59:00-04:00,7989.008365881183,8212.75,223.74163411881727,cutoff
583_upper,2020-04-09,2020,upper,2020-04-09 09:43:00-04:00,2020-04-09 15:59:00-04:00,8316.921889912834,8226.0,90.92188991283365,cutoff
585_upper,2020-04-14,2020,upper,2020-04-13 21:33:00-04:00,2020-04-14 15:59:00-04:00,8377.974427210953,8682.0,-304.02557278904715,cutoff
587_upper,2020-04-16,2020,upper,2020-04-16 10:58:00-04:00,2020-04-16 15:59:00-04:00,8708.551354323605,8743.25,-34.698645676395245,cutoff
588_upper,2020-04-17,2020,upper,2020-04-16 18:00:00-04:00,2020-04-17 15:59:00-04:00,8904.5,8815.75,88.75,cutoff
589_lower,2020-04-21,2020,lower,2020-04-20 22:38:00-04:00,2020-04-21 15:59:00-04:00,8627.887119112991,8390.75,-237.13711911299106,cutoff
592_upper,2020-04-23,2020,upper,2020-04-23 10:23:00-04:00,2020-04-23 15:59:00-04:00,8752.552576739732,8627.75,124.8025767397321,cutoff
594_upper,2020-04-27,2020,upper,2020-04-26 22:06:00-04:00,2020-04-27 15:59:00-04:00,8823.787808365498,8824.25,-0.4621916345022328,cutoff
593_upper,2020-04-28,2020,upper,2020-04-28 05:20:00-04:00,2020-04-28 15:59:00-04:00,8898.367238360446,8666.5,231.8672383604462,cutoff
595_upper,2020-04-29,2020,upper,2020-04-29 15:26:00-04:00,2020-04-29 15:59:00-04:00,9007.919103666587,8963.5,44.419103666587034,cutoff
598_lower,2020-05-01,2020,lower,2020-04-30 18:00:00-04:00,2020-05-01 15:59:00-04:00,8836.020056938207,8712.0,-124.02005693820684,cutoff
596_lower,2020-05-04,2020,lower,2020-05-03 18:00:00-04:00,2020-05-04 15:59:00-04:00,8615.0,8818.0,203.0,cutoff
600_upper,2020-05-05,2020,upper,2020-05-05 03:30:00-04:00,2020-05-05 15:59:00-04:00,8892.408305458119,8918.75,-26.341694541881225,cutoff
601_upper,2020-05-07,2020,upper,2020-05-07 05:36:00-04:00,2020-05-07 15:59:00-04:00,9092.014338145143,9091.0,1.0143381451434834,cutoff
598_upper,2020-05-08,2020,upper,2020-05-07 20:00:00-04:00,2020-05-08 15:59:00-04:00,9157.354943061793,9209.5,-52.145056938206835,cutoff
603_upper,2020-05-11,2020,upper,2020-05-10 19:33:00-04:00,2020-05-11 15:59:00-04:00,9243.358037197813,9286.75,-43.391962802186754,cutoff
606_lower,2020-05-12,2020,lower,2020-05-12 15:50:00-04:00,2020-05-12 15:59:00-04:00,9133.997746364592,9102.0,-31.997746364591876,cutoff
605_lower,2020-05-13,2020,lower,2020-05-12 19:45:00-04:00,2020-05-13 15:59:00-04:00,9008.407743009884,8990.75,-17.657743009884143,cutoff
608_upper,2020-05-15,2020,upper,2020-05-15 03:07:00-04:00,2020-05-15 15:59:00-04:00,9130.678190866347,9146.0,-15.321809133653005,cutoff
609_upper,2020-05-18,2020,upper,2020-05-17 19:04:00-04:00,2020-05-18 15:59:00-04:00,9169.976526088944,9320.0,-150.0234739110565,cutoff
610_upper,2020-05-20,2020,upper,2020-05-20 09:30:00-04:00,2020-05-20 15:59:00-04:00,9425.837628444118,9480.0,-54.16237155588169,cutoff
611_upper,2020-05-21,2020,upper,2020-05-20 18:02:00-04:00,2020-05-21 15:59:00-04:00,9500.094730907622,9377.5,122.59473090762185,cutoff
613_lower,2020-05-22,2020,lower,2020-05-21 22:54:00-04:00,2020-05-22 15:59:00-04:00,9317.397405779739,9406.25,88.85259422026138,cutoff
614_upper,2020-05-25,2020,upper,2020-05-25 06:50:00-04:00,2020-05-25 12:59:00-04:00,9515.473595904761,9530.5,-15.026404095238831,cutoff
612_upper,2020-05-26,2020,upper,2020-05-25 23:54:00-04:00,2020-05-26 15:59:00-04:00,9572.289936151348,9388.0,184.28993615134823,cutoff
614_lower,2020-05-27,2020,lower,2020-05-27 10:46:00-04:00,2020-05-27 15:59:00-04:00,9202.026404095239,9434.5,232.47359590476117,cutoff
617_upper,2020-05-28,2020,upper,2020-05-28 12:34:00-04:00,2020-05-28 15:59:00-04:00,9527.306698336832,9415.25,112.05669833683169,cutoff
619_upper,2020-06-02,2020,upper,2020-06-02 02:29:00-04:00,2020-06-02 15:59:00-04:00,9608.202720566167,9655.0,-46.797279433832955,cutoff
620_upper,2020-06-03,2020,upper,2020-06-02 20:45:00-04:00,2020-06-03 15:59:00-04:00,9681.300958053465,9696.75,-15.449041946534635,cutoff
621_upper,2020-06-04,2020,upper,2020-06-04 09:50:00-04:00,2020-06-04 15:59:00-04:00,9728.37040825345,9627.5,100.87040825344957,cutoff
622_upper,2020-06-05,2020,upper,2020-06-05 11:24:00-04:00,2020-06-05 15:59:00-04:00,9806.712435909762,9816.0,-9.287564090238448,cutoff
624_upper,2020-06-08,2020,upper,2020-06-08 15:39:00-04:00,2020-06-08 15:59:00-04:00,9876.439724086249,9896.5,-20.060275913750957,cutoff
625_upper,2020-06-09,2020,upper,2020-06-09 10:45:00-04:00,2020-06-09 15:59:00-04:00,9943.600120332674,9964.0,-20.399879667325877,cutoff
626_upper,2020-06-10,2020,upper,2020-06-09 21:32:00-04:00,2020-06-10 15:59:00-04:00,10005.261489168231,10089.75,-84.48851083176851,cutoff
627_lower,2020-06-11,2020,lower,2020-06-11 08:22:00-04:00,2020-06-11 15:59:00-04:00,9906.19433490329,9592.75,-313.4443349032899,cutoff
629_lower,2020-06-12,2020,lower,2020-06-12 11:04:00-04:00,2020-06-12 15:59:00-04:00,9598.269858005584,9660.0,61.730141994416044,cutoff
621_lower,2020-06-15,2020,lower,2020-06-15 01:36:00-04:00,2020-06-15 15:59:00-04:00,9460.75459174655,9765.25,304.49540825344957,cutoff
629_upper,2020-06-16,2020,upper,2020-06-16 08:57:00-04:00,2020-06-16 15:59:00-04:00,9998.480141994416,9942.0,56.480141994416044,cutoff
628_upper,2020-06-19,2020,upper,2020-06-19 08:36:00-04:00,2020-06-19 15:59:00-04:00,10095.593960731061,9990.5,105.09396073106109,cutoff
631_upper,2020-06-23,2020,upper,2020-06-22 18:30:00-04:00,2020-06-23 15:59:00-04:00,10136.379948097987,10197.5,-61.120051902013074,cutoff
636_lower,2020-06-24,2020,lower,2020-06-24 11:11:00-04:00,2020-06-24 15:59:00-04:00,10028.20739703227,9992.75,-35.45739703227082,cutoff
635_lower,2020-06-26,2020,lower,2020-06-26 15:54:00-04:00,2020-06-26 15:59:00-04:00,9831.876091355323,9841.25,9.373908644676703,cutoff
632_lower,2020-06-29,2020,lower,2020-06-28 18:00:00-04:00,2020-06-29 15:59:00-04:00,9787.75,9950.75,163.0,cutoff
640_upper,2020-06-30,2020,upper,2020-06-30 01:21:00-04:00,2020-06-30 10:10:00-04:00,10024.81294832396,10034.75,-9.937051676039118,cutoff
638_upper,2020-07-01,2020,upper,2020-07-01 09:33:00-04:00,2020-07-01 15:59:00-04:00,10189.419167514738,10265.0,-75.58083248526236,cutoff
641_upper,2020-07-02,2020,upper,2020-07-02 04:27:00-04:00,2020-07-02 15:59:00-04:00,10329.492613096521,10335.25,-5.7573869034786185,cutoff
643_upper,2020-07-06,2020,upper,2020-07-05 21:46:00-04:00,2020-07-06 15:59:00-04:00,10467.840840343804,10591.5,-123.6591596561957,cutoff
644_upper,2020-07-07,2020,upper,2020-07-06 19:33:00-04:00,2020-07-07 15:59:00-04:00,10645.149837633802,10516.75,128.39983763380224,cutoff
646_upper,2020-07-09,2020,upper,2020-07-09 15:13:00-04:00,2020-07-09 15:59:00-04:00,10760.297956841667,10741.25,19.047956841666746,cutoff
645_upper,2020-07-10,2020,upper,2020-07-10 14:59:00-04:00,2020-07-10 15:59:00-04:00,10790.166658692939,10820.75,-30.583341307061346,cutoff
647_upper,2020-07-13,2020,upper,2020-07-12 18:12:00-04:00,2020-07-13 15:59:00-04:00,10890.970875717789,10598.5,292.47087571778866,cutoff
647_lower,2020-07-14,2020,lower,2020-07-14 08:51:00-04:00,2020-07-14 15:59:00-04:00,10556.529124282211,10673.0,116.47087571778866,cutoff
651_lower,2020-07-16,2020,lower,2020-07-16 05:11:00-04:00,2020-07-16 15:59:00-04:00,10513.317772147313,10613.0,99.68222785268699,cutoff
652_upper,2020-07-20,2020,upper,2020-07-20 10:27:00-04:00,2020-07-20 15:59:00-04:00,10766.167459552898,10936.5,-170.33254044710156,cutoff
655_lower,2020-07-22,2020,lower,2020-07-22 11:14:00-04:00,2020-07-22 15:59:00-04:00,10764.240391503989,10859.75,95.50960849601142,cutoff
656_lower,2020-07-23,2020,lower,2020-07-23 12:36:00-04:00,2020-07-23 15:59:00-04:00,10674.73013231107,10572.0,-102.73013231106961,cutoff
654_lower,2020-07-24,2020,lower,2020-07-24 02:57:00-04:00,2020-07-24 15:59:00-04:00,10437.617993932472,10469.75,32.13200606752798,cutoff
658_upper,2020-07-27,2020,upper,2020-07-27 14:21:00-04:00,2020-07-27 15:59:00-04:00,10637.79850387766,10660.5,-22.70149612233945,cutoff
656_upper,2020-08-03,2020,upper,2020-08-03 09:33:00-04:00,2020-08-03 15:59:00-04:00,11023.64486768893,11038.75,-15.10513231106961,cutoff
663_upper,2020-08-05,2020,upper,2020-08-05 02:05:00-04:00,2020-08-05 15:59:00-04:00,11106.176913153135,11111.25,-5.073086846865408,cutoff
664_upper,2020-08-06,2020,upper,2020-08-06 13:21:00-04:00,2020-08-06 15:59:00-04:00,11176.195239923316,11254.25,-78.05476007668403,cutoff
668_lower,2020-08-07,2020,lower,2020-08-07 13:15:00-04:00,2020-08-07 15:59:00-04:00,11086.32665343461,11128.25,41.9233465653906,cutoff
666_lower,2020-08-10,2020,lower,2020-08-10 11:00:00-04:00,2020-08-10 15:59:00-04:00,10939.850027116816,11078.25,138.3999728831841,cutoff
669_lower,2020-08-11,2020,lower,2020-08-11 15:18:00-04:00,2020-08-11 15:59:00-04:00,10925.000110909321,10868.75,-56.25011090932094,cutoff
670_upper,2020-08-13,2020,upper,2020-08-13 09:31:00-04:00,2020-08-13 15:59:00-04:00,11198.889330594502,11170.0,28.8893305945021,cutoff
669_upper,2020-08-18,2020,upper,2020-08-17 19:31:00-04:00,2020-08-18 15:59:00-04:00,11308.249889090679,11394.0,-85.75011090932094,cutoff
677_upper,2020-08-21,2020,upper,2020-08-20 20:00:00-04:00,2020-08-21 15:59:00-04:00,11503.059627482893,11554.5,-51.44037251710688,cutoff
678_upper,2020-08-24,2020,upper,2020-08-24 04:00:00-04:00,2020-08-24 15:59:00-04:00,11657.182826359074,11626.25,30.93282635907417,cutoff
680_upper,2020-08-26,2020,upper,2020-08-26 06:54:00-04:00,2020-08-26 15:59:00-04:00,11773.882955083516,11964.75,-190.8670449164838,cutoff
683_upper,2020-09-01,2020,upper,2020-09-01 02:16:00-04:00,2020-09-01 15:59:00-04:00,12175.52827197218,12294.0,-118.47172802782006,cutoff
685_upper,2020-09-02,2020,upper,2020-09-02 05:56:00-04:00,2020-09-02 15:59:00-04:00,12458.311956416417,12410.25,48.06195641641716,cutoff
686_lower,2020-09-03,2020,lower,2020-09-03 10:19:00-04:00,2020-09-03 15:59:00-04:00,12087.299430239142,11772.75,-314.54943023914166,cutoff
681_lower,2020-09-04,2020,lower,2020-09-03 19:06:00-04:00,2020-09-04 15:59:00-04:00,11622.124257880094,11619.0,-3.1242578800938645,cutoff
689_lower,2020-09-08,2020,lower,2020-09-08 06:25:00-04:00,2020-09-08 15:59:00-04:00,11253.833137562138,11068.5,-185.3331375621383,cutoff
672_lower,2020-09-09,2020,lower,2020-09-08 18:00:00-04:00,2020-09-09 15:59:00-04:00,10995.5,11384.75,389.25,cutoff
692_lower,2020-09-10,2020,lower,2020-09-10 14:15:00-04:00,2020-09-10 15:59:00-04:00,11274.176955693692,11157.5,-116.67695569369243,cutoff
691_lower,2020-09-11,2020,lower,2020-09-11 13:08:00-04:00,2020-09-11 15:59:00-04:00,10986.003952631198,11085.5,99.49604736880246,cutoff
693_upper,2020-09-16,2020,upper,2020-09-16 04:08:00-04:00,2020-09-16 15:59:00-04:00,11505.250841805442,11235.0,270.2508418054422,cutoff
694_lower,2020-09-17,2020,lower,2020-09-17 08:30:00-04:00,2020-09-17 15:59:00-04:00,10994.689272151754,11067.25,72.56072784824573,cutoff
698_lower,2020-09-18,2020,lower,2020-09-18 12:32:00-04:00,2020-09-18 15:59:00-04:00,10865.520988728604,10918.0,52.4790112713963,cutoff
697_lower,2020-09-21,2020,lower,2020-09-21 04:48:00-04:00,2020-09-21 15:59:00-04:00,10727.425618727215,10963.75,236.3243812727851,cutoff
701_lower,2020-09-23,2020,lower,2020-09-23 14:19:00-04:00,2020-09-23 15:59:00-04:00,10889.008297915436,10820.75,-68.25829791543583,cutoff
702_upper,2020-09-25,2020,upper,2020-09-25 14:07:00-04:00,2020-09-25 15:59:00-04:00,11086.21013934764,11133.25,-47.03986065235949,cutoff
697_upper,2020-09-28,2020,upper,2020-09-28 04:10:00-04:00,2020-09-28 15:59:00-04:00,11249.324381272785,11359.5,-110.1756187272149,cutoff
705_lower,2020-09-30,2020,lower,2020-09-30 02:10:00-04:00,2020-09-30 15:59:00-04:00,11169.921437132627,11402.25,232.32856286737297,cutoff
704_upper,2020-10-01,2020,upper,2020-10-01 05:41:00-04:00,2020-10-01 15:59:00-04:00,11532.33747309487,11572.5,-40.1625269051292,cutoff
707_lower,2020-10-02,2020,lower,2020-10-02 01:30:00-04:00,2020-10-02 15:59:00-04:00,11332.60493006846,11244.25,-88.35493006846082,cutoff
710_lower,2020-10-06,2020,lower,2020-10-06 15:07:00-04:00,2020-10-06 15:59:00-04:00,11247.116288424255,11275.75,28.63371157574511,cutoff
709_upper,2020-10-08,2020,upper,2020-10-08 02:42:00-04:00,2020-10-08 15:59:00-04:00,11565.107239575818,11536.5,28.607239575818312,cutoff
711_upper,2020-10-09,2020,upper,2020-10-08 23:08:00-04:00,2020-10-09 15:59:00-04:00,11596.252640737981,11711.5,-115.24735926201902,cutoff
707_upper,2020-10-12,2020,upper,2020-10-11 19:46:00-04:00,2020-10-12 15:59:00-04:00,11749.39506993154,12073.5,-324.1049300684608,cutoff
715_lower,2020-10-15,2020,lower,2020-10-14 22:50:00-04:00,2020-10-15 15:59:00-04:00,11886.27611815851,11890.25,3.973881841489856,cutoff
718_lower,2020-10-19,2020,lower,2020-10-19 12:21:00-04:00,2020-10-19 15:59:00-04:00,11749.344189490836,11629.75,-119.59418949083556,cutoff
717_lower,2020-10-22,2020,lower,2020-10-22 10:32:00-04:00,2020-10-22 15:59:00-04:00,11559.063209803786,11654.25,95.18679019621413,cutoff
721_lower,2020-10-26,2020,lower,2020-10-26 11:44:00-04:00,2020-10-26 15:59:00-04:00,11454.4142704681,11494.25,39.83572953190014,cutoff
712_lower,2020-10-28,2020,lower,2020-10-28 09:40:00-04:00,2020-10-28 15:59:00-04:00,11338.641182449986,11137.5,-201.14118244998645,cutoff
708_lower,2020-10-30,2020,lower,2020-10-30 01:45:00-04:00,2020-10-30 15:59:00-04:00,11084.857133183817,11055.25,-29.607133183817496,cutoff
729_upper,2020-11-04,2020,upper,2020-11-03 20:52:00-05:00,2020-11-04 15:59:00-05:00,11392.75306250971,11759.75,-366.9969374902903,cutoff
723_upper,2020-11-05,2020,upper,2020-11-04 22:27:00-05:00,2020-11-05 15:59:00-05:00,11875.730155823774,12066.5,-190.7698441762259,cutoff
719_upper,2020-11-09,2020,upper,2020-11-08 18:00:00-05:00,2020-11-09 15:59:00-05:00,12149.331151681257,11825.75,323.5811516812573,cutoff
732_lower,2020-11-10,2020,lower,2020-11-09 19:24:00-05:00,2020-11-10 15:59:00-05:00,11791.119783901191,11620.0,-171.1197839011911,cutoff
735_upper,2020-11-12,2020,upper,2020-11-12 04:58:00-05:00,2020-11-12 15:59:00-05:00,11943.547030998563,11823.75,119.79703099856306,cutoff
736_upper,2020-11-16,2020,upper,2020-11-15 18:00:00-05:00,2020-11-16 15:59:00-05:00,11982.847299040208,12013.5,-30.652700959792128,cutoff
738_upper,2020-11-17,2020,upper,2020-11-16 18:00:00-05:00,2020-11-17 15:59:00-05:00,12081.69431658096,11977.0,104.69431658096073,cutoff
740_lower,2020-11-19,2020,lower,2020-11-18 22:11:00-05:00,2020-11-19 15:59:00-05:00,11840.639868789596,11981.25,140.61013121040378,cutoff
743_lower,2020-11-23,2020,lower,2020-11-23 11:10:00-05:00,2020-11-23 15:59:00-05:00,11832.25354562796,11904.25,71.9964543720398,cutoff
742_upper,2020-11-24,2020,upper,2020-11-24 12:35:00-05:00,2020-11-24 15:59:00-05:00,12052.997151594478,12075.25,-22.252848405521945,cutoff
737_upper,2020-11-25,2020,upper,2020-11-24 18:07:00-05:00,2020-11-25 15:59:00-05:00,12109.372943648514,12153.5,-44.12705635148632,cutoff
740_upper,2020-11-26,2020,upper,2020-11-25 20:33:00-05:00,2020-11-26 12:59:00-05:00,12188.735131210404,12153.75,34.98513121040378,cutoff
746_upper,2020-11-27,2020,upper,2020-11-27 10:17:00-05:00,2020-11-27 13:14:00-05:00,12270.439816503806,12273.25,-2.8101834961944405,cutoff
747_upper,2020-11-30,2020,upper,2020-11-29 18:00:00-05:00,2020-11-30 15:59:00-05:00,12329.636626829917,12274.0,55.63662682991708,cutoff
748_upper,2020-12-01,2020,upper,2020-12-01 10:02:00-05:00,2020-12-01 15:59:00-05:00,12410.052418330972,12450.25,-40.197581669028295,cutoff
750_upper,2020-12-07,2020,upper,2020-12-06 18:00:00-05:00,2020-12-07 15:59:00-05:00,12567.753382056055,12597.25,-29.49661794394524,cutoff
753_upper,2020-12-08,2020,upper,2020-12-08 14:27:00-05:00,2020-12-08 15:59:00-05:00,12650.77788791226,12637.0,13.777887912259757,cutoff
752_upper,2020-12-09,2020,upper,2020-12-08 18:00:00-05:00,2020-12-09 15:59:00-05:00,12660.327558671626,12355.25,305.0775586716263,cutoff
752_lower,2020-12-10,2020,lower,2020-12-10 01:44:00-05:00,2020-12-10 15:59:00-05:00,12306.297441328374,12398.0,91.70255867162632,cutoff
758_upper,2020-12-14,2020,upper,2020-12-14 09:57:00-05:00,2020-12-14 15:59:00-05:00,12513.505255950953,12458.5,55.00525595095314,cutoff
757_upper,2020-12-15,2020,upper,2020-12-15 09:30:00-05:00,2020-12-15 15:59:00-05:00,12569.580163178834,12597.5,-27.919836821165518,cutoff
759_upper,2020-12-16,2020,upper,2020-12-16 14:39:00-05:00,2020-12-16 15:59:00-05:00,12672.466798747515,12673.0,-0.5332012524850143,cutoff
754_upper,2020-12-17,2020,upper,2020-12-17 02:21:00-05:00,2020-12-17 15:59:00-05:00,12722.324964145053,12750.25,-27.925035854947055,cutoff
761_upper,2020-12-18,2020,upper,2020-12-18 04:09:00-05:00,2020-12-18 15:59:00-05:00,12771.969398294714,12702.5,69.46939829471376,cutoff
762_lower,2020-12-21,2020,lower,2020-12-21 05:07:00-05:00,2020-12-21 15:59:00-05:00,12570.712238347565,12684.75,114.03776165243471,cutoff
764_upper,2020-12-28,2020,upper,2020-12-28 08:45:00-05:00,2020-12-28 15:59:00-05:00,12816.798684725329,12833.75,-16.951315274671288,cutoff
766_upper,2020-12-29,2020,upper,2020-12-29 00:37:00-05:00,2020-12-29 15:59:00-05:00,12879.983338357597,12846.75,33.23333835759695,cutoff
763_upper,2021-01-04,2021,upper,2021-01-04 04:16:00-05:00,2021-01-04 15:59:00-05:00,12953.999984457409,12688.0,265.9999844574086,cutoff
766_lower,2021-01-06,2021,lower,2021-01-06 03:21:00-05:00,2021-01-06 15:59:00-05:00,12520.391661642403,12618.5,98.10833835759695,cutoff
773_upper,2021-01-07,2021,upper,2021-01-07 10:04:00-05:00,2021-01-07 15:59:00-05:00,12863.465892051086,12925.5,-62.034107948913515,cutoff
768_upper,2021-01-08,2021,upper,2021-01-07 20:31:00-05:00,2021-01-08 15:59:00-05:00,12972.891274962194,13092.0,-119.10872503780593,cutoff
775_lower,2021-01-12,2021,lower,2021-01-12 12:05:00-05:00,2021-01-12 15:59:00-05:00,12812.15602345845,12882.5,70.34397654154964,cutoff
779_lower,2021-01-15,2021,lower,2021-01-15 10:07:00-05:00,2021-01-15 15:59:00-05:00,12829.992660451164,12798.75,-31.24266045116383,cutoff
781_upper,2021-01-19,2021,upper,2021-01-19 12:58:00-05:00,2021-01-19 15:59:00-05:00,12954.255853905548,12985.0,-30.744146094451935,cutoff
782_upper,2021-01-20,2021,upper,2021-01-20 03:43:00-05:00,2021-01-20 15:59:00-05:00,13081.986247428205,13285.5,-203.5137525717946,cutoff
783_upper,2021-01-21,2021,upper,2021-01-20 20:05:00-05:00,2021-01-21 15:59:00-05:00,13373.571867454353,13397.25,-23.678132545646804,cutoff
784_upper,2021-01-25,2021,upper,2021-01-25 09:34:00-05:00,2021-01-25 15:59:00-05:00,13530.829602947819,13474.5,56.329602947818785,cutoff
787_lower,2021-01-27,2021,lower,2021-01-27 09:32:00-05:00,2021-01-27 15:59:00-05:00,13281.87280141763,13119.75,-162.1228014176304,cutoff
789_lower,2021-01-29,2021,lower,2021-01-29 12:45:00-05:00,2021-01-29 15:59:00-05:00,12876.969246151146,12913.75,36.78075384885415,cutoff
790_lower,2021-02-01,2021,lower,2021-01-31 18:02:00-05:00,2021-02-01 15:59:00-05:00,12809.579818542568,13230.5,420.9201814574317,cutoff
791_upper,2021-02-02,2021,upper,2021-02-01 20:23:00-05:00,2021-02-02 15:59:00-05:00,13321.262122402999,13448.5,-127.23787759700099,cutoff
792_upper,2021-02-05,2021,upper,2021-02-05 00:32:00-05:00,2021-02-05 15:59:00-05:00,13605.373124295926,13596.5,8.873124295925663,cutoff
794_upper,2021-02-08,2021,upper,2021-02-07 18:01:00-05:00,2021-02-08 15:59:00-05:00,13646.840190149836,13684.75,-37.90980985016358,cutoff
793_upper,2021-02-10,2021,upper,2021-02-10 02:35:00-05:00,2021-02-10 15:59:00-05:00,13758.10878065542,13650.0,108.10878065542056,cutoff
796_upper,2021-02-15,2021,upper,2021-02-14 18:00:00-05:00,2021-02-15 12:59:00-05:00,13830.989566628119,13872.0,-41.010433371880936,cutoff
