level_id,level_index,level_session,created_at,expiry_at,sess_date,year,side,sign,level,touched_at,anchor,cutoff,entry_allowed,has_anchor,has_cutoff,pnl,exit,exit_time,tp_dist,sl_dist,variant,norm_level_id,physical_touch,identity
287:lower,287,2019-02-13,2019-02-13 10:30:00-05:00,2019-03-13 10:30:00-04:00,2019-02-14,2019,lower,1.0,6981.2659991287555,2019-02-14 09:31:00-05:00,58.0,2019-02-14 15:00:00-05:00,True,True,True,54.73400087124446,cutoff,2019-02-14 15:00:00-05:00,87.0,87.0,base_legacy_entrybar,287_lower,2019-02-14 14:31:00+00:00,287_lower|lower|2019-02-14 14:31:00+00:00
288:upper,288,2019-02-14,2019-02-14 10:30:00-05:00,2019-03-14 10:30:00-04:00,2019-02-15,2019,upper,-1.0,7071.945814887033,2019-02-15 09:28:00-05:00,27.5,2019-02-15 15:00:00-05:00,True,True,True,-0.0,BE,2019-02-15 10:41:00-05:00,41.25,41.25,base_legacy_entrybar,288_upper,2019-02-15 14:28:00+00:00,288_upper|upper|2019-02-15 14:28:00+00:00
282:upper,282,2019-02-06,2019-02-06 10:30:00-05:00,2019-03-06 10:30:00-05:00,2019-02-20,2019,upper,-1.0,7103.860363667209,2019-02-20 10:40:00-05:00,21.75,2019-02-20 15:00:00-05:00,True,True,True,32.625,TP,2019-02-20 12:22:00-05:00,32.625,32.625,base_legacy_entrybar,282_upper,2019-02-20 15:40:00+00:00,282_upper|upper|2019-02-20 15:40:00+00:00
290:upper,290,2019-02-18,2019-02-18 10:30:00-05:00,2019-03-18 10:30:00-04:00,2019-02-21,2019,upper,-1.0,7110.376430518732,2019-02-20 22:40:00-05:00,29.0,2019-02-21 15:00:00-05:00,True,True,True,43.5,TP,2019-02-21 07:31:00-05:00,43.5,43.5,base_legacy_entrybar,290_upper,2019-02-21 03:40:00+00:00,290_upper|upper|2019-02-21 03:40:00+00:00
290:lower,290,2019-02-18,2019-02-18 10:30:00-05:00,2019-03-18 10:30:00-04:00,2019-02-21,2019,lower,1.0,7026.498569481268,2019-02-21 09:45:00-05:00,20.75,2019-02-21 15:00:00-05:00,True,True,True,31.125,TP,2019-02-21 11:58:00-05:00,31.125,31.125,base_legacy_entrybar,290_lower,2019-02-21 14:45:00+00:00,290_lower|lower|2019-02-21 14:45:00+00:00
292:upper,292,2019-02-20,2019-02-20 10:30:00-05:00,2019-03-20 10:30:00-04:00,2019-02-25,2019,upper,-1.0,7137.312499692195,2019-02-25 06:24:00-05:00,10.75,2019-02-25 15:00:00-05:00,True,True,True,-0.0,BE,2019-02-25 07:54:00-05:00,16.125,16.125,base_legacy_entrybar,292_upper,2019-02-25 11:24:00+00:00,292_upper|upper|2019-02-25 11:24:00+00:00
289:upper,289,2019-02-15,2019-02-15 10:30:00-05:00,2019-03-15 10:30:00-04:00,2019-02-25,2019,upper,-1.0,7144.790488080103,2019-02-25 08:47:00-05:00,8.25,2019-02-25 15:00:00-05:00,True,True,True,-12.375,SL,2019-02-25 09:35:00-05:00,12.375,12.375,base_legacy_entrybar,289_upper,2019-02-25 13:47:00+00:00,289_upper|upper|2019-02-25 13:47:00+00:00
295:lower,295,2019-02-25,2019-02-25 10:30:00-05:00,2019-03-25 10:30:00-04:00,2019-02-26,2019,lower,1.0,7101.039941058964,2019-02-25 20:28:00-05:00,11.75,2019-02-26 15:00:00-05:00,True,True,True,-17.625,SL,2019-02-25 21:27:00-05:00,17.625,17.625,base_legacy_entrybar,295_lower,2019-02-26 01:28:00+00:00,295_lower|lower|2019-02-26 01:28:00+00:00
302:lower,302,2019-03-06,2019-03-06 10:30:00-05:00,2019-04-03 10:30:00-04:00,2019-03-07,2019,lower,1.0,7097.747854027111,2019-03-06 19:05:00-05:00,35.75,2019-03-07 15:00:00-05:00,True,True,True,0.0,BE,2019-03-06 19:56:00-05:00,53.625,53.625,base_legacy_entrybar,302_lower,2019-03-07 00:05:00+00:00,302_lower|lower|2019-03-07 00:05:00+00:00
301:lower,301,2019-03-05,2019-03-05 10:30:00-05:00,2019-04-02 10:30:00-04:00,2019-03-07,2019,lower,1.0,7088.7027966258065,2019-03-07 02:04:00-05:00,5.0,2019-03-07 15:00:00-05:00,True,True,True,7.5,TP,2019-03-07 05:59:00-05:00,7.5,7.5,base_legacy_entrybar,301_lower,2019-03-07 07:04:00+00:00,301_lower|lower|2019-03-07 07:04:00+00:00
296:lower,296,2019-02-26,2019-02-26 10:30:00-05:00,2019-03-26 10:30:00-04:00,2019-03-07,2019,lower,1.0,7038.961093836613,2019-03-07 09:52:00-05:00,21.25,2019-03-07 15:00:00-05:00,True,True,True,31.875,TP,2019-03-07 11:34:00-05:00,31.875,31.875,base_legacy_entrybar,296_lower,2019-03-07 14:52:00+00:00,296_lower|lower|2019-03-07 14:52:00+00:00
297:lower,297,2019-02-27,2019-02-27 10:30:00-05:00,2019-03-27 10:30:00-04:00,2019-03-08,2019,lower,1.0,7001.408073618603,2019-03-08 01:15:00-05:00,38.75,2019-03-08 15:00:00-05:00,True,True,True,-58.125,SL,2019-03-08 09:07:00-05:00,58.125,58.125,base_legacy_entrybar,297_lower,2019-03-08 06:15:00+00:00,297_lower|lower|2019-03-08 06:15:00+00:00
306:upper,306,2019-03-12,2019-03-12 10:30:00-04:00,2019-04-09 10:30:00-04:00,2019-03-13,2019,upper,-1.0,7262.804382013026,2019-03-13 08:00:00-04:00,39.25,2019-03-13 15:00:00-04:00,True,True,True,-0.0,BE,2019-03-13 09:12:00-04:00,58.875,58.875,base_legacy_entrybar,306_upper,2019-03-13 12:00:00+00:00,306_upper|upper|2019-03-13 12:00:00+00:00
308:upper,308,2019-03-14,2019-03-14 10:30:00-04:00,2019-04-11 10:30:00-04:00,2019-03-15,2019,upper,-1.0,7332.254555376385,2019-03-15 09:56:00-04:00,17.5,2019-03-15 15:00:00-04:00,True,True,True,-0.0,BE,2019-03-15 11:16:00-04:00,26.25,26.25,base_legacy_entrybar,308_upper,2019-03-15 13:56:00+00:00,308_upper|upper|2019-03-15 13:56:00+00:00
309:upper,309,2019-03-15,2019-03-15 10:30:00-04:00,2019-04-12 10:30:00-04:00,2019-03-18,2019,upper,-1.0,7364.223578148492,2019-03-18 09:58:00-04:00,11.0,2019-03-18 15:00:00-04:00,True,True,True,16.5,TP,2019-03-18 11:23:00-04:00,16.5,16.5,base_legacy_entrybar,309_upper,2019-03-18 13:58:00+00:00,309_upper|upper|2019-03-18 13:58:00+00:00
