session_date,touched_at,exit_time,pnl,event
2018-02-21,2018-02-21 16:27:00+00:00,2018-02-21 14:25:00-05:00,-34.25,SAL_activated
2018-02-23,2018-02-23 19:49:00+00:00,2018-02-23 15:59:00-05:00,-29.587385538570743,SAL_activated
2018-02-26,2018-02-26 17:57:00+00:00,2018-02-26 15:59:00-05:00,-21.243102312154406,SAL_activated
2018-02-27,2018-02-27 17:20:00+00:00,2018-02-27 15:59:00-05:00,-21.71319448983013,SAL_activated
2018-02-28,2018-02-28 20:45:00+00:00,2018-02-28 15:59:00-05:00,-18.04988088378468,SAL_activated
2018-03-01,2018-03-01 18:45:00+00:00,2018-03-01 14:02:00-05:00,-45.0,SAL_activated
2018-03-02,2018-03-02 17:03:00+00:00,2018-03-02 15:59:00-05:00,-45.00678498893831,SAL_activated
2018-03-05,2018-03-05 16:41:00+00:00,2018-03-05 15:06:00-05:00,-46.75,SAL_activated
2018-03-08,2018-03-08 07:11:00+00:00,2018-03-08 15:59:00-05:00,-21.58974984931956,SAL_activated
2018-03-09,2018-03-09 00:00:00+00:00,2018-03-09 08:30:00-05:00,-23.75,SAL_activated
2018-03-09,2018-03-09 13:36:00+00:00,,,blocked_by_SAL
2018-03-09,2018-03-09 20:28:00+00:00,,,blocked_by_SAL
2018-03-13,2018-03-13 15:07:00+00:00,2018-03-13 11:27:00-04:00,-25.75,SAL_activated
2018-03-13,2018-03-13 16:07:00+00:00,,,blocked_by_SAL
2018-03-19,2018-03-19 00:59:00+00:00,2018-03-18 21:33:00-04:00,-18.0,SAL_activated
2018-03-19,2018-03-19 05:09:00+00:00,,,blocked_by_SAL
2018-03-19,2018-03-19 05:09:00+00:00,,,blocked_by_SAL
2018-03-19,2018-03-19 15:04:00+00:00,,,blocked_by_SAL
2018-03-19,2018-03-19 15:13:00+00:00,,,blocked_by_SAL
2018-03-22,2018-03-22 07:59:00+00:00,2018-03-22 08:42:00-04:00,-35.75,SAL_activated
2018-03-22,2018-03-22 19:46:00+00:00,,,blocked_by_SAL
2018-03-22,2018-03-22 19:47:00+00:00,,,blocked_by_SAL
2018-03-23,2018-03-23 19:00:00+00:00,2018-03-23 15:59:00-04:00,-62.33459180922546,SAL_activated
2018-03-26,2018-03-26 19:41:00+00:00,2018-03-26 15:59:00-04:00,-18.340673508264445,SAL_activated
2018-03-27,2018-03-27 00:01:00+00:00,2018-03-27 05:56:00-04:00,-51.5,SAL_activated
2018-03-27,2018-03-27 17:38:00+00:00,,,blocked_by_SAL
2018-04-02,2018-04-02 15:36:00+00:00,2018-04-02 14:02:00-04:00,-59.0,SAL_activated
2018-04-04,2018-04-04 15:31:00+00:00,2018-04-04 14:24:00-04:00,-49.0,SAL_activated
2018-04-04,2018-04-04 19:50:00+00:00,,,blocked_by_SAL
2018-04-06,2018-04-06 18:34:00+00:00,2018-04-06 15:06:00-04:00,-35.75,SAL_activated
2018-04-17,2018-04-17 06:19:00+00:00,2018-04-17 10:00:00-04:00,-29.5,SAL_activated
2018-04-17,2018-04-17 14:54:00+00:00,,,blocked_by_SAL
2018-04-17,2018-04-17 16:26:00+00:00,,,blocked_by_SAL
2018-04-20,2018-04-20 15:11:00+00:00,2018-04-20 15:08:00-04:00,-35.0,SAL_activated
2018-04-24,2018-04-24 14:24:00+00:00,2018-04-24 11:05:00-04:00,-37.5,SAL_activated
2018-04-24,2018-04-24 15:17:00+00:00,,,blocked_by_SAL
2018-04-24,2018-04-24 16:25:00+00:00,,,blocked_by_SAL
2018-04-24,2018-04-24 17:36:00+00:00,,,blocked_by_SAL
2018-04-24,2018-04-24 18:03:00+00:00,,,blocked_by_SAL
2018-04-26,2018-04-26 14:04:00+00:00,2018-04-26 13:35:00-04:00,-45.0,SAL_activated
2018-04-30,2018-04-30 16:09:00+00:00,2018-04-30 15:59:00-04:00,-1.814657480621463,SAL_activated
2018-05-01,2018-05-01 19:50:00+00:00,2018-05-01 15:59:00-04:00,-5.1919282290100455,SAL_activated
2018-05-04,2018-05-04 14:25:00+00:00,2018-05-04 10:43:00-04:00,-42.5,SAL_activated
2018-05-04,2018-05-04 15:04:00+00:00,,,blocked_by_SAL
2018-05-04,2018-05-04 16:39:00+00:00,,,blocked_by_SAL
2018-05-04,2018-05-04 17:50:00+00:00,,,blocked_by_SAL
2018-05-04,2018-05-04 18:21:00+00:00,,,blocked_by_SAL
2018-05-09,2018-05-09 16:48:00+00:00,2018-05-09 14:10:00-04:00,-24.5,SAL_activated
2018-05-15,2018-05-15 12:39:00+00:00,2018-05-15 09:32:00-04:00,-26.75,SAL_activated
2018-05-15,2018-05-15 13:55:00+00:00,,,blocked_by_SAL
2018-05-23,2018-05-23 01:51:00+00:00,2018-05-23 03:30:00-04:00,-32.25,SAL_activated
2018-05-23,2018-05-23 09:42:00+00:00,,,blocked_by_SAL
2018-05-23,2018-05-23 09:42:00+00:00,,,blocked_by_SAL
2018-05-23,2018-05-23 18:08:00+00:00,,,blocked_by_SAL
2018-06-01,2018-06-01 13:55:00+00:00,2018-06-01 10:50:00-04:00,-29.0,SAL_activated
2018-06-04,2018-06-04 00:18:00+00:00,2018-06-04 09:48:00-04:00,-35.75,SAL_activated
2018-06-05,2018-06-05 08:00:00+00:00,2018-06-05 10:31:00-04:00,-27.25,SAL_activated
2018-06-19,2018-06-19 01:55:00+00:00,2018-06-19 03:08:00-04:00,-38.25,SAL_activated
2018-06-19,2018-06-19 14:30:00+00:00,,,blocked_by_SAL
2018-06-20,2018-06-20 00:02:00+00:00,2018-06-20 09:42:00-04:00,-38.75,SAL_activated
2018-06-20,2018-06-20 18:16:00+00:00,,,blocked_by_SAL
2018-06-25,2018-06-25 09:03:00+00:00,2018-06-25 09:39:00-04:00,-31.5,SAL_activated
2018-06-25,2018-06-25 14:03:00+00:00,,,blocked_by_SAL
2018-06-25,2018-06-25 14:12:00+00:00,,,blocked_by_SAL
2018-06-25,2018-06-25 15:23:00+00:00,,,blocked_by_SAL
2018-06-25,2018-06-25 16:01:00+00:00,,,blocked_by_SAL
2018-06-27,2018-06-27 17:14:00+00:00,2018-06-27 15:08:00-04:00,-37.5,SAL_activated
2018-06-27,2018-06-27 19:14:00+00:00,,,blocked_by_SAL
2018-06-29,2018-06-29 02:36:00+00:00,2018-06-29 10:01:00-04:00,-38.25,SAL_activated
2018-07-02,2018-07-02 19:50:00+00:00,2018-07-02 15:59:00-04:00,-14.0655250250893,SAL_activated
2018-07-03,2018-07-03 16:49:00+00:00,2018-07-03 13:14:00-04:00,-23.5971103339989,SAL_activated
2018-07-06,2018-07-06 05:32:00+00:00,2018-07-06 11:35:00-04:00,-51.0,SAL_activated
2018-07-06,2018-07-06 15:45:00+00:00,,,blocked_by_SAL
2018-07-06,2018-07-06 16:25:00+00:00,,,blocked_by_SAL
2018-07-09,2018-07-09 00:08:00+00:00,2018-07-09 15:42:00-04:00,-41.25,SAL_activated
2018-07-12,2018-07-12 14:07:00+00:00,2018-07-12 11:57:00-04:00,-29.75,SAL_activated
2018-07-12,2018-07-12 19:57:00+00:00,,,blocked_by_SAL
2018-07-17,2018-07-17 15:54:00+00:00,2018-07-17 13:11:00-04:00,-32.75,SAL_activated
2018-07-23,2018-07-23 01:00:00+00:00,2018-07-23 09:38:00-04:00,-25.0,SAL_activated
2018-07-23,2018-07-23 13:40:00+00:00,,,blocked_by_SAL
2018-07-24,2018-07-23 23:52:00+00:00,2018-07-24 09:36:00-04:00,-36.25,SAL_activated
2018-07-24,2018-07-24 16:44:00+00:00,,,blocked_by_SAL
2018-07-25,2018-07-25 18:03:00+00:00,2018-07-25 15:50:00-04:00,-34.25,SAL_activated
2018-07-27,2018-07-27 16:02:00+00:00,2018-07-27 12:36:00-04:00,-34.5,SAL_activated
2018-07-27,2018-07-27 17:00:00+00:00,,,blocked_by_SAL
2018-07-30,2018-07-30 13:44:00+00:00,2018-07-30 12:48:00-04:00,-52.0,SAL_activated
2018-07-30,2018-07-30 16:49:00+00:00,,,blocked_by_SAL
2018-08-02,2018-08-02 15:35:00+00:00,2018-08-02 13:07:00-04:00,-29.75,SAL_activated
2018-08-07,2018-08-07 03:02:00+00:00,2018-08-07 09:35:00-04:00,-20.75,SAL_activated
2018-08-15,2018-08-15 14:00:00+00:00,2018-08-15 10:05:00-04:00,-30.25,SAL_activated
2018-08-15,2018-08-15 14:29:00+00:00,,,blocked_by_SAL
2018-08-24,2018-08-24 14:35:00+00:00,2018-08-24 15:59:00-04:00,-12.670652415312361,SAL_activated
2018-08-27,2018-08-26 23:44:00+00:00,2018-08-27 10:15:00-04:00,-33.0,SAL_activated
2018-08-29,2018-08-29 14:41:00+00:00,2018-08-29 11:28:00-04:00,-18.75,SAL_activated
2018-08-29,2018-08-29 15:31:00+00:00,,,blocked_by_SAL
2018-09-04,2018-09-04 13:39:00+00:00,2018-09-04 09:42:00-04:00,-17.75,SAL_activated
2018-09-05,2018-09-05 14:01:00+00:00,2018-09-05 10:35:00-04:00,-40.25,SAL_activated
2018-09-06,2018-09-06 14:12:00+00:00,2018-09-06 11:07:00-04:00,-48.75,SAL_activated
2018-09-06,2018-09-06 15:08:00+00:00,,,blocked_by_SAL
2018-09-13,2018-09-13 13:32:00+00:00,2018-09-13 15:59:00-04:00,-16.12734709930737,SAL_activated
2018-09-17,2018-09-17 13:36:00+00:00,2018-09-17 10:01:00-04:00,-27.75,SAL_activated
2018-09-17,2018-09-17 19:21:00+00:00,,,blocked_by_SAL
2018-09-17,2018-09-17 19:54:00+00:00,,,blocked_by_SAL
2018-09-20,2018-09-20 13:43:00+00:00,2018-09-20 15:59:00-04:00,-16.204907435795576,SAL_activated
2018-09-26,2018-09-26 15:01:00+00:00,2018-09-26 14:02:00-04:00,-21.5,SAL_activated
2018-09-26,2018-09-26 18:04:00+00:00,,,blocked_by_SAL
2018-09-26,2018-09-26 18:04:00+00:00,,,blocked_by_SAL
2018-09-26,2018-09-26 18:15:00+00:00,,,blocked_by_SAL
2018-10-01,2018-09-30 23:08:00+00:00,2018-10-01 05:11:00-04:00,-28.5,SAL_activated
2018-10-04,2018-10-04 01:36:00+00:00,2018-10-04 09:37:00-04:00,-28.5,SAL_activated
2018-10-04,2018-10-04 13:40:00+00:00,,,blocked_by_SAL
2018-10-04,2018-10-04 13:41:00+00:00,,,blocked_by_SAL
2018-10-04,2018-10-04 14:20:00+00:00,,,blocked_by_SAL
2018-10-04,2018-10-04 14:25:00+00:00,,,blocked_by_SAL
2018-10-04,2018-10-04 15:50:00+00:00,,,blocked_by_SAL
2018-10-04,2018-10-04 16:17:00+00:00,,,blocked_by_SAL
2018-10-05,2018-10-05 15:18:00+00:00,2018-10-05 12:41:00-04:00,-55.25,SAL_activated
2018-10-10,2018-10-10 13:50:00+00:00,2018-10-10 10:03:00-04:00,-45.5,SAL_activated
2018-10-10,2018-10-10 18:43:00+00:00,,,blocked_by_SAL
2018-10-16,2018-10-16 15:18:00+00:00,2018-10-16 13:40:00-04:00,-43.0,SAL_activated
2018-10-16,2018-10-16 17:42:00+00:00,,,blocked_by_SAL
2018-10-18,2018-10-18 15:23:00+00:00,2018-10-18 11:45:00-04:00,-45.75,SAL_activated
2018-10-23,2018-10-23 09:17:00+00:00,2018-10-23 10:02:00-04:00,-46.5,SAL_activated
2018-10-23,2018-10-23 18:50:00+00:00,,,blocked_by_SAL
2018-10-24,2018-10-24 19:21:00+00:00,2018-10-24 15:51:00-04:00,-60.75,SAL_activated
2018-10-29,2018-10-29 16:06:00+00:00,2018-10-29 14:15:00-04:00,-61.25,SAL_activated
2018-10-29,2018-10-29 19:15:00+00:00,,,blocked_by_SAL
2018-10-31,2018-10-31 08:37:00+00:00,2018-10-31 09:30:00-04:00,-46.75,SAL_activated
2018-11-01,2018-11-01 17:25:00+00:00,2018-11-01 15:59:00-04:00,-8.73715789227299,SAL_activated
2018-11-07,2018-11-07 08:20:00+00:00,2018-11-07 04:54:00-05:00,-35.75,SAL_activated
2018-11-07,2018-11-07 19:31:00+00:00,,,blocked_by_SAL
2018-11-07,2018-11-07 20:54:00+00:00,,,blocked_by_SAL
2018-11-09,2018-11-09 11:37:00+00:00,2018-11-09 10:09:00-05:00,-29.25,SAL_activated
2018-11-09,2018-11-09 19:21:00+00:00,,,blocked_by_SAL
2018-11-12,2018-11-12 14:32:00+00:00,2018-11-12 09:51:00-05:00,-50.75,SAL_activated
2018-11-12,2018-11-12 16:14:00+00:00,,,blocked_by_SAL
2018-11-12,2018-11-12 16:15:00+00:00,,,blocked_by_SAL
2018-11-12,2018-11-12 16:19:00+00:00,,,blocked_by_SAL
2018-11-15,2018-11-15 18:55:00+00:00,2018-11-15 15:59:00-05:00,-17.401098054388058,SAL_activated
2018-11-19,2018-11-19 16:54:00+00:00,2018-11-19 14:04:00-05:00,-38.5,SAL_activated
2018-11-20,2018-11-20 13:40:00+00:00,2018-11-20 10:14:00-05:00,-76.75,SAL_activated
2018-11-26,2018-11-26 08:15:00+00:00,2018-11-26 10:00:00-05:00,-36.75,SAL_activated
2018-11-28,2018-11-28 06:10:00+00:00,2018-11-28 12:00:00-05:00,-30.5,SAL_activated
2018-11-28,2018-11-28 17:02:00+00:00,,,blocked_by_SAL
2018-11-28,2018-11-28 17:15:00+00:00,,,blocked_by_SAL
2018-12-04,2018-12-04 17:04:00+00:00,2018-12-04 12:08:00-05:00,-38.75,SAL_activated
2018-12-04,2018-12-04 18:40:00+00:00,,,blocked_by_SAL
2018-12-04,2018-12-04 20:38:00+00:00,,,blocked_by_SAL
2018-12-07,2018-12-07 17:36:00+00:00,2018-12-07 14:58:00-05:00,-61.0,SAL_activated
2018-12-11,2018-12-11 10:53:00+00:00,2018-12-11 08:26:00-05:00,-44.5,SAL_activated
2018-12-11,2018-12-11 18:41:00+00:00,,,blocked_by_SAL
2018-12-14,2018-12-14 02:06:00+00:00,2018-12-14 11:58:00-05:00,-38.25,SAL_activated
2018-12-14,2018-12-14 20:42:00+00:00,,,blocked_by_SAL
2018-12-17,2018-12-17 18:36:00+00:00,2018-12-17 15:22:00-05:00,-47.75,SAL_activated
2018-12-17,2018-12-17 20:23:00+00:00,,,blocked_by_SAL
2018-12-17,2018-12-17 20:23:00+00:00,,,blocked_by_SAL
2018-12-17,2018-12-17 20:28:00+00:00,,,blocked_by_SAL
2018-12-19,2018-12-19 19:52:00+00:00,2018-12-19 14:57:00-05:00,-39.5,SAL_activated
2018-12-21,2018-12-21 17:19:00+00:00,2018-12-21 15:17:00-05:00,-61.75,SAL_activated
2018-12-26,2018-12-26 17:55:00+00:00,2018-12-26 15:34:00-05:00,-56.75,SAL_activated
2020-01-02,2020-01-02 20:54:00+00:00,2020-01-02 15:59:00-05:00,-7.276660632127459,SAL_activated
2020-01-13,2020-01-13 18:20:00+00:00,2020-01-13 15:59:00-05:00,-13.99828548629921,SAL_activated
2020-01-16,2020-01-16 20:52:00+00:00,2020-01-16 15:59:00-05:00,-4.696156459001941,SAL_activated
2020-01-24,2020-01-24 17:16:00+00:00,2020-01-24 13:52:00-05:00,-41.25,SAL_activated
2020-01-27,2020-01-27 10:03:00+00:00,2020-01-27 09:30:00-05:00,-60.0,SAL_activated
2020-01-28,2020-01-28 15:25:00+00:00,2020-01-28 12:13:00-05:00,-45.0,SAL_activated
2020-01-31,2020-01-31 16:39:00+00:00,2020-01-31 15:59:00-05:00,-21.835953793144654,SAL_activated
2020-02-04,2020-02-04 08:23:00+00:00,2020-02-04 09:30:00-05:00,-48.0,SAL_activated
2020-02-04,2020-02-04 15:40:00+00:00,,,blocked_by_SAL
2020-02-04,2020-02-04 15:42:00+00:00,,,blocked_by_SAL
2020-02-04,2020-02-04 19:41:00+00:00,,,blocked_by_SAL
2020-02-04,2020-02-04 20:27:00+00:00,,,blocked_by_SAL
2020-02-10,2020-02-10 19:56:00+00:00,2020-02-10 15:54:00-05:00,-25.75,SAL_activated
2020-02-10,2020-02-10 20:56:00+00:00,,,blocked_by_SAL
2020-02-19,2020-02-19 12:58:00+00:00,2020-02-19 09:53:00-05:00,-29.75,SAL_activated
2020-02-19,2020-02-19 14:55:00+00:00,,,blocked_by_SAL
2020-02-20,2020-02-20 16:26:00+00:00,2020-02-20 11:31:00-05:00,-33.75,SAL_activated
2020-02-20,2020-02-20 16:32:00+00:00,,,blocked_by_SAL
2020-02-21,2020-02-21 14:49:00+00:00,2020-02-21 13:49:00-05:00,-54.25,SAL_activated
2020-02-21,2020-02-21 18:54:00+00:00,,,blocked_by_SAL
2020-02-24,2020-02-24 02:27:00+00:00,2020-02-24 03:09:00-05:00,-50.5,SAL_activated
2020-02-24,2020-02-24 09:16:00+00:00,,,blocked_by_SAL
2020-02-25,2020-02-25 16:17:00+00:00,2020-02-25 14:08:00-05:00,-87.75,SAL_activated
2020-03-02,2020-03-02 01:31:00+00:00,2020-03-01 21:49:00-05:00,-84.5,SAL_activated
2020-03-02,2020-03-02 20:50:00+00:00,,,blocked_by_SAL
2020-03-02,2020-03-02 20:55:00+00:00,,,blocked_by_SAL
2020-03-06,2020-03-06 03:53:00+00:00,2020-03-06 04:56:00-05:00,-75.5,SAL_activated
2020-03-09,2020-03-09 13:30:00+00:00,2020-03-09 09:34:00-04:00,-36.0,SAL_activated
2020-03-12,2020-03-12 13:30:00+00:00,2020-03-12 13:30:00+00:00,-37.0,SAL_activated
2020-03-13,2020-03-13 19:54:00+00:00,2020-03-13 15:59:00-04:00,-104.75,SAL_activated
2020-03-16,2020-03-16 13:45:00+00:00,2020-03-16 13:45:00+00:00,-60.0,SAL_activated
2020-03-20,2020-03-20 07:26:00+00:00,2020-03-20 04:03:00-04:00,-91.0,SAL_activated
2020-03-20,2020-03-20 18:57:00+00:00,,,blocked_by_SAL
2020-03-24,2020-03-24 08:07:00+00:00,2020-03-24 09:34:00-04:00,-80.5,SAL_activated
2020-03-25,2020-03-25 07:59:00+00:00,2020-03-25 05:09:00-04:00,-89.75,SAL_activated
2020-03-31,2020-03-31 00:01:00+00:00,2020-03-31 05:22:00-04:00,-63.75,SAL_activated
2020-04-06,2020-04-06 00:17:00+00:00,2020-04-05 20:31:00-04:00,-52.75,SAL_activated
2020-04-06,2020-04-06 00:35:00+00:00,,,blocked_by_SAL
2020-04-06,2020-04-06 19:50:00+00:00,,,blocked_by_SAL
2020-04-06,2020-04-06 19:50:00+00:00,,,blocked_by_SAL
2020-04-07,2020-04-07 06:58:00+00:00,2020-04-07 06:02:00-04:00,-106.0,SAL_activated
2020-04-14,2020-04-14 01:33:00+00:00,2020-04-13 21:54:00-04:00,-61.5,SAL_activated
2020-04-14,2020-04-14 13:34:00+00:00,,,blocked_by_SAL
2020-04-14,2020-04-14 13:35:00+00:00,,,blocked_by_SAL
2020-04-16,2020-04-16 14:58:00+00:00,2020-04-16 11:29:00-04:00,-56.75,SAL_activated
2020-04-21,2020-04-21 13:37:00+00:00,2020-04-21 09:45:00-04:00,-48.75,SAL_activated
2020-04-21,2020-04-21 14:49:00+00:00,,,blocked_by_SAL
2020-04-21,2020-04-21 15:11:00+00:00,,,blocked_by_SAL
2020-04-21,2020-04-21 15:14:00+00:00,,,blocked_by_SAL
2020-04-27,2020-04-27 02:06:00+00:00,2020-04-27 00:48:00-04:00,-60.5,SAL_activated
2020-04-28,2020-04-28 09:20:00+00:00,2020-04-28 06:00:00-04:00,-42.25,SAL_activated
2020-04-28,2020-04-28 14:58:00+00:00,,,blocked_by_SAL
2020-05-08,2020-05-08 00:00:00+00:00,2020-05-07 22:22:00-04:00,-52.5,SAL_activated
2020-05-12,2020-05-12 19:50:00+00:00,2020-05-12 15:59:00-04:00,-31.997746364591876,SAL_activated
2020-05-13,2020-05-13 15:49:00+00:00,2020-05-13 12:13:00-04:00,-75.75,SAL_activated
2020-05-13,2020-05-13 16:15:00+00:00,,,blocked_by_SAL
2020-05-18,2020-05-17 23:04:00+00:00,2020-05-18 04:01:00-04:00,-59.0,SAL_activated
2020-05-18,2020-05-18 14:59:00+00:00,,,blocked_by_SAL
2020-05-18,2020-05-18 17:17:00+00:00,,,blocked_by_SAL
2020-05-20,2020-05-20 13:30:00+00:00,2020-05-20 10:00:00-04:00,-36.75,SAL_activated
2020-05-20,2020-05-20 15:21:00+00:00,,,blocked_by_SAL
2020-05-22,2020-05-22 02:54:00+00:00,2020-05-22 01:29:00-04:00,-50.25,SAL_activated
2020-05-25,2020-05-25 10:50:00+00:00,2020-05-25 12:59:00-04:00,-15.02640409524065,SAL_activated
2020-06-02,2020-06-02 06:29:00+00:00,2020-06-02 05:27:00-04:00,-42.25,SAL_activated
2020-06-03,2020-06-03 00:45:00+00:00,2020-06-03 15:59:00-04:00,-15.449041946536454,SAL_activated
2020-06-05,2020-06-05 15:24:00+00:00,2020-06-05 15:59:00-04:00,-9.287564090238448,SAL_activated
2020-06-08,2020-06-08 19:39:00+00:00,2020-06-08 15:59:00-04:00,-20.060275913752776,SAL_activated
2020-06-09,2020-06-09 14:45:00+00:00,2020-06-09 13:23:00-04:00,-45.25,SAL_activated
2020-06-11,2020-06-11 16:48:00+00:00,2020-06-11 14:11:00-04:00,-63.0,SAL_activated
2020-06-11,2020-06-11 18:43:00+00:00,,,blocked_by_SAL
2020-06-15,2020-06-15 05:36:00+00:00,2020-06-15 02:00:00-04:00,-60.25,SAL_activated
2020-06-15,2020-06-15 06:05:00+00:00,,,blocked_by_SAL
2020-06-15,2020-06-15 18:04:00+00:00,,,blocked_by_SAL
2020-06-23,2020-06-23 07:15:00+00:00,2020-06-23 10:42:00-04:00,-64.75,SAL_activated
2020-06-24,2020-06-24 15:11:00+00:00,2020-06-24 11:43:00-04:00,-78.5,SAL_activated
2020-06-24,2020-06-24 15:49:00+00:00,,,blocked_by_SAL
2020-07-02,2020-07-02 08:27:00+00:00,2020-07-02 09:32:00-04:00,-57.25,SAL_activated
2020-07-06,2020-07-06 01:46:00+00:00,2020-07-05 23:54:00-04:00,-30.0,SAL_activated
2020-07-06,2020-07-06 14:00:00+00:00,,,blocked_by_SAL
2020-07-10,2020-07-10 18:59:00+00:00,2020-07-10 15:59:00-04:00,-30.583341307059527,SAL_activated
2020-07-13,2020-07-13 11:06:00+00:00,2020-07-13 09:40:00-04:00,-56.0,SAL_activated
2020-07-13,2020-07-13 19:07:00+00:00,,,blocked_by_SAL
2020-07-14,2020-07-14 12:51:00+00:00,2020-07-14 09:52:00-04:00,-109.75,SAL_activated
2020-07-14,2020-07-14 13:53:00+00:00,,,blocked_by_SAL
2020-07-20,2020-07-20 14:27:00+00:00,2020-07-20 12:10:00-04:00,-47.5,SAL_activated
2020-07-20,2020-07-20 16:59:00+00:00,,,blocked_by_SAL
2020-07-20,2020-07-20 17:13:00+00:00,,,blocked_by_SAL
2020-07-20,2020-07-20 19:17:00+00:00,,,blocked_by_SAL
2020-07-20,2020-07-20 19:31:00+00:00,,,blocked_by_SAL
2020-07-23,2020-07-23 17:33:00+00:00,2020-07-23 13:49:00-04:00,-54.75,SAL_activated
2020-07-24,2020-07-24 06:57:00+00:00,2020-07-24 09:38:00-04:00,-87.75,SAL_activated
2020-07-27,2020-07-27 18:21:00+00:00,2020-07-27 15:59:00-04:00,-22.70149612233945,SAL_activated
2020-08-03,2020-08-03 13:33:00+00:00,2020-08-03 15:59:00-04:00,-15.10513231106961,SAL_activated
2020-08-05,2020-08-05 06:05:00+00:00,2020-08-05 05:45:00-04:00,-33.0,SAL_activated
2020-08-06,2020-08-06 17:21:00+00:00,2020-08-06 14:01:00-04:00,-30.75,SAL_activated
2020-08-06,2020-08-06 19:11:00+00:00,,,blocked_by_SAL
2020-08-06,2020-08-06 19:19:00+00:00,,,blocked_by_SAL
2020-08-11,2020-08-11 19:18:00+00:00,2020-08-11 15:50:00-04:00,-58.75,SAL_activated
2020-08-13,2020-08-13 13:31:00+00:00,2020-08-13 13:00:00-04:00,-63.75,SAL_activated
2020-08-18,2020-08-17 23:31:00+00:00,2020-08-18 08:30:00-04:00,-37.5,SAL_activated
2020-08-18,2020-08-18 13:35:00+00:00,,,blocked_by_SAL
2020-08-18,2020-08-18 13:38:00+00:00,,,blocked_by_SAL
2020-08-18,2020-08-18 13:38:00+00:00,,,blocked_by_SAL
2020-08-18,2020-08-18 18:49:00+00:00,,,blocked_by_SAL
2020-08-21,2020-08-21 14:55:00+00:00,2020-08-21 15:59:00-04:00,-4.593406960430002,SAL_activated
2020-08-24,2020-08-24 08:00:00+00:00,2020-08-24 09:35:00-04:00,-48.75,SAL_activated
2020-08-26,2020-08-26 10:54:00+00:00,2020-08-26 10:33:00-04:00,-42.5,SAL_activated
2020-08-26,2020-08-26 15:41:00+00:00,,,blocked_by_SAL
2020-08-26,2020-08-26 16:19:00+00:00,,,blocked_by_SAL
2020-09-01,2020-09-01 06:16:00+00:00,2020-09-01 03:32:00-04:00,-48.0,SAL_activated
2020-09-03,2020-09-03 14:19:00+00:00,2020-09-03 10:38:00-04:00,-76.25,SAL_activated
2020-09-03,2020-09-03 14:46:00+00:00,,,blocked_by_SAL
2020-09-03,2020-09-03 15:17:00+00:00,,,blocked_by_SAL
2020-09-03,2020-09-03 15:18:00+00:00,,,blocked_by_SAL
2020-09-03,2020-09-03 15:19:00+00:00,,,blocked_by_SAL
2020-09-03,2020-09-03 15:19:00+00:00,,,blocked_by_SAL
2020-09-04,2020-09-03 23:06:00+00:00,2020-09-04 10:17:00-04:00,-178.75,SAL_activated
2020-09-04,2020-09-04 14:35:00+00:00,,,blocked_by_SAL
2020-09-04,2020-09-04 14:42:00+00:00,,,blocked_by_SAL
