level_id,side,session_date,year,created_at,expiry_at,touched_at,entry_price,minutes_elapsed,window_allowed,hmm_state,hmm_prob,hmm_prob_low,hmm_prob_mid,hmm_prob_high,hmm_last_bar_ts,hmm_n_train_sessions,hmm_earliest_train_session,hmm_latest_train_session,hmm_param_hash,hmm_allowed,position_available,tp_dist,sl_dist,skip_reason,entry_time,profit_lock_trigger_ts,profit_lock_activation_ts,exit_time,exit_reason,pnl_pts,r_multiple
247_upper,upper,2019-01-16,2019,2018-12-17 10:30:00-05:00,2019-01-16 10:30:00-05:00,2019-01-16 14:33:00+00:00,6698.710922106751,933,True,LOW_VOL,0.6463335811919089,0.6463335811919089,0.35319342866659204,0.0004729901414990715,2019-01-16 14:25:00+00:00,120,2018-07-31,2019-01-15,cd3768af6d76efe6,False,True,37.25,37.0,blocked_low_vol,,,,,,,
266_upper,upper,2019-01-16,2019,2019-01-15 10:30:00-05:00,2019-02-12 10:30:00-05:00,2019-01-16 14:46:00+00:00,6720.912585668611,946,True,HIGH_VOL,0.9999999943007726,3.439953053206921e-17,5.699227357622202e-09,0.9999999943007726,2019-01-16 14:40:00+00:00,120,2018-07-31,2019-01-15,cd3768af6d76efe6,True,True,37.25,37.0,,2019-01-16 14:46:00+00:00,2019-01-16 15:39:00+00:00,2019-01-16 15:40:00+00:00,2019-01-16 15:41:00+00:00,TP,37.25,1.0067567567567568
267_lower,lower,2019-01-17,2019,2019-01-16 10:30:00-05:00,2019-02-13 10:30:00-05:00,2019-01-17 08:16:00+00:00,6615.187968301361,556,False,LOW_VOL,0.5601250964115334,0.5601250964115334,0.4395436987594478,0.0003312048290187349,2019-01-17 08:10:00+00:00,120,2018-08-01,2019-01-16,16ae67be2d7ac1e4,False,True,24.0,28.25,blocked_window,,,,,,,
268_upper,upper,2019-01-17,2019,2019-01-17 10:30:00-05:00,2019-02-14 10:30:00-05:00,2019-01-17 19:45:00+00:00,6748.819618762862,1245,False,HIGH_VOL,1.0,1.0324582088704222e-86,4.806161663940901e-43,1.0,2019-01-17 19:40:00+00:00,120,2018-08-01,2019-01-16,16ae67be2d7ac1e4,True,True,20.25,24.5,blocked_window,,,,,,,
267_upper,upper,2019-01-18,2019,2019-01-16 10:30:00-05:00,2019-02-13 10:30:00-05:00,2019-01-18 14:28:00+00:00,6785.562031698639,928,True,LOW_VOL,0.5721817669235676,0.5721817669235676,0.27825362673016285,0.1495646063462695,2019-01-18 14:20:00+00:00,120,2018-08-02,2019-01-17,36d8d7a999f5e801,False,True,36.75,37.0,blocked_low_vol,,,,,,,
270_lower,lower,2019-01-22,2019,2019-01-21 10:30:00-05:00,2019-02-18 10:30:00-05:00,2019-01-22 16:42:00+00:00,6698.293668717168,1062,False,MID_VOL,0.839975664458744,0.15951644390863176,0.839975664458744,0.0005078916326241979,2019-01-22 16:35:00+00:00,120,2018-08-05,2019-01-21,510eb10cc71135c1,True,True,17.0,23.0,blocked_window,,,,,,,
269_lower,lower,2019-01-22,2019,2019-01-18 10:30:00-05:00,2019-02-15 10:30:00-05:00,2019-01-22 16:57:00+00:00,6686.080997578746,1077,False,HIGH_VOL,0.9999988943588614,8.588203994139931e-12,1.1056325504172266e-06,0.9999988943588614,2019-01-22 16:50:00+00:00,120,2018-08-05,2019-01-21,510eb10cc71135c1,True,True,17.0,23.0,blocked_window,,,,,,,
271_lower,lower,2019-01-22,2019,2019-01-22 10:30:00-05:00,2019-02-19 10:30:00-05:00,2019-01-22 18:08:00+00:00,6662.62120058067,1148,False,HIGH_VOL,0.9999999814399702,1.3489817140804758e-21,1.856002984482943e-08,0.9999999814399702,2019-01-22 18:00:00+00:00,120,2018-08-05,2019-01-21,510eb10cc71135c1,True,True,19.0,24.75,blocked_window,,,,,,,
272_lower,lower,2019-01-23,2019,2019-01-23 10:30:00-05:00,2019-02-20 10:30:00-05:00,2019-01-23 16:54:00+00:00,6611.321732540817,1074,False,HIGH_VOL,1.0,1.4388655261950168e-38,5.345489421093391e-18,1.0,2019-01-23 16:45:00+00:00,120,2018-08-06,2019-01-22,8bb0106220095f1b,True,True,44.25,45.0,blocked_window,,,,,,,
273_upper,upper,2019-01-25,2019,2019-01-24 10:30:00-05:00,2019-02-21 10:30:00-05:00,2019-01-25 15:02:00+00:00,6774.122767182309,962,True,HIGH_VOL,0.9999999999893311,8.973758485388902e-23,1.0668939881148519e-11,0.9999999999893311,2019-01-25 14:55:00+00:00,120,2018-08-08,2019-01-24,cb3d81c3d71ee74c,True,True,20.5,26.75,,2019-01-25 15:02:00+00:00,,,2019-01-25 16:53:00+00:00,SL,-26.75,-1.0
272_upper,upper,2019-01-25,2019,2019-01-23 10:30:00-05:00,2019-02-20 10:30:00-05:00,2019-01-25 15:09:00+00:00,6782.178267459183,969,True,HIGH_VOL,0.9999999089013859,1.9896231210863267e-14,9.109859419301504e-08,0.9999999089013859,2019-01-25 15:00:00+00:00,120,2018-08-08,2019-01-24,cb3d81c3d71ee74c,True,False,20.5,26.75,position_open,,,,,,,
271_upper,upper,2019-01-25,2019,2019-01-22 10:30:00-05:00,2019-02-19 10:30:00-05:00,2019-01-25 17:40:00+00:00,6810.00379941933,1120,False,MID_VOL,0.9161352497108417,0.0037940102041797304,0.9161352497108417,0.08007074008497861,2019-01-25 17:35:00+00:00,120,2018-08-08,2019-01-24,cb3d81c3d71ee74c,True,True,19.0,24.25,blocked_window,,,,,,,
274_lower,lower,2019-01-28,2019,2019-01-25 10:30:00-05:00,2019-02-22 10:30:00-05:00,2019-01-28 14:33:00+00:00,6680.472121266195,933,True,HIGH_VOL,1.0,1.0992630335513426e-34,1.3857151229971788e-25,1.0,2019-01-28 14:25:00+00:00,120,2018-08-09,2019-01-25,578abe460370eb7b,True,True,33.5,38.25,,2019-01-28 14:33:00+00:00,,,2019-01-28 20:59:00+00:00,cutoff,23.777878733804755,0.6216438884654838
276_lower,lower,2019-01-29,2019,2019-01-29 10:30:00-05:00,2019-02-26 10:30:00-05:00,2019-01-29 15:57:00+00:00,6621.250354668582,1017,True,HIGH_VOL,0.999999999972267,1.6903460134838326e-80,2.773300854194731e-11,0.999999999972267,2019-01-29 15:50:00+00:00,120,2018-08-10,2019-01-28,a09575aa2093aa77,True,True,38.25,40.75,,2019-01-29 15:57:00+00:00,2019-01-29 17:13:00+00:00,2019-01-29 17:14:00+00:00,2019-01-29 17:21:00+00:00,TP,38.25,0.9386503067484663
275_upper,upper,2019-01-30,2019,2019-01-28 10:30:00-05:00,2019-02-25 10:30:00-05:00,2019-01-30 19:00:00+00:00,6769.707251521271,1200,False,LOW_VOL,0.6257787974455677,0.6257787974455677,0.37375582913472094,0.00046537341971134656,2019-01-30 18:55:00+00:00,120,2018-08-13,2019-01-29,b9949bcc46041425,False,True,26.5,29.25,blocked_window,,,,,,,
276_upper,upper,2019-01-30,2019,2019-01-29 10:30:00-05:00,2019-02-26 10:30:00-05:00,2019-01-30 19:00:00+00:00,6775.374645331418,1200,False,LOW_VOL,0.6257787974455677,0.6257787974455677,0.37375582913472094,0.00046537341971134656,2019-01-30 18:55:00+00:00,120,2018-08-13,2019-01-29,b9949bcc46041425,False,True,26.5,29.25,blocked_window,,,,,,,
277_upper,upper,2019-01-30,2019,2019-01-30 10:30:00-05:00,2019-02-27 10:30:00-05:00,2019-01-30 19:14:00+00:00,6794.330657935607,1214,False,HIGH_VOL,1.0,3.94163790970746e-55,6.210006425382249e-42,1.0,2019-01-30 19:05:00+00:00,120,2018-08-13,2019-01-29,b9949bcc46041425,True,True,26.5,29.25,blocked_window,,,,,,,
270_upper,upper,2019-01-30,2019,2019-01-21 10:30:00-05:00,2019-02-18 10:30:00-05:00,2019-01-30 19:52:00+00:00,6825.081331282832,1252,False,HIGH_VOL,0.9999957572219567,7.951075124509482e-12,4.242770092287517e-06,0.9999957572219567,2019-01-30 19:45:00+00:00,120,2018-08-13,2019-01-29,b9949bcc46041425,True,True,26.5,32.5,blocked_window,,,,,,,
278_upper,upper,2019-02-04,2019,2019-01-31 10:30:00-05:00,2019-02-28 10:30:00-05:00,2019-02-04 18:45:00+00:00,6950.4835546835775,1185,False,LOW_VOL,0.8453595013883024,0.8453595013883024,0.15427859532894359,0.00036190328275408984,2019-02-04 18:40:00+00:00,120,2018-08-16,2019-02-01,478205045d938e08,False,True,17.5,21.75,blocked_window,,,,,,,
282_lower,lower,2019-02-07,2019,2019-02-06 10:30:00-05:00,2019-03-06 10:30:00-05:00,2019-02-07 14:30:00+00:00,6927.889636332791,930,True,LOW_VOL,0.8315205291455618,0.8315205291455618,0.16172405325854813,0.006755417595890094,2019-02-07 14:25:00+00:00,120,2018-08-21,2019-02-06,23b2f2cc78327cd6,False,True,22.0,27.25,blocked_low_vol,,,,,,,
281_lower,lower,2019-02-07,2019,2019-02-05 10:30:00-05:00,2019-03-05 10:30:00-05:00,2019-02-07 16:00:00+00:00,6908.100174757077,1020,False,HIGH_VOL,0.9999999931949947,7.63442577164233e-16,6.805004657122581e-09,0.9999999931949947,2019-02-07 15:55:00+00:00,120,2018-08-21,2019-02-06,23b2f2cc78327cd6,True,True,23.25,30.25,blocked_window,,,,,,,
283_lower,lower,2019-02-07,2019,2019-02-07 10:30:00-05:00,2019-03-07 10:30:00-05:00,2019-02-07 17:00:00+00:00,6865.42639511862,1080,False,HIGH_VOL,1.0,6.51391046406119e-33,7.679719106976376e-21,1.0,2019-02-07 16:55:00+00:00,120,2018-08-21,2019-02-06,23b2f2cc78327cd6,True,True,27.5,33.75,blocked_window,,,,,,,
283_upper,upper,2019-02-12,2019,2019-02-07 10:30:00-05:00,2019-03-07 10:30:00-05:00,2019-02-12 15:58:00+00:00,7011.94860488138,1018,True,HIGH_VOL,0.7810571407241399,6.4008836264689374e-06,0.21893645839223375,0.7810571407241399,2019-02-12 15:50:00+00:00,120,2018-08-24,2019-02-11,2b31c4b411d8fb26,True,True,22.0,27.0,,2019-02-12 15:58:00+00:00,,,2019-02-12 20:59:00+00:00,cutoff,-6.8013951186203485,-0.25190352291186474
285_upper,upper,2019-02-12,2019,2019-02-11 10:30:00-05:00,2019-03-11 10:30:00-04:00,2019-02-12 16:00:00+00:00,7016.182945674362,1020,False,HIGH_VOL,0.99999999169869,2.9409077727312963e-15,8.301306977927795e-09,0.99999999169869,2019-02-12 15:55:00+00:00,120,2018-08-24,2019-02-11,2b31c4b411d8fb26,True,False,21.75,27.5,blocked_window,,,,,,,
286_upper,upper,2019-02-13,2019,2019-02-12 10:30:00-05:00,2019-03-12 10:30:00-04:00,2019-02-13 00:12:00+00:00,7043.27827199871,72,False,MID_VOL,0.8365348095161503,0.0007966134356698061,0.8365348095161503,0.16266857704817989,2019-02-13 00:05:00+00:00,120,2018-08-27,2019-02-12,4a53fa319b6bfb5b,True,True,34.25,34.75,blocked_window,,,,,,,
281_upper,upper,2019-02-13,2019,2019-02-05 10:30:00-05:00,2019-03-05 10:30:00-05:00,2019-02-13 06:18:00+00:00,7058.524825242923,438,False,LOW_VOL,0.6972108193198344,0.6972108193198344,0.3025433338007583,0.0002458468794072734,2019-02-13 06:10:00+00:00,120,2018-08-27,2019-02-12,4a53fa319b6bfb5b,False,True,34.5,33.75,blocked_window,,,,,,,
287_lower,lower,2019-02-14,2019,2019-02-13 10:30:00-05:00,2019-03-13 10:30:00-04:00,2019-02-14 14:31:00+00:00,6981.265999128756,931,True,HIGH_VOL,0.9930595298770717,4.312282574298827e-05,0.006897347297185307,0.9930595298770717,2019-02-14 14:25:00+00:00,120,2018-08-28,2019-02-13,a137a1cd250609fa,True,True,25.5,31.25,,2019-02-14 14:31:00+00:00,,,2019-02-14 14:56:00+00:00,TP,25.5,0.816
288_upper,upper,2019-02-15,2019,2019-02-14 10:30:00-05:00,2019-03-14 10:30:00-04:00,2019-02-15 14:28:00+00:00,7071.945814887033,928,True,MID_VOL,0.6465472122829927,0.35297388091742976,0.6465472122829927,0.00047890679957751506,2019-02-15 14:20:00+00:00,120,2018-08-29,2019-02-14,4f70662d049bb9e8,True,True,30.25,34.75,,2019-02-15 14:28:00+00:00,2019-02-15 14:50:00+00:00,2019-02-15 14:51:00+00:00,2019-02-15 14:51:00+00:00,TP,30.25,0.8705035971223022
282_upper,upper,2019-02-20,2019,2019-02-06 10:30:00-05:00,2019-03-06 10:30:00-05:00,2019-02-20 15:40:00+00:00,7103.860363667209,1000,True,MID_VOL,0.719087627973217,0.27467531304567877,0.719087627973217,0.006237058981104229,2019-02-20 15:35:00+00:00,120,2018-09-03,2019-02-19,4546e039e138471b,True,True,17.5,23.0,,2019-02-20 15:40:00+00:00,,,2019-02-20 17:05:00+00:00,TP,17.5,0.7608695652173914
290_upper,upper,2019-02-21,2019,2019-02-18 10:30:00-05:00,2019-03-18 10:30:00-04:00,2019-02-21 03:40:00+00:00,7110.376430518732,280,False,HIGH_VOL,0.999505652594412,1.757656337988216e-08,0.0004943298290245962,0.999505652594412,2019-02-21 03:35:00+00:00,120,2018-09-04,2019-02-20,2fab0ddc54a47e6f,True,True,28.0,32.0,blocked_window,,,,,,,
291_upper,upper,2019-02-21,2019,2019-02-19 10:30:00-05:00,2019-03-19 10:30:00-04:00,2019-02-21 03:40:00+00:00,7111.280173650113,280,False,HIGH_VOL,0.999505652594412,1.757656337988216e-08,0.0004943298290245962,0.999505652594412,2019-02-21 03:35:00+00:00,120,2018-09-04,2019-02-20,2fab0ddc54a47e6f,True,True,28.0,32.0,blocked_window,,,,,,,
290_lower,lower,2019-02-21,2019,2019-02-18 10:30:00-05:00,2019-03-18 10:30:00-04:00,2019-02-21 14:45:00+00:00,7026.498569481268,945,True,HIGH_VOL,0.9999923920814986,3.0289938570566326e-09,7.604889507563648e-06,0.9999923920814986,2019-02-21 14:40:00+00:00,120,2018-09-04,2019-02-20,2fab0ddc54a47e6f,True,True,24.75,30.0,,2019-02-21 14:45:00+00:00,2019-02-21 16:56:00+00:00,2019-02-21 16:57:00+00:00,2019-02-21 16:57:00+00:00,TP,24.75,0.825
292_lower,lower,2019-02-21,2019,2019-02-20 10:30:00-05:00,2019-03-20 10:30:00-04:00,2019-02-21 14:45:00+00:00,7028.562500307805,945,True,HIGH_VOL,0.9999923920814986,3.0289938570566326e-09,7.604889507563648e-06,0.9999923920814986,2019-02-21 14:40:00+00:00,120,2018-09-04,2019-02-20,2fab0ddc54a47e6f,True,False,24.75,30.0,position_open,,,,,,,
292_upper,upper,2019-02-25,2019,2019-02-20 10:30:00-05:00,2019-03-20 10:30:00-04:00,2019-02-25 11:24:00+00:00,7137.312499692195,744,True,LOW_VOL,0.6173320244797257,0.6173320244797257,0.38246294827685284,0.0002050272434215669,2019-02-25 11:15:00+00:00,120,2018-09-06,2019-02-22,7e136e7ca058fcef,False,True,25.5,28.75,blocked_low_vol,,,,,,,
289_upper,upper,2019-02-25,2019,2019-02-15 10:30:00-05:00,2019-03-15 10:30:00-04:00,2019-02-25 13:47:00+00:00,7144.790488080103,887,True,MID_VOL,0.5264686986344075,0.47333186768836155,0.5264686986344075,0.00019943367723083047,2019-02-25 13:40:00+00:00,120,2018-09-06,2019-02-22,7e136e7ca058fcef,True,True,21.5,25.25,,2019-02-25 13:47:00+00:00,2019-02-25 17:53:00+00:00,2019-02-25 17:54:00+00:00,2019-02-25 17:55:00+00:00,TP,21.5,0.8514851485148515
295_lower,lower,2019-02-26,2019,2019-02-25 10:30:00-05:00,2019-03-25 10:30:00-04:00,2019-02-26 01:28:00+00:00,7101.039941058964,148,False,LOW_VOL,0.997333571917821,0.997333571917821,0.0026535443898656553,1.2883692313316332e-05,2019-02-26 01:20:00+00:00,120,2018-09-07,2019-02-25,cb312744a2f874ae,False,True,25.0,28.5,blocked_window,,,,,,,
298_upper,upper,2019-03-01,2019,2019-02-28 10:30:00-05:00,2019-03-28 10:30:00-04:00,2019-03-01 19:29:00+00:00,7162.944911961969,1229,False,MID_VOL,0.8311342633650718,0.005867134974341709,0.8311342633650718,0.1629986016605866,2019-03-01 19:20:00+00:00,120,2018-09-12,2019-02-28,1662dc58b0f06180,True,True,19.0,23.75,blocked_window,,,,,,,
300_lower,lower,2019-03-04,2019,2019-03-04 10:30:00-05:00,2019-04-01 10:30:00-04:00,2019-03-04 16:24:00+00:00,7144.842172756819,1044,False,HIGH_VOL,0.9999998624097267,8.25527527401759e-11,1.375077205069768e-07,0.9999998624097267,2019-03-04 16:15:00+00:00,120,2018-09-13,2019-03-01,3378ec63040c4fa5,True,True,21.5,27.75,blocked_window,,,,,,,
299_lower,lower,2019-03-04,2019,2019-03-01 10:30:00-05:00,2019-03-29 10:30:00-04:00,2019-03-04 17:18:00+00:00,7083.1318271171385,1098,False,HIGH_VOL,0.9999999732817154,1.7586660244915174e-15,2.6718282883208863e-08,0.9999999732817154,2019-03-04 17:10:00+00:00,120,2018-09-13,2019-03-01,3378ec63040c4fa5,True,True,27.5,35.0,blocked_window,,,,,,,
302_lower,lower,2019-03-07,2019,2019-03-06 10:30:00-05:00,2019-04-03 10:30:00-04:00,2019-03-07 00:05:00+00:00,7097.747854027111,65,False,LOW_VOL,0.8241831715966202,0.8241831715966202,0.17370655701645105,0.002110271386928656,2019-03-07 00:00:00+00:00,120,2018-09-18,2019-03-06,82e0b7c3cdb4f974,False,True,20.75,25.75,blocked_window,,,,,,,
301_lower,lower,2019-03-07,2019,2019-03-05 10:30:00-05:00,2019-04-02 10:30:00-04:00,2019-03-07 07:04:00+00:00,7088.702796625807,484,False,LOW_VOL,0.5430372643211875,0.5430372643211875,0.4566148548692957,0.0003478808095167827,2019-03-07 06:55:00+00:00,120,2018-09-18,2019-03-06,82e0b7c3cdb4f974,False,True,20.0,23.25,blocked_window,,,,,,,
296_lower,lower,2019-03-07,2019,2019-02-26 10:30:00-05:00,2019-03-26 10:30:00-04:00,2019-03-07 14:52:00+00:00,7038.961093836613,952,True,HIGH_VOL,0.999999999999815,4.615065251945682e-19,1.8494667873223305e-13,0.999999999999815,2019-03-07 14:45:00+00:00,120,2018-09-18,2019-03-06,82e0b7c3cdb4f974,True,True,25.5,31.0,,2019-03-07 14:52:00+00:00,2019-03-07 16:30:00+00:00,2019-03-07 16:31:00+00:00,2019-03-07 16:31:00+00:00,TP,25.5,0.8225806451612904
298_lower,lower,2019-03-07,2019,2019-02-28 10:30:00-05:00,2019-03-28 10:30:00-04:00,2019-03-07 14:52:00+00:00,7039.805088038031,952,True,HIGH_VOL,0.999999999999815,4.615065251945682e-19,1.8494667873223305e-13,0.999999999999815,2019-03-07 14:45:00+00:00,120,2018-09-18,2019-03-06,82e0b7c3cdb4f974,True,False,25.5,31.0,position_open,,,,,,,
294_lower,lower,2019-03-07,2019,2019-02-22 10:30:00-05:00,2019-03-22 10:30:00-04:00,2019-03-07 19:53:00+00:00,7006.956728891368,1253,False,HIGH_VOL,0.9992574750474776,6.460474996472503e-06,0.0007360644775257984,0.9992574750474776,2019-03-07 19:45:00+00:00,120,2018-09-18,2019-03-06,82e0b7c3cdb4f974,True,True,23.75,29.5,blocked_window,,,,,,,
289_lower,lower,2019-03-08,2019,2019-02-15 10:30:00-05:00,2019-03-15 10:30:00-04:00,2019-03-08 13:30:00+00:00,6998.584511919897,870,True,LOW_VOL,0.6873585053578246,0.6873585053578246,0.31243965256285133,0.00020184207932397231,2019-03-08 13:25:00+00:00,120,2018-09-19,2019-03-07,64d36dbb64d62f77,False,True,35.0,36.0,blocked_low_vol,,,,,,,
297_lower,lower,2019-03-08,2019,2019-02-27 10:30:00-05:00,2019-03-27 10:30:00-04:00,2019-03-08 13:30:00+00:00,7001.408073618603,870,True,LOW_VOL,0.6873585053578246,0.6873585053578246,0.31243965256285133,0.00020184207932397231,2019-03-08 13:25:00+00:00,120,2018-09-19,2019-03-07,64d36dbb64d62f77,False,True,35.0,36.0,blocked_low_vol,,,,,,,
303_lower,lower,2019-03-08,2019,2019-03-07 10:30:00-05:00,2019-04-04 10:30:00-04:00,2019-03-08 13:31:00+00:00,6988.053107921589,871,True,LOW_VOL,0.6873585053578246,0.6873585053578246,0.31243965256285133,0.00020184207932397231,2019-03-08 13:25:00+00:00,120,2018-09-19,2019-03-07,64d36dbb64d62f77,False,True,35.0,36.0,blocked_low_vol,,,,,,,
