level_id,session_date,year,side,entry_time,exit_time,entry_price,tp_dist,sl_dist,pnl_pts,r_multiple,exit_reason,hold_minutes
22_lower,2018-02-02,2018,lower,2018-02-02 11:36:00+00:00,2018-02-02 08:47:00-05:00,6848.88704859149,44.0,44.5,44.0,0.9887640449438202,TP,131
46_lower,2018-03-22,2018,lower,2018-03-22 10:50:00+00:00,2018-03-22 10:57:00-04:00,6796.46474984932,46.0,46.0,-46.0,-1.0,SL,247
73_upper,2018-04-17,2018,upper,2018-04-17 10:13:00+00:00,2018-04-17 10:00:00-04:00,6747.283059462454,20.5,24.75,-24.75,-1.0,SL,227
156_lower,2018-08-10,2018,lower,2018-08-10 10:04:00+00:00,2018-08-10 09:44:00-04:00,7424.720023865139,19.75,26.0,19.75,0.7596153846153846,TP,220
173_lower,2018-09-04,2018,lower,2018-09-04 11:41:00+00:00,2018-09-04 09:31:00-04:00,7633.061168833607,11.5,18.25,11.5,0.6301369863013698,TP,110
221_lower,2018-11-09,2018,lower,2018-11-09 11:37:00+00:00,2018-11-09 09:29:00-05:00,7094.461029890275,26.5,29.25,2.925000000000182,0.10000000000000622,LOCK,172
521_lower,2020-01-27,2020,lower,2020-01-27 11:00:00+00:00,2020-01-27 15:50:00-05:00,8950.865943718176,79.5,69.75,6.975000000000364,0.10000000000000521,LOCK,590
533_upper,2020-02-04,2020,upper,2020-02-04 12:40:00+00:00,2020-02-04 11:21:00-05:00,9252.011794339618,54.25,51.0,-51.0,-1.0,SL,221
547_upper,2020-02-19,2020,upper,2020-02-19 12:58:00+00:00,2020-02-19 09:53:00-05:00,9684.604784625351,28.25,29.75,-29.75,-1.0,SL,115
614_upper,2020-05-25,2020,upper,2020-05-25 10:50:00+00:00,2020-05-25 12:59:00-04:00,9515.47359590476,41.75,41.25,-15.02640409524065,-0.3642764629149249,cutoff,369
648_upper,2020-07-13,2020,upper,2020-07-13 11:06:00+00:00,2020-07-13 09:40:00-04:00,10926.109448111816,63.25,56.0,-56.0,-1.0,SL,154
689_lower,2020-09-08,2020,lower,2020-09-08 10:25:00+00:00,2020-09-08 07:21:00-04:00,11253.833137562138,95.25,84.25,8.424999999999272,0.09999999999999136,LOCK,56
698_upper,2020-09-28,2020,upper,2020-09-28 10:17:00+00:00,2020-09-28 10:07:00-04:00,11326.604011271396,75.25,60.5,75.25,1.243801652892562,TP,230
1360_lower,2023-04-21,2023,lower,2023-04-21 10:50:00+00:00,2023-04-21 09:11:00-04:00,13017.100469293404,48.75,47.0,48.75,1.0372340425531914,TP,141
1384_upper,2023-05-26,2023,upper,2023-05-26 11:26:00+00:00,2023-05-26 09:03:00-04:00,14037.217523662235,73.0,64.75,6.475000000000364,0.10000000000000561,LOCK,97
1463_lower,2023-09-21,2023,lower,2023-09-21 10:01:00+00:00,2023-09-21 08:30:00-04:00,15034.56408081734,87.0,71.5,-71.5,-1.0,SL,149
1533_upper,2023-12-19,2023,upper,2023-12-19 12:17:00+00:00,2023-12-19 09:31:00-05:00,16980.404600724352,49.5,45.75,4.575000000000728,0.10000000000001591,LOCK,134
1537_upper,2023-12-28,2023,upper,2023-12-28 12:34:00+00:00,2023-12-28 09:01:00-05:00,17161.66111147293,19.75,24.25,19.75,0.8144329896907216,TP,87
2085_lower,2026-02-13,2026,lower,2026-02-13 11:30:00+00:00,2026-02-13 08:10:00-05:00,24633.391857165167,159.0,112.75,11.275000000001455,0.10000000000001291,LOCK,100
2092_lower,2026-03-03,2026,lower,2026-03-03 11:20:00+00:00,2026-03-03 07:21:00-05:00,24381.73197610748,211.75,143.75,211.75,1.4730434782608695,TP,61
2122_lower,2026-04-02,2026,lower,2026-04-02 11:28:00+00:00,2026-04-02 09:35:00-04:00,23729.68143980739,101.0,78.75,7.875,0.1,LOCK,127
2136_upper,2026-04-24,2026,upper,2026-04-24 11:07:00+00:00,2026-04-24 07:30:00-04:00,27267.134887108085,123.25,89.0,-89.0,-1.0,SL,23
2166_lower,2026-06-04,2026,lower,2026-06-04 11:36:00+00:00,2026-06-04 08:37:00-04:00,30203.484160153974,99.25,81.25,99.25,1.2215384615384615,TP,61
