group,n,frac_mae_strictly_before_mfe,frac_mfe_strictly_before_mae,frac_same_bar,median_minutes_to_mfe,median_minutes_to_mae
overall,3331,0.4890423296307415,0.5079555688982288,0.003002101471029721,124.0,137.0
side_lower,1557,0.5131663455362877,0.4829800899165061,0.0038535645472061657,133.0,108.0
side_upper,1774,0.46786922209695603,0.5298759864712514,0.002254791431792559,118.0,169.0
