level_id,session_date,year,side,entry_time,exit_time,entry_price,tp_dist,sl_dist,pnl_pts,r_multiple,exit_reason,hold_minutes
22_lower,2018-02-02,2018,lower,2018-02-02 11:36:00+00:00,2018-02-02 08:47:00-05:00,6848.88704859149,44.0,44.5,44.0,0.9887640449438202,TP,131
35_lower,2018-03-02,2018,lower,2018-03-02 13:01:00+00:00,2018-03-02 11:50:00-05:00,6674.644394150568,74.75,67.25,74.75,1.1115241635687731,TP,229
40_upper,2018-03-09,2018,upper,2018-03-09 13:36:00+00:00,2018-03-09 08:42:00-05:00,7057.28680551017,15.5,20.5,15.5,0.7560975609756098,TP,6
46_lower,2018-03-22,2018,lower,2018-03-22 10:50:00+00:00,2018-03-22 10:57:00-04:00,6796.46474984932,46.0,46.0,-46.0,-1.0,SL,247
73_upper,2018-04-17,2018,upper,2018-04-17 10:13:00+00:00,2018-04-17 10:00:00-04:00,6747.283059462454,20.5,24.75,-24.75,-1.0,SL,227
93_lower,2018-05-15,2018,lower,2018-05-15 12:39:00+00:00,2018-05-15 09:32:00-04:00,6928.543047509258,21.5,26.75,-26.75,-1.0,SL,53
118_upper,2018-06-20,2018,upper,2018-06-20 12:54:00+00:00,2018-06-20 12:03:00-04:00,7287.904347496284,34.75,35.75,-35.75,-1.0,SL,189
156_lower,2018-08-10,2018,lower,2018-08-10 10:04:00+00:00,2018-08-10 09:44:00-04:00,7424.720023865139,19.75,26.0,19.75,0.7596153846153846,TP,220
161_lower,2018-08-17,2018,lower,2018-08-17 12:08:00+00:00,2018-08-17 09:39:00-04:00,7360.173904777643,21.0,25.0,21.0,0.84,TP,91
173_lower,2018-09-04,2018,lower,2018-09-04 11:41:00+00:00,2018-09-04 09:31:00-04:00,7633.061168833607,11.5,18.25,11.5,0.6301369863013698,TP,110
221_lower,2018-11-09,2018,lower,2018-11-09 11:37:00+00:00,2018-11-09 09:29:00-05:00,7094.461029890275,26.5,29.25,2.925000000000182,0.10000000000000622,LOCK,172
214_lower,2018-11-20,2018,lower,2018-11-20 13:40:00+00:00,2018-11-20 10:14:00-05:00,6537.816155755429,97.0,76.75,-76.75,-1.0,SL,94
230_lower,2018-11-23,2018,lower,2018-11-23 13:43:00+00:00,2018-11-23 08:59:00-05:00,6499.389445867615,22.5,26.75,22.5,0.8411214953271028,TP,16
521_lower,2020-01-27,2020,lower,2020-01-27 11:00:00+00:00,2020-01-27 15:50:00-05:00,8950.865943718176,79.5,69.75,6.975000000000364,0.10000000000000521,LOCK,590
533_upper,2020-02-04,2020,upper,2020-02-04 12:40:00+00:00,2020-02-04 11:21:00-05:00,9252.011794339618,54.25,51.0,-51.0,-1.0,SL,221
547_upper,2020-02-19,2020,upper,2020-02-19 12:58:00+00:00,2020-02-19 09:53:00-05:00,9684.604784625351,28.25,29.75,-29.75,-1.0,SL,115
614_upper,2020-05-25,2020,upper,2020-05-25 10:50:00+00:00,2020-05-25 12:59:00-04:00,9515.47359590476,41.75,41.25,-15.02640409524065,-0.3642764629149249,cutoff,369
627_lower,2020-06-11,2020,lower,2020-06-11 12:22:00+00:00,2020-06-11 09:37:00-04:00,9906.19433490329,60.0,55.5,5.549999999999272,0.09999999999998689,LOCK,75
629_upper,2020-06-16,2020,upper,2020-06-16 12:57:00+00:00,2020-06-16 09:45:00-04:00,9998.480141994416,83.0,66.75,6.674999999999272,0.0999999999999891,LOCK,48
637_upper,2020-07-02,2020,upper,2020-07-02 12:53:00+00:00,2020-07-02 11:44:00-04:00,10378.76301438694,60.0,53.75,5.375,0.1,LOCK,171
648_upper,2020-07-13,2020,upper,2020-07-13 11:06:00+00:00,2020-07-13 09:40:00-04:00,10926.109448111816,63.25,56.0,-56.0,-1.0,SL,154
647_lower,2020-07-14,2020,lower,2020-07-14 12:51:00+00:00,2020-07-14 09:52:00-04:00,10556.529124282211,154.0,109.75,-109.75,-1.0,SL,61
689_lower,2020-09-08,2020,lower,2020-09-08 10:25:00+00:00,2020-09-08 07:21:00-04:00,11253.833137562138,95.25,84.25,8.424999999999272,0.09999999999999136,LOCK,56
694_lower,2020-09-17,2020,lower,2020-09-17 12:30:00+00:00,2020-09-17 09:13:00-04:00,10994.689272151754,109.25,87.0,-87.0,-1.0,SL,43
698_upper,2020-09-28,2020,upper,2020-09-28 10:17:00+00:00,2020-09-28 10:07:00-04:00,11326.604011271396,75.25,60.5,75.25,1.243801652892562,TP,230
1316_upper,2023-02-14,2023,upper,2023-02-14 13:29:00+00:00,2023-02-14 08:30:00-05:00,12614.653492198106,68.0,58.25,68.0,1.167381974248927,TP,1
1308_lower,2023-02-24,2023,lower,2023-02-24 13:39:00+00:00,2023-02-24 09:40:00-05:00,11986.569081537058,55.0,50.0,55.0,1.1,TP,61
