sess_date,year,side,touched_at,exit_ts,level,anchor,stop_pts,pnl
2025-10-20,2025,upper,2025-10-20 10:41:00-04:00,2025-10-20 15:00:00-04:00,6768.189304438631,22.75,34.125,-10.310695561369357
2025-10-24,2025,upper,2025-10-24 08:30:00-04:00,2025-10-24 15:00:00-04:00,6831.420451414987,7.25,10.875,10.875
2025-10-24,2025,upper,2025-10-24 08:30:00-04:00,2025-10-24 15:00:00-04:00,6833.336406625752,7.25,10.875,10.875
2025-10-24,2025,upper,2025-10-24 08:30:00-04:00,2025-10-24 15:00:00-04:00,6824.016396532248,7.25,10.875,10.875
2025-10-24,2025,upper,2025-10-24 08:30:00-04:00,2025-10-24 15:00:00-04:00,6804.326300929643,7.25,10.875,-10.875
2025-11-04,2025,lower,2025-11-04 00:49:00-05:00,2025-11-04 15:00:00-05:00,6829.019090067449,8.75,13.125,-13.125
2025-11-05,2025,lower,2025-11-04 20:17:00-05:00,2025-11-05 15:00:00-05:00,6760.153919745066,20.5,30.75,30.75
2025-11-07,2025,lower,2025-11-06 23:02:00-05:00,2025-11-07 15:00:00-05:00,6733.310559721106,16.0,24.0,24.0
2025-11-07,2025,lower,2025-11-07 06:14:00-05:00,2025-11-07 15:00:00-05:00,6725.020910091978,18.75,28.125,-28.125
2025-11-12,2025,upper,2025-11-11 20:54:00-05:00,2025-11-12 15:00:00-05:00,6883.104089908022,9.25,13.875,-13.875
2025-11-13,2025,lower,2025-11-13 09:42:00-05:00,2025-11-13 15:00:00-05:00,6824.866617113963,17.5,26.25,-26.25
2025-11-17,2025,upper,2025-11-17 03:39:00-05:00,2025-11-17 15:00:00-05:00,6801.258321443118,16.75,25.125,25.125
2025-11-18,2025,lower,2025-11-17 23:17:00-05:00,2025-11-18 15:00:00-05:00,6655.355945358011,14.75,22.125,22.125
2025-11-18,2025,lower,2025-11-18 09:52:00-05:00,2025-11-18 15:00:00-05:00,6633.407787209768,17.5,26.25,-26.25
2025-11-20,2025,upper,2025-11-20 08:31:00-05:00,2025-11-20 15:00:00-05:00,6762.527650497103,21.0,31.5,31.5
2025-11-20,2025,upper,2025-11-20 09:37:00-05:00,2025-11-20 15:00:00-05:00,6774.878993576592,35.75,53.625,53.625
2025-11-21,2025,lower,2025-11-21 05:04:00-05:00,2025-11-21 15:00:00-05:00,6535.347349502897,32.25,48.375,48.375
2025-11-26,2025,upper,2025-11-26 00:21:00-05:00,2025-11-26 15:00:00-05:00,6803.526140313722,5.0,7.5,7.5
2025-12-04,2025,upper,2025-12-04 09:09:00-05:00,2025-12-04 15:00:00-05:00,6876.76002405518,9.0,13.5,13.5
2025-12-04,2025,upper,2025-12-04 09:09:00-05:00,2025-12-04 15:00:00-05:00,6878.2408268286845,9.0,13.5,13.5
2025-12-05,2025,upper,2025-12-05 09:51:00-05:00,2025-12-05 15:00:00-05:00,6887.081396610687,24.0,36.0,4.831396610687079
2025-12-05,2025,upper,2025-12-05 10:02:00-05:00,2025-12-05 15:00:00-05:00,6896.273583593212,27.5,41.25,14.023583593211697
2025-12-05,2025,upper,2025-12-05 10:02:00-05:00,2025-12-05 15:00:00-05:00,6894.929191440059,27.5,41.25,12.679191440059185
2025-12-05,2025,upper,2025-12-05 10:13:00-05:00,2025-12-05 15:00:00-05:00,6903.396819096639,27.5,41.25,21.146819096638865
2025-12-11,2025,lower,2025-12-10 22:09:00-05:00,2025-12-11 15:00:00-05:00,6818.277372932287,22.75,34.125,34.125
2025-12-17,2025,lower,2025-12-17 10:58:00-05:00,2025-12-17 15:00:00-05:00,6804.345358151846,36.25,54.375,-11.595358151846085
2025-12-22,2025,upper,2025-12-22 02:19:00-05:00,2025-12-22 15:00:00-05:00,6911.055508877174,4.5,6.75,-6.75
2025-12-23,2025,upper,2025-12-23 09:44:00-05:00,2025-12-23 15:00:00-05:00,6938.02274626496,15.5,23.25,-22.727253735039994
2025-12-24,2025,upper,2025-12-24 09:43:00-05:00,2025-12-24 15:00:00-05:00,6966.779641848154,6.0,9.0,-9.0
2025-12-31,2025,lower,2025-12-30 20:00:00-05:00,2025-12-31 15:00:00-05:00,6931.89944807599,10.0,15.0,15.0
2026-01-02,2026,lower,2026-01-02 10:59:00-05:00,2026-01-02 15:00:00-05:00,6882.444446909019,27.5,41.25,18.805553090981448
2026-01-07,2026,upper,2026-01-07 09:45:00-05:00,2026-01-07 15:00:00-05:00,6995.346172246764,9.5,14.25,14.25
2026-01-07,2026,upper,2026-01-07 09:46:00-05:00,2026-01-07 15:00:00-05:00,6997.305553090981,9.5,14.25,14.25
2026-01-13,2026,upper,2026-01-13 08:31:00-05:00,2026-01-13 15:00:00-05:00,7035.10055192401,5.75,8.625,8.625
2026-01-14,2026,lower,2026-01-14 10:00:00-05:00,2026-01-14 15:00:00-05:00,6940.181270560045,31.5,47.25,-2.43127056004505
2026-01-19,2026,lower,2026-01-19 04:25:00-05:00,2026-01-19 15:00:00-05:00,6900.58267663694,16.25,24.375,12.66732336305995
2026-01-19,2026,lower,2026-01-19 04:39:00-05:00,2026-01-19 15:00:00-05:00,6893.115343448089,16.25,24.375,20.134656551910666
2026-01-19,2026,lower,2026-01-19 04:40:00-05:00,2026-01-19 15:00:00-05:00,6892.037572558843,16.25,24.375,24.375
2026-01-19,2026,lower,2026-01-19 04:43:00-05:00,2026-01-19 15:00:00-05:00,6890.802177869804,16.25,24.375,24.375
2026-01-20,2026,lower,2026-01-20 01:32:00-05:00,2026-01-20 15:00:00-05:00,6883.403827753236,7.75,11.625,-11.625
2026-01-22,2026,upper,2026-01-22 03:40:00-05:00,2026-01-22 15:00:00-05:00,6947.093655136375,17.25,25.875,2.343655136374764
2026-01-22,2026,upper,2026-01-22 03:52:00-05:00,2026-01-22 15:00:00-05:00,6950.935692290116,17.25,25.875,6.185692290116094
2026-01-27,2026,upper,2026-01-26 22:58:00-05:00,2026-01-27 15:00:00-05:00,6998.836940327716,10.25,15.375,-15.375
2026-01-28,2026,upper,2026-01-27 19:37:00-05:00,2026-01-28 15:00:00-05:00,7024.5524096200315,5.75,8.625,-8.625
2026-01-29,2026,lower,2026-01-29 10:00:00-05:00,2026-01-29 15:00:00-05:00,6964.614721244926,58.25,87.375,-1.3647212449259314
2026-02-02,2026,lower,2026-02-01 22:14:00-05:00,2026-02-02 15:00:00-05:00,6900.809671826193,19.25,28.875,-28.875
2026-02-05,2026,lower,2026-02-05 07:48:00-05:00,2026-02-05 15:00:00-05:00,6857.077761504822,12.0,18.0,18.0
2026-02-05,2026,lower,2026-02-05 10:14:00-05:00,2026-02-05 15:00:00-05:00,6811.463908360095,49.75,74.625,20.786091639904953
2026-02-25,2026,upper,2026-02-25 09:10:00-05:00,2026-02-25 15:00:00-05:00,6935.03625822257,7.5,11.25,-11.25
2026-02-27,2026,lower,2026-02-27 08:25:00-05:00,2026-02-27 15:00:00-05:00,6868.862356259498,20.0,30.0,-8.612356259497574
2026-03-02,2026,lower,2026-03-01 19:28:00-05:00,2026-03-02 15:00:00-05:00,6810.866055339013,27.25,40.875,40.875
2026-03-02,2026,lower,2026-03-02 01:50:00-05:00,2026-03-02 15:00:00-05:00,6793.749238464604,18.5,27.75,27.75
2026-03-02,2026,lower,2026-03-02 01:51:00-05:00,2026-03-02 15:00:00-05:00,6789.900318924856,18.5,27.75,27.75
2026-03-02,2026,lower,2026-03-02 02:08:00-05:00,2026-03-02 15:00:00-05:00,6785.721617888867,33.25,49.875,49.875
2026-03-02,2026,lower,2026-03-02 03:00:00-05:00,2026-03-02 15:00:00-05:00,6780.698100040662,19.5,29.25,29.25
2026-03-03,2026,lower,2026-03-03 04:52:00-05:00,2026-03-03 15:00:00-05:00,6767.864682375431,40.5,60.75,60.75
2026-03-03,2026,lower,2026-03-03 05:33:00-05:00,2026-03-03 15:00:00-05:00,6758.290711233014,28.25,42.375,42.375
2026-03-03,2026,lower,2026-03-03 06:20:00-05:00,2026-03-03 15:00:00-05:00,6743.2597380269135,22.75,34.125,34.125
2026-03-03,2026,lower,2026-03-03 06:20:00-05:00,2026-03-03 15:00:00-05:00,6750.170636749318,22.75,34.125,34.125
2026-03-03,2026,lower,2026-03-03 09:58:00-05:00,2026-03-03 15:00:00-05:00,6742.437955135505,36.25,54.375,54.375
2026-03-03,2026,lower,2026-03-03 10:20:00-05:00,2026-03-03 15:00:00-05:00,6729.08874177743,52.5,78.75,78.75
2026-03-03,2026,lower,2026-03-03 10:27:00-05:00,2026-03-03 15:00:00-05:00,6719.573032843698,52.5,78.75,78.75
2026-03-04,2026,upper,2026-03-04 10:22:00-05:00,2026-03-04 15:00:00-05:00,6876.340737317799,40.0,60.0,-13.409262682201188
2026-03-06,2026,lower,2026-03-06 08:54:00-05:00,2026-03-06 15:00:00-05:00,6744.222601201066,18.5,27.75,-27.75
2026-03-12,2026,lower,2026-03-12 10:32:00-04:00,2026-03-12 15:00:00-04:00,6693.463393774263,44.5,66.75,-0.7133937742628405
2026-03-18,2026,upper,2026-03-18 02:24:00-04:00,2026-03-18 15:00:00-04:00,6810.242475533423,6.75,10.125,10.125
2026-03-20,2026,lower,2026-03-20 09:59:00-04:00,2026-03-20 15:00:00-04:00,6605.9983342654405,17.5,26.25,-26.25
2026-03-23,2026,upper,2026-03-23 07:09:00-04:00,2026-03-23 15:00:00-04:00,6727.6399144285,28.0,42.0,42.0
2026-03-23,2026,upper,2026-03-23 07:09:00-04:00,2026-03-23 15:00:00-04:00,6730.161406194477,28.0,42.0,42.0
2026-03-27,2026,lower,2026-03-27 06:48:00-04:00,2026-03-27 15:00:00-04:00,6501.6036696721085,23.25,34.875,-34.875
2026-04-01,2026,upper,2026-03-31 19:36:00-04:00,2026-04-01 15:00:00-04:00,6584.045622614565,16.25,24.375,-24.375
2026-04-02,2026,lower,2026-04-02 01:49:00-04:00,2026-04-02 15:00:00-04:00,6523.30217783007,9.75,14.625,14.625
2026-04-02,2026,upper,2026-04-02 10:37:00-04:00,2026-04-02 15:00:00-04:00,6642.801057680906,48.75,73.125,31.801057680905615
2026-04-08,2026,upper,2026-04-07 19:25:00-04:00,2026-04-08 15:00:00-04:00,6814.8766657345595,141.25,200.0,21.626665734559538
2026-04-08,2026,upper,2026-04-08 01:31:00-04:00,2026-04-08 15:00:00-04:00,6830.892450757496,9.5,14.25,-14.25
2026-04-10,2026,upper,2026-04-10 08:30:00-04:00,2026-04-10 15:00:00-04:00,6881.254007590946,8.75,13.125,13.125
2026-04-14,2026,upper,2026-04-14 04:30:00-04:00,2026-04-14 15:00:00-04:00,6938.816917148118,13.25,19.875,-19.875
2026-04-15,2026,upper,2026-04-15 09:38:00-04:00,2026-04-15 15:00:00-04:00,7022.929713946424,10.5,15.75,15.75
2026-04-17,2026,upper,2026-04-17 08:59:00-04:00,2026-04-17 15:00:00-04:00,7135.469038760567,11.0,16.5,16.5
2026-04-27,2026,upper,2026-04-26 21:50:00-04:00,2026-04-27 15:00:00-04:00,7206.564328876499,15.75,23.625,23.625
2026-05-01,2026,upper,2026-05-01 09:33:00-04:00,2026-05-01 15:00:00-04:00,7273.740053747359,17.0,25.5,-25.5
2026-05-06,2026,upper,2026-05-06 04:55:00-04:00,2026-05-06 15:00:00-04:00,7338.533680305109,5.25,7.875,7.875
2026-05-06,2026,upper,2026-05-06 06:29:00-04:00,2026-05-06 15:00:00-04:00,7350.386718830774,20.0,30.0,-30.0
2026-05-07,2026,upper,2026-05-07 03:08:00-04:00,2026-05-07 15:00:00-04:00,7406.933814437961,12.75,19.125,19.125
2026-05-14,2026,upper,2026-05-14 04:17:00-04:00,2026-05-14 15:00:00-04:00,7490.545525028452,10.75,16.125,-16.125
2026-05-19,2026,lower,2026-05-19 10:14:00-04:00,2026-05-19 15:00:00-04:00,7367.056179386119,33.5,50.25,20.443820613881144
2026-05-19,2026,lower,2026-05-19 10:48:00-04:00,2026-05-19 15:00:00-04:00,7355.1274639840985,33.5,50.25,50.25
2026-05-21,2026,upper,2026-05-21 04:15:00-04:00,2026-05-21 15:00:00-04:00,7467.41677665315,15.0,22.5,22.5
2026-05-22,2026,upper,2026-05-22 04:20:00-04:00,2026-05-22 15:00:00-04:00,7499.717930223685,8.25,12.375,12.375
2026-05-25,2026,upper,2026-05-25 00:50:00-04:00,2026-05-25 15:00:00-04:00,7559.574430262104,7.25,10.875,10.875
2026-05-28,2026,lower,2026-05-28 00:21:00-04:00,2026-05-28 15:00:00-04:00,7506.7681176439555,24.75,37.125,37.125
2026-05-28,2026,upper,2026-05-28 10:14:00-04:00,2026-05-28 15:00:00-04:00,7573.13529340746,18.75,28.125,-2.614706592539733
2026-05-29,2026,upper,2026-05-29 09:41:00-04:00,2026-05-29 15:00:00-04:00,7604.1429173727065,8.0,12.0,12.0
2026-05-29,2026,upper,2026-05-29 09:44:00-04:00,2026-05-29 15:00:00-04:00,7604.885103167904,8.0,12.0,12.0
2026-06-01,2026,upper,2026-05-31 20:55:00-04:00,2026-06-01 15:00:00-04:00,7613.8568823560445,6.25,9.375,9.375
2026-06-04,2026,lower,2026-06-04 07:37:00-04:00,2026-06-04 15:00:00-04:00,7525.100372407444,19.75,29.625,29.625
2026-06-04,2026,lower,2026-06-04 07:37:00-04:00,2026-06-04 15:00:00-04:00,7525.1466158868425,19.75,29.625,29.625
