sess_date,year,side,touched_at,level,anchor,cap,pnl_be60,exit_be60,mae,mfe,uw60,be_dd
2018-06-25,2018,lower,2018-06-25 05:03:00-04:00,7161.205449367277,20.25,30.375,0.0,BE,-8.455,2.045,False,False
2018-06-25,2018,lower,2018-06-25 09:39:00-04:00,7127.38217917601,15.0,22.5,-22.5,SL,-23.632,6.118,,False
2018-06-29,2018,upper,2018-06-28 22:36:00-04:00,7076.796525590399,18.5,27.75,-0.0,BE,-17.953,0.297,True,True
2018-07-02,2018,lower,2018-07-02 02:24:00-04:00,7021.939275551633,24.25,36.375,0.0,BE,-26.439,4.061,True,True
2018-07-03,2018,upper,2018-07-03 07:36:00-04:00,7161.685724448367,14.0,21.0,21.0,TP,-3.314,24.186,False,False
2018-07-06,2018,upper,2018-07-06 01:32:00-04:00,7154.980786813723,37.5,56.25,-0.0,BE,-2.769,50.231,False,False
2018-07-06,2018,upper,2018-07-06 10:12:00-04:00,7169.8256782714725,39.25,58.875,-0.0,BE,-17.924,17.826,True,True
2018-07-09,2018,upper,2018-07-08 20:08:00-04:00,7245.184324224052,8.25,12.375,-0.0,BE,-10.816,0.184,True,True
2018-07-10,2018,upper,2018-07-09 20:54:00-04:00,7333.438705783388,7.0,10.5,10.5,TP,0.0,10.939,,False
2018-07-12,2018,upper,2018-07-12 10:07:00-04:00,7328.303579632185,31.0,46.5,-0.0,BE,-17.696,5.054,True,True
2018-07-12,2018,upper,2018-07-12 10:28:00-04:00,7339.794550632723,31.0,46.5,-0.0,BE,-9.955,8.795,True,True
2018-07-13,2018,upper,2018-07-12 23:46:00-04:00,7406.569912336632,5.75,8.625,-0.0,BE,-6.43,0.07,True,True
2018-07-23,2018,lower,2018-07-22 21:00:00-04:00,7346.6858821268015,18.5,27.75,0.0,BE,-11.436,4.564,True,True
2018-07-23,2018,lower,2018-07-22 21:42:00-04:00,7339.022912419565,18.5,27.75,0.0,BE,-11.773,3.477,True,True
2018-07-23,2018,lower,2018-07-23 09:40:00-04:00,7317.598652863049,11.0,16.5,16.5,TP,-6.099,17.151,,False
2018-07-24,2018,upper,2018-07-23 19:52:00-04:00,7438.102087580435,10.5,15.75,-0.0,BE,-2.148,8.602,False,False
2018-07-24,2018,upper,2018-07-23 21:45:00-04:00,7443.276347136951,7.5,11.25,-0.0,BE,-3.224,4.026,True,True
2018-07-24,2018,upper,2018-07-23 21:45:00-04:00,7442.534348931817,7.5,11.25,-0.0,BE,-3.966,3.284,True,True
2018-07-24,2018,upper,2018-07-23 22:59:00-04:00,7446.894584057618,14.75,22.125,22.125,TP,-1.105,24.145,False,False
2018-07-24,2018,upper,2018-07-24 09:36:00-04:00,7478.0641178731985,18.75,28.125,-0.0,BE,-11.686,17.064,True,True
2018-07-30,2018,lower,2018-07-30 09:44:00-04:00,7230.34528216633,20.5,30.75,0.0,BE,-19.595,19.655,False,False
2018-07-30,2018,lower,2018-07-30 09:44:00-04:00,7226.908261951898,20.5,30.75,0.0,BE,-16.158,23.092,False,False
2018-08-07,2018,upper,2018-08-06 23:02:00-04:00,7459.432390640652,5.5,8.25,-0.0,BE,-0.568,6.932,False,False
2018-08-07,2018,upper,2018-08-07 09:35:00-04:00,7482.682503501307,5.0,7.5,7.5,TP,-3.817,11.183,,False
2018-08-10,2018,lower,2018-08-10 06:04:00-04:00,7424.720023865139,21.0,31.5,0.0,BE,-2.97,16.78,False,False
2018-08-10,2018,lower,2018-08-10 10:04:00-04:00,7413.1515343948895,28.75,43.125,0.0,BE,-0.652,31.848,False,False
2018-08-15,2018,lower,2018-08-15 10:00:00-04:00,7372.920652415312,44.5,66.75,0.0,BE,-56.421,0.0,True,True
2018-08-15,2018,lower,2018-08-15 10:00:00-04:00,7360.378719596196,44.5,66.75,0.0,BE,-43.879,7.621,True,True
2018-08-15,2018,lower,2018-08-15 10:00:00-04:00,7371.422048658076,44.5,66.75,0.0,BE,-54.922,0.0,True,True
2018-08-15,2018,lower,2018-08-15 10:05:00-04:00,7345.192609359348,44.5,66.75,0.0,BE,-28.693,12.057,True,True
2018-08-15,2018,lower,2018-08-15 10:29:00-04:00,7324.042209470524,44.5,66.75,0.0,BE,-7.542,33.208,False,False
2018-08-17,2018,lower,2018-08-17 08:08:00-04:00,7360.173904777643,10.25,15.375,0.0,BE,-1.924,14.326,False,False
2018-08-22,2018,lower,2018-08-21 19:14:00-04:00,7352.896833553673,18.5,27.75,27.75,TP,-0.897,29.853,False,False
2018-08-23,2018,upper,2018-08-23 09:42:00-04:00,7452.447510363063,7.25,10.875,-10.875,SL,-11.552,4.198,,False
2018-08-24,2018,upper,2018-08-24 10:35:00-04:00,7480.329347584688,19.0,28.5,-0.0,BE,-19.171,1.829,True,True
2018-08-24,2018,upper,2018-08-24 10:45:00-04:00,7486.53136055269,19.0,28.5,-0.0,BE,-12.969,6.531,True,True
2018-08-27,2018,upper,2018-08-26 19:44:00-04:00,7522.8484656051105,18.75,28.125,-0.0,BE,-4.902,5.348,False,False
2018-08-27,2018,upper,2018-08-27 09:30:00-04:00,7534.904976134861,8.25,12.375,12.375,TP,-5.595,14.655,,False
2018-08-29,2018,upper,2018-08-28 22:28:00-04:00,7599.9516883498845,5.25,7.875,-0.0,BE,-0.048,4.952,False,False
2018-08-29,2018,upper,2018-08-29 10:41:00-04:00,7634.351839522623,30.25,45.375,-0.0,BE,-25.148,3.352,True,True
2018-09-04,2018,lower,2018-09-04 07:41:00-04:00,7633.061168833607,14.5,21.75,0.0,BE,-3.811,10.939,False,False
2018-09-04,2018,lower,2018-09-04 09:39:00-04:00,7604.500703523443,9.5,14.25,-14.25,SL,-17.751,0.0,,False
2018-09-05,2018,lower,2018-09-05 10:01:00-04:00,7549.8898326392355,69.5,104.25,0.0,BE,-46.64,9.36,True,True
2018-09-05,2018,lower,2018-09-05 10:02:00-04:00,7539.273160477377,69.5,104.25,0.0,BE,-36.023,19.977,True,True
2018-09-05,2018,lower,2018-09-05 10:02:00-04:00,7542.660072927727,69.5,104.25,0.0,BE,-39.41,16.59,True,True
2018-09-06,2018,lower,2018-09-06 10:12:00-04:00,7472.1733116501155,55.25,82.875,0.0,BE,-56.923,9.827,True,True
2018-09-06,2018,lower,2018-09-06 10:12:00-04:00,7476.605387816969,55.25,82.875,0.0,BE,-61.355,5.395,True,True
2018-09-07,2018,lower,2018-09-07 09:00:00-04:00,7401.824362995334,40.25,60.375,60.375,TP,-8.824,62.926,,False
2018-09-12,2018,upper,2018-09-12 03:47:00-04:00,7527.395003291416,7.0,10.5,-10.5,SL,-11.355,0.145,,False
2018-09-13,2018,upper,2018-09-13 09:32:00-04:00,7547.622652900693,20.5,30.75,-30.75,SL,-31.127,5.123,,False
2018-09-14,2018,upper,2018-09-14 02:25:00-04:00,7612.28905045813,10.5,15.75,-0.0,BE,-13.711,0.0,True,True
2018-09-14,2018,upper,2018-09-14 02:28:00-04:00,7616.4399418532485,10.5,15.75,-0.0,BE,-9.56,1.69,True,True
2018-09-17,2018,lower,2018-09-17 09:36:00-04:00,7544.14004620946,8.75,13.125,-13.125,SL,-13.39,0.0,,False
2018-09-20,2018,upper,2018-09-20 09:43:00-04:00,7584.795092564204,21.5,32.25,-0.0,BE,-24.705,20.795,True,True
2018-09-21,2018,upper,2018-09-21 02:47:00-04:00,7631.354115860666,8.75,13.125,-0.0,BE,-4.146,2.104,True,True
2018-09-24,2018,lower,2018-09-24 09:31:00-04:00,7499.12113621541,9.25,13.875,-13.875,SL,-15.371,0.0,,False
2018-10-01,2018,upper,2018-09-30 19:08:00-04:00,7688.758399715875,16.0,24.0,-0.0,BE,-6.992,5.758,False,False
2018-10-01,2018,upper,2018-09-30 19:24:00-04:00,7692.848829541818,16.0,24.0,-0.0,BE,-1.401,9.849,False,False
2018-10-01,2018,upper,2018-09-30 22:17:00-04:00,7702.894612183031,8.0,12.0,-0.0,BE,-10.605,3.645,True,True
2018-10-01,2018,upper,2018-09-30 22:23:00-04:00,7704.8601673607645,8.0,12.0,-0.0,BE,-8.64,2.11,True,True
2018-10-01,2018,upper,2018-09-30 22:32:00-04:00,7709.313831166393,8.0,12.0,-0.0,BE,-4.186,2.314,True,True
2018-10-01,2018,upper,2018-10-01 03:48:00-04:00,7713.619433421061,7.5,11.25,-0.0,BE,-3.131,2.869,True,True
2018-10-02,2018,lower,2018-10-02 04:46:00-04:00,7641.621028945046,15.25,22.875,0.0,BE,-11.371,1.879,True,True
2018-10-04,2018,lower,2018-10-03 21:36:00-04:00,7629.524241982807,16.25,24.375,0.0,BE,-9.274,4.226,True,True
2018-10-04,2018,lower,2018-10-04 09:40:00-04:00,7588.947492919474,19.0,28.5,-28.5,SL,-31.197,7.553,,False
2018-10-10,2018,lower,2018-10-10 09:50:00-04:00,7286.224538054712,23.5,35.25,-35.25,SL,-35.725,11.275,,False
2018-10-23,2018,lower,2018-10-23 05:17:00-04:00,7032.3496815496055,17.5,26.25,26.25,TP,-8.1,31.4,False,False
2018-10-23,2018,lower,2018-10-23 09:30:00-04:00,7000.761047057629,20.5,30.75,30.75,TP,0.0,37.739,,False
2018-10-26,2018,lower,2018-10-26 05:25:00-04:00,6762.610909414232,37.25,55.875,0.0,BE,-28.361,25.389,False,False
2018-10-31,2018,upper,2018-10-31 04:37:00-04:00,6889.683844244571,21.25,31.875,-0.0,BE,-8.066,24.184,False,False
2018-11-02,2018,upper,2018-11-02 01:04:00-04:00,7089.567462295751,63.75,95.625,-0.0,BE,-12.933,15.067,True,True
2018-11-02,2018,upper,2018-11-02 02:06:00-04:00,7104.642675752431,36.0,54.0,-0.0,BE,-38.607,3.643,True,True
2018-11-05,2018,lower,2018-11-05 09:44:00-05:00,6903.866612075746,17.75,26.625,-26.625,SL,-28.867,16.133,,False
2018-11-07,2018,upper,2018-11-07 03:20:00-05:00,7081.0047610942565,22.0,33.0,-0.0,BE,-25.995,17.255,True,True
2018-11-07,2018,upper,2018-11-07 03:45:00-05:00,7094.245089541209,22.0,33.0,-0.0,BE,-20.255,7.245,True,True
2018-11-09,2018,lower,2018-11-09 06:37:00-05:00,7094.461029890275,24.75,37.125,0.0,BE,-2.461,24.289,False,False
2018-11-12,2018,lower,2018-11-12 09:32:00-05:00,6976.819470200613,41.75,62.625,-62.625,SL,-64.569,1.431,,False
2018-11-13,2018,lower,2018-11-12 19:44:00-05:00,6806.8702389057435,21.75,32.625,32.625,TP,-5.62,33.13,False,False
2018-11-13,2018,lower,2018-11-12 19:44:00-05:00,6812.432537704249,21.75,32.625,32.625,TP,-11.183,34.067,False,False
2018-11-19,2018,lower,2018-11-19 10:34:00-05:00,6729.6333303671845,76.75,115.125,0.0,BE,-18.383,46.867,True,True
2018-11-20,2018,lower,2018-11-20 08:40:00-05:00,6537.816155755429,54.25,81.375,0.0,BE,-54.816,14.684,False,False
2018-11-21,2018,upper,2018-11-21 09:31:00-05:00,6638.488855974993,25.0,37.5,37.5,TP,-6.261,46.739,,False
2018-11-23,2018,lower,2018-11-23 08:43:00-05:00,6499.389445867615,17.5,26.25,26.25,TP,0.0,27.611,,False
2018-11-26,2018,upper,2018-11-26 03:15:00-05:00,6623.8814122187305,24.25,36.375,-0.0,BE,-22.619,1.631,True,True
2018-11-26,2018,upper,2018-11-26 09:59:00-05:00,6655.437697558632,18.75,28.125,28.125,TP,-10.562,29.438,,False
2018-11-28,2018,upper,2018-11-28 01:10:00-05:00,6735.842929241806,7.0,10.5,-0.0,BE,-7.657,2.593,True,True
2018-12-11,2018,upper,2018-12-11 05:53:00-05:00,6741.269055832232,29.5,44.25,-0.0,BE,-35.231,6.519,True,True
2018-12-14,2018,lower,2018-12-13 21:06:00-05:00,6708.7658878650445,46.25,69.375,0.0,BE,-3.266,22.484,False,False
2018-12-14,2018,lower,2018-12-13 21:07:00-05:00,6708.373377780335,46.25,69.375,0.0,BE,-2.873,22.877,False,False
2018-12-17,2018,lower,2018-12-17 09:53:00-05:00,6528.160513975401,28.5,42.75,42.75,TP,-3.161,43.339,,False
2018-12-28,2018,upper,2018-12-27 23:30:00-05:00,6340.354224240451,18.0,27.0,27.0,TP,-7.146,28.354,False,False
2019-01-02,2019,lower,2019-01-02 03:03:00-05:00,6238.169923802291,28.75,43.125,-43.125,SL,-45.92,6.33,,False
2019-01-07,2019,upper,2019-01-06 19:03:00-05:00,6469.258199892534,15.25,22.875,-22.875,SL,-23.742,1.008,,False
2019-01-15,2019,upper,2019-01-15 09:36:00-05:00,6623.795237270195,18.75,28.125,-28.125,SL,-39.455,6.545,,False
2019-01-16,2019,upper,2019-01-16 09:33:00-05:00,6698.710922106751,8.25,12.375,-12.375,SL,-13.539,0.961,,False
2019-01-17,2019,lower,2019-01-17 03:16:00-05:00,6615.187968301361,19.0,28.5,28.5,TP,-2.938,31.312,False,False
2019-01-18,2019,upper,2019-01-18 09:28:00-05:00,6785.562031698639,12.75,19.125,19.125,TP,-0.688,20.562,,False
2019-01-25,2019,upper,2019-01-25 10:02:00-05:00,6774.122767182309,30.75,46.125,-0.0,BE,-17.377,5.873,True,True
2019-01-25,2019,upper,2019-01-25 10:09:00-05:00,6782.178267459183,30.75,46.125,-0.0,BE,-11.572,13.928,True,True
2019-01-28,2019,lower,2019-01-28 09:33:00-05:00,6680.472121266195,12.75,19.125,-19.125,SL,-26.472,4.528,,False
2019-01-29,2019,lower,2019-01-29 10:57:00-05:00,6621.250354668582,43.5,65.25,7.499645331417923,cutoff,-4.5,40.5,False,False
2019-02-07,2019,lower,2019-02-07 09:30:00-05:00,6927.889636332791,15.5,23.25,23.25,TP,-15.39,25.86,,False
2019-02-12,2019,upper,2019-02-12 10:58:00-05:00,7011.94860488138,34.5,51.75,-0.0,BE,-6.051,5.699,True,True
2019-02-13,2019,upper,2019-02-12 19:12:00-05:00,7043.27827199871,13.5,20.25,-0.0,BE,-5.722,4.278,True,True
2019-02-13,2019,upper,2019-02-13 01:18:00-05:00,7058.524825242923,8.25,12.375,12.375,TP,-6.225,12.525,False,False
2019-02-14,2019,lower,2019-02-14 09:31:00-05:00,6981.2659991287555,58.0,87.0,54.73400087124446,cutoff,-9.266,69.234,False,False
2019-02-15,2019,upper,2019-02-15 09:28:00-05:00,7071.945814887033,27.5,41.25,-0.0,BE,-16.054,35.446,False,False
2019-02-20,2019,upper,2019-02-20 10:40:00-05:00,7103.860363667209,21.75,32.625,32.625,TP,-1.14,35.61,False,False
2019-02-21,2019,upper,2019-02-20 22:40:00-05:00,7110.376430518732,29.0,43.5,43.5,TP,-2.624,46.376,False,False
2019-02-21,2019,upper,2019-02-20 22:40:00-05:00,7111.280173650113,29.0,43.5,43.5,TP,-1.72,44.03,False,False
2019-02-21,2019,lower,2019-02-21 09:45:00-05:00,7026.498569481268,20.75,31.125,0.0,BE,-21.499,7.751,False,False
2019-02-21,2019,lower,2019-02-21 09:45:00-05:00,7028.562500307805,20.75,31.125,0.0,BE,-23.563,5.687,True,True
2019-02-25,2019,upper,2019-02-25 06:24:00-05:00,7137.312499692195,10.75,16.125,-0.0,BE,-0.688,7.562,False,False
2019-02-25,2019,upper,2019-02-25 08:47:00-05:00,7144.790488080103,8.25,12.375,-12.375,SL,-16.46,0.0,,False
2019-02-26,2019,lower,2019-02-25 20:28:00-05:00,7101.039941058964,11.75,17.625,-17.625,SL,-18.29,0.71,,False
2019-03-07,2019,lower,2019-03-06 19:05:00-05:00,7097.747854027111,12.5,18.75,0.0,BE,-3.498,8.252,False,False
2019-03-07,2019,lower,2019-03-07 02:04:00-05:00,7088.7027966258065,5.0,7.5,0.0,BE,-6.203,1.797,True,True
2019-03-07,2019,lower,2019-03-07 09:52:00-05:00,7038.961093836613,21.25,31.875,31.875,TP,-13.961,32.039,False,False
2019-03-07,2019,lower,2019-03-07 09:52:00-05:00,7039.805088038031,21.25,31.875,0.0,BE,-14.805,14.195,False,False
2019-03-08,2019,lower,2019-03-08 08:30:00-05:00,7001.408073618603,11.75,17.625,-17.625,SL,-18.908,0.0,,False
2019-03-13,2019,upper,2019-03-13 08:00:00-04:00,7262.804382013026,15.5,23.25,-0.0,BE,-5.946,9.554,False,False
2019-03-15,2019,upper,2019-03-15 09:56:00-04:00,7332.254555376385,17.5,26.25,-0.0,BE,-3.495,24.005,False,False
2019-03-18,2019,upper,2019-03-18 09:58:00-04:00,7364.223578148492,11.0,16.5,-0.0,BE,-15.276,6.224,True,True
2019-03-25,2019,lower,2019-03-24 20:24:00-04:00,7337.82254636648,10.0,15.0,-15.0,SL,-20.573,0.0,,False
2019-03-26,2019,upper,2019-03-26 09:57:00-04:00,7433.512851730817,16.0,24.0,24.0,TP,-13.987,27.013,,False
2019-04-01,2019,upper,2019-03-31 19:05:00-04:00,7455.804037375222,26.0,39.0,-0.0,BE,-4.946,6.304,True,True
2019-04-03,2019,upper,2019-04-02 21:45:00-04:00,7556.688231456711,41.5,62.25,-0.0,BE,-11.312,0.688,True,True
2019-04-03,2019,upper,2019-04-03 03:32:00-04:00,7571.935485980624,6.25,9.375,9.375,TP,-4.815,9.435,False,False
2019-04-11,2019,upper,2019-04-10 19:42:00-04:00,7658.0460071098805,6.75,10.125,-0.0,BE,-1.454,9.796,False,False
2019-04-11,2019,upper,2019-04-10 19:42:00-04:00,7657.600879389686,6.75,10.125,-0.0,BE,-1.899,9.351,False,False
2019-04-15,2019,lower,2019-04-15 10:43:00-04:00,7599.4532325090695,19.5,29.25,29.25,TP,-0.453,29.297,,False
2019-04-17,2019,upper,2019-04-16 21:59:00-04:00,7699.333072790703,16.25,24.375,-0.0,BE,-4.417,11.583,False,False
2019-04-17,2019,upper,2019-04-17 08:03:00-04:00,7708.943373859822,8.75,13.125,-13.125,SL,-13.307,0.0,,False
2019-04-23,2019,upper,2019-04-23 09:44:00-04:00,7772.171559230863,9.5,14.25,-14.25,SL,-15.828,4.922,,False
2019-04-26,2019,lower,2019-04-26 09:43:00-04:00,7773.931429214922,38.5,57.75,48.81857078507801,cutoff,-18.431,50.069,False,False
2019-04-30,2019,lower,2019-04-29 21:00:00-04:00,7787.768622292595,9.75,14.625,0.0,BE,-8.769,5.231,False,False
2019-05-09,2019,lower,2019-05-09 02:52:00-04:00,7578.916927209297,22.75,34.125,0.0,BE,-20.417,4.083,True,True
2019-05-09,2019,lower,2019-05-09 02:52:00-04:00,7575.056626140178,22.75,34.125,0.0,BE,-16.557,7.943,True,True
2019-05-09,2019,lower,2019-05-09 08:49:00-04:00,7553.774120610314,18.25,27.375,-27.375,SL,-30.524,11.726,,False
2019-05-10,2019,upper,2019-05-09 20:24:00-04:00,7651.573096473161,28.25,42.375,42.375,TP,-2.927,61.573,,False
2019-05-13,2019,lower,2019-05-13 08:14:00-04:00,7422.426903526839,35.25,52.875,0.0,BE,-19.177,6.323,True,True
2019-05-15,2019,upper,2019-05-15 10:42:00-04:00,7481.289402916763,58.25,87.375,-0.0,BE,-32.211,15.789,True,True
2019-05-20,2019,lower,2019-05-20 06:14:00-04:00,7446.417643630048,20.0,30.0,-30.0,SL,-30.418,3.582,,False
2019-05-23,2019,lower,2019-05-23 02:07:00-04:00,7371.647120555797,13.75,20.625,0.0,BE,-17.647,4.603,True,True
2019-05-23,2019,lower,2019-05-23 03:10:00-04:00,7352.542250373677,24.5,36.75,0.0,BE,-3.792,16.458,False,False
2019-05-23,2019,lower,2019-05-23 09:45:00-04:00,7312.929449834561,25.5,38.25,0.0,BE,-11.679,31.821,False,False
2019-05-28,2019,upper,2019-05-28 09:39:00-04:00,7364.662584484247,23.5,35.25,35.25,TP,-7.087,38.163,,False
2019-05-29,2019,lower,2019-05-28 20:09:00-04:00,7278.526693405793,14.0,21.0,-21.0,SL,-22.527,0.0,,False
2019-05-31,2019,lower,2019-05-31 03:05:00-04:00,7176.495656589786,15.75,23.625,-23.625,SL,-24.496,5.254,,False
2019-06-05,2019,upper,2019-06-05 05:27:00-04:00,7224.946166549782,13.25,19.875,-19.875,SL,-20.054,0.0,,False
2019-06-07,2019,upper,2019-06-07 04:08:00-04:00,7306.2149127648445,15.25,22.875,-0.0,BE,-6.785,0.965,True,True
2019-06-07,2019,upper,2019-06-07 06:53:00-04:00,7318.629343410214,8.75,13.125,13.125,TP,-2.371,13.129,False,False
2019-06-07,2019,upper,2019-06-07 06:59:00-04:00,7320.976023311203,8.75,13.125,13.125,TP,0.0,14.476,False,False
2019-06-07,2019,upper,2019-06-07 08:50:00-04:00,7325.629743750348,12.25,18.375,18.375,TP,-9.87,20.13,,False
2019-06-07,2019,upper,2019-06-07 10:34:00-04:00,7409.752653195399,71.25,106.875,-0.0,BE,-43.247,0.253,True,True
2019-06-07,2019,upper,2019-06-07 10:40:00-04:00,7417.403327240856,71.25,106.875,-0.0,BE,-35.597,2.653,True,True
2019-06-07,2019,upper,2019-06-07 10:57:00-04:00,7436.098306594207,71.25,106.875,-0.0,BE,-16.902,21.348,False,False
2019-06-10,2019,upper,2019-06-10 09:33:00-04:00,7490.945550165439,15.5,23.25,-23.25,SL,-23.804,0.0,,False
2019-06-11,2019,upper,2019-06-11 08:35:00-04:00,7584.364849485702,10.75,16.125,-16.125,SL,-16.385,7.615,,False
2019-06-17,2019,upper,2019-06-17 09:53:00-04:00,7560.9113085016415,17.25,25.875,-0.0,BE,-15.839,7.161,True,True
2019-06-17,2019,upper,2019-06-17 09:55:00-04:00,7570.924729812347,17.25,25.875,-0.0,BE,-5.825,17.175,False,False
2019-06-18,2019,upper,2019-06-18 04:18:00-04:00,7584.937138920871,25.75,38.625,-0.0,BE,-28.813,0.937,True,True
2019-06-18,2019,upper,2019-06-18 06:40:00-04:00,7620.4344029936965,10.25,15.375,-15.375,SL,-17.816,3.684,,False
2019-06-20,2019,upper,2019-06-19 21:09:00-04:00,7748.238854969065,15.0,22.5,-0.0,BE,-1.011,11.239,False,False
2019-06-20,2019,upper,2019-06-19 23:49:00-04:00,7765.55530926014,16.5,24.75,-0.0,BE,-1.445,13.555,False,False
2019-06-25,2019,lower,2019-06-25 10:22:00-04:00,7702.584942229007,43.25,64.875,0.0,BE,-22.335,14.665,True,True
2019-06-25,2019,lower,2019-06-25 10:50:00-04:00,7687.89774341991,43.25,64.875,0.0,BE,-7.648,9.102,False,False
2019-07-01,2019,upper,2019-07-01 03:03:00-04:00,7829.290057770993,13.75,20.625,-0.0,BE,-3.21,12.29,False,False
2019-07-03,2019,upper,2019-07-03 03:15:00-04:00,7845.729041524407,7.25,10.875,-10.875,SL,-13.271,1.979,,False
2019-07-05,2019,lower,2019-07-05 08:30:00-04:00,7857.780845939943,10.75,16.125,16.125,TP,0.0,20.969,,False
2019-07-08,2019,lower,2019-07-08 09:37:00-04:00,7791.326459544721,9.25,13.875,0.0,BE,-13.826,12.674,True,True
2019-07-09,2019,lower,2019-07-08 23:23:00-04:00,7762.717990386845,12.0,18.0,0.0,BE,-11.218,1.782,True,True
2019-07-09,2019,lower,2019-07-09 03:43:00-04:00,7751.393282055672,17.5,26.25,0.0,BE,-8.393,1.607,True,True
2019-07-10,2019,upper,2019-07-10 08:33:00-04:00,7873.192209136437,10.75,16.125,-16.125,SL,-18.558,0.0,,False
2019-07-16,2019,upper,2019-07-15 19:54:00-04:00,7994.358280096334,5.25,7.875,-0.0,BE,-5.142,2.358,False,False
2019-07-23,2019,upper,2019-07-23 08:08:00-04:00,7959.990078487765,10.25,15.375,-0.0,BE,-4.26,4.74,False,False
2019-07-30,2019,lower,2019-07-30 07:31:00-04:00,7941.555932796677,13.75,20.625,0.0,BE,-4.056,12.444,False,False
2019-08-02,2019,lower,2019-08-02 03:50:00-04:00,7742.182790863563,17.75,26.625,0.0,BE,-3.933,21.317,False,False
2019-08-02,2019,lower,2019-08-02 10:08:00-04:00,7705.005158577311,85.0,127.5,0.0,BE,-52.005,3.245,True,True
2019-08-05,2019,lower,2019-08-04 21:35:00-04:00,7636.544656962058,19.75,29.625,-29.625,SL,-31.545,0.0,,False
2019-08-08,2019,upper,2019-08-07 21:24:00-04:00,7582.281783028347,20.0,30.0,-0.0,BE,-17.718,14.282,True,True
2019-08-08,2019,upper,2019-08-08 09:05:00-04:00,7617.434691441897,21.75,32.625,32.625,TP,0.0,33.935,,False
2019-08-08,2019,upper,2019-08-08 09:05:00-04:00,7614.288242813922,21.75,32.625,32.625,TP,-2.962,36.288,,False
2019-08-13,2019,lower,2019-08-13 05:30:00-04:00,7521.640114106753,27.25,40.875,40.875,TP,-7.64,44.11,False,False
2019-08-13,2019,upper,2019-08-13 09:46:00-04:00,7694.484885893247,25.5,38.25,-38.25,SL,-54.765,5.735,,False
2019-08-16,2019,upper,2019-08-16 10:59:00-04:00,7624.934694968692,37.0,55.5,-0.0,BE,-7.565,31.685,False,False
2019-08-19,2019,upper,2019-08-19 01:18:00-04:00,7664.75497912878,7.5,11.25,-0.0,BE,-10.745,1.505,True,True
2019-08-19,2019,upper,2019-08-19 03:03:00-04:00,7698.231790929952,29.5,44.25,-0.0,BE,-11.268,29.732,False,False
2019-08-22,2019,lower,2019-08-22 10:35:00-04:00,7670.164265236528,24.0,36.0,36.0,TP,-16.164,36.336,False,False
2019-08-23,2019,lower,2019-08-23 08:25:00-04:00,7648.5269320504385,17.5,26.25,26.25,TP,-8.277,29.473,,False
2019-08-23,2019,lower,2019-08-23 09:50:00-04:00,7631.648645621291,101.5,152.25,0.0,BE,-15.649,100.101,False,False
2019-08-23,2019,lower,2019-08-23 09:50:00-04:00,7631.558906683257,101.5,152.25,0.0,BE,-15.559,100.191,False,False
2019-08-27,2019,upper,2019-08-27 09:06:00-04:00,7642.508695258361,35.0,52.5,52.5,TP,-5.991,69.509,False,False
2019-08-29,2019,upper,2019-08-29 03:13:00-04:00,7646.212089161028,10.75,16.125,-16.125,SL,-21.788,3.462,,False
2019-08-30,2019,upper,2019-08-30 05:30:00-04:00,7762.221632104627,22.75,34.125,-0.0,BE,-8.278,7.222,False,False
2019-09-05,2019,upper,2019-09-04 20:04:00-04:00,7734.292320353883,7.0,10.5,-10.5,SL,-13.958,0.792,,False
2019-09-10,2019,lower,2019-09-10 03:41:00-04:00,7792.904046735641,14.75,22.125,0.0,BE,-11.154,7.596,True,True
2019-09-11,2019,upper,2019-09-11 10:33:00-04:00,7870.113220323607,42.0,63.0,-0.0,BE,-6.887,14.363,True,True
2019-09-12,2019,upper,2019-09-11 19:22:00-04:00,7921.3221564805135,8.25,12.375,-12.375,SL,-13.178,0.0,,False
2019-09-19,2019,upper,2019-09-19 09:32:00-04:00,7944.690188223614,39.25,58.875,-0.0,BE,-25.31,4.44,True,True
2019-09-19,2019,upper,2019-09-19 09:32:00-04:00,7939.129790605412,39.25,58.875,-0.0,BE,-30.87,0.0,True,True
2019-09-19,2019,upper,2019-09-19 09:36:00-04:00,7954.424124244044,39.25,58.875,-0.0,BE,-16.826,8.674,True,True
2019-09-24,2019,upper,2019-09-23 19:02:00-04:00,7904.190003267094,8.5,12.75,12.75,TP,0.0,19.19,,False
2019-09-25,2019,lower,2019-09-25 04:49:00-04:00,7698.761779676393,30.5,45.75,0.0,BE,-15.512,4.238,True,True
2019-10-01,2019,upper,2019-09-30 21:02:00-04:00,7806.146137609452,25.25,37.875,-0.0,BE,-14.854,0.0,True,True
2019-10-02,2019,lower,2019-10-02 03:10:00-04:00,7689.38138584795,17.0,25.5,-25.5,SL,-26.381,0.0,,False
2019-10-04,2019,upper,2019-10-04 08:31:00-04:00,7686.64445205237,15.75,23.625,23.625,TP,-6.356,24.644,,False
2019-10-08,2019,lower,2019-10-08 09:39:00-04:00,7665.2128056712345,19.0,28.5,-28.5,SL,-30.463,10.787,,False
2019-10-10,2019,upper,2019-10-10 10:54:00-04:00,7763.794102950359,75.5,113.25,-0.0,BE,-22.456,0.794,True,True
2019-10-10,2019,upper,2019-10-10 10:57:00-04:00,7773.449807936275,75.5,113.25,-0.0,BE,-12.8,5.2,True,True
