vxn_date,vxn_close
2017-12-01,16.56999969482422
2017-12-04,18.030000686645508
2017-12-05,17.1200008392334
2017-12-06,16.709999084472656
2017-12-07,15.859999656677246
2017-12-08,14.420000076293944
2017-12-11,12.59000015258789
2017-12-12,12.859999656677246
2017-12-13,12.739999771118164
2017-12-14,12.390000343322754
2017-12-15,11.880000114440918
2017-12-18,12.529999732971191
2017-12-19,12.81999969482422
2017-12-20,12.779999732971191
2017-12-21,12.649999618530272
2017-12-22,12.539999961853027
2017-12-26,13.640000343322754
2017-12-27,14.289999961853027
2017-12-28,14.619999885559082
2017-12-29,15.68000030517578
2018-01-02,14.93000030517578
2018-01-03,14.15999984741211
2018-01-04,13.970000267028809
2018-01-05,13.479999542236328
2018-01-08,13.84000015258789
2018-01-09,14.630000114440918
2018-01-10,15.279999732971191
2018-01-11,14.770000457763672
2018-01-12,14.56999969482422
2018-01-16,16.34000015258789
2018-01-17,16.200000762939453
2018-01-18,16.950000762939453
2018-01-19,16.149999618530273
2018-01-22,16.290000915527344
2018-01-23,16.75
2018-01-24,17.899999618530273
2018-01-25,18.25
2018-01-26,17.520000457763672
2018-01-29,19.21999931335449
2018-01-30,20.350000381469727
2018-01-31,19.64999961853028
2018-02-01,19.14999961853028
2018-02-02,20.65999984741211
2018-02-05,33.02000045776367
2018-02-06,26.700000762939453
2018-02-07,24.729999542236328
2018-02-08,33.88999938964844
2018-02-09,29.6200008392334
2018-02-12,24.940000534057617
2018-02-13,23.709999084472656
2018-02-14,20.8700008392334
2018-02-15,20.850000381469727
2018-02-16,20.459999084472656
2018-02-20,21.670000076293945
2018-02-21,22.489999771118164
2018-02-22,20.90999984741211
2018-02-23,18.15999984741211
2018-02-26,18.1200008392334
2018-02-27,20.489999771118164
2018-02-28,22.01000022888184
2018-03-01,24.739999771118164
2018-03-02,21.530000686645508
2018-03-05,20.600000381469727
2018-03-06,20.600000381469727
2018-03-07,20.43000030517578
2018-03-08,19.26000022888184
2018-03-09,17.299999237060547
2018-03-12,17.559999465942383
2018-03-13,19.239999771118164
2018-03-14,19.520000457763672
2018-03-15,18.450000762939453
2018-03-16,17.639999389648438
2018-03-19,22.059999465942383
2018-03-20,22.1299991607666
2018-03-21,22.059999465942383
2018-03-22,26.6299991607666
2018-03-23,28.350000381469727
2018-03-26,25.14999961853028
2018-03-27,29.01000022888184
2018-03-28,30.190000534057617
2018-03-29,26.68000030517578
2018-04-02,29.920000076293945
2018-04-03,28.049999237060547
2018-04-04,26.290000915527344
2018-04-05,25.030000686645508
2018-04-06,27.43000030517578
2018-04-09,26.950000762939453
2018-04-10,25.14999961853028
2018-04-11,24.690000534057617
2018-04-12,22.89999961853028
2018-04-13,22.059999465942383
2018-04-16,20.450000762939453
2018-04-17,19.43000030517578
2018-04-18,19.3799991607666
2018-04-19,20.15999984741211
2018-04-20,21.6299991607666
2018-04-23,22.1200008392334
2018-04-24,23.6200008392334
2018-04-25,23.06999969482422
2018-04-26,20.36000061035156
2018-04-27,20.520000457763672
2018-04-30,21.059999465942383
2018-05-01,19.709999084472656
2018-05-02,19.76000022888184
2018-05-03,19.64999961853028
2018-05-04,18.40999984741211
2018-05-07,18.709999084472656
2018-05-08,18.479999542236328
2018-05-09,17.6200008392334
2018-05-10,16.3799991607666
2018-05-11,16.190000534057617
2018-05-14,16.079999923706055
2018-05-15,17.510000228881836
2018-05-16,16.709999084472656
2018-05-17,17.190000534057617
2018-05-18,16.8700008392334
2018-05-21,16.920000076293945
2018-05-22,16.920000076293945
2018-05-23,16.270000457763672
2018-05-24,15.81999969482422
2018-05-25,16.059999465942383
2018-05-29,18.420000076293945
2018-05-30,17.06999969482422
2018-05-31,16.780000686645508
2018-06-01,15.109999656677246
2018-06-04,15.489999771118164
2018-06-05,15.329999923706056
2018-06-06,15.510000228881836
2018-06-07,16.450000762939453
2018-06-08,16.510000228881836
2018-06-11,16.450000762939453
2018-06-12,15.699999809265137
2018-06-13,16.31999969482422
2018-06-14,15.9399995803833
2018-06-15,15.420000076293944
2018-06-18,16.81999969482422
2018-06-19,17.290000915527344
2018-06-20,16.889999389648438
2018-06-21,18.88999938964844
2018-06-22,18.3799991607666
2018-06-25,21.940000534057617
2018-06-26,20.51000022888184
2018-06-27,22.75
2018-06-28,21.76000022888184
2018-06-29,20.8799991607666
2018-07-02,20.809999465942383
