sess_date,year,side,touched_at,level,anchor,cap,pnl_be60,exit_be60
2019-07-23,2019,upper,2019-07-23 08:08:00-04:00,7959.990078487765,10.25,15.375,-0.0,BE
2019-07-30,2019,lower,2019-07-30 07:31:00-04:00,7941.555932796677,13.75,20.625,0.0,BE
2019-08-02,2019,lower,2019-08-02 03:50:00-04:00,7742.182790863563,17.75,26.625,0.0,BE
2019-08-02,2019,lower,2019-08-02 10:08:00-04:00,7705.005158577311,85.0,127.5,0.0,BE
2019-08-05,2019,lower,2019-08-04 21:35:00-04:00,7636.544656962058,19.75,29.625,-29.625,SL
2019-08-08,2019,upper,2019-08-07 21:24:00-04:00,7582.281783028347,20.0,30.0,-0.0,BE
2019-08-08,2019,upper,2019-08-08 09:05:00-04:00,7614.288242813922,21.75,32.625,32.625,TP
2019-08-08,2019,upper,2019-08-08 09:05:00-04:00,7617.434691441897,21.75,32.625,32.625,TP
2019-08-13,2019,lower,2019-08-13 05:30:00-04:00,7521.640114106753,27.25,40.875,40.875,TP
2019-08-13,2019,upper,2019-08-13 09:46:00-04:00,7694.484885893247,25.5,38.25,-38.25,SL
2019-08-16,2019,upper,2019-08-16 10:59:00-04:00,7624.934694968692,37.0,55.5,-0.0,BE
2019-08-19,2019,upper,2019-08-19 01:18:00-04:00,7664.75497912878,7.5,11.25,-0.0,BE
2019-08-19,2019,upper,2019-08-19 03:03:00-04:00,7698.231790929952,29.5,44.25,-0.0,BE
2019-08-22,2019,lower,2019-08-22 10:35:00-04:00,7670.164265236528,24.0,36.0,36.0,TP
2019-08-23,2019,lower,2019-08-23 08:25:00-04:00,7648.5269320504385,17.5,26.25,26.25,TP
2019-08-23,2019,lower,2019-08-23 09:50:00-04:00,7631.558906683257,101.5,152.25,0.0,BE
2019-08-23,2019,lower,2019-08-23 09:50:00-04:00,7631.648645621291,101.5,152.25,0.0,BE
2019-08-27,2019,upper,2019-08-27 09:06:00-04:00,7642.508695258361,35.0,52.5,52.5,TP
2019-08-29,2019,upper,2019-08-29 03:13:00-04:00,7646.212089161028,10.75,16.125,-16.125,SL
2019-08-30,2019,upper,2019-08-30 05:30:00-04:00,7762.221632104627,22.75,34.125,-0.0,BE
2019-09-05,2019,upper,2019-09-04 20:04:00-04:00,7734.292320353883,7.0,10.5,-10.5,SL
2019-09-10,2019,lower,2019-09-10 03:41:00-04:00,7792.904046735641,14.75,22.125,0.0,BE
2019-09-11,2019,upper,2019-09-11 10:33:00-04:00,7870.113220323607,42.0,63.0,-0.0,BE
2019-09-12,2019,upper,2019-09-11 19:22:00-04:00,7921.3221564805135,8.25,12.375,-12.375,SL
2019-09-19,2019,upper,2019-09-19 09:32:00-04:00,7939.129790605412,39.25,58.875,-0.0,BE
2019-09-19,2019,upper,2019-09-19 09:32:00-04:00,7944.690188223614,39.25,58.875,-0.0,BE
2019-09-19,2019,upper,2019-09-19 09:36:00-04:00,7954.424124244044,39.25,58.875,-0.0,BE
2019-09-24,2019,upper,2019-09-23 19:02:00-04:00,7904.190003267094,8.5,12.75,12.75,TP
2019-09-25,2019,lower,2019-09-25 04:49:00-04:00,7698.761779676393,30.5,45.75,0.0,BE
2019-10-01,2019,upper,2019-09-30 21:02:00-04:00,7806.146137609452,25.25,37.875,-0.0,BE
2019-10-02,2019,lower,2019-10-02 03:10:00-04:00,7689.38138584795,17.0,25.5,-25.5,SL
2019-10-04,2019,upper,2019-10-04 08:31:00-04:00,7686.64445205237,15.75,23.625,23.625,TP
2019-10-08,2019,lower,2019-10-08 09:39:00-04:00,7665.2128056712345,19.0,28.5,-28.5,SL
2019-10-10,2019,upper,2019-10-10 10:54:00-04:00,7763.794102950359,75.5,113.25,-0.0,BE
2019-10-10,2019,upper,2019-10-10 10:57:00-04:00,7773.449807936275,75.5,113.25,-0.0,BE
2019-10-11,2019,upper,2019-10-11 04:10:00-04:00,7817.0371943287655,18.75,28.125,-28.125,SL
2019-10-15,2019,upper,2019-10-15 10:27:00-04:00,7922.282429616186,30.75,46.125,-0.0,BE
2019-10-15,2019,upper,2019-10-15 10:40:00-04:00,7943.843644046412,30.75,46.125,-0.0,BE
2019-10-15,2019,upper,2019-10-15 10:56:00-04:00,7950.682805928566,30.75,46.125,-0.0,BE
2019-10-17,2019,upper,2019-10-17 05:31:00-04:00,7971.955612648202,18.75,28.125,-0.0,BE
2019-10-17,2019,upper,2019-10-17 05:34:00-04:00,7986.951446281968,18.75,28.125,-0.0,BE
2019-10-17,2019,upper,2019-10-17 05:34:00-04:00,7985.241452461576,18.75,28.125,-0.0,BE
2019-10-18,2019,lower,2019-10-18 10:35:00-04:00,7912.521825537877,23.5,35.25,0.0,BE
2019-10-22,2019,upper,2019-10-22 09:34:00-04:00,7986.401104246743,10.25,15.375,15.375,TP
2019-10-24,2019,upper,2019-10-24 03:15:00-04:00,7934.28716641723,14.0,21.0,-0.0,BE
2019-10-25,2019,upper,2019-10-25 10:50:00-04:00,8007.758089508419,46.25,69.375,-0.0,BE
2019-10-30,2019,lower,2019-10-30 10:03:00-04:00,8030.131719428886,35.25,52.875,0.0,BE
2019-10-30,2019,lower,2019-10-30 10:04:00-04:00,8021.348177926654,35.25,52.875,52.875,TP
2019-11-01,2019,upper,2019-11-01 09:54:00-04:00,8143.651822073346,35.5,53.25,-0.0,BE
2019-11-04,2019,upper,2019-11-04 05:02:00-05:00,8206.423598005367,11.25,16.875,-0.0,BE
2019-11-07,2019,upper,2019-11-07 10:16:00-05:00,8264.95911284065,27.0,40.5,-0.0,BE
2019-11-12,2019,upper,2019-11-12 10:19:00-05:00,8281.578124415639,21.75,32.625,-0.0,BE
2019-11-12,2019,upper,2019-11-12 10:20:00-05:00,8282.358070710947,21.75,32.625,-0.0,BE
2019-11-12,2019,upper,2019-11-12 10:37:00-05:00,8288.247810213234,21.75,32.625,-0.0,BE
2019-11-15,2019,upper,2019-11-14 20:15:00-05:00,8303.323514829619,34.5,51.75,-0.0,BE
2019-11-15,2019,upper,2019-11-14 21:56:00-05:00,8306.876726080602,10.75,16.125,16.125,TP
2019-11-15,2019,upper,2019-11-15 08:48:00-05:00,8308.599787545481,11.75,17.625,17.625,TP
2019-11-18,2019,upper,2019-11-18 02:16:00-05:00,8325.258197873129,5.0,7.5,-7.5,SL
2019-11-19,2019,upper,2019-11-19 03:23:00-05:00,8363.69098040014,6.25,9.375,9.375,TP
2019-11-20,2019,lower,2019-11-20 03:54:00-05:00,8296.92587972569,24.75,37.125,0.0,BE
2019-11-25,2019,upper,2019-11-25 09:34:00-05:00,8337.282692203938,14.5,21.75,-21.75,SL
2019-11-26,2019,upper,2019-11-25 20:46:00-05:00,8414.82412027431,21.25,31.875,31.875,TP
2019-11-26,2019,upper,2019-11-25 20:46:00-05:00,8400.926662617732,21.25,31.875,31.875,TP
2019-12-02,2019,lower,2019-12-02 09:30:00-05:00,8403.609446385071,19.75,29.625,-29.625,SL
2019-12-03,2019,lower,2019-12-03 07:45:00-05:00,8261.172082087238,21.0,31.5,-31.5,SL
2019-12-04,2019,upper,2019-12-04 04:07:00-05:00,8288.801957918473,27.25,40.875,-0.0,BE
2019-12-06,2019,upper,2019-12-06 08:41:00-05:00,8372.8689328482,13.5,20.25,-0.0,BE
2019-12-10,2019,lower,2019-12-10 03:52:00-05:00,8329.83248049312,6.0,9.0,-9.0,SL
2019-12-12,2019,upper,2019-12-12 09:38:00-05:00,8437.348242154314,22.0,33.0,-33.0,SL
2019-12-13,2019,upper,2019-12-13 05:31:00-05:00,8544.400039693046,9.0,13.5,13.5,TP
2019-12-16,2019,upper,2019-12-16 09:45:00-05:00,8594.903059526845,9.5,14.25,-14.25,SL
2019-12-26,2019,upper,2019-12-26 09:45:00-05:00,8756.55477276877,12.75,19.125,-0.0,BE
2019-12-30,2019,lower,2019-12-30 09:38:00-05:00,8742.97249466529,13.25,19.875,-19.875,SL
2020-01-03,2020,lower,2020-01-03 05:56:00-05:00,8743.715344071625,33.5,50.25,50.25,TP
2020-01-07,2020,upper,2020-01-06 21:23:00-05:00,8881.00840595395,14.0,21.0,-0.0,BE
2020-01-08,2020,lower,2020-01-07 19:32:00-05:00,8696.61659404605,120.25,180.375,180.375,TP
2020-01-08,2020,lower,2020-01-07 19:38:00-05:00,8689.775988051686,120.25,180.375,180.375,TP
2020-01-08,2020,lower,2020-01-07 19:38:00-05:00,8685.372862250453,120.25,180.375,180.375,TP
2020-01-17,2020,upper,2020-01-17 04:51:00-05:00,9163.275526241003,17.75,26.625,-0.0,BE
2020-01-21,2020,lower,2020-01-20 21:35:00-05:00,9121.972242453598,39.75,59.625,0.0,BE
2020-01-22,2020,upper,2020-01-21 21:51:00-05:00,9212.777757546402,11.5,17.25,-17.25,SL
2020-01-23,2020,lower,2020-01-23 09:35:00-05:00,9157.475099792833,17.75,26.625,26.625,TP
2020-01-24,2020,upper,2020-01-24 03:07:00-05:00,9274.55896358009,7.0,10.5,-10.5,SL
2020-01-27,2020,lower,2020-01-27 05:03:00-05:00,8991.946156459002,48.0,72.0,0.0,BE
2020-01-27,2020,lower,2020-01-27 05:12:00-05:00,8990.4850459068,48.0,72.0,0.0,BE
2020-01-27,2020,lower,2020-01-27 05:21:00-05:00,8961.298613170124,48.0,72.0,0.0,BE
2020-01-27,2020,lower,2020-01-27 06:00:00-05:00,8950.865943718176,47.75,71.625,0.0,BE
2020-01-27,2020,lower,2020-01-27 09:30:00-05:00,8937.7482854863,21.25,31.875,31.875,TP
2020-01-28,2020,upper,2020-01-28 10:25:00-05:00,9053.02925865888,38.75,58.125,-0.0,BE
2020-01-30,2020,lower,2020-01-30 02:06:00-05:00,9012.488205660382,19.5,29.25,29.25,TP
2020-02-04,2020,upper,2020-02-04 03:23:00-05:00,9218.804595713065,28.0,42.0,-0.0,BE
2020-02-04,2020,upper,2020-02-04 07:40:00-05:00,9252.011794339618,19.0,28.5,-0.0,BE
2020-02-04,2020,upper,2020-02-04 10:40:00-05:00,9289.789046206857,49.0,73.5,-0.0,BE
2020-02-04,2020,upper,2020-02-04 10:42:00-05:00,9294.399900207167,49.0,73.5,-0.0,BE
2020-02-11,2020,upper,2020-02-10 20:45:00-05:00,9567.69569543655,32.5,48.75,-0.0,BE
2020-02-14,2020,upper,2020-02-13 22:02:00-05:00,9650.077889608092,21.0,31.5,31.5,TP
2020-02-17,2020,upper,2020-02-16 20:47:00-05:00,9673.031877068039,13.25,19.875,-0.0,BE
2020-02-17,2020,upper,2020-02-17 00:41:00-05:00,9676.808177323495,4.25,6.375,-6.375,SL
2020-02-19,2020,upper,2020-02-19 07:58:00-05:00,9684.604784625351,9.5,14.25,-0.0,BE
2020-02-19,2020,upper,2020-02-19 09:36:00-05:00,9706.908512159982,8.75,13.125,-13.125,SL
2020-02-21,2020,lower,2020-02-21 09:49:00-05:00,9489.093122931961,21.5,32.25,32.25,TP
2020-02-21,2020,lower,2020-02-21 09:49:00-05:00,9500.395215374649,21.5,32.25,0.0,BE
2020-02-24,2020,lower,2020-02-23 21:27:00-05:00,9281.154486973353,19.5,29.25,0.0,BE
2020-02-24,2020,lower,2020-02-24 04:16:00-05:00,9156.767105704166,87.0,130.5,0.0,BE
2020-02-27,2020,lower,2020-02-26 22:58:00-05:00,8724.757467992544,50.25,75.375,0.0,BE
2020-03-02,2020,upper,2020-03-01 20:31:00-05:00,8455.361761076416,73.25,109.875,-0.0,BE
2020-03-06,2020,lower,2020-03-05 22:53:00-05:00,8551.275749585217,56.25,84.375,0.0,BE
2020-03-06,2020,lower,2020-03-06 04:37:00-05:00,8518.953269957827,67.25,100.875,-100.875,SL
2020-03-12,2020,lower,2020-03-12 09:30:00-04:00,7595.5999259774835,4.25,6.375,-6.375,SL
2020-03-20,2020,upper,2020-03-20 03:26:00-04:00,7511.458736501807,169.5,200.0,-0.0,BE
2020-03-20,2020,upper,2020-03-20 03:44:00-04:00,7562.472908087322,169.5,200.0,-0.0,BE
2020-03-24,2020,upper,2020-03-24 04:07:00-04:00,7322.838733246481,60.5,90.75,-0.0,BE
2020-03-25,2020,upper,2020-03-25 03:59:00-04:00,7646.30369503761,102.5,153.75,-0.0,BE
2020-03-25,2020,upper,2020-03-25 04:29:00-04:00,7668.104140993251,115.75,173.625,-0.0,BE
2020-03-25,2020,upper,2020-03-25 04:47:00-04:00,7684.401914829,115.75,173.625,-0.0,BE
2020-03-25,2020,upper,2020-03-25 05:07:00-04:00,7726.54366907242,116.25,174.375,174.375,TP
2020-03-31,2020,upper,2020-03-30 20:01:00-04:00,7888.718408387388,31.0,46.5,-0.0,BE
2020-03-31,2020,upper,2020-03-30 21:02:00-04:00,7909.778477294267,29.0,43.5,-0.0,BE
2020-03-31,2020,upper,2020-03-31 05:22:00-04:00,7949.624439029813,37.5,56.25,56.25,TP
2020-04-01,2020,lower,2020-04-01 01:49:00-04:00,7578.254553993011,38.0,57.0,0.0,BE
2020-04-02,2020,lower,2020-04-02 09:14:00-04:00,7388.1058233536705,145.0,200.0,200.0,TP
2020-04-06,2020,upper,2020-04-05 20:17:00-04:00,7703.231612359354,32.5,48.75,-48.75,SL
2020-04-07,2020,upper,2020-04-07 02:58:00-04:00,8151.870446006989,72.5,108.75,-0.0,BE
2020-04-09,2020,upper,2020-04-09 09:43:00-04:00,8316.921889912834,171.75,200.0,143.17188991283365,cutoff
2020-04-14,2020,upper,2020-04-13 21:33:00-04:00,8377.974427210953,47.0,70.5,-0.0,BE
2020-04-14,2020,upper,2020-04-14 09:34:00-04:00,8503.366634118818,40.5,60.75,-60.75,SL
2020-04-16,2020,upper,2020-04-16 10:58:00-04:00,8708.551354323605,58.5,87.75,-0.0,BE
2020-04-21,2020,lower,2020-04-20 22:38:00-04:00,8627.887119112991,49.75,74.625,74.625,TP
2020-04-21,2020,lower,2020-04-21 09:37:00-04:00,8582.137175759435,32.5,48.75,-48.75,SL
2020-04-23,2020,upper,2020-04-23 10:23:00-04:00,8752.552576739732,81.25,121.875,-0.0,BE
2020-04-27,2020,upper,2020-04-26 22:06:00-04:00,8823.787808365498,40.75,61.125,-0.0,BE
2020-04-27,2020,upper,2020-04-27 00:00:00-04:00,8842.999663098304,20.5,30.75,-30.75,SL
2020-04-28,2020,upper,2020-04-28 05:20:00-04:00,8898.367238360446,21.75,32.625,-32.625,SL
2020-05-05,2020,upper,2020-05-05 03:30:00-04:00,8892.408305458119,23.75,35.625,-0.0,BE
2020-05-07,2020,upper,2020-05-07 05:36:00-04:00,9092.014338145143,23.75,35.625,-0.0,BE
2020-05-08,2020,upper,2020-05-07 20:00:00-04:00,9157.354943061793,28.75,43.125,-0.0,BE
2020-05-08,2020,upper,2020-05-07 20:04:00-04:00,9164.406582835476,28.75,43.125,-0.0,BE
2020-05-11,2020,upper,2020-05-10 19:33:00-04:00,9243.358037197813,45.5,68.25,-0.0,BE
2020-05-13,2020,lower,2020-05-12 19:45:00-04:00,9008.407743009884,47.0,70.5,70.5,TP
2020-05-15,2020,upper,2020-05-15 03:07:00-04:00,9130.678190866347,25.75,38.625,-0.0,BE
2020-05-18,2020,upper,2020-05-17 19:04:00-04:00,9169.976526088944,57.75,86.625,-0.0,BE
2020-05-18,2020,upper,2020-05-18 10:59:00-04:00,9331.220279581725,60.5,90.75,-0.0,BE
2020-05-20,2020,upper,2020-05-20 09:30:00-04:00,9425.837628444118,20.25,30.375,-30.375,SL
2020-05-22,2020,lower,2020-05-21 22:54:00-04:00,9317.397405779739,44.0,66.0,0.0,BE
2020-05-22,2020,lower,2020-05-22 01:29:00-04:00,9267.835063848652,26.0,39.0,0.0,BE
2020-05-25,2020,upper,2020-05-25 06:50:00-04:00,9515.473595904761,16.25,24.375,-0.0,BE
2020-05-26,2020,upper,2020-05-25 23:54:00-04:00,9572.289936151348,15.25,22.875,-0.0,BE
2020-05-27,2020,lower,2020-05-27 10:46:00-04:00,9202.026404095239,131.5,197.25,197.25,TP
2020-05-27,2020,lower,2020-05-27 10:49:00-04:00,9182.905269092378,131.5,197.25,197.25,TP
2020-06-02,2020,upper,2020-06-02 02:29:00-04:00,9608.202720566167,27.0,40.5,-0.0,BE
2020-06-02,2020,upper,2020-06-02 03:31:00-04:00,9624.147499658488,15.0,22.5,-0.0,BE
2020-06-02,2020,upper,2020-06-02 04:18:00-04:00,9633.477594220261,33.5,50.25,-0.0,BE
2020-06-03,2020,upper,2020-06-02 20:45:00-04:00,9681.300958053465,37.5,56.25,-0.0,BE
2020-06-03,2020,upper,2020-06-03 10:01:00-04:00,9702.493545767029,48.75,73.125,-0.0,BE
2020-06-04,2020,upper,2020-06-04 09:50:00-04:00,9728.37040825345,40.75,61.125,61.125,TP
2020-06-09,2020,upper,2020-06-09 10:45:00-04:00,9943.600120332674,64.0,96.0,-0.0,BE
2020-06-10,2020,upper,2020-06-09 21:32:00-04:00,10005.261489168231,17.0,25.5,-0.0,BE
2020-06-11,2020,lower,2020-06-11 08:22:00-04:00,9906.19433490329,45.5,68.25,0.0,BE
2020-06-15,2020,lower,2020-06-15 01:36:00-04:00,9460.75459174655,43.0,64.5,-64.5,SL
2020-06-16,2020,upper,2020-06-16 08:57:00-04:00,9998.480141994416,36.75,55.125,55.125,TP
2020-06-19,2020,upper,2020-06-19 08:36:00-04:00,10095.593960731061,21.5,32.25,-0.0,BE
2020-06-19,2020,upper,2020-06-19 09:28:00-04:00,10112.119354596121,22.0,33.0,33.0,TP
2020-06-23,2020,upper,2020-06-23 03:15:00-04:00,10164.240165724947,56.75,85.125,-0.0,BE
2020-06-23,2020,upper,2020-06-23 03:16:00-04:00,10174.123908644677,56.75,85.125,-0.0,BE
2020-06-23,2020,upper,2020-06-23 03:54:00-04:00,10182.93066509671,56.75,85.125,-0.0,BE
2020-06-23,2020,upper,2020-06-23 10:42:00-04:00,10230.516390847179,42.0,63.0,-0.0,BE
2020-06-29,2020,lower,2020-06-29 09:41:00-04:00,9758.955832485262,43.25,64.875,64.875,TP
2020-06-30,2020,upper,2020-06-30 01:21:00-04:00,10024.81294832396,5.5,8.25,8.25,TP
2020-07-01,2020,upper,2020-07-01 09:33:00-04:00,10189.419167514738,68.5,102.75,-0.0,BE
2020-07-02,2020,upper,2020-07-02 04:27:00-04:00,10329.492613096521,29.25,43.875,-0.0,BE
2020-07-02,2020,upper,2020-07-02 08:30:00-04:00,10344.29260296773,27.5,41.25,-0.0,BE
2020-07-02,2020,upper,2020-07-02 08:53:00-04:00,10378.76301438694,27.5,41.25,-0.0,BE
2020-07-06,2020,upper,2020-07-05 21:46:00-04:00,10467.840840343804,28.0,42.0,-0.0,BE
2020-07-06,2020,upper,2020-07-06 10:00:00-04:00,10530.716111433376,53.5,80.25,-0.0,BE
2020-07-07,2020,upper,2020-07-06 19:33:00-04:00,10645.149837633802,30.5,45.75,-0.0,BE
